Year,Reg,Group,Bra15,Bra16,Bra17,Bra18,Bra19,Bra20,Bra21,Bra22,Bra23,Bra24,Bra25,Bra26,Bra27,Bra28,Bra29,Bra30,Bra31,Bra32,Bra33,Bra34,Bra35,Bra36,Bra37,Bra38,Bra39,Bra40,Bra41,Bra42,Bra43,Bra44,Bra45,Bra46,Bra47,Bra48,Bra49,Bra50,Bra51,Bra52,Bra53,Bra54,Bra55
2012,1115,U,2850,6330,15330,27483,46368,58855,69283,78153,88207,100259,101187,95602,92604,85364,89351,71080,70316,54276,54058,43266,42583,32725,25737,20526,14736,9056,7740,3899,2211,838,1477,321,466,147,138,0,245,121,0,0,0
2012,1115,R,4163,15087,31077,69374,104481,108060,117284,119825,115083,133290,126631,111422,114366,101354,98761,82405,81461,74272,74812,55388,47199,36489,22910,23075,16110,13457,5079,3551,3089,746,366,364,0,346,0,0,0,0,0,0,0
2012,1117,T,4512,9831,22758,42854,59582,74752,81810,91213,103535,107218,114630,107315,104868,96011,88853,82618,70607,68665,57404,48973,41997,38965,29249,23225,15414,9103,7233,4733,1951,1418,628,492,0,0,0,0,0,0,0,0,0
2012,1117,U,4528,7292,17148,35238,53005,65264,71916,82886,96847,102774,114192,105013,108090,96564,91463,83024,70407,68115,58047,48766,42032,39882,30462,24111,15710,9606,6671,4518,1912,1386,533,626,0,0,0,0,0,0,0,0,0
2012,1117,R,4461,19186,44684,74574,87054,114096,121313,123047,128188,123115,116224,116170,92016,93845,78536,81044,71380,70902,54801,49805,41854,35061,24227,19709,14202,7067,9457,5575,2100,1534,974,0,0,0,0,0,0,0,0,0,0
2012,1120,T,2600,8589,18333,32237,47328,56674,63262,78369,88488,98295,110282,97837,100122,91703,83157,81044,70046,64564,53593,46372,42238,34664,22543,19682,13802,8917,6356,3214,1893,669,452,124,61,56,53,0,0,0,0,0,48
2012,1120,U,1360,5361,11981,17819,28373,36483,44366,60511,77425,92387,109380,98935,98489,94298,81503,83781,71580,66572,56483,48563,43807,35888,24640,21755,14657,9690,7208,2615,2020,908,491,188,91,0,0,0,0,0,0,0,71
2012,1120,R,4555,14348,31496,71207,112345,129817,123935,129073,116799,112555,112388,95230,104104,85336,87204,74401,66264,59647,46836,41428,38676,31887,17864,15160,11970,7270,4555,4470,1635,199,376,0,0,168,155,0,0,0,0,0,0
2012,1124,T,5921,9687,21479,38387,55299,59925,74205,80220,91986,99271,108160,90465,96442,95889,87201,74345,72141,68266,57207,51996,45786,37257,30845,23902,15577,10845,8595,5632,2263,2037,982,270,133,251,0,0,0,0,0,0,0
2012,1124,U,5103,6199,20380,33632,50807,54974,69110,76406,88360,94671,106057,91876,98156,95571,86469,76637,72191,68543,58723,48385,48852,38386,30684,23568,15123,10820,8302,6551,1696,1943,1198,329,164,313,0,0,0,0,0,0,0
2012,1124,R,9695,25429,26599,63251,80367,88819,101933,99620,109397,121088,118306,83688,88452,97421,90944,62292,71885,66828,48696,72363,28269,30702,31773,25751,18057,10980,10144,851,5113,2474,0,0,0,0,0,0,0,0,0,0,0
2012,1129,T,3473,9842,17892,40924,65072,76944,80654,92483,94541,103834,111549,106073,101417,96638,86757,85430,75545,66466,56361,58494,46800,35685,29140,20450,18403,10617,6685,3997,2787,614,448,284,136,0,117,111,0,0,0,0,0
2012,1129,U,3378,9531,15404,30923,55732,64155,69136,81049,88230,101432,108929,103001,103302,97687,83974,84021,76426,64381,57056,59549,46237,34903,29465,21706,19892,11279,6895,4201,2602,792,578,364,175,0,149,142,0,0,0,0,0
2012,1129,R,3737,10748,25584,73352,97651,122705,119569,130264,115925,111987,120753,116635,94840,92839,96820,90603,72318,73963,53800,54480,48909,38598,27922,15831,12803,8116,5923,3294,3420,0,0,0,0,0,0,0,0,0,0,0,0
2012,1134,T,3237,8591,20560,39329,72608,87561,93839,107205,105547,129747,131520,119468,117143,107333,110823,100265,83453,78282,69787,63392,45507,39428,39983,23373,18188,11592,5708,3979,2393,476,230,0,0,0,0,0,0,0,0,0,0
2012,1134,U,1570,5309,17265,27950,58885,67699,72777,89341,83934,112665,116542,110123,110724,96439,104583,98296,80194,75115,70442,62173,44715,40006,43922,25276,18262,11809,7251,2632,2041,340,336,0,0,0,0,0,0,0,0,0,0
2012,1134,R,6904,16706,29466,76204,122172,155352,157350,160330,169811,178906,179141,150667,138865,145100,132253,106904,93885,88336,67825,66911,47815,37781,28846,18011,17989,11003,1656,7296,3230,793,0,0,0,0,0,0,0,0,0,0,0
2012,1138,T,3605,10555,20673,42593,71751,87752,92410,107370,107701,119817,118583,107118,104192,100162,87539,86558,69143,68013,57855,50462,49910,35150,32880,19159,13928,10185,5362,4308,3009,1223,520,0,0,0,0,0,95,0,0,0,0
2012,1138,U,2620,6120,13880,24313,45913,58158,66911,81576,90185,106296,110283,104103,97757,93074,86181,82538,65714,69721,59522,50134,47095,37425,31081,18537,14659,9933,5324,3512,3727,1251,399,0,0,0,0,0,0,0,0,0,0
2012,1138,R,5156,18677,36093,96796,155999,185581,170605,181637,156080,158160,141823,115528,122550,121115,91629,98394,79174,63026,53132,51381,57232,29555,37299,20663,12295,10708,5440,5917,1611,1171,746,0,0,0,0,0,291,0,0,0,0
2012,1142,T,3589,11034,26173,42462,60287,82981,90038,85768,100966,108864,112490,105803,101382,96153,83963,82649,68436,67300,58958,51303,45842,40721,25529,22201,16324,9437,5754,4559,2475,1423,251,120,0,0,0,0,0,0,0,0,0
2012,1142,U,1638,8996,18300,31930,45261,64451,70358,69382,84239,101747,109071,101420,101047,95556,85023,80413,67073,70060,59334,52641,46552,40754,25692,21687,15051,9800,5577,4464,2408,1209,196,0,0,0,0,0,0,0,0,0,0
2012,1142,R,6621,14269,39539,61639,90498,120920,130841,120867,135178,122993,119450,115197,102139,97544,81468,87826,71657,60764,58112,48363,44255,40650,25189,23260,18871,8711,6107,4745,2599,1807,350,335,0,0,0,0,0,0,0,0,0
2012,1146,T,2094,5599,12524,25906,44293,52340,63522,69913,80464,91628,96438,96146,92253,90022,88486,80453,74217,63815,60357,52437,45792,36859,29885,24452,17785,13368,8501,4837,2857,1585,703,313,186,143,17,16,15,15,47,0,16
2012,1146,U,1969,5801,12648,25447,43843,51941,62851,70210,81009,94438,100787,101317,98020,95120,92601,85143,79638,67658,64292,55614,48324,38624,31497,25984,18708,14297,9102,5286,2978,1759,819,340,186,178,21,20,19,19,60,0,21
2012,1146,R,2604,4764,12003,27849,46179,54032,66346,68691,78239,80090,78848,75130,68666,68552,70996,60779,51030,47381,43437,38739,34638,29027,22831,17614,13630,9256,5807,2872,2347,861,214,201,189,0,0,0,0,0,0,0,0
2012,1154,T,2964,8114,22586,41254,54042,60676,67214,82594,95535,110263,108863,104144,103410,98406,92165,79986,74349,67515,54785,48632,33597,37879,27914,21794,11820,8574,6480,2869,2959,787,756,0,0,169,0,0,0,0,0,0,0
2012,1154,U,2822,5011,12434,21280,29678,32547,41333,57651,71724,86443,89914,89631,77373,78309,73548,65189,64160,57690,47319,45316,30636,31908,24196,18927,10022,7558,5566,2640,3618,610,1180,0,0,0,0,0,0,0,0,0,0
2012,1154,R,3206,13814,44032,93356,133272,156382,145621,152297,154636,162682,149533,136643,160568,142897,135911,114630,98655,91659,72771,56456,40296,51148,36396,28202,15675,10689,8299,3299,1711,1107,0,0,0,481,0,0,0,0,0,0,0
2012,1161,T,4115,7265,22984,36631,49930,67545,70578,79165,93154,106640,112291,107701,94670,93530,89353,82053,73914,65038,56993,49730,42799,35211,26433,20797,16991,10116,7770,5704,2015,1320,128,505,0,0,0,0,0,0,0,0,0
2012,1161,U,3128,5658,14721,24484,31250,49019,49867,62825,74459,94048,101650,93480,84451,81399,83035,76393,69332,57754,54377,48699,40813,33970,23462,18923,16868,9040,7219,4495,1677,913,0,525,0,0,0,0,0,0,0,0,0
2012,1161,R,6336,11264,45265,79839,117380,133817,144721,134218,150000,143133,143565,150254,125118,130445,108824,99538,89007,88355,64938,52830,48879,39066,35482,26297,17345,13130,9337,9028,2888,2383,462,453,0,0,0,0,0,0,0,0,0
2012,1166,T,3108,9010,16821,35778,53518,66286,70791,78654,85769,89111,97298,94494,88932,85581,81218,75598,69674,64966,54836,48113,40738,31777,25788,19526,12692,9962,6990,5177,4074,1709,300,579,0,0,0,115,0,0,212,0,0
2012,1166,U,1441,6728,11306,24180,35365,52073,57644,69778,77312,83422,89181,92801,88669,83034,79959,76832,67740,65702,56290,50445,41000,33008,26236,19859,12683,9735,7273,5476,3999,1684,407,0,0,0,0,0,0,0,283,0,0
2012,1166,R,7373,15511,33664,79960,125749,118714,114865,107553,112231,105976,121270,99673,89740,93801,85421,71514,76129,62405,49717,39962,39851,27753,24316,18395,12723,10695,6111,4276,4291,1783,0,2138,0,0,0,435,0,0,0,0,0
2012,1168,T,3250,7826,21005,37186,56573,73882,72592,81726,89999,103507,98586,91820,91389,83903,75382,74105,63931,55463,45585,43829,35555,27517,22285,18322,11934,7628,5958,2018,1548,1134,407,388,126,0,0,107,0,0,0,0,0
2012,1168,U,1164,7043,14613,26703,39122,55222,59321,72247,80773,100409,96235,88576,96293,86814,80643,77976,65851,55613,48123,44296,38126,28643,22372,18337,12302,8281,4992,2198,1374,1409,0,434,0,0,0,178,0,0,0,0,0
2012,1168,R,5887,8862,29932,53155,83978,103837,94476,97732,105369,108564,102386,97215,82709,78844,66218,67184,60396,55191,41109,43007,31222,25614,22141,18298,11339,6613,7468,1733,1825,715,994,320,311,0,0,0,0,0,0,0,0
2012,1128,T,3317,8717,20333,35717,64131,78295,84987,94354,101671,112878,111856,105720,95857,101245,95294,85493,76273,68495,62422,55593,42155,38893,32688,22384,16803,11527,6598,5700,2833,1524,226,216,0,0,0,0,0,0,0,0,0
2012,1128,U,1976,6838,14178,26407,42202,61235,71500,79776,89824,104745,108042,102912,92202,96972,95985,83102,76005,69024,62709,57086,43965,40461,34110,22723,16921,11712,6470,5459,2765,1390,150,143,0,0,0,0,0,0,0,0,0
2012,1128,R,7257,14831,43154,75804,156137,143989,132863,144794,141866,140582,124716,115360,109058,117246,92640,94585,77283,66467,61303,49847,35186,32812,27193,21097,16355,10836,7056,6521,3060,1946,459,434,0,0,0,0,0,0,0,0,0
2012,1170,T,3874,8071,21793,39528,57370,73603,70073,83555,87453,94413,99854,93249,83309,87297,79589,70601,65065,57003,51861,45008,39681,29887,22846,18463,13689,9006,6219,3945,2427,1346,103,0,187,0,0,0,0,0,0,0,0
2012,1170,U,2857,6987,18323,32920,48814,61647,58756,73814,78665,86853,94243,86179,78669,83878,74437,67610,62289,53425,47552,44792,37940,29164,22036,17782,12497,8473,6152,3615,2660,1445,130,0,237,0,0,0,0,0,0,0,0
2012,1170,R,7215,11859,34459,64450,89371,118425,111357,119158,118551,120424,119333,118595,99961,99673,98795,82121,76031,71336,69710,45894,46936,32950,26286,21521,19108,11318,6500,5313,1505,977,0,0,0,0,0,0,0,0,0,0,0
2012,1178,T,2771,8122,17017,37066,52245,66603,72843,73918,93414,99813,108417,107198,105576,102867,96707,89463,81932,70435,64641,57281,51249,41722,31295,23537,18759,12017,9112,5849,2378,1433,943,345,442,0,0,0,0,0,0,0,0
2012,1178,U,2208,7491,15516,31120,41829,53982,62795,67882,82832,94392,101470,102544,103285,99556,94057,85165,79188,70059,64029,56575,52304,41473,30868,22404,18613,12126,9206,5607,2442,1308,860,422,270,0,0,0,0,0,0,0,0
2012,1178,R,5126,10758,23976,70136,115909,147590,135693,109225,151605,129676,146133,133206,119137,122971,112774,115343,98586,72638,68182,61363,45177,43176,33786,30158,19594,11412,8599,7105,2070,2013,1324,0,1227,0,0,0,0,0,0,0,0
2012,1145,T,805,3259,7327,16050,23668,32889,36708,44791,58594,75222,89022,88655,93624,100359,95393,89781,74437,65635,63408,60868,52478,42214,34670,30210,23195,17459,10788,6475,4736,2211,1318,683,525,251,134,90,37,28,20,30,10
2012,1145,U,782,3195,7242,15866,23336,32476,36204,44327,58116,74588,88326,88096,92913,99631,94625,89084,73912,65103,62944,60331,52124,41907,34450,30001,23073,17402,10745,6443,4712,2199,1318,671,525,251,134,90,37,28,20,30,10
2012,1145,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3100,T,2588,7137,16351,29850,46750,58642,64458,72257,81944,93569,103934,105016,102426,99330,97444,91362,82380,71658,65307,58840,50337,42728,34096,25441,19034,13588,9272,5604,3298,1597,857,396,168,104,89,42,24,8,8,8,24
2012,3100,U,2255,5556,13052,22491,35748,47719,53162,61538,73851,86754,98886,102272,100603,98357,97294,92077,82632,72117,65631,59734,51203,43540,34451,26144,19423,13973,9554,5779,3408,1602,812,437,178,125,107,51,29,9,10,10,29
2012,3100,R,4106,15152,34817,84558,140003,149308,149477,146385,134779,136791,135688,122547,114084,105555,98397,86858,80774,68728,63265,53197,44876,37666,31876,21079,16629,11218,7554,4573,2687,1568,1085,190,121,0,0,0,0,0,0,0,0
2012,1186,T,1836,8473,16008,34559,61735,80623,84559,96163,96983,100968,113283,119645,105190,109678,99048,90407,91689,71281,68252,64932,49837,45555,33596,23894,21545,14139,7227,4209,4380,970,462,0,0,409,0,0,0,0,0,0,0
2012,1186,U,1900,6204,11895,23156,45746,60402,62852,77929,81414,85432,96082,108597,97055,99775,90717,85645,82834,68171,66725,64082,48787,46927,33622,22596,22361,15391,7327,4089,3401,621,596,0,0,526,0,0,0,0,0,0,0
2012,1186,R,1616,17361,36145,145985,237903,273312,252874,214162,185552,182266,203329,178133,146489,158324,139298,114114,136731,86849,75748,68847,54779,39103,33482,29663,18079,8894,6810,4687,7991,2208,0,0,0,0,0,0,0,0,0,0,0
2012,1187,T,3700,11700,30003,50213,86977,93949,100317,104721,113451,116778,123650,114950,111744,106701,105635,98550,87482,72462,68220,60086,55900,45819,35772,25669,18704,15704,8801,3889,2324,1176,494,157,148,0,256,0,0,0,0,0,0
2012,1187,U,3329,9140,21002,33963,53202,62500,68577,72700,91936,95609,105211,99077,95053,92134,97413,90641,81409,67842,62313,57610,53471,45032,34086,25556,17461,14795,8800,4321,2790,876,655,210,199,0,337,0,0,0,0,0,0
2012,1187,R,4902,21198,67758,166972,450475,418953,326892,288848,219218,212121,202056,182974,186570,175018,144000,136364,116436,93558,94620,70796,66327,49317,43310,26154,23855,19486,8804,2287,733,2164,0,0,0,0,0,0,0,0,0,0,0
2012,1111,T,2430,8540,20275,43606,66654,92041,96114,107753,105846,117072,112859,114588,106075,97071,102185,90049,88880,77376,65806,56727,48625,43268,33116,21982,18624,10774,8756,5400,2560,794,1023,373,120,0,0,0,94,0,0,0,0
2012,1111,U,2516,6152,16941,32511,44163,61745,68480,79730,82078,94180,99068,103121,97437,89549,95687,86385,87852,72962,62236,55862,48315,43045,32780,22535,18140,10801,9847,4929,1937,527,689,503,161,0,0,0,128,0,0,0,0
2012,1111,R,2182,16445,32129,110226,270370,370309,271733,255235,220685,223925,179140,171841,149084,134095,133028,107418,93612,97547,82424,60695,50000,44221,34522,19813,20489,10670,4745,7022,4594,1614,1989,0,0,0,0,0,0,0,0,0,0
2012,111,T,3704,12448,24896,66038,68421,161798,157390,152482,181524,122734,129458,132612,109397,101983,104980,85106,113667,74667,95116,63241,41543,35427,32895,40886,17452,24955,27730,10619,7561,0,0,0,0,0,0,0,0,0,0,0,0
2012,111,U,0,0,11204,33994,37975,102273,103359,83333,107759,78014,98361,124567,108893,86643,106489,73702,103270,81356,85106,60606,37313,24291,33403,36036,9709,20253,23923,10000,11268,0,0,0,0,0,0,0,0,0,0,0,0
2012,111,R,9662,37500,64000,225352,218750,387097,313433,333333,405229,287582,258503,161491,111111,157895,98592,129032,151899,50000,131737,72727,57971,78740,31008,55944,37267,36145,37736,12121,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1119,T,3658,7438,17315,37457,68525,81158,89733,99620,104532,118874,126710,124879,119814,109277,104597,101686,93810,77872,68199,67889,56591,46802,36668,24691,17358,12583,8970,5135,2482,1491,1150,0,0,0,0,0,0,0,0,0,0
2012,1119,U,2777,6126,12867,22964,46281,62397,64662,77195,86466,104803,111063,115539,110972,100802,102248,97542,91176,72881,68774,66560,56701,48689,35776,25243,17965,12739,8823,5772,2949,1363,1287,0,0,0,0,0,0,0,0,0,0
2012,1119,R,5646,10963,31638,103213,170528,156906,172970,170773,163628,166483,180535,158539,152456,140000,113157,116768,103291,95514,66157,72727,56194,40163,39715,22912,15500,12139,9380,3450,1386,1786,837,0,0,0,0,0,0,0,0,0,0
2012,1127,T,2447,7622,19654,35519,52335,67404,79331,83794,94409,98620,111173,108064,103111,99648,94244,94683,79103,72296,67312,56145,48676,40479,35287,21088,18587,14627,5928,4367,3479,1611,1120,619,148,0,137,0,0,0,0,0,0
2012,1127,U,1333,6790,12586,17880,38427,49718,63698,72802,85788,94796,106705,105039,100756,97234,92735,95238,76903,70362,68654,54035,53457,38914,35714,21469,18117,14792,6446,4243,3814,1849,1233,594,189,0,176,0,0,0,0,0,0
2012,1127,R,5520,10096,41446,89565,96535,124908,129879,119269,122541,111445,126039,117802,110699,107667,99299,92834,86455,78878,62709,63512,32317,45811,33769,19704,20321,14014,4036,4809,2235,748,721,706,0,0,0,0,0,0,0,0,0
2012,1141,T,3249,6873,15460,31852,47945,56855,62279,66616,69067,77566,79445,73675,70398,71771,66768,59054,56927,47636,45758,40586,36161,30970,24046,20218,13895,9517,6511,3656,2599,1215,637,336,80,0,0,0,0,0,0,0,0
2012,1141,U,2643,5617,12505,27180,40925,54969,62085,62889,68294,77622,81935,76992,74048,78231,72649,63396,61781,52413,46955,44948,38240,33341,24666,22841,14651,10164,5622,3768,2814,990,822,254,120,0,0,0,0,0,0,0,0
2012,1141,R,4485,9473,21832,41712,61957,60464,62665,73678,70522,77460,74757,67491,63726,59925,55889,51262,48008,38690,43534,32247,32006,26253,22807,14826,12284,8130,8375,3428,2182,1655,271,497,0,0,0,0,0,0,0,0,0
2012,1147,T,3466,6284,17336,32150,57736,79663,77609,86309,88530,102957,109576,103202,102525,94870,89581,89194,79432,69626,63536,54514,43432,33749,30280,21190,12633,8527,8062,4450,1883,955,186,729,0,0,0,0,0,0,0,0,0
2012,1147,U,3435,5509,16967,31891,56001,75338,73594,82402,84726,100096,107166,101541,101018,95459,90243,90141,79742,70404,62670,55132,43334,33520,30621,21058,12954,8084,8080,4186,2011,1019,199,779,0,0,0,0,0,0,0,0,0
2012,1147,R,3846,17131,22779,36082,90615,167665,150110,153285,141333,139381,141304,125843,122186,87227,80851,76125,75029,58182,76010,45400,44864,37267,25063,23226,7762,14688,7813,8276,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1149,T,2304,10158,20870,47493,68441,84219,86313,95706,99737,108642,108407,115510,106208,94955,100201,93299,73023,64453,66630,58563,45987,40653,31020,24379,15337,9408,8570,5580,3060,1752,1191,223,864,0,0,0,0,0,168,0,0
2012,1149,U,2180,5153,15840,36873,49590,67954,70244,79976,86212,97302,101615,110642,104794,92329,96902,97506,71161,66628,69386,60562,45555,39810,29588,24511,16743,10138,8499,4578,3157,2067,996,315,612,0,0,0,0,0,236,0,0
2012,1149,R,2599,23693,35690,87912,147134,146475,140582,144424,140159,141430,128176,130028,110419,103058,110557,80514,78671,57632,58024,52166,47371,43153,35497,23952,10918,7078,8793,8459,2802,914,1687,0,1464,0,0,0,0,0,0,0,0
2012,1158,T,2574,10989,19455,39937,70871,78486,85851,99213,101900,100950,121775,108983,101466,85931,90105,86308,74808,66444,66607,51090,45543,35373,30948,22757,18114,11218,8019,6058,2781,697,2045,431,205,0,0,0,0,0,0,0,0
2012,1158,U,2070,4836,13324,28565,49809,60089,64112,85213,92901,92278,113498,103509,93368,83477,82485,86773,72127,66589,66005,52248,44401,35333,31050,20901,17039,10995,7932,6755,2576,328,962,614,293,0,0,0,0,0,0,0,0
2012,1158,R,3812,27888,38462,84629,160273,162882,173432,147029,129146,125696,146019,126103,128298,94213,115688,84769,83411,65966,68627,47183,49406,35503,30631,28344,21371,11869,8264,4167,3310,1594,4677,0,0,0,0,0,0,0,0,0,0
2012,1140,T,1780,4428,10128,15062,23369,33058,38953,46311,63546,79360,96268,104034,106197,106719,105342,98874,87704,78367,69777,64458,55615,47721,37992,30266,22605,16673,11659,7137,4155,2258,799,535,213,231,170,115,43,22,0,22,68
2012,1140,U,1780,4428,10128,15062,23369,33058,38953,46311,63546,79360,96268,104034,106197,106719,105342,98874,87704,78367,69777,64458,55615,47721,37992,30266,22605,16673,11659,7137,4155,2258,799,535,213,231,170,115,43,22,0,22,68
2012,1140,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3700,T,3704,9863,22611,40212,62736,74317,81988,88694,101053,109913,112281,105121,100677,100215,93091,84769,74722,65783,61121,52520,45723,36804,28857,22280,17218,11326,7046,5062,2504,1400,874,456,143,88,120,27,8,16,17,35,9
2012,3700,U,3385,7625,16112,30250,44727,53441,62104,71943,88072,99574,106821,101569,96152,99020,94621,84842,75191,67502,63082,54833,47834,38906,29306,23792,17825,11761,7291,4806,2595,1583,922,563,164,111,180,43,13,26,28,56,14
2012,3700,R,4137,13020,32524,57581,98241,117888,123489,122893,126351,129537,122608,112014,109453,102527,90104,84625,73784,62371,57346,48106,41776,32822,28014,19520,16111,10543,6597,5529,2346,1092,795,281,108,51,24,0,0,0,0,0,0
2012,1179,T,1741,10212,25591,40729,67821,82655,93248,94176,108340,121823,114906,110111,100438,97582,87745,83786,83820,62620,58537,48158,45774,36068,32551,19756,19421,12288,7339,5102,2766,687,1058,339,323,0,0,0,0,255,0,0,0
2012,1179,U,0,7699,8875,18650,36058,45514,48445,61769,76904,104808,102769,95573,91720,90104,80391,71801,69717,55631,53310,47277,46787,33093,28942,20285,14977,12500,6283,2613,3365,0,708,671,638,0,0,0,0,501,0,0,0
2012,1179,R,3196,12510,41522,64646,110645,138012,160057,140515,148687,140901,128304,126765,110553,106357,96324,97626,101030,71056,64604,49164,44658,39429,36610,19185,24382,12048,8535,7807,2133,1419,1405,0,0,0,0,0,0,0,0,0,0
2012,1185,T,2427,3434,19189,40701,69617,95474,110690,113139,118895,119420,119283,113179,117509,116458,104096,94959,83083,66822,67697,55812,62500,40894,41425,29285,28900,22830,11154,6700,5060,542,506,946,0,802,782,0,0,0,0,0,0
2012,1185,U,4110,3976,16240,18105,45274,86234,72442,87383,121080,115689,110114,124155,122896,123667,112076,99641,90448,63522,73501,59059,74728,46113,36851,32749,33007,21851,16785,4926,4869,1215,0,1074,0,1811,1808,0,0,0,0,0,0
2012,1185,R,1089,3023,21495,60606,91800,103872,142740,134623,117037,122505,126742,104042,112850,109958,96396,90253,75716,70126,61722,52411,49532,35496,45902,25945,25071,23689,6459,8172,5225,0,894,845,0,0,0,0,0,0,0,0,0
2012,1103,T,3303,9657,22349,40859,64972,79188,86461,93959,106318,113950,117443,109394,106742,106538,95378,88833,77666,69413,64208,54423,47414,39244,28795,22106,18773,11125,6894,5705,2643,1598,1122,310,109,26,223,0,0,0,0,72,24
2012,1103,U,3173,7108,16276,32657,47238,60134,69507,79917,98077,109265,117582,113396,108328,111036,104048,95297,83759,77190,71538,61240,53541,45713,32591,25907,21300,12445,7299,5868,2851,2083,1328,472,101,0,375,0,0,0,0,136,46
2012,1103,R,3428,12161,28717,50817,88584,105967,110829,113682,117347,120131,117257,104019,104649,100611,83826,80311,69498,59036,54801,45806,39767,31047,24009,17399,15602,9488,6380,5500,2393,1029,887,121,118,56,52,0,0,0,0,0,0
2012,1112,T,3656,13736,29347,52955,79960,98506,105431,110147,130119,132059,129270,123209,115768,104515,107194,95652,79758,76918,67754,59292,53189,42482,34709,27653,20314,14929,7394,4539,2732,1446,311,148,0,0,0,0,0,0,0,0,0
2012,1112,U,3850,12260,21438,44904,68650,83064,88407,99803,115415,121949,123616,118242,103268,102667,104483,92547,79876,74204,68907,59012,50174,42561,33627,27110,19460,13861,6655,4552,3095,1716,241,229,0,0,0,0,0,0,0,0,0
2012,1112,R,3347,16207,43512,68252,102963,130204,139313,130511,159393,151920,140462,133242,141425,108485,113186,102502,79494,83089,65104,59943,59927,42300,37222,28884,22292,17383,9030,4511,1979,932,439,0,0,0,0,0,0,0,0,0,0
2012,1118,T,4747,9682,21246,36908,60452,68041,76302,82198,90890,102967,103511,95238,93829,93747,88872,80378,74031,60990,56293,51744,45645,33835,29003,21178,15431,11012,7120,4731,1862,1379,767,674,55,157,50,48,0,0,47,0,0
2012,1118,U,3909,8380,16134,30376,44882,51513,61444,68475,79428,91324,95112,88419,88002,88630,83907,79373,71957,59480,54222,49672,44676,32913,26591,20461,14584,9978,7122,4606,1791,1099,862,668,72,209,66,64,0,0,61,0,0
