# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  8086    0.08086 0.91914 95957   6286927 62.87
1       91914   1783    0.01940 0.98060 91023   6190970 67.36
2       90131   583     0.00647 0.99353 89840   6099947 67.68
3       89548   280     0.00313 0.99687 89408   6010108 67.12
4       89268   187     0.00210 0.99790 89175   5920700 66.32
5       89081   158     0.00178 0.99822 89000   5831525 65.46
6       88923   150     0.00168 0.99832 88847   5742525 64.58
7       88773   145     0.00163 0.99837 88700   5653678 63.69
8       88628   136     0.00153 0.99847 88559   5564978 62.79
9       88492   122     0.00138 0.99862 88430   5476419 61.89
10      88370   106     0.00120 0.99880 88316   5387989 60.97
11      88264   94      0.00106 0.99894 88216   5299673 60.04
12      88170   87      0.00099 0.99901 88126   5211457 59.11
13      88083   86      0.00097 0.99903 88040   5123331 58.16
14      87997   90      0.00102 0.99898 87953   5035291 57.22
15      87907   100     0.00114 0.99886 87858   4947338 56.28
16      87807   114     0.00130 0.99870 87751   4859480 55.34
17      87693   131     0.00149 0.99851 87629   4771729 54.41
18      87562   149     0.00170 0.99830 87489   4684100 53.49
19      87413   166     0.00189 0.99811 87331   4596611 52.58
20      87247   179     0.00205 0.99795 87159   4509279 51.68
21      87068   191     0.00219 0.99781 86973   4422121 50.79
22      86877   200     0.00231 0.99769 86778   4335148 49.90
23      86677   208     0.00240 0.99760 86574   4248370 49.01
24      86469   214     0.00248 0.99752 86362   4161796 48.13
25      86255   217     0.00252 0.99748 86147   4075434 47.25
26      86038   223     0.00259 0.99741 85927   3989287 46.37
27      85815   230     0.00268 0.99732 85701   3903360 45.49
28      85585   238     0.00278 0.99722 85467   3817659 44.61
29      85347   246     0.00289 0.99711 85224   3732193 43.73
30      85101   242     0.00284 0.99716 84980   3646969 42.85
31      84859   250     0.00295 0.99705 84735   3561988 41.98
32      84609   257     0.00304 0.99696 84481   3477254 41.10
33      84352   263     0.00311 0.99689 84221   3392773 40.22
34      84089   267     0.00317 0.99683 83956   3308552 39.35
35      83822   270     0.00322 0.99678 83687   3224596 38.47
36      83552   277     0.00331 0.99669 83414   3140909 37.59
37      83275   287     0.00345 0.99655 83133   3057494 36.72
38      82988   302     0.00364 0.99636 82838   2974362 35.84
39      82686   322     0.00389 0.99611 82527   2891523 34.97
40      82364   343     0.00416 0.99584 82194   2808997 34.10
41      82021   367     0.00448 0.99552 81840   2726802 33.25
42      81654   391     0.00479 0.99521 81460   2644963 32.39
43      81263   412     0.00507 0.99493 81059   2563502 31.55
44      80851   431     0.00533 0.99467 80637   2482444 30.70
45      80420   447     0.00555 0.99445 80198   2401807 29.87
46      79973   467     0.00584 0.99416 79741   2321609 29.03
47      79506   492     0.00619 0.99381 79262   2241867 28.20
48      79014   525     0.00665 0.99335 78755   2162605 27.37
49      78489   568     0.00723 0.99277 78208   2083850 26.55
50      77921   593     0.00761 0.99239 77628   2005642 25.74
51      77328   646     0.00835 0.99165 77010   1928015 24.93
52      76682   701     0.00914 0.99086 76336   1851005 24.14
53      75981   755     0.00994 0.99006 75608   1774669 23.36
54      75226   808     0.01074 0.98926 74827   1699061 22.59
55      74418   863     0.01159 0.98841 73991   1624235 21.83
56      73555   915     0.01244 0.98756 73102   1550244 21.08
57      72640   971     0.01337 0.98663 72159   1477142 20.34
58      71669   1032    0.01441 0.98559 71158   1404982 19.60
59      70637   1100    0.01557 0.98443 70093   1333824 18.88
60      69537   1177    0.01692 0.98308 68955   1263731 18.17
61      68360   1255    0.01836 0.98164 67739   1194776 17.48
62      67105   1338    0.01994 0.98006 66443   1127037 16.80
63      65767   1424    0.02166 0.97834 65062   1060594 16.13
64      64343   1513    0.02351 0.97649 63593   995532  15.47
65      62830   1581    0.02517 0.97483 62046   931938  14.83
66      61249   1675    0.02735 0.97265 60419   869892  14.20
67      59574   1772    0.02974 0.97026 58696   809473  13.59
68      57802   1869    0.03234 0.96766 56876   750777  12.99
69      55933   1967    0.03517 0.96483 54957   693901  12.41
70      53966   2055    0.03808 0.96192 52946   638944  11.84
71      51911   2155    0.04151 0.95849 50842   585997  11.29
72      49756   2257    0.04536 0.95464 48636   535156  10.76
73      47499   2360    0.04969 0.95031 46328   486520  10.24
74      45139   2463    0.05456 0.94544 43915   440192  9.75
75      42676   2550    0.05976 0.94024 41408   396276  9.29
76      40126   2639    0.06576 0.93424 38813   354868  8.84
77      37487   2708    0.07223 0.92777 36138   316055  8.43
78      34779   2750    0.07906 0.92094 33406   279917  8.05
79      32029   2758    0.08612 0.91388 30648   246511  7.70
80      29271   2713    0.09268 0.90732 27910   215863  7.37
