# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  13930   0.13930 0.86070 93035   4524929 45.25
1       86070   5726    0.06652 0.93348 83207   4431894 51.49
2       80344   2626    0.03269 0.96731 79031   4348687 54.13
3       77718   1316    0.01693 0.98307 77060   4269656 54.94
4       76402   721     0.00944 0.99056 76042   4192596 54.88
5       75681   438     0.00579 0.99421 75444   4116554 54.39
6       75243   299     0.00398 0.99602 75085   4041110 53.71
7       74944   230     0.00307 0.99693 74825   3966025 52.92
8       74714   197     0.00264 0.99736 74614   3891200 52.08
9       74517   185     0.00249 0.99751 74424   3816587 51.22
10      74332   186     0.00250 0.99750 74239   3742163 50.34
11      74146   192     0.00259 0.99741 74051   3667923 49.47
12      73954   200     0.00270 0.99730 73855   3593873 48.60
13      73754   207     0.00281 0.99719 73651   3520018 47.73
14      73547   212     0.00288 0.99712 73441   3446367 46.86
15      73335   217     0.00295 0.99705 73227   3372926 45.99
16      73118   225     0.00307 0.99693 73006   3299699 45.13
17      72893   239     0.00328 0.99672 72775   3226692 44.27
18      72654   262     0.00360 0.99640 72525   3153917 43.41
19      72392   294     0.00406 0.99594 72248   3081392 42.57
20      72098   335     0.00465 0.99535 71934   3009144 41.74
21      71763   378     0.00526 0.99474 71577   2937210 40.93
22      71385   416     0.00582 0.99418 71180   2865632 40.14
23      70969   442     0.00623 0.99377 70750   2794453 39.38
24      70527   455     0.00645 0.99355 70300   2723703 38.62
25      70072   456     0.00651 0.99349 69844   2653403 37.87
26      69616   453     0.00651 0.99349 69389   2583559 37.11
27      69163   451     0.00652 0.99348 68938   2514170 36.35
28      68712   453     0.00660 0.99340 68486   2445232 35.59
29      68259   461     0.00676 0.99324 68029   2376746 34.82
30      67798   474     0.00699 0.99301 67562   2308717 34.05
31      67324   488     0.00724 0.99276 67081   2241155 33.29
32      66836   501     0.00749 0.99251 66587   2174074 32.53
33      66335   512     0.00772 0.99228 66080   2107487 31.77
34      65823   521     0.00792 0.99208 65563   2041408 31.01
35      65302   531     0.00813 0.99187 65037   1975844 30.26
36      64771   543     0.00839 0.99161 64501   1910807 29.50
37      64228   561     0.00874 0.99126 63949   1846306 28.75
38      63667   587     0.00922 0.99078 63376   1782357 27.99
39      63080   620     0.00983 0.99017 62773   1718981 27.25
40      62460   660     0.01057 0.98943 62134   1656208 26.52
41      61800   705     0.01140 0.98860 61451   1594074 25.79
42      61095   751     0.01230 0.98770 60723   1532623 25.09
43      60344   797     0.01322 0.98678 59949   1471900 24.39
44      59547   842     0.01414 0.98586 59130   1411950 23.71
45      58705   884     0.01505 0.98495 58266   1352821 23.04
46      57821   924     0.01598 0.98402 57362   1294554 22.39
47      56897   963     0.01693 0.98307 56419   1237192 21.74
48      55934   1002    0.01791 0.98209 55436   1180773 21.11
49      54932   1039    0.01891 0.98109 54415   1125337 20.49
50      53893   1073    0.01992 0.98008 53359   1070922 19.87
51      52820   1103    0.02089 0.97911 52271   1017562 19.26
52      51717   1127    0.02180 0.97820 51155   965292  18.66
53      50590   1147    0.02266 0.97734 50018   914136  18.07
54      49443   1164    0.02353 0.97647 48863   864118  17.48
55      48279   1183    0.02450 0.97550 47689   815256  16.89
56      47096   1211    0.02571 0.97429 46493   767566  16.30
57      45885   1252    0.02729 0.97271 45263   721073  15.71
58      44633   1308    0.02930 0.97070 43984   675810  15.14
59      43325   1375    0.03174 0.96826 42643   631826  14.58
60      41950   1448    0.03451 0.96549 41232   589182  14.04
61      40502   1512    0.03732 0.96268 39751   547951  13.53
62      38990   1557    0.03993 0.96007 38214   508200  13.03
63      37433   1579    0.04218 0.95782 36644   469986  12.56
64      35854   1579    0.04404 0.95596 35064   433341  12.09
65      34275   1566    0.04569 0.95431 33491   398278  11.62
66      32709   1555    0.04755 0.95245 31931   364787  11.15
67      31154   1556    0.04994 0.95006 30377   332855  10.68
68      29598   1571    0.05308 0.94692 28814   302479  10.22
69      28027   1600    0.05709 0.94291 27230   273664  9.76
70      26427   1635    0.06188 0.93812 25612   246435  9.33
71      24792   1663    0.06708 0.93292 23962   220823  8.91
72      23129   1673    0.07234 0.92766 22292   196861  8.51
73      21456   1660    0.07738 0.92262 20624   174568  8.14
74      19796   1626    0.08213 0.91787 18980   153944  7.78
75      18170   1577    0.08676 0.91324 17377   134965  7.43
76      16593   1523    0.09181 0.90819 15827   117587  7.09
77      15070   1473    0.09771 0.90229 14329   101760  6.75
78      13597   1425    0.10481 0.89519 12881   87431   6.43
79      12172   1378    0.11323 0.88677 11479   74550   6.12
80      10794   1326    0.12282 0.87718 10126   63071   5.84
81      9468    1259    0.13297 0.86703 8832    52945   5.59
82      8209    1174    0.14301 0.85699 7614    44113   5.37
83      7035    1071    0.15231 0.84769 6490    36499   5.19
84      5964    957     0.16038 0.83962 5476    30009   5.03
85      5007    836     0.16699 0.83301 4579    24533   4.90
86      4171    718     0.17222 0.82778 3803    19954   4.78
87      3453    609     0.17625 0.82375 3140    16151   4.68
88      2844    510     0.17925 0.82075 2581    13011   4.58
89      2334    424     0.18145 0.81855 2115    10430   4.47
90      1910    350     0.18306 0.81694 1729    8315    4.35
91      1560    287     0.18428 0.81572 1412    6586    4.22
92      1273    236     0.18530 0.81470 1151    5174    4.06
93      1037    193     0.18629 0.81371 937     4023    3.88
94      844     158     0.18742 0.81258 762     3085    3.66
95      686     130     0.18880 0.81120 619     2323    3.39
96      556     106     0.19055 0.80945 501     1704    3.07
97      450     87      0.19276 0.80724 405     1203    2.67
98      363     71      0.19550 0.80450 326     798     2.20
99      292     58      0.19882 0.80118 262     472     1.62
100     234     47      0.20274 0.79726 210     210     0.90
