Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  14190   0.14190 0.85810 92905   4961301 49.61
1       85810   3596    0.04191 0.95809 84012   4868396 56.73
2       82214   1283    0.01560 0.98440 81573   4784384 58.19
3       80931   620     0.00766 0.99234 80621   4702811 58.11
4       80311   388     0.00484 0.99516 80117   4622190 57.55
5       79923   296     0.00371 0.99629 79769   4542073 56.83
6       79627   254     0.00319 0.99681 79497   4462304 56.04
7       79373   230     0.00290 0.99710 79256   4382807 55.22
8       79143   213     0.00270 0.99730 79035   4303551 54.38
9       78930   198     0.00251 0.99749 78830   4224515 53.52
10      78732   184     0.00234 0.99766 78639   4145686 52.66
11      78548   174     0.00221 0.99779 78460   4067047 51.78
12      78374   167     0.00214 0.99786 78290   3988586 50.89
13      78207   166     0.00213 0.99787 78124   3910296 50.00
14      78041   171     0.00219 0.99781 77956   3832172 49.10
15      77870   180     0.00231 0.99769 77781   3754216 48.21
16      77690   194     0.00250 0.99750 77594   3676435 47.32
17      77496   213     0.00275 0.99725 77391   3598840 46.44
18      77283   236     0.00305 0.99695 77167   3521449 45.57
19      77047   261     0.00339 0.99661 76919   3444282 44.70
20      76786   289     0.00376 0.99624 76644   3367364 43.85
21      76497   315     0.00412 0.99588 76342   3290720 43.02
22      76182   339     0.00445 0.99555 76014   3214378 42.19
23      75843   359     0.00473 0.99527 75665   3138364 41.38
24      75484   372     0.00493 0.99507 75299   3062699 40.57
25      75112   381     0.00508 0.99492 74922   2987400 39.77
26      74731   388     0.00519 0.99481 74538   2912478 38.97
27      74343   393     0.00529 0.99471 74147   2837940 38.17
28      73950   400     0.00540 0.99460 73751   2763793 37.37
29      73550   407     0.00554 0.99446 73347   2690043 36.57
30      73143   416     0.00569 0.99431 72936   2616696 35.78
31      72727   427     0.00588 0.99412 72514   2543760 34.98
32      72300   439     0.00608 0.99392 72082   2471245 34.18
33      71861   453     0.00630 0.99370 71636   2399164 33.39
34      71408   468     0.00655 0.99345 71175   2327528 32.59
35      70940   484     0.00682 0.99318 70699   2256353 31.81
36      70456   502     0.00712 0.99288 70207   2185653 31.02
37      69954   522     0.00746 0.99254 69695   2115447 30.24
38      69432   544     0.00784 0.99216 69162   2045752 29.46
39      68888   569     0.00827 0.99173 68606   1976590 28.69
40      68319   599     0.00876 0.99124 68022   1907984 27.93
41      67720   632     0.00934 0.99066 67407   1839962 27.17
42      67088   671     0.01000 0.99000 66756   1772555 26.42
43      66417   715     0.01077 0.98923 66063   1705799 25.68
44      65702   764     0.01163 0.98837 65324   1639736 24.96
45      64938   816     0.01257 0.98743 64534   1574412 24.24
46      64122   869     0.01355 0.98645 63692   1509877 23.55
47      63253   919     0.01453 0.98547 62798   1446185 22.86
48      62334   965     0.01548 0.98452 61855   1383388 22.19
49      61369   1005    0.01638 0.98362 60870   1321533 21.53
50      60364   1040    0.01723 0.98277 59847   1260663 20.88
51      59324   1070    0.01804 0.98196 58791   1200817 20.24
52      58254   1099    0.01886 0.98114 57707   1142025 19.60
53      57155   1127    0.01972 0.98028 56594   1084318 18.97
54      56028   1157    0.02065 0.97935 55452   1027724 18.34
55      54871   1191    0.02171 0.97829 54279   972272  17.72
