# # Таблица построена модулем rtss.rosbris1959.ExportMortalityTables по данным в РосБРИС для РСФСР 1994
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  2279    0.02279 0.97721 98861   5672467 56.72
1       97721   271     0.00278 0.99722 97586   5573607 57.04
2       97450   160     0.00164 0.99836 97370   5476021 56.19
3       97290   129     0.00133 0.99867 97226   5378651 55.28
4       97161   113     0.00116 0.99884 97105   5281426 54.36
5       97048   92      0.00095 0.99905 97001   5184321 53.42
6       96956   83      0.00085 0.99915 96914   5087321 52.47
7       96873   74      0.00076 0.99924 96836   4990407 51.51
8       96799   80      0.00083 0.99917 96759   4893571 50.55
9       96719   72      0.00074 0.99926 96683   4796812 49.60
10      96647   70      0.00072 0.99928 96612   4700130 48.63
11      96577   70      0.00072 0.99928 96542   4603518 47.67
12      96507   72      0.00074 0.99926 96471   4506976 46.70
13      96435   80      0.00083 0.99917 96396   4410504 45.74
14      96355   94      0.00098 0.99902 96310   4314108 44.77
15      96261   131     0.00136 0.99864 96200   4217798 43.82
16      96130   199     0.00207 0.99793 96037   4121598 42.88
17      95931   278     0.00290 0.99710 95795   4025562 41.96
18      95653   263     0.00275 0.99725 95523   3929767 41.08
19      95390   319     0.00334 0.99666 95239   3834244 40.20
20      95071   456     0.00480 0.99520 94850   3739005 39.33
21      94615   491     0.00519 0.99481 94372   3644155 38.52
22      94124   520     0.00552 0.99448 93866   3549783 37.71
23      93604   529     0.00565 0.99435 93344   3455917 36.92
24      93075   618     0.00664 0.99336 92767   3362574 36.13
25      92457   564     0.00610 0.99390 92173   3269806 35.37
26      91893   569     0.00619 0.99381 91610   3177633 34.58
27      91324   594     0.00651 0.99349 91029   3086024 33.79
28      90730   626     0.00690 0.99310 90418   2994994 33.01
29      90104   622     0.00690 0.99310 89794   2904576 32.24
30      89482   653     0.00730 0.99270 89158   2814782 31.46
31      88829   682     0.00768 0.99232 88491   2725624 30.68
32      88147   723     0.00820 0.99180 87788   2637133 29.92
33      87424   752     0.00860 0.99140 87050   2549345 29.16
34      86672   769     0.00887 0.99113 86292   2462295 28.41
35      85903   867     0.01009 0.98991 85473   2376002 27.66
36      85036   864     0.01016 0.98984 84607   2290529 26.94
37      84172   934     0.01109 0.98891 83709   2205922 26.21
38      83238   953     0.01144 0.98856 82766   2122213 25.50
39      82285   1030    0.01252 0.98748 81776   2039448 24.79
40      81255   1107    0.01362 0.98638 80706   1957671 24.09
41      80148   1132    0.01412 0.98588 79586   1876966 23.42
42      79016   1209    0.01530 0.98470 78416   1797379 22.75
43      77807   1229    0.01580 0.98420 77199   1718964 22.09
44      76578   1353    0.01767 0.98233 75912   1641765 21.44
45      75225   1483    0.01972 0.98028 74484   1565853 20.82
46      73742   1357    0.01841 0.98159 73072   1491370 20.22
47      72385   1678    0.02318 0.97682 71554   1418298 19.59
48      70707   1542    0.02181 0.97819 69937   1346744 19.05
49      69165   1711    0.02473 0.97527 68320   1276807 18.46
50      67454   1795    0.02662 0.97338 66549   1208487 17.92
51      65659   1541    0.02347 0.97653 64896   1141937 17.39
52      64118   1978    0.03084 0.96916 63138   1077041 16.80
53      62140   1764    0.02839 0.97161 61251   1013903 16.32
54      60376   1813    0.03003 0.96997 59479   952652  15.78
55      58563   1996    0.03408 0.96592 57564   893173  15.25
56      56567   1793    0.03170 0.96830 55668   835609  14.77
57      54774   1932    0.03526 0.96474 53814   779941  14.24
58      52842   1931    0.03655 0.96345 51879   726127  13.74
59      50911   2000    0.03929 0.96071 49913   674248  13.24
60      48911   1989    0.04067 0.95933 47918   624334  12.76
61      46922   2032    0.04332 0.95668 45911   576416  12.28
62      44890   2100    0.04679 0.95321 43844   530506  11.82
63      42790   2116    0.04946 0.95054 41732   486662  11.37
64      40674   2106    0.05178 0.94822 39620   444930  10.94
65      38568   2095    0.05433 0.94567 37523   405310  10.51
66      36473   2166    0.05940 0.94060 35389   367787  10.08
67      34307   2073    0.06042 0.93958 33267   332398  9.69
68      32234   2082    0.06458 0.93542 31192   299131  9.28
69      30152   2040    0.06764 0.93236 29134   267939  8.89
70      28112   2126    0.07562 0.92438 27043   238805  8.49
71      25986   1907    0.07338 0.92662 25024   211762  8.15
72      24079   1927    0.08001 0.91999 23115   186738  7.76
73      22152   1905    0.08599 0.91401 21195   163622  7.39
74      20247   1811    0.08944 0.91056 19342   142428  7.03
75      18436   1908    0.10349 0.89651 17479   123086  6.68
76      16528   1747    0.10570 0.89430 15640   105607  6.39
77      14781   1562    0.10568 0.89432 13993   89967   6.09
78      13219   1578    0.11936 0.88064 12427   75974   5.75
79      11641   1478    0.12698 0.87302 10894   63547   5.46
80      10163   1395    0.13729 0.86271 9455    52653   5.18
81      8768    1228    0.14003 0.85997 8144    43198   4.93
82      7540    1156    0.15331 0.84669 6954    35054   4.65
83      6384    1029    0.16119 0.83881 5860    28100   4.40
84      5355    921     0.17203 0.82797 4886    22240   4.15
85      4434    828     0.18674 0.81326 4012    17354   3.91
86      3606    734     0.20361 0.79639 3230    13342   3.70
87      2872    604     0.21032 0.78968 2560    10112   3.52
88      2268    498     0.21959 0.78041 2011    7552    3.33
89      1770    417     0.23572 0.76428 1555    5541    3.13
90      1353    340     0.25158 0.74842 1176    3986    2.95
91      1013    256     0.25314 0.74686 880     2810    2.77
92      757     213     0.28195 0.71805 646     1930    2.55
93      544     157     0.28781 0.71219 463     1284    2.36
94      387     149     0.38431 0.61569 309     821     2.12
95      238     79      0.33109 0.66891 195     512     2.15
96      159     58      0.36248 0.63752 128     317     1.99
97      101     37      0.36476 0.63524 81      189     1.87
98      64      22      0.35125 0.64875 52      108     1.68
99      42      16      0.37753 0.62247 33      55      1.32
100     26      7       0.25311 0.74689 22      22      0.85
