ctry,year,age,Qx_m,Qx_f,Mx_m,Mx_f,lx_m,lx_f,Lx_m,Lx_f,Tx_m,Tx_f,Ex_m,Ex_f,piv,method
Chile,1997,85,1,1,.1881469488143921,.1416212469339371,18733.08984375,34789.0703125,99566.273,245648.67,99566.2734375,245648.671875,5.3149948,7.0610876,pivot,BH
Chile,2006,0,.0099958423525095,.0058432384394109,.0100460518151522,.0058603603392839,100000,100000,99500.203,99707.844,7396827.021484375,8061390.63671875,73.968269,80.613907,pivot,BH
Chile,2006,1,.0007798542501405,.0005271241534501,.0007801584433764,.0005272630951367,99000.4140625,99415.6796875,98961.813,99389.477,7297326.818359375,7961682.79296875,73.71006,80.084778,pivot,BH
Chile,2006,2,.0005017304210924,.0002767781552393,.0005018563242629,.0002768164558802,98923.2109375,99363.2734375,98898.391,99349.523,7198365.005859375,7862293.31640625,72.767197,79.126755,pivot,BH
Chile,2006,3,.0003597730537876,.0001834298018366,.0003598377807066,.0001834466238506,98873.578125,99335.7734375,98855.797,99326.664,7099466.615234375,7762943.79296875,71.803474,78.148521,pivot,BH
Chile,2006,4,.000275052851066,.0001461345964344,.0002750906860456,.0001461452775402,98838.0078125,99317.5546875,98824.414,99310.297,7000610.818359375,7663617.12890625,70.82914,77.162766,pivot,BH
Chile,2006,5,.0003993212012574,.0002063487045234,.0003994009457529,.0002063699939754,98810.8203125,99303.0390625,98791.094,99292.797,6901786.404296875,7564306.83203125,69.848488,76.173973,pivot,BH
Chile,2006,6,.0002558919077273,.0001645440497668,.0002559246495366,.000164557583048,98771.359375,99282.546875,98758.719,99274.375,6802995.310546875,7465014.03515625,68.876198,75.18959,pivot,BH
Chile,2006,7,.0001654019288253,.0001392720005242,.0001654156076256,.0001392817066517,98746.0859375,99266.2109375,98737.922,99259.297,6704236.591796875,7365739.66015625,67.893692,74.201881,pivot,BH
Chile,2006,8,.0001185999135487,.0001274061796721,.0001186069493997,.0001274142996408,98729.75,99252.3828125,98723.891,99246.063,6605498.669921875,7266480.36328125,66.904846,73.212151,pivot,BH
Chile,2006,9,.0001080494330381,.0001264125457965,.0001080552683561,.0001264205347979,98718.0390625,99239.734375,98712.703,99233.461,6506774.779296875,7167234.30078125,65.91272,72.22142,pivot,BH
Chile,2006,10,.0001276260445593,.0001341759198112,.0001276341936318,.0001341849274468,98707.375,99227.1875,98701.078,99220.531,6408062.076171875,7068000.83984375,64.919792,71.230484,pivot,BH
Chile,2006,11,.0001721571898088,.0001488761772634,.0001721720036585,.0001488872658229,98694.78125,99213.875,98686.281,99206.484,6309360.998046875,6968780.30859375,63.928009,70.239975,pivot,BH
Chile,2006,12,.0002371568552917,.0001688974734861,.0002371849841438,.0001689117343631,98677.7890625,99199.1015625,98666.094,99190.719,6210674.716796875,6869573.82421875,62.938934,69.250366,pivot,BH
Chile,2006,13,.0003186254180036,.0001927598641487,.000318676175084,.0001927784469444,98654.390625,99182.34375,98638.672,99172.781,6112008.623046875,6770383.10546875,61.953743,68.261978,pivot,BH
Chile,2006,14,.0004128931614105,.0002190661180066,.0004129784065299,.0002190901141148,98622.953125,99163.2265625,98602.594,99152.359,6013369.951171875,6671210.32421875,60.973331,67.27504,pivot,BH
Chile,2006,15,.0005182789172977,.0002486658631824,.0005184132605791,.0002486967714503,98582.234375,99141.5,98556.688,99129.172,5914767.357421875,6572057.96484375,59.99831,66.289673,pivot,BH
Chile,2006,16,.0006331687909551,.0002824217663147,.0006333693163469,.0002824616385624,98531.140625,99116.84375,98499.945,99102.844,5816210.669921875,6472928.79296875,59.029163,65.306046,pivot,BH
Chile,2006,17,.0007453472353518,.0003079380840063,.000745625118725,.0003079854941461,98468.75,99088.8515625,98432.055,99073.594,5717710.724609375,6373825.94921875,58.066246,64.324348,pivot,BH
Chile,2006,18,.0008479022071697,.0003192983567715,.0008482618140988,.0003193493466824,98395.359375,99058.3359375,98353.641,99042.516,5619278.669921875,6274752.35546875,57.109184,63.344013,pivot,BH
Chile,2006,19,.0009429615456611,.0003215864126105,.0009434063686058,.0003216381301172,98311.9296875,99026.703125,98265.578,99010.781,5520925.029296875,6175709.83984375,56.157223,62.364086,pivot,BH
Chile,2006,20,.0010639245156199,.0003019008727279,.0010644907597452,.0003019464493264,98219.2265625,98994.859375,98166.977,98979.922,5422659.451171875,6076699.05859375,55.209755,61.383987,pivot,BH
Chile,2006,21,.0011166878975928,.0003134674043395,.0011173117673025,.0003135165316053,98114.7265625,98964.9765625,98059.945,98949.469,5324492.474609375,5977719.13671875,54.268024,60.40237,pivot,BH
Chile,2006,22,.0011626890627667,.0003257294301875,.0011633654357865,.0003257824864704,98005.1640625,98933.953125,97948.188,98917.844,5226432.529296875,5878769.66796875,53.328133,59.421154,pivot,BH
Chile,2006,23,.0012004451127723,.0003389573830646,.0012011660728604,.0003390148340259,97891.2109375,98901.7265625,97832.453,98884.969,5128484.341796875,5779851.82421875,52.389629,58.440353,pivot,BH
Chile,2006,24,.0012337114894763,.0003535056312103,.0012344729620963,.0003535681171343,97773.6953125,98868.203125,97713.383,98850.727,5030651.888671875,5680966.85546875,51.451996,57.459999,pivot,BH
Chile,2006,25,.0012687502894551,.0003695085179061,.0012695556506515,.0003695767954923,97653.0703125,98833.25,97591.125,98814.984,4932938.505859375,5582116.12890625,50.514935,56.480145,pivot,BH
Chile,2006,26,.0013045161031187,.0003870166838169,.0013053675647825,.0003870915970765,97529.171875,98796.7265625,97465.563,98777.609,4835347.380859375,5483301.14453125,49.578472,55.500839,pivot,BH
Chile,2006,27,.0013449677499011,.0004075623583049,.0013458728790283,.000407645420637,97401.9453125,98758.4921875,97336.445,98738.367,4737881.818359375,5384523.53515625,48.642578,54.522133,pivot,BH
Chile,2006,28,.0013931874418631,.0004321334126871,.0013941585784778,.000432226806879,97270.9453125,98718.2421875,97203.188,98696.914,4640545.373046875,5285785.16796875,47.707417,53.544159,pivot,BH
Chile,2006,29,.0014480381505564,.0004604162531905,.0014490872854367,.0004605222784448,97135.4296875,98675.5859375,97065.102,98652.875,4543342.185546875,5187088.25390625,46.773273,52.567089,pivot,BH
Chile,2006,30,.0015057726996019,.000491562183015,.0015069072833285,.0004916830221191,96994.7734375,98630.15625,96921.75,98605.914,4446277.083984375,5088435.37890625,45.840378,51.591072,pivot,BH
Chile,2006,31,.001568479812704,.0005265160580166,.001569710788317,.0005266547086649,96848.71875,98581.671875,96772.766,98555.719,4349355.333984375,4989829.46484375,44.908756,50.616199,pivot,BH
Chile,2006,32,.0016335734399036,.0005632249522023,.0016349088400602,.0005633836262859,96696.8125,98529.765625,96617.828,98502.016,4252582.568359375,4891273.74609375,43.978519,49.642601,pivot,BH
Chile,2006,33,.001699234242551,.0006006162147969,.0017006791895255,.0006007966585457,96538.8515625,98474.2734375,96456.828,98444.703,4155964.740234375,4792771.73046875,43.04966,48.670292,pivot,BH
Chile,2006,34,.0017676809802651,.0006402503931895,.0017692446708679,.0006404554005712,96374.8125,98415.125,96289.633,98383.625,4059507.912109375,4694327.02734375,42.122082,47.699245,pivot,BH
Chile,2006,35,.0018428487237543,.0006848176126368,.001844548387453,.0006850521895103,96204.453125,98352.1171875,96115.813,98318.438,3963218.279296875,4595943.40234375,41.195789,46.729481,pivot,BH
Chile,2006,36,.0019243224523962,.000734073924832,.0019261757843196,.0007343434845097,96027.1640625,98284.765625,95934.766,98248.688,3867102.466796875,4497624.96484375,40.270924,45.761162,pivot,BH
Chile,2006,37,.002018024912104,.0007918709306978,.0020200631115586,.0007921846117824,95842.375,98212.6171875,95745.672,98173.734,3771167.701171875,4399376.27734375,39.347603,44.794411,pivot,BH
Chile,2006,38,.0021282653324306,.000861008244101,.0021305324044079,.0008613790851086,95648.9609375,98134.84375,95547.18,98092.594,3675422.029296875,4301202.54296875,38.426159,43.829514,pivot,BH
Chile,2006,39,.0022545391693711,.000941113976296,.002257083542645,.0009415570530109,95445.3984375,98050.3515625,95337.805,98004.219,3579874.849609375,4203109.94921875,37.507046,42.866852,pivot,BH
Chile,2006,40,.0023924992419779,.0010293091181666,.0023953646887094,.0010298391571268,95230.2109375,97958.078125,95116.297,97907.664,3484537.044921875,4105105.73046875,36.590668,41.906761,pivot,BH
Chile,2006,41,.0025449353270233,.0011272932169959,.0025481777265668,.0011279289610684,95002.375,97857.25,94881.484,97802.094,3389420.748046875,4007198.06640625,35.677219,40.949425,pivot,BH
Chile,2006,42,.0027117496356368,.0012354170903563,.0027154313866049,.0012361806584522,94760.6015625,97746.9375,94632.117,97686.563,3294539.263671875,3909395.97265625,34.766972,39.995075,pivot,BH
Chile,2006,43,.0028925647493452,.0013535801554099,.0028967543039471,.0013544968096539,94503.6328125,97626.1796875,94366.953,97560.109,3199907.146484375,3811709.41015625,33.860149,39.043926,pivot,BH
Chile,2006,44,.0030893292278051,.001482633757405,.0030941085424274,.0014837336493656,94230.2734375,97494.03125,94084.719,97421.758,3105540.193359375,3714149.30078125,32.956928,38.096172,pivot,BH
Chile,2006,45,.0033168389927596,.0016304904129356,.0033223489299417,.0016318206908181,93939.1640625,97349.484375,93783.375,97270.125,3011455.474609375,3616727.54296875,32.057507,37.151997,pivot,BH
Chile,2006,46,.0035622741561383,.0017894555348903,.0035686304327101,.0017910579917952,93627.5859375,97190.7578125,93460.828,97103.797,2917672.099609375,3519457.41796875,31.162527,36.211853,pivot,BH
Chile,2006,47,.0038285937625915,.0019608908332884,.003835936775431,.0019628151785582,93294.0625,97016.8359375,93115.469,96921.719,2824211.271484375,3422353.62109375,30.272144,35.275875,pivot,BH
Chile,2006,48,.0041190176270902,.0021462999284267,.00412751827389,.0021486056502908,92936.875,96826.59375,92745.469,96722.688,2731095.802734375,3325431.90234375,29.386568,34.3442,pivot,BH
Chile,2006,49,.0044367294758558,.0023472374305129,.0044465935789049,.0023499955423176,92554.0625,96618.7734375,92348.742,96505.375,2638350.333984375,3228709.21484375,28.506046,33.416996,pivot,BH
Chile,2006,50,.0047849067486823,.0025652495678514,.0047963820397854,.0025685441214591,92143.421875,96391.984375,91922.969,96268.352,2546001.591796875,3132203.83984375,27.630856,32.494442,pivot,BH
Chile,2006,51,.0051925992593169,.0028172698803246,.0052061160095036,.0028212440665811,91702.5234375,96144.71875,91464.438,96009.281,2454078.623046875,3035935.48828125,26.761299,31.576727,pivot,BH
Chile,2006,52,.0056547517888248,.003097377717495,.0056707854382694,.0031021819449961,91226.3515625,95873.8515625,90968.422,95725.375,2362614.185546875,2939926.20703125,25.898375,30.664526,pivot,BH
Chile,2006,53,.0061845649033785,.0034109773114324,.0062037487514317,.0034168045967817,90710.4921875,95576.890625,90429.984,95413.891,2271645.763671875,2844200.83203125,25.042812,29.758247,pivot,BH
Chile,2006,54,.0067868484184146,.003761570667848,.0068099573254585,.0037686587311327,90149.484375,95250.8828125,89843.57,95071.734,2181215.779296875,2748786.94140625,24.195543,28.858389,pivot,BH
Chile,2006,55,.007443587295711,.0041418801993132,.0074713942594826,.0041504753753543,89537.65625,94892.59375,89204.414,94696.078,2091372.208984375,2653715.20703125,23.35746,27.965462,pivot,BH
Chile,2006,56,.0081820078194141,.0045669227838516,.0082156183198094,.0045773750171065,88871.171875,94499.5625,88507.594,94283.781,2002167.794921875,2559019.12890625,22.528877,27.079693,pivot,BH
Chile,2006,57,.0089943381026387,.0050316117703915,.009034969843924,.0050443024374545,88144.0234375,94067.9921875,87747.625,93831.336,1913660.201171875,2464735.34765625,21.710606,26.201637,pivot,BH
Chile,2006,58,.0098675955086946,.0055309003219008,.0099165216088295,.0055462382733822,87351.2265625,93594.6796875,86920.25,93335.844,1825912.576171875,2370904.01171875,20.903112,25.331612,pivot,BH
Chile,2006,59,.0108349760994315,.006083597894758,.0108939940109849,.0061021596193314,86489.28125,93077.015625,86020.727,92793.891,1738992.326171875,2277568.16796875,20.106449,24.469717,pivot,BH
Chile,2006,60,.0118894735351205,.0066862488165498,.0119605762884021,.0067086769267917,85552.171875,92510.7734375,85043.586,92201.5,1652971.599609375,2184774.27734375,19.321211,23.61643,pivot,BH
Chile,2006,61,.0130667695775628,.0073568359948695,.0131527008488774,.0073839975520968,84535,91892.2265625,83982.703,91554.203,1567928.013671875,2092572.77734375,18.547678,22.772032,pivot,BH
Chile,2006,62,.0143361203372478,.008082021959126,.0144396247342229,.0081148138269782,83430.3984375,91216.1875,82832.359,90847.578,1483945.310546875,2001018.57421875,17.786627,21.937099,pivot,BH
Chile,2006,63,.0157290548086166,.0088769607245922,.0158537365496159,.0089165363460779,82234.328125,90478.9765625,81587.594,90077.391,1401112.951171875,1910170.99609375,17.038054,21.111767,pivot,BH
Chile,2006,64,.0172589439898729,.0097502619028091,.0174091756343842,.0097980285063386,80940.859375,89675.796875,80242.383,89238.617,1319525.357421875,1820093.60546875,16.30234,20.296375,pivot,BH
Chile,2006,65,.0189018528908491,.0106921084225178,.019082197919488,.010749576613307,79543.90625,88801.4375,78792.141,88326.703,1239282.974609375,1730854.98828125,15.579861,19.491295,pivot,BH
Chile,2006,66,.020773883908987,.0117764584720135,.020991925150156,.0118462117388844,78040.3828125,87851.9609375,77229.781,87334.672,1160490.833984375,1642528.28515625,14.870389,18.696547,pivot,BH
Chile,2006,67,.0228140763938427,.0129593992605805,.0230773203074932,.0130439195781946,76419.1796875,86817.375,75547.469,86254.828,1083261.052734375,1555193.61328125,14.175251,17.913391,pivot,BH
Chile,2006,68,.0251357015222311,.0143104204908013,.0254556238651276,.0144135523587465,74675.75,85692.2734375,73737.234,85079.125,1007713.583984375,1468938.78515625,13.494522,17.142021,pivot,BH
Chile,2006,69,.0277519747614861,.0158484280109406,.0281424801796675,.0159750171005726,72798.71875,84465.984375,71788.563,83796.656,933976.349609375,1383859.66015625,12.829572,16.383633,pivot,BH
Chile,2006,70,.030604301020503,.01755859144032,.0310798902064562,.0177141092717648,70778.4140625,83127.328125,69695.352,82397.531,862187.787109375,1300063.00390625,12.181507,15.639418,pivot,BH
Chile,2006,71,.0338739193975925,.0195334069430828,.0344575233757496,.0197260659188032,68612.2890625,81667.7265625,67450.203,80870.102,792492.435546875,1217665.47265625,11.550299,14.909996,pivot,BH
Chile,2006,72,.0375625416636467,.0218230541795492,.0382815189659595,.0220638047903776,66288.125,80072.4765625,65043.148,79198.766,725042.232421875,1136795.37109375,10.937739,14.197081,pivot,BH
Chile,2006,73,.041881263256073,.0245545748621225,.0427770428359509,.0248597860336304,63798.17578125,78325.046875,62462.203,77363.43,659999.083984375,1057596.60546875,10.345109,13.502662,pivot,BH
Chile,2006,74,.0467790514230728,.0277076549828053,.0478993952274323,.0280969049781561,61126.2265625,76401.8125,59696.516,75343.359,597536.880859375,980233.17578125,9.7754583,12.829973,pivot,BH
Chile,2006,75,.0520791336894035,.0311877448111773,.0534715093672276,.0316817872226238,58266.80078125,74284.8984375,56749.559,73126.508,537840.365234375,904889.81640625,9.230649,12.181343,pivot,BH
Chile,2006,76,.05838318541646,.0354104042053223,.0601387321949005,.0360486544668674,55232.31640625,71968.1171875,53620,70693.906,481090.806640625,831763.30859375,8.7103138,11.557386,pivot,BH
Chile,2006,77,.0651138573884964,.0399594604969025,.0673051029443741,.040774118155241,52007.6796875,69419.6953125,50314.469,68032.703,427470.806640625,761069.40234375,8.2193785,10.963306,pivot,BH
Chile,2006,78,.0726218000054359,.0449668504297733,.075358122587204,.0460011139512062,48621.2578125,66645.71875,46855.773,65147.297,377156.337890625,693036.69921875,7.7570257,10.398818,pivot,BH
Chile,2006,79,.080662302672863,.0504183806478977,.0840522274374962,.0517222583293915,45090.29296875,63648.87109375,43271.75,62044.336,330300.564453125,627889.40234375,7.325314,9.8648949,pivot,BH
Chile,2006,80,.0895029157400131,.0566819086670876,.0936959460377693,.0583351850509644,41453.20703125,60439.796875,39598.117,58726.875,287028.814453125,565845.06640625,6.9241643,9.3621273,pivot,BH
Chile,2006,81,.1001567244529724,.0645679980516434,.1054368317127228,.0667220503091812,37743.0234375,57013.953125,35852.914,55173.313,247430.697265625,507118.19140625,6.5556669,8.8946333,pivot,BH
Chile,2006,82,.1113093793392181,.0733446404337883,.1178693622350693,.0761367529630661,33962.8046875,53332.67578125,32072.615,51376.844,211577.783203125,451944.87890625,6.229691,8.4740705,pivot,BH
Chile,2006,83,.1246656104922295,.0843134000897408,.132952943444252,.0880242139101028,30182.42578125,49421.01171875,28301.07,47337.586,179505.16796875,400568.03515625,5.9473405,8.105217,pivot,BH
Chile,2006,84,.1383128613233566,.0965817645192146,.1485887318849564,.1014824435114861,26419.71484375,45254.15625,24592.621,43068.793,151204.09765625,353230.44921875,5.7231541,7.805481,pivot,BH
Chile,2006,85,1,1,.1798062026500702,.1318132877349854,22765.529296875,40883.4296875,126611.48,310161.66,126611.4765625,310161.65625,5.5615435,7.5864882,pivot,BH
Colombia,1905,0,.2566594183444977,.2210920453071594,.2944455146789551,.2485705316066742,100000,100000,87167.031,88945.398,2951388.493896484,3152724.318969727,29.513885,31.527243,pivot,OGIVE
Colombia,1905,1,.1076076701283455,.1070847809314728,.1137265935540199,.1131427139043808,74334.0546875,77890.796875,70334.594,73720.336,2864221.462646484,3063778.920532227,38.531754,39.334286,pivot,OGIVE
Colombia,1905,2,.0543406009674072,.0542028844356537,.0558582879602909,.0557127818465233,66335.140625,69549.875,64532.797,67664.969,2793886.868896484,2990058.584594727,42.117748,42.991573,pivot,OGIVE
Colombia,1905,3,.0339463539421558,.0336546897888184,.0345324799418449,.0342307016253471,62730.44921875,65780.0703125,61665.715,64673.164,2729354.072021484,2922393.615844727,43.509239,44.426731,pivot,OGIVE
Colombia,1905,4,.0233823768794537,.0229264181107283,.0236589778214693,.0231922753155231,60600.98046875,63566.26171875,59892.484,62837.586,2667688.357177734,2857720.451782227,44.020546,44.956558,pivot,OGIVE
Colombia,1905,5,.0134634329006076,.0142327202484012,.0135546792298555,.0143347317352891,59183.984375,62108.9140625,58785.574,61666.922,2607795.872802734,2794882.865844727,44.062527,44.999706,pivot,OGIVE
Colombia,1905,6,.0129269324243069,.0136762484908104,.0130110289901495,.0137704126536846,58387.1640625,61224.93359375,58009.781,60806.27,2549010.298583984,2733215.943969727,43.657032,44.642204,pivot,OGIVE
Colombia,1905,7,.0123666301369667,.0130933485925198,.0124435722827911,.013179630972445,57632.3984375,60387.60546875,57276.039,59992.266,2491000.517333984,2672409.674438477,43.222225,44.254276,pivot,OGIVE
Colombia,1905,8,.0117827458307147,.0124843493103981,.0118525736033916,.0125627685338259,56919.6796875,59596.9296875,56584.344,59224.914,2433724.478271484,2612417.408813477,42.757172,43.834766,pivot,OGIVE
Colombia,1905,9,.0111756166443229,.0118495002388954,.0112384147942066,.0119201242923737,56249.0078125,58852.90234375,55934.699,58504.211,2377140.134521484,2553192.494750977,42.261013,43.38261,pivot,OGIVE
Colombia,1905,10,.0053610899485648,.0064027481712401,.0053754993714392,.0064233117736876,55620.390625,58155.5234375,55471.297,57969.344,2321205.435302734,2494688.283813477,41.732994,42.896843,pivot,OGIVE
Colombia,1905,11,.0056499079801142,.0066987494938076,.0056659141555429,.0067212614230812,55322.203125,57783.16796875,55165.922,57589.633,2265734.138427734,2436718.940063477,40.955242,42.170048,pivot,OGIVE
Colombia,1905,12,.0061067789793015,.0071195759810507,.0061254822649062,.0071450108662248,55009.63671875,57396.09375,54841.672,57191.773,2210568.216552734,2379129.307250977,40.185108,41.451065,pivot,OGIVE
Colombia,1905,13,.0066266977228224,.0075894510373473,.0066487272270024,.0076183606870472,54673.703125,56987.45703125,54492.551,56771.203,2155726.544677734,2321937.533813477,39.428947,40.744713,pivot,OGIVE
Colombia,1905,14,.0071578831411898,.0080634299665689,.0071835927665234,.0080960709601641,54311.3984375,56554.953125,54117.023,56326.938,2101233.993896484,2265166.330688477,38.688637,40.052483,pivot,OGIVE
Colombia,1905,15,.0077407853677869,.0085408110171556,.0077708614990115,.0085774399340153,53922.64453125,56098.92578125,53713.945,55859.359,2047116.970458984,2208839.393188477,37.963959,39.374004,pivot,OGIVE
Colombia,1905,16,.008413908071816,.0090358033776283,.0084494547918439,.0090768113732338,53505.2421875,55619.796875,53280.148,55368.512,1993403.025146484,2152980.033813477,37.256218,38.708881,pivot,OGIVE
Colombia,1905,17,.0091748898848891,.0095540266484022,.0092171728610992,.0095998849719763,53055.0546875,55117.2265625,52811.668,54853.93,1940122.876708984,2097611.522094727,36.568108,38.057278,pivot,OGIVE
Colombia,1905,18,.0099843461066484,.01008041203022,.0100344400852919,.0101314764469862,52568.28125,54590.63671875,52305.852,54315.488,1887311.208740234,2042757.592407227,35.902092,37.419559,pivot,OGIVE
Colombia,1905,19,.0107762571424246,.0105844279751182,.0108346352353692,.0106407413259149,52043.421875,54040.33984375,51763.008,53754.348,1835005.357177734,1988442.104125977,35.259121,36.795513,pivot,OGIVE
Colombia,1905,20,.0114751197397709,.0110294837504625,.0115413386374712,.0110906455665827,51482.58984375,53468.35546875,51187.203,53173.492,1783242.349365234,1934687.756469727,34.637775,36.183788,pivot,OGIVE
Colombia,1905,21,.0120654003694654,.0114125609397888,.0121386293321848,.0114780580624938,50891.8203125,52878.62890625,50584.805,52576.891,1732055.146240234,1881514.264282227,34.034058,35.581753,pivot,OGIVE
Colombia,1905,22,.0125740841031075,.0117604052647948,.0126536376774311,.011829967610538,50277.7890625,52275.1484375,49961.691,51967.758,1681470.341552734,1828937.373657227,33.4436,34.986748,pivot,OGIVE
Colombia,1905,23,.013009169138968,.0120893251150846,.0130943423137069,.0121628455817699,49645.59375,51660.37109375,49322.672,51348.102,1631508.650146484,1776969.615844727,32.86311,34.397152,pivot,OGIVE
Colombia,1905,24,.0133477868512273,.0123941823840141,.0134374666959047,.0124714691191912,48999.74609375,51035.83203125,48672.727,50719.559,1582185.978271484,1725621.514282227,32.289677,33.811958,pivot,OGIVE
Colombia,1905,25,.0135392546653748,.012642421759665,.0136315347626805,.0127228451892734,48345.70703125,50403.28515625,48018.422,50084.676,1533513.251708984,1674901.955688477,31.71974,33.230015,pivot,OGIVE
Colombia,1905,26,.0135835940018296,.0128220487385988,.0136764822527766,.0129047818481922,47691.140625,49766.06640625,47367.234,49447.016,1485494.829833984,1624817.279907227,31.148235,32.649101,pivot,OGIVE
Colombia,1905,27,.0135544557124376,.0129590230062604,.0136469444260001,.0130435386672616,47043.32421875,49127.96484375,46724.5,48809.641,1438127.595458984,1575370.264282227,30.57028,32.066669,pivot,OGIVE
Colombia,1905,28,.0135240266099572,.0130924815312028,.0136160990223289,.0131787527352571,46405.67578125,48491.3125,46091.883,48173.875,1391403.095458984,1526560.623657227,29.983467,31.481115,pivot,OGIVE
Colombia,1905,29,.0135420225560665,.0132471099495888,.0136343408375978,.0133354375138879,45778.0859375,47856.44140625,45468.121,47539.461,1345311.212646484,1478386.748657227,29.387669,30.892117,pivot,OGIVE
Colombia,1905,30,.0136130396276712,.0134059740230441,.0137063320726156,.0134964408352971,45158.15625,47222.48046875,44850.789,46905.949,1299843.091552734,1430847.287719727,28.784237,30.300129,pivot,OGIVE
Colombia,1905,31,.0137090720236301,.0135436095297337,.0138036897405982,.0136359492316842,44543.41796875,46589.41796875,44238.094,46273.922,1254992.302490234,1383941.338500977,28.174585,29.705057,pivot,OGIVE
Colombia,1905,32,.0138051779940724,.0136546669527888,.0139011321589351,.0137485330924392,43932.76953125,45958.4296875,43629.52,45644.656,1210754.208740234,1337667.416625977,27.55925,29.10603,pivot,OGIVE
Colombia,1905,33,.0139298234134912,.0137728862464428,.0140275238081813,.0138683905825019,43326.26953125,45330.8828125,43024.508,45018.715,1167124.689208984,1292022.760375977,26.938038,28.502043,pivot,OGIVE
Colombia,1905,34,.0141267636790872,.0139262145385146,.0142272561788559,.0140238646417856,42722.7421875,44706.546875,42420.977,44395.25,1124100.181396484,1247004.045532227,26.311518,27.893097,pivot,OGIVE
Colombia,1905,35,.0144128175452352,.01409000903368,.0145174358040094,.0141899771988392,42119.20703125,44083.953125,41815.68,43773.383,1081679.204833984,1202608.795532227,25.681376,27.279966,pivot,OGIVE
Colombia,1905,36,.0147683974355459,.0142282620072365,.014878261834383,.0143302092328668,41512.15234375,43462.80859375,41205.617,43153.609,1039863.525146484,1158835.412719727,25.049618,26.662691,pivot,OGIVE
Colombia,1905,37,.0151587501168251,.0143264355137944,.015274521894753,.0144297992810607,40899.0859375,42844.41015625,40589.094,42537.508,998657.9079589844,1115681.803344727,24.41761,26.040312,pivot,OGIVE
Colombia,1905,38,.0155894113704562,.0144198657944798,.0157118812203407,.0145245874300599,40279.10546875,42230.6015625,39965.141,41926.121,958068.8142089844,1073144.295532227,23.785751,25.411531,pivot,OGIVE
Colombia,1905,39,.0160761903971434,.0145444553345442,.0162064600735903,.0146510004997253,39651.1796875,41621.640625,39332.461,41318.961,918103.6735839844,1031218.174438477,23.15451,24.776011,pivot,OGIVE
Colombia,1905,40,.0166121926158667,.0146874841302633,.0167513303458691,.0147961433976889,39013.73828125,41016.27734375,38689.688,40715.063,878771.2126464844,989899.2135009766,22.52466,24.134302,pivot,OGIVE
Colombia,1905,41,.0171801336109638,.0148193398490548,.0173289906233549,.0149299660697579,38365.6328125,40413.8515625,38036.07,40114.398,840081.5251464844,949184.1510009766,21.896721,23.486605,pivot,OGIVE
Colombia,1905,42,.0177642405033112,.0149286296218634,.0179234389215708,.0150408996269107,37706.5078125,39814.9453125,37371.594,39517.754,802045.4548339844,909069.7525634766,21.270744,22.832375,pivot,OGIVE
Colombia,1905,43,.018373429775238,.015052916482091,.0185437854379416,.0151670705527067,37036.6796875,39220.5625,36696.434,38925.371,764673.8610839844,869551.9986572266,20.646393,22.170818,pivot,OGIVE
Colombia,1905,44,.0190262049436569,.0152507647871971,.0192089416086674,.0153679512441158,36356.1875,38630.1796875,36010.328,38335.609,727977.4274902344,830626.6275634766,20.023481,21.502012,pivot,OGIVE
Colombia,1905,45,.0197384357452393,.0155730172991753,.0199351795017719,.0156952291727066,35664.46875,38041.0390625,35312.488,37744.832,691967.0993652344,792291.0181884766,19.402142,20.827271,pivot,OGIVE
Colombia,1905,46,.0205164346843958,.0160199925303459,.0207290779799223,.0161493495106697,34960.5078125,37448.625,34601.875,37148.664,656654.6110839844,754546.1861572266,18.782753,20.148836,pivot,OGIVE
Colombia,1905,47,.0213646106421947,.01656006090343,.0215952973812819,.0166983231902122,34243.2421875,36848.69921875,33877.445,36543.594,622052.7360839844,717397.5220947266,18.165709,19.468735,pivot,OGIVE
Colombia,1905,48,.022295193746686,.0171923451125622,.0225465334951878,.0173414144665003,33511.6484375,36238.484375,33138.074,35926.973,588175.2907714844,680853.9283447266,17.551369,18.788145,pivot,OGIVE
Colombia,1905,49,.0233266334980726,.0179447177797556,.0236019100993872,.0181071814149618,32764.5,35615.4609375,32382.357,35295.906,555037.2165527344,644926.9556884766,16.940201,18.108061,pivot,OGIVE
Colombia,1905,50,.0244801379740238,.0188648197799921,.0247834902256727,.0190444551408291,32000.21484375,34976.3515625,31608.531,34646.438,522654.8591308594,609631.0494384766,16.332855,17.429808,pivot,OGIVE
Colombia,1905,51,.0257629454135895,.0199624802917242,.0260991416871548,.0201637391000986,31216.845703125,34316.52734375,30814.727,33974.008,491046.3278808594,574984.6119384766,15.730171,16.755325,pivot,OGIVE
Colombia,1905,52,.027167022228241,.021197285503149,.0275411270558834,.0214243549853563,30412.607421875,33631.484375,29999.496,33275.039,460231.6013183594,541010.6041259766,15.132921,16.086433,pivot,OGIVE
Colombia,1905,53,.02869195304811,.0225324779748917,.0291095580905676,.0227892268449068,29586.38671875,32918.58984375,29161.941,32547.721,430232.1052246094,507735.5650634766,14.541556,15.423977,pivot,OGIVE
Colombia,1905,54,.0303597990423441,.0239886119961739,.0308277606964111,.0242798309773207,28737.49609375,32176.8515625,28301.264,31790.912,401070.1638183594,475187.8443603516,13.956336,14.768003,pivot,OGIVE
