ctry,year,age,Qx_m,Qx_f,Mx_m,Mx_f,lx_m,lx_f,Lx_m,Lx_f,Tx_m,Tx_f,Ex_m,Ex_f,piv,method
Argentina,1869,30,.0129594607278705,.0118863368406892,.0130439826603577,.0119574017483603,46863.2421875,51104.94140625,46559.578,50801.219,1373031.635131836,1614901.930419922,29.298691,31.599722,pivot,OGIVE
Argentina,1869,31,.0130567224696279,.0120110111311078,.0131425218160397,.0120835792098501,46255.91796875,50497.4921875,45953.945,50194.227,1326472.057006836,1564100.711669922,28.676807,30.973829,pivot,OGIVE
Argentina,1869,32,.0131549015641212,.012114548124373,.0132420002715077,.0121883763162705,45651.96875,49890.96484375,45351.695,49588.762,1280518.111694336,1513906.485107422,28.04957,30.344301,pivot,OGIVE
Argentina,1869,33,.0132798086851835,.0122250635176897,.0133685748773714,.0123002487808914,45051.421875,49286.55859375,44752.285,48985.293,1235166.416381836,1464317.723388672,27.416813,29.710285,pivot,OGIVE
Argentina,1869,34,.0134719731286168,.0123658571392298,.0135633360024778,.0124427903549863,44453.1484375,48684.02734375,44153.711,48383.016,1190414.131225586,1415332.430419922,26.779074,29.071802,pivot,OGIVE
Argentina,1869,35,.0137482155114412,.0125171793624759,.0138433763163876,.0125960127575951,43854.27734375,48082.0078125,43552.82,47781.082,1146260.420288086,1366949.414794922,26.137939,28.429541,pivot,OGIVE
Argentina,1869,36,.0140912905335426,.0126494839787483,.0141912775452206,.0127299975234458,43251.359375,47480.15625,42946.625,47179.859,1102707.599975586,1319168.332763672,25.495329,27.783571,pivot,OGIVE
Argentina,1869,37,.0144690033048391,.0127502987161279,.014574441815325,.0128321048464401,42641.890625,46879.55859375,42333.398,46580.695,1059760.974975586,1271988.473388672,24.852579,27.133116,pivot,OGIVE
Argentina,1869,38,.0148855512961745,.0128482282161713,.0149971719506916,.0129313006906115,42024.90625,46281.83203125,41712.125,45984.512,1017427.576538086,1225407.778076172,24.21011,26.477079,pivot,OGIVE
Argentina,1869,39,.0153550887480378,.0129727004095912,.0154738898052865,.0130573948483696,41399.34375,45687.19140625,41081.5,45390.848,975715.4515380859,1179423.266357422,23.56838,25.815184,pivot,OGIVE
Argentina,1869,40,.0158725138753653,.0131140043959022,.0159994893536347,.0132005606028945,40763.65234375,45094.50390625,40440.141,44798.82,934633.9515380859,1134032.418701172,22.928122,25.147907,pivot,OGIVE
Argentina,1869,41,.0164228305220604,.0132484352216125,.0165588018344808,.013336780803614,40116.62890625,44503.1328125,39787.215,44208.336,894193.8109130859,1089233.598388672,22.289854,24.475437,pivot,OGIVE
Argentina,1869,42,.0169909931719303,.0133666740730405,.0171365776369224,.0134566092948358,39457.80078125,43913.53515625,39122.586,43620.047,854406.5960693359,1045025.262451172,21.653681,23.797338,pivot,OGIVE
Argentina,1869,43,.0175834707915783,.013498960994184,.0177394309411129,.0135906912012873,38787.375,43326.55859375,38446.367,43034.125,815284.0101318359,1001405.215576172,21.019314,23.112965,pivot,OGIVE
Argentina,1869,44,.0182165335863829,.0136944120749831,.0183839794931754,.0137888273294531,38105.359375,42741.6953125,37758.285,42449.031,776837.6429443359,958371.0905761719,20.386572,22.422394,pivot,OGIVE
Argentina,1869,45,.0189074147492647,.0140000078827143,.0190878653503076,.0140986986250033,37411.2109375,42156.37109375,37057.539,41861.273,739079.3577880859,915922.0593261719,19.755558,21.726776,pivot,OGIVE
Argentina,1869,46,.0196643657982349,.0144190490245819,.0198596297118638,.0145237586792734,36703.86328125,41566.1796875,36342.984,41266.508,702021.8187255859,874060.7858886719,19.126646,21.028172,pivot,OGIVE
Argentina,1869,47,.0204917993396521,.0149246277287602,.0207039306530468,.0150368376714445,35982.10546875,40966.8359375,35613.438,40661.129,665678.8343505859,832794.2780761719,18.500275,20.328499,pivot,OGIVE
Argentina,1869,48,.0213985182344913,.0155124105513096,.021629941742597,.0156336687905056,35244.765625,40355.421875,34867.672,40042.414,630065.3968505859,792133.1491699219,17.87685,19.628916,pivot,OGIVE
Argentina,1869,49,.0224000252783298,.016204260289669,.0226537479741667,.0163366214526298,34490.578125,39729.41015625,34104.281,39407.516,595197.7249755859,752090.7351074219,17.256821,18.930326,pivot,OGIVE
Argentina,1869,50,.0235192310065031,.0170459058135748,.0237990986697543,.0171924365131927,33717.98828125,39085.625,33321.477,38752.5,561093.4437255859,712683.2194824219,16.640774,18.233896,pivot,OGIVE
Argentina,1869,51,.0247659776359797,.0180498193949461,.0250765001573642,.0182142018403219,32924.96875,38419.375,32517.258,38072.645,527771.9671630859,673930.7194824219,16.029535,17.541428,pivot,OGIVE
Argentina,1869,52,.0261327773332596,.0191803108900785,.026478759163979,.019366034200852,32109.548828125,37725.9140625,31689.992,37364.117,495254.7093505859,635858.0749511719,15.423907,16.854677,pivot,OGIVE
Argentina,1869,53,.0276151467114687,.0203992407768965,.0280017837880075,.0206094501655916,31270.4375,37002.3203125,30838.668,36624.91,463564.7171630859,598493.9577636719,14.824376,16.174498,pivot,OGIVE
Argentina,1869,54,.0292312148958445,.0217218361794949,.0296647834602974,.0219603465588711,30406.900390625,36247.5,29962.484,35853.82,432726.0491943359,561869.0476074219,14.231179,15.500905,pivot,OGIVE
Argentina,1869,55,.0310458093881607,.0232792384922504,.0315353294714994,.0235533903345617,29518.0703125,35460.13671875,29059.863,35047.395,402763.5648193359,526015.2272949219,13.644644,14.833987,pivot,OGIVE
Argentina,1869,56,.0331146083772182,.0251719057559967,.033672128373958,.0254927572058025,28601.658203125,34634.65234375,28128.092,34198.742,373703.7015380859,490967.8327636719,13.065805,14.175625,pivot,OGIVE
Argentina,1869,57,.0354635827243328,.0274137984961271,.0361037664897746,.0277947787606985,27654.525390625,33762.83203125,27164.16,33300.047,345575.6097412109,456769.0905761719,12.496168,13.528755,pivot,OGIVE
Argentina,1869,58,.0380947701632977,.0299440827220678,.0388344669171335,.0303992214949406,26673.796875,32837.265625,26165.73,32345.625,318411.4495849609,423469.0437011719,11.937238,12.895989,pivot,OGIVE
Argentina,1869,59,.040994543582201,.0327125228941441,.0418524026284409,.0332564741979892,25657.6640625,31853.984375,25131.752,31332.973,292245.7191162109,391123.4187011719,11.390192,12.278634,pivot,OGIVE
Argentina,1869,60,.0441371612250805,.0357591435313225,.0451331877492851,.0364101402420177,24605.83984375,30811.9609375,24062.824,30261.057,267113.9671630859,359790.4460449219,10.855714,11.676973,pivot,OGIVE
Argentina,1869,61,.0475484915077686,.0391646213829517,.0487064515115312,.0399468718713622,23519.80859375,29710.15234375,22960.643,29128.359,243051.1429443359,329529.3894042969,10.333891,11.091475,pivot,OGIVE
Argentina,1869,62,.0512977801263332,.0429727472364902,.0526481450077799,.0439163512371472,22401.4765625,28546.56640625,21826.902,27933.203,220090.5003662109,300401.0300292969,9.8248215,10.523193,pivot,OGIVE
Argentina,1869,63,.0554680079221725,.047156173735857,.0570502380134845,.0482948759009001,21252.330078125,27319.841796875,20662.918,26675.691,198263.5980224609,272467.8269042969,9.3290291,9.973258,pivot,OGIVE
Argentina,1869,64,.0600660629570484,.0516447238624096,.0619258845816813,.0530136627822445,20073.505859375,26031.54296875,19470.637,25359.348,177600.6800537109,245792.1354980469,8.847517,9.4420891,pivot,OGIVE
Argentina,1869,65,.0649298503994942,.0563666261732578,.0671085255439,.0580012959922371,18867.76953125,24687.150390625,18255.229,23991.385,158130.0433349609,220432.7878417969,8.3809614,8.9290495,pivot,OGIVE
Argentina,1869,66,.0700554624199867,.0614233799278736,.072598417654328,.0633695656545902,17642.6875,23295.619140625,17024.703,22580.172,139874.8148193359,196441.4030761719,7.9282036,8.4325466,pivot,OGIVE
Argentina,1869,67,.0757015943527222,.0670844614505768,.0786796820598624,.0694127169341919,16406.720703125,21864.72265625,15785.713,21131.332,122850.1116943359,173861.2312011719,7.487792,7.9516778,pivot,OGIVE
Argentina,1869,68,.0822902917861938,.073621928691864,.0858214285620055,.0764355932794992,15164.7060546875,20397.939453125,14540.752,19647.07,107064.3988037109,152729.8991699219,7.0601039,7.4875159,pivot,OGIVE
Argentina,1869,69,.0899840220808983,.0810761675238609,.0942233206039583,.0845017075608302,13916.7978515625,18896.203125,13290.653,18130.188,92523.64685058594,133082.8288574219,6.6483431,7.0428343,pivot,OGIVE
Argentina,1869,70,.0981324091553688,.0889377370476723,.1031958350567025,.0930767547923415,12664.5087890625,17364.171875,12043.109,16592.008,79232.99353027344,114952.6413574219,6.2563024,6.6201048,pivot,OGIVE
Argentina,1869,71,.106340155005455,.0969750732183456,.1123117798630332,.1019167628788865,11421.7099609375,15819.841796875,10814.417,15052.777,67189.88415527344,98360.63354492188,5.8826466,6.2175484,pivot,OGIVE
Argentina,1869,72,.1149650886654854,.105555959045887,.1219766130867702,.1114374002177497,10207.1240234375,14285.7119140625,9620.3926,13531.74,56375.46716308594,83307.85620117188,5.523149,5.8315511,pivot,OGIVE
Argentina,1869,73,.1251084506511688,.1155337169766426,.13345672886328,.122616908170135,9033.6611328125,12777.76953125,8468.5674,12039.638,46755.07458496094,69776.11596679688,5.1756506,5.460743,pivot,OGIVE
Argentina,1869,74,.1376241743564606,.1275115311145782,.1477941985160645,.136194724896802,7903.4736328125,11301.505859375,7359.6191,10580.97,38286.50720214844,57736.47827148438,4.8442631,5.1087422,pivot,OGIVE
Argentina,1869,75,.151503786444664,.1406392604112625,.1639211284175229,.1512770063082943,6815.7646484375,9860.43359375,6299.4575,9167.0518,30926.88806152344,47155.50854492188,4.5375524,4.7822957,pivot,OGIVE
Argentina,1869,76,.1653712838888168,.1538535207509995,.180277658278564,.1666753042662373,5783.150390625,8473.669921875,5304.9668,7821.8179,24627.43054199219,37988.45678710938,4.2584801,4.4831176,pivot,OGIVE
Argentina,1869,77,.1786260604858398,.1667581349611282,.1961443042536653,.1819270492064173,4826.783203125,7169.9658203125,4395.6885,6572.1406,19322.46374511719,30166.63891601563,4.0031762,4.2073617,pivot,OGIVE
Argentina,1869,78,.1916799545288086,.1796967536211014,.2119978217768038,.1974360584271014,3964.593994140625,5974.31591796875,3584.6274,5437.5332,14926.77526855469,23594.49829101563,3.7650199,3.9493222,pivot,OGIVE
Argentina,1869,79,.205645427107811,.1936027556657791,.2292138046678247,.2143523575419108,3204.660888671875,4900.7509765625,2875.1489,4426.3516,11342.14782714844,18156.96508789063,3.5392661,3.7049353,pivot,OGIVE
Argentina,1869,80,.221462145447731,.2093267738819122,.2490384421939154,.2337967386033552,2545.636962890625,3951.9521484375,2263.7559,3538.3274,8466.998901367188,13730.61352539063,3.3260827,3.4743876,pivot,OGIVE
Argentina,1869,81,.2380553185939789,.2259399741888046,.2702188291262787,.2547151396097329,1981.874755859375,3124.70263671875,1745.9768,2771.7051,6203.243041992188,10192.2861328125,3.1299875,3.261842,pivot,OGIVE
Argentina,1869,82,.2540491223335266,.2423693537712097,.2910152188296564,.2757909936372084,1510.078979492188,2418.70751953125,1318.2618,2125.5972,4457.266235351563,7420.5810546875,2.9516776,3.0679944,pivot,OGIVE
Argentina,1869,83,.2699762284755707,.2591142058372498,.3121069524343955,.2976808707079368,1126.444702148438,1832.486938476563,974.38806,1595.0752,3139.00439453125,5294.98388671875,2.7866476,2.8895071,pivot,OGIVE
Argentina,1869,84,.2887052893638611,.2785953879356384,.3374115521440758,.3236838062984397,822.3314208984375,1357.66357421875,703.62573,1168.5442,2164.616333007813,3699.90869140625,2.6322918,2.7252028,pivot,OGIVE
Argentina,1869,85,1,1,.4003584682941437,.3869157135486603,584.9199829101563,979.4247436523438,1460.9906,2531.3645,1460.990600585938,2531.364501953125,2.4977615,2.584542,pivot,OGIVE
Argentina,1882,0,.2413463294506073,.2016603350639343,.2744671404361725,.2242739051580429,100000,100000,87932.688,89916.984,3159290.864990234,3504954.694213867,31.592909,35.049545,pivot,OGIVE
Argentina,1882,1,.0955415442585945,.0896140038967133,.100334607064724,.0938176959753036,75865.3671875,79833.96875,72241.219,76256.844,3071358.177490234,3415037.709838867,40.484325,42.776749,pivot,OGIVE
Argentina,1882,2,.0474925264716148,.0446146130561829,.048647727817297,.0456325523555279,68617.0703125,72679.7265625,66987.672,71058.438,2999116.958740234,3338780.866088867,43.708031,45.938271,pivot,OGIVE
Argentina,1882,3,.0295354072004557,.0273513365536928,.0299781151115894,.0277305711060762,65358.2734375,69437.1484375,64393.082,68487.547,2932129.286865234,3267722.428588867,44.862404,47.060146,pivot,OGIVE
Argentina,1882,4,.0198570117354393,.0188802480697632,.020056139677763,.0190601777285337,63427.890625,67537.953125,62798.148,66900.391,2867736.204833984,3199234.881713867,45.212543,47.369438,pivot,OGIVE
Argentina,1882,5,.0125781865790486,.0123754199594259,.0126577923074365,.0124524720013142,62168.40234375,66262.8203125,61777.422,65852.805,2804938.056396484,3132334.491088867,45.118389,47.271374,pivot,OGIVE
Argentina,1882,6,.0120661715045571,.0118692088872194,.0121394097805023,.011940068565309,61386.4375,65442.7890625,61016.086,65054.414,2743160.634521484,3066481.686401367,44.686752,46.857441,pivot,OGIVE
Argentina,1882,7,.0115330908447504,.0113425562158227,.0115999830886722,.0114072496071458,60645.73828125,64666.03515625,60296.023,64299.297,2682144.548583984,3001427.272338867,44.226429,46.414276,pivot,OGIVE
Argentina,1882,8,.0109792659059167,.0107957841828465,.0110398707911372,.0108543746173382,59946.3046875,63932.55859375,59617.219,63587.457,2621848.525146484,2937127.975463867,43.736618,45.941036,pivot,OGIVE
Argentina,1882,9,.0104051157832146,.0102293835952878,.0104595320299268,.0102819725871086,59288.13671875,63242.35546875,58979.688,62918.891,2562231.306396484,2873540.518432617,43.216595,45.436962,pivot,OGIVE
Argentina,1882,10,.0050325472839177,.0055948235094547,.0050452424631679,.0056105186568044,58671.23828125,62595.42578125,58523.605,62420.32,2503251.618896484,2810621.627807617,42.665737,44.90139,pivot,OGIVE
Argentina,1882,11,.0053022867068648,.0058515518903732,.0053163810255351,.0058687223208628,58375.97265625,62245.21484375,58221.211,62063.102,2444728.013427734,2748201.307495117,41.879013,44.151207,pivot,OGIVE
Argentina,1882,12,.0057304440997541,.0062217283993959,.0057469100838292,.0062411438762594,58066.4453125,61880.984375,57900.07,61688.48,2386506.802490234,2686138.205932617,41.099586,43.408134,pivot,OGIVE
Argentina,1882,13,.0062177092768252,.006635706871748,.0062370996911165,.0066577965211628,57733.69921875,61495.9765625,57554.211,61291.941,2328606.732177734,2624449.725463867,40.33358,42.676773,pivot,OGIVE
Argentina,1882,14,.0067152259871364,.007052515167743,.006737848843915,.0070774723698974,57374.7265625,61087.90625,57182.086,60872.492,2271052.521240234,2563157.784057617,39.582802,41.958515,pivot,OGIVE
Argentina,1882,15,.0072615700773895,.0074726026505232,.0072880313174747,.0075006273114696,56989.44140625,60657.08203125,56782.523,60430.449,2213870.435302734,2502285.291870117,38.847027,41.252979,pivot,OGIVE
Argentina,1882,16,.0078931851312518,.0079093854874372,.0079244598277799,.0079407886792165,56575.609375,60203.81640625,56352.328,59965.727,2157087.911865234,2441854.842651367,38.127525,40.559803,pivot,OGIVE
Argentina,1882,17,.0086074937134981,.0083673661574721,.0086446981744322,.0084025200095627,56129.046875,59727.640625,55887.484,59477.758,2100735.583740234,2381889.116088867,37.426888,39.879177,pivot,OGIVE
Argentina,1882,18,.0093668652698398,.0088319163769484,.0094109409813542,.0088710906033257,55645.91796875,59227.87890625,55385.305,58966.332,2044848.099365234,2322411.358276367,36.747494,39.211456,pivot,OGIVE
Argentina,1882,19,.0101090176030993,.0092753972858191,.0101603734200988,.0093186139373406,55124.69140625,58704.78515625,54846.063,58432.531,1989462.794677734,2263445.026245117,36.090229,38.556396,pivot,OGIVE
Argentina,1882,20,.0107637634500861,.0096670649945736,.0108220066073148,.0097140179018715,54567.43359375,58160.2734375,54273.758,57879.156,1934616.732177734,2205012.494995117,35.453686,37.912693,pivot,OGIVE
Argentina,1882,21,.0113171329721808,.0100057516247034,.011381536239948,.0100560604022204,53980.08203125,57598.03515625,53674.633,57309.879,1880342.974365234,2147133.338745117,34.834015,37.277893,pivot,OGIVE
Argentina,1882,22,.0117943566292524,.0103151546791196,.011864323029463,.0103686312891671,53369.18359375,57021.72265625,53054.453,56727.629,1826668.341552734,2089823.459838867,34.227024,36.649601,pivot,OGIVE
Argentina,1882,23,.0122021250426769,.0106079373508692,.0122770276902965,.0106645014850827,52739.7265625,56433.53515625,52417.961,56134.211,1773613.888427734,2033095.830932617,33.629562,36.026379,pivot,OGIVE
Argentina,1882,24,.0125187132507563,.0108781382441521,.0125975657191913,.0109376290303131,52096.19140625,55834.890625,51770.102,55531.203,1721195.927490234,1976961.619995117,33.038807,35.40728,pivot,OGIVE
Argentina,1882,25,.0126982098445296,.0110980486497283,.0127793468563936,.0111599756167961,51444.015625,55227.51171875,51117.391,54921.055,1669425.825927734,1921430.416870117,32.451313,34.791183,pivot,OGIVE
Argentina,1882,26,.0127421095967293,.0112586477771401,.0128238106492709,.0113223849095975,50790.76953125,54614.59375,50467.18,54307.148,1618308.435302734,1866509.362182617,31.862255,34.176018,pivot,OGIVE
Argentina,1882,27,.0127197233960032,.0113831916823983,.0128011364249306,.0114483510571804,50143.58984375,53999.70703125,49824.684,53692.363,1567841.255615234,1812202.213745117,31.267033,33.559483,pivot,OGIVE
Argentina,1882,28,.012697434052825,.0115042552351952,.0127785612297317,.0115708123519163,49505.77734375,53385.01953125,49191.477,53077.941,1518016.572021484,1758509.850463867,30.663424,32.940136,pivot,OGIVE
Argentina,1882,29,.012720562517643,.0116419540718198,.0128019870955573,.0117101183797976,48877.1796875,52770.86328125,48566.305,52463.688,1468825.095458984,1705431.909057617,30.051348,32.31768,pivot,OGIVE
Argentina,1882,30,.0127936638891697,.0117828203365207,.0128760300772747,.01185264944655,48255.43359375,52156.5078125,47946.75,51849.234,1420258.790771484,1652968.221557617,29.4321,31.692463,pivot,OGIVE
Argentina,1882,31,.0128912441432476,.0119066135957837,.0129748752944141,.0119779219287156,47638.0703125,51541.95703125,47331.016,51235.109,1372312.040771484,1601118.987182617,28.807045,31.064381,pivot,OGIVE
Argentina,1882,32,.0129899457097054,.0120096262544394,.0130748663950509,.012082177122333,47023.95703125,50928.265625,46718.539,50622.453,1324981.025146484,1549883.877807617,28.176723,30.432686,pivot,OGIVE
Argentina,1882,33,.0131149152293801,.0121196052059531,.0132014831701368,.012193495529977,46413.1171875,50316.63671875,46108.766,50011.727,1278262.486083984,1499261.424682617,27.540976,29.796535,pivot,OGIVE
Argentina,1882,34,.0133058726787567,.0122595513239503,.013394988868306,.0123351635404232,45804.4140625,49706.8203125,45499.68,49402.129,1232153.720458984,1449249.698120117,26.900328,29.155952,pivot,OGIVE
Argentina,1882,35,.0135796312242746,.0124100390821695,.0136724646248753,.0124875246725171,45194.9453125,49097.4375,44888.078,48792.789,1186654.040771484,1399847.569213867,26.256344,28.511621,pivot,OGIVE
Argentina,1882,36,.0139195313677192,.0125419469550252,.0140170869631789,.0126210938093765,44581.21484375,48488.13671875,44270.938,48184.07,1141765.962646484,1351054.780151367,25.61092,27.863615,pivot,OGIVE
Argentina,1882,37,.0142940226942301,.0126429349184036,.0143969175462224,.0127233649613745,43960.6640625,47880,43646.477,47577.328,1097495.025146484,1302870.709838867,24.965387,27.211168,pivot,OGIVE
Argentina,1882,38,.0147069795057178,.0127411615103483,.0148159280468973,.0128228502043823,43332.2890625,47274.65625,43013.648,46973.488,1053848.548583984,1255293.381713867,24.320168,26.5532,pivot,OGIVE
Argentina,1882,39,.0151721462607384,.0128656290471554,.0152881228700708,.0129489266345776,42695.00390625,46672.3203125,42371.117,46372.086,1010834.900146484,1208319.893432617,23.675718,25.889433,pivot,OGIVE
Argentina,1882,40,.0156848691403866,.0130068277940154,.0158088494843815,.0130919706698583,42047.23046875,46071.8515625,41717.477,45772.227,968463.7829589844,1161947.807495117,23.032761,25.220341,pivot,OGIVE
Argentina,1882,41,.0162307228893042,.0131414420902729,.0163635194019108,.0132283621892177,41387.7265625,45472.6015625,41051.852,45173.813,926746.3063964844,1116175.580932617,22.391815,24.546112,pivot,OGIVE
Argentina,1882,42,.0167948435992002,.0132602853700519,.016937070786955,.0133487900250669,40715.97265625,44875.02734375,40374.063,44577.5,885694.4548339844,1071001.768432617,21.752998,23.86632,pivot,OGIVE
Argentina,1882,43,.0173830892890692,.0133931096643209,.0175354996110237,.0134834018380782,40032.15234375,44279.97265625,39684.211,43983.449,845320.3923339844,1026424.268432617,21.116037,23.180328,pivot,OGIVE
Argentina,1882,44,.0180111788213253,.0135884014889598,.0181748548361828,.013681355294734,39336.26953125,43686.92578125,38982.023,43390.109,805636.1813964844,982440.8192138672,20.480747,22.488211,pivot,OGIVE
Argentina,1882,45,.0186966769397259,.0138928731903434,.0188731100791025,.013990053940417,38627.77734375,43093.2890625,38266.672,42793.945,766654.1579589844,939050.7098388672,19.847223,21.791113,pivot,OGIVE
Argentina,1882,46,.0194483119994402,.0143100181594491,.0196392882557917,.014413144115304,37905.56640625,42494.59765625,37536.969,42190.547,728387.4860839844,896256.7645263672,19.215845,21.091076,pivot,OGIVE
Argentina,1882,47,.0202704928815365,.0148132424801588,.0204780420533667,.014923777670602,37168.3671875,41886.5,36791.656,41576.262,690850.5173339844,854066.2176513672,18.587055,20.390011,pivot,OGIVE
Argentina,1882,48,.0211711693555117,.0153979957103729,.0213976765326072,.0155174650708353,36414.9453125,41266.0234375,36029.473,40948.316,654058.8610839844,812489.9559326172,17.961275,19.689077,pivot,OGIVE
