# # Таблица построена модулем rtss.rosbris1959.ExportMortalityTables по данным в РосБРИС для РСФСР 2019
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  454     0.00454 0.99546 99773   7378912 73.79
1       99546   40      0.00040 0.99960 99526   7279139 73.12
2       99506   22      0.00022 0.99978 99495   7179613 72.15
3       99484   21      0.00021 0.99979 99474   7080118 71.17
4       99463   17      0.00017 0.99983 99455   6980645 70.18
5       99446   14      0.00014 0.99986 99439   6881190 69.20
6       99432   15      0.00015 0.99985 99424   6781751 68.20
7       99417   13      0.00013 0.99987 99411   6682327 67.22
8       99404   15      0.00015 0.99985 99397   6582916 66.22
9       99389   15      0.00015 0.99985 99382   6483520 65.23
10      99374   15      0.00015 0.99985 99367   6384138 64.24
11      99359   17      0.00017 0.99983 99351   6284772 63.25
12      99342   20      0.00020 0.99980 99332   6185421 62.26
13      99322   24      0.00024 0.99976 99310   6086089 61.28
14      99298   28      0.00028 0.99972 99285   5986778 60.29
15      99270   37      0.00037 0.99963 99252   5887494 59.31
16      99233   42      0.00042 0.99958 99212   5788242 58.33
17      99191   47      0.00048 0.99952 99168   5689029 57.35
18      99144   60      0.00060 0.99940 99115   5589861 56.38
19      99084   59      0.00059 0.99941 99055   5490747 55.42
20      99025   69      0.00070 0.99930 98991   5391692 54.45
21      98956   75      0.00076 0.99924 98919   5292701 53.49
22      98881   79      0.00080 0.99920 98842   5193782 52.53
23      98802   83      0.00084 0.99916 98761   5094940 51.57
24      98719   91      0.00092 0.99908 98674   4996179 50.61
25      98628   99      0.00100 0.99900 98579   4897505 49.66
26      98529   105     0.00106 0.99894 98477   4798926 48.71
27      98424   119     0.00121 0.99879 98366   4700448 47.76
28      98305   130     0.00132 0.99868 98241   4602083 46.81
29      98175   147     0.00149 0.99851 98103   4503842 45.88
30      98028   170     0.00173 0.99827 97945   4405738 44.94
31      97858   202     0.00206 0.99794 97759   4307793 44.02
32      97656   224     0.00230 0.99770 97545   4210034 43.11
33      97432   225     0.00231 0.99769 97321   4112489 42.21
34      97207   253     0.00260 0.99740 97083   4015168 41.31
35      96954   293     0.00302 0.99698 96811   3918085 40.41
36      96661   329     0.00341 0.99659 96499   3821274 39.53
37      96332   357     0.00370 0.99630 96155   3724775 38.67
38      95975   368     0.00383 0.99617 95792   3628620 37.81
39      95607   390     0.00408 0.99592 95415   3532828 36.95
40      95217   437     0.00459 0.99541 95002   3437413 36.10
41      94780   466     0.00492 0.99508 94548   3342411 35.26
42      94314   466     0.00494 0.99506 94081   3247863 34.44
43      93848   472     0.00503 0.99497 93613   3153782 33.61
44      93376   493     0.00528 0.99472 93132   3060168 32.77
45      92883   536     0.00577 0.99423 92618   2967036 31.94
46      92347   561     0.00607 0.99393 92068   2874418 31.13
47      91786   576     0.00628 0.99372 91498   2782350 30.31
48      91210   566     0.00620 0.99380 90928   2690852 29.50
49      90644   592     0.00653 0.99347 90351   2599924 28.68
50      90052   649     0.00721 0.99279 89731   2509573 27.87
51      89403   670     0.00749 0.99251 89072   2419842 27.07
52      88733   748     0.00843 0.99157 88363   2330770 26.27
53      87985   755     0.00858 0.99142 87609   2242407 25.49
54      87230   778     0.00892 0.99108 86846   2154799 24.70
55      86452   875     0.01012 0.98988 86020   2067953 23.92
56      85577   916     0.01071 0.98929 85124   1981932 23.16
57      84661   1000    0.01181 0.98819 84165   1896808 22.40
58      83661   1016    0.01214 0.98786 83155   1812643 21.67
59      82645   1053    0.01274 0.98726 82126   1729488 20.93
60      81592   1186    0.01454 0.98546 81007   1647362 20.19
61      80406   1254    0.01559 0.98441 79784   1566355 19.48
62      79152   1299    0.01641 0.98359 78507   1486571 18.78
63      77853   1356    0.01742 0.98258 77180   1408064 18.09
64      76497   1416    0.01852 0.98148 75795   1330885 17.40
65      75081   1506    0.02006 0.97994 74334   1255089 16.72
66      73575   1557    0.02116 0.97884 72804   1180755 16.05
67      72018   1697    0.02356 0.97644 71176   1107951 15.38
68      70321   1701    0.02419 0.97581 69475   1036776 14.74
69      68620   1810    0.02638 0.97362 67729   967300  14.10
70      66810   2034    0.03044 0.96956 65796   899571  13.46
71      64776   1871    0.02888 0.97112 63850   833776  12.87
72      62905   2267    0.03604 0.96396 61776   769926  12.24
73      60638   1975    0.03257 0.96743 59644   708150  11.68
74      58663   2102    0.03583 0.96417 57626   648506  11.05
75      56561   2310    0.04083 0.95917 55406   590880  10.45
76      54251   2113    0.03894 0.96106 53216   535474  9.87
77      52138   2821    0.05412 0.94588 50748   482258  9.25
78      49317   2601    0.05274 0.94726 48015   431510  8.75
79      46716   2782    0.05954 0.94046 45343   383495  8.21
80      43934   3031    0.06900 0.93100 42425   338152  7.70
81      40903   2943    0.07196 0.92804 39437   295727  7.23
82      37960   3153    0.08306 0.91694 36391   256291  6.75
83      34807   3132    0.08999 0.91001 33242   219899  6.32
84      31675   3180    0.10038 0.89962 30081   186657  5.89
85      28495   3043    0.10679 0.89321 26968   156576  5.49
86      25452   3051    0.11986 0.88014 23927   129608  5.09
87      22401   3060    0.13660 0.86340 20865   105680  4.72
88      19341   2899    0.14989 0.85011 17879   84816   4.39
89      16442   2765    0.16815 0.83185 15045   66937   4.07
90      13677   2550    0.18646 0.81354 12382   51892   3.79
91      11127   2292    0.20597 0.79403 9955    39509   3.55
92      8835    1929    0.21837 0.78163 7840    29554   3.35
93      6906    1563    0.22636 0.77364 6096    21714   3.14
94      5343    1250    0.23392 0.76608 4696    15618   2.92
95      4093    1037    0.25339 0.74661 3554    10922   2.67
96      3056    766     0.25075 0.74925 2658    7367    2.41
97      2290    665     0.29018 0.70982 1948    4710    2.06
98      1625    526     0.32393 0.67607 1353    2762    1.70
99      1099    449     0.40813 0.59187 860     1409    1.28
100     650     174     0.26805 0.73195 550     550     0.85
