# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  23186   0.23186 0.76814 88407   3540515 35.41
1       76814   8763    0.11408 0.88592 72433   3452108 44.94
2       68051   4146    0.06092 0.93908 65978   3379675 49.66
3       63905   2317    0.03626 0.96374 62747   3313697 51.85
4       61588   1477    0.02398 0.97602 60850   3250951 52.79
5       60111   1038    0.01727 0.98273 59563   3190101 53.07
6       59073   774     0.01311 0.98689 58668   3130538 52.99
7       58299   600     0.01029 0.98971 57987   3071871 52.69
8       57699   476     0.00826 0.99174 57452   3013884 52.23
9       57223   387     0.00675 0.99325 57023   2956432 51.67
10      56836   321     0.00564 0.99436 56671   2899409 51.01
11      56515   274     0.00485 0.99515 56375   2842738 50.30
12      56241   242     0.00431 0.99569 56118   2786363 49.54
13      55999   222     0.00396 0.99604 55887   2730246 48.76
14      55777   210     0.00376 0.99624 55671   2674359 47.95
15      55567   205     0.00370 0.99630 55464   2618688 47.13
16      55362   207     0.00373 0.99627 55259   2563223 46.30
17      55155   213     0.00386 0.99614 55049   2507964 45.47
18      54942   224     0.00407 0.99593 54831   2452915 44.65
19      54718   238     0.00434 0.99566 54600   2398084 43.83
20      54480   255     0.00467 0.99533 54354   2343484 43.02
21      54225   273     0.00503 0.99497 54090   2289130 42.22
22      53952   291     0.00539 0.99461 53808   2235040 41.43
23      53661   308     0.00574 0.99426 53508   2181232 40.65
24      53353   323     0.00606 0.99394 53193   2127724 39.88
25      53030   336     0.00634 0.99366 52863   2074531 39.12
26      52694   346     0.00657 0.99343 52522   2021668 38.37
27      52348   355     0.00678 0.99322 52171   1969146 37.62
28      51993   362     0.00696 0.99304 51813   1916975 36.87
29      51631   368     0.00714 0.99286 51448   1865162 36.12
30      51263   375     0.00731 0.99269 51076   1813715 35.38
31      50888   382     0.00750 0.99250 50698   1762639 34.64
32      50506   390     0.00772 0.99228 50312   1711941 33.90
33      50116   400     0.00798 0.99202 49917   1661629 33.16
34      49716   411     0.00827 0.99173 49512   1611713 32.42
35      49305   424     0.00859 0.99141 49094   1562201 31.68
36      48881   436     0.00892 0.99108 48664   1513107 30.95
37      48445   448     0.00926 0.99074 48222   1464443 30.23
38      47997   460     0.00959 0.99041 47768   1416221 29.51
39      47537   472     0.00993 0.99007 47302   1368453 28.79
40      47065   485     0.01030 0.98970 46824   1321151 28.07
41      46580   499     0.01070 0.98930 46332   1274327 27.36
42      46081   515     0.01118 0.98882 45825   1227996 26.65
43      45566   535     0.01174 0.98826 45300   1182171 25.94
44      45031   558     0.01238 0.98762 44754   1136870 25.25
45      44473   582     0.01308 0.98692 44184   1092116 24.56
46      43891   606     0.01381 0.98619 43590   1047932 23.88
