Year,Reg,Group,Sex,Dra0,Dra1,Dra2,Dra3,Dra4,Dra5,Dra6,Dra7,Dra8,Dra9,Dra10,Dra11,Dra12,Dra13,Dra14,Dra15,Dra16,Dra17,Dra18,Dra19,Dra20,Dra21,Dra22,Dra23,Dra24,Dra25,Dra26,Dra27,Dra28,Dra29,Dra30,Dra31,Dra32,Dra33,Dra34,Dra35,Dra36,Dra37,Dra38,Dra39,Dra40,Dra41,Dra42,Dra43,Dra44,Dra45,Dra46,Dra47,Dra48,Dra49,Dra50,Dra51,Dra52,Dra53,Dra54,Dra55,Dra56,Dra57,Dra58,Dra59,Dra60,Dra61,Dra62,Dra63,Dra64,Dra65,Dra66,Dra67,Dra68,Dra69,Dra70,Dra71,Dra72,Dra73,Dra74,Dra75,Dra76,Dra77,Dra78,Dra79,Dra80,Dra81,Dra82,Dra83,Dra84,Dra85,Dra86,Dra87,Dra88,Dra89,Dra90,Dra91,Dra92,Dra93,Dra94,Dra95,Dra96,Dra97,Dra98,Dra99,Dra100
2017,1178,U,M,5134,300,459,157,157,649,0,169,172,181,386,402,396,0,403,415,0,889,416,421,865,1055,2680,2873,2531,3003,1637,2424,2355,2551,3766,2903,4704,4563,4890,5431,5458,7239,6106,5135,7661,8409,7649,9469,7797,8748,8284,10227,11518,12852,12544,14329,16662,14003,15985,24374,19907,19268,27502,24997,32095,33730,35515,33412,38786,43464,46511,47939,56867,50681,62059,57525,68790,70211,55576,94306,85700,90422,100380,110297,121951,110895,132871,135302,156080,215735,177825,213028,258383,256289,228739,299282,232652,284561,274532,209213,359417,261191,500617,500617,57213
2017,1178,U,F,5223,156,161,329,501,0,0,0,181,190,201,0,0,207,432,0,0,0,898,216,664,660,1463,204,736,614,264,981,471,772,1103,1234,793,1789,1136,838,1192,966,1479,2845,2620,3013,2291,1658,3606,3021,4138,3339,3814,4011,5409,4612,5249,5180,6107,5441,9360,6748,7349,8080,7537,9262,10675,10254,12093,14268,15666,14890,20896,18113,26014,18800,25326,29325,27900,40457,41732,43511,49472,58760,68242,73016,98027,97703,127143,128413,153151,170922,191749,207559,205011,215922,236694,344408,362202,335963,273865,426986,433149,545655,296883
2017,1178,R,B,8702,456,796,353,0,0,389,0,845,0,440,0,0,452,461,483,551,588,609,1182,1070,490,918,477,1985,1373,3135,3091,1224,864,2846,2971,3137,4310,2817,3951,5265,2622,6648,4611,6976,5061,8039,4034,8707,5569,8745,5784,8413,8191,8305,9976,9066,9545,11032,10347,14697,17601,16493,17447,21634,16752,19799,23282,20353,26797,20927,27943,23333,29262,39604,32485,37754,43478,27424,44893,40018,49601,55424,54814,74118,76212,62060,88207,109256,107180,146849,120329,165548,197782,192118,251462,263039,274074,294737,453782,191781,571429,117647,105263,300000
2017,1178,R,M,7569,900,0,0,0,0,0,0,0,0,879,0,0,893,890,917,1057,1142,0,2328,2012,0,1755,907,2775,853,5155,3149,1119,1045,3654,4902,4540,6606,2296,6200,4994,2574,9756,6376,10471,6553,11838,6577,12512,5166,10084,9632,14548,11429,12350,15810,13494,13302,16866,16360,24384,28372,26167,28191,34692,26597,34668,35211,31131,41728,27977,37892,40033,50740,63337,51948,50826,71429,24845,75160,60831,68814,82443,78367,87047,86713,67093,130769,147806,122762,189112,125000,147541,193182,180328,164948,93750,133333,333333,384615,470588,200000,0,0,0
2017,1178,R,F,9886,0,1619,729,0,0,796,0,1707,0,0,0,0,0,0,0,0,0,1220,0,0,1009,0,0,1070,1973,838,3022,1350,641,1877,654,1403,1397,3441,1404,5567,2671,3399,2725,3373,3477,4096,1376,4770,5984,7405,2020,2618,5113,4397,4208,4665,6001,5587,4485,5238,7482,7820,7892,10412,8608,8038,14174,12134,16163,15889,20392,10926,14873,25176,21822,30030,28090,28612,31541,31111,41577,44843,45335,68937,72435,60302,74074,98446,103201,136856,119287,169553,198675,194203,265758,291777,291667,290698,473118,107143,720000,181818,153846,352941
2017,1145,T,B,5700,556,334,236,283,222,168,146,93,171,196,210,221,171,422,370,423,366,785,726,922,937,858,981,978,1000,1016,917,1100,1231,1282,1322,1480,1581,1966,2109,2124,2243,2766,2785,2869,2891,3220,3223,3616,3846,3289,3703,4355,4271,5283,4856,5161,5994,6256,7204,7167,7334,8899,9515,10456,11723,12281,12916,13442,15872,15731,16680,20282,18429,23031,21934,25282,24916,22928,32636,30944,36282,42771,45289,52475,53479,58650,68862,75820,87748,89993,99499,118291,127749,137817,142336,144872,160159,149275,141915,117485,121260,143573,116744,58357
2017,1145,T,M,6202,638,409,215,317,282,206,113,109,186,193,226,208,197,383,457,572,445,1157,1107,1289,1587,1204,1470,1618,1562,1494,1353,1646,1982,1938,2197,2388,2369,3124,3121,3127,3340,4088,4099,4277,4215,4693,4547,5282,5595,4645,5230,6220,6286,7572,7201,7694,8773,9238,10482,10458,11202,13266,14452,16292,17614,18314,19418,20128,23656,23185,23685,30500,26132,32319,30066,35060,33381,28517,42992,39417,45272,55354,55829,61960,59206,59840,73784,73160,88723,79700,80883,105555,110316,113211,108004,112874,102216,91415,80746,57283,75146,69549,64294,31725
2017,1145,T,F,5172,470,255,258,245,158,127,180,76,156,200,194,235,144,462,280,268,284,423,381,583,310,516,523,397,436,520,479,581,534,684,545,675,864,895,1165,1170,1196,1522,1564,1570,1663,1834,1955,2024,2168,1960,2233,2604,2391,3212,2777,2941,3574,3688,4445,4388,4148,5476,5699,6008,7329,7892,8318,8800,10604,10681,12053,13792,13491,17154,16790,19011,19394,19459,26780,26229,31515,36602,40200,47888,50657,58039,66660,76872,87253,94316,107323,123071,134209,147161,155470,156470,179971,170133,167463,147259,144671,174010,138526,70836
2017,1145,U,B,5734,567,340,239,286,217,170,148,95,174,189,204,224,163,428,365,419,361,774,735,933,948,869,984,974,999,1018,928,1100,1234,1282,1309,1491,1567,1970,2098,2102,2270,2777,2759,2847,2864,3231,3202,3593,3829,3245,3678,4343,4232,5303,4840,5104,5957,6246,7211,7151,7285,8902,9476,10445,11696,12284,12901,13339,15839,15681,16681,20170,18234,22921,21802,25193,24871,22938,32568,30632,36076,42755,45326,52335,53275,58605,68805,75715,87607,89892,99519,118813,127861,138637,142618,145290,160633,149851,142175,117513,120457,143704,116510,58213
2017,1145,U,M,6240,651,416,218,321,286,209,115,111,189,176,211,211,200,389,443,560,431,1152,1122,1306,1607,1220,1470,1624,1559,1504,1371,1639,1982,1928,2181,2410,2345,3136,3122,3129,3381,4102,4066,4266,4191,4695,4546,5243,5570,4588,5208,6203,6269,7640,7184,7585,8683,9247,10491,10439,11133,13231,14408,16307,17628,18344,19425,19965,23563,23102,23674,30416,25833,32289,29745,34772,33268,28429,42880,39260,44899,55208,55733,61706,58825,59559,73874,72817,88690,79352,80696,106033,109327,113012,107645,113196,102119,92043,80477,57485,74419,69689,64464,31777
2017,1145,U,F,5200,479,259,262,248,144,129,183,78,158,203,197,238,125,469,284,271,287,407,385,591,313,522,530,385,441,515,484,588,540,693,535,675,859,890,1144,1125,1210,1532,1544,1538,1633,1855,1914,2015,2160,1928,2204,2598,2332,3188,2763,2932,3585,3662,4451,4377,4117,5509,5662,5981,7276,7878,8290,8742,10616,10654,12065,13668,13366,16993,16774,19044,19387,19523,26726,25825,31386,36635,40290,47793,50531,58102,66534,76871,87065,94334,107463,123625,134773,148442,156102,157007,180760,170809,168138,147404,143962,174433,138384,70713
2017,1145,R,B,4248,0,0,0,0,579,0,0,0,0,652,662,0,699,0,737,749,785,1629,0,0,0,0,763,1318,1033,867,0,1151,1035,1334,2372,681,2688,1715,2888,3941,0,1900,4822,4605,5159,2228,5027,5659,5313,7468,6184,5405,7605,3727,6229,9948,8998,7070,6720,8483,11259,8679,12503,11287,13761,12068,14021,21317,18354,19739,16627,29499,36240,33667,35846,35656,29979,21958,38106,55363,53159,44060,42247,64551,70103,62500,73452,83902,98890,98468,97902,78804,118812,74074,119107,105634,117117,97561,115385,114286,232558,129032,137931,76923
2017,1145,R,M,4499,0,0,0,0,0,0,0,0,0,1271,1275,0,0,0,1416,1438,1479,1549,0,0,0,0,1509,1242,1796,751,0,2175,1994,2638,3460,703,4164,2176,3017,2942,0,3049,6574,5098,6143,4541,4610,8580,7778,9995,7353,7722,7743,2175,8611,16745,16064,8483,9786,12007,16630,15858,17699,15213,16658,16155,18901,32072,30343,29640,24638,37127,52830,35343,65156,70485,47198,38043,52805,52910,79772,68554,64915,86957,97187,89347,65306,106122,92050,115556,100503,60606,226087,139535,163934,52632,117647,0,142857,0,285714,0,0,0
2017,1145,R,F,3989,0,0,0,0,1190,0,0,0,0,0,0,0,1448,0,0,0,0,1717,0,0,0,0,0,1403,0,1025,0,0,0,0,1328,660,1303,1302,2769,4890,0,758,3146,4127,4214,0,5437,2800,2879,4960,5058,3180,7471,5216,4010,3791,2689,5824,3978,5346,6694,2968,8445,8137,11480,8972,10430,13333,9615,12821,11066,24283,25173,32616,18472,15385,20168,13793,30869,56555,41431,34063,32953,55639,60150,53076,76271,76923,101064,92888,97117,84063,93686,60890,111111,113821,117021,116788,111111,133333,222222,137931,148148,82192
2017,3100,T,B,4444,405,332,195,257,129,167,272,147,131,115,151,227,210,278,359,442,571,827,907,799,788,1078,856,1071,1080,1105,1406,1570,1705,2131,2006,2251,2662,3187,3435,3654,3952,4329,4686,4966,5015,5156,5462,5397,6119,6565,6161,6945,7079,8866,8524,8913,9451,10198,11434,11867,12656,13954,14609,16040,17554,18642,18675,21000,22502,23456,24669,28602,25975,32601,30829,34571,37889,34599,47171,46942,53270,57958,60254,69534,78934,89784,94921,105851,118131,132656,143101,161296,174261,188419,199241,218082,225322,223728,231874,216102,244733,230582,175754,96441
2017,3100,T,M,4827,406,385,218,255,144,182,326,150,170,75,264,307,182,310,521,608,677,1082,1275,1187,1178,1558,1197,1503,1710,1620,2024,2124,2410,3181,2814,3271,3761,4593,5114,5273,5866,6615,6761,7512,7512,7892,8137,8170,9009,9693,9007,10544,10846,13547,13037,13745,14665,15822,18620,18988,20111,22640,23726,26320,29103,31187,31016,35538,37116,38025,40218,46237,42238,50765,47793,52674,58961,52501,72880,66828,76263,84311,84755,97062,100089,110289,115090,123438,134672,144192,144938,167010,171234,187029,181312,184654,174801,148687,149469,138691,116176,161212,150255,49925
2017,3100,T,F,4040,405,276,171,258,114,151,215,144,89,157,33,144,238,244,188,267,459,557,505,367,352,553,489,607,385,532,734,977,956,1029,1173,1200,1530,1752,1730,2029,2042,2053,2660,2510,2632,2560,2908,2747,3381,3628,3526,3683,3720,4738,4603,4782,5074,5582,5692,6258,6935,7526,8038,8855,9711,10365,10840,11989,13592,14698,15540,18640,16984,22725,21763,25114,27361,26393,36256,38531,43848,47957,51251,59649,71646,82980,88684,100675,113309,129290,142558,159768,175036,188752,203321,224904,235543,239080,249431,235755,283580,251358,182574,111522
2017,3100,U,B,4253,374,308,170,222,119,184,233,126,105,102,115,208,215,287,342,401,502,788,890,744,732,922,749,953,896,986,1285,1397,1464,2011,1807,2123,2416,2995,3303,3486,3721,4080,4523,4924,4753,4960,5147,5191,6086,6358,6032,6602,6699,8706,7940,8648,9011,9829,10965,11055,11953,13441,13788,15094,16479,18085,17886,20241,22033,23043,24461,27769,25883,31900,30543,33992,37963,34096,46956,47738,53305,57679,60722,70574,77985,89766,94752,106147,117947,131908,144206,163254,175549,187384,201028,216071,223518,221676,224759,214305,235853,223215,175814,89582
2017,3100,U,M,4611,364,372,206,236,130,218,242,115,136,90,187,259,165,299,491,520,650,1012,1227,1083,1117,1315,1025,1422,1408,1467,1830,1909,2071,3003,2568,3106,3471,4276,4965,5146,5550,6339,6608,7627,7229,7727,7613,7893,9138,9214,8773,9995,10286,13421,12351,13453,14205,15332,18231,17710,19010,21996,22500,24921,27152,30456,29832,34691,37033,37724,39932,45448,42861,50179,47707,51791,57905,51559,73520,68395,76632,85379,85548,99663,98319,111848,113961,124872,134933,141981,145608,168604,175480,191988,186422,188377,180040,144438,153590,140245,114218,155266,150453,48028
2017,3100,U,F,3875,385,239,131,207,107,148,223,138,72,114,39,155,268,274,186,275,345,555,537,384,316,501,461,469,349,469,712,870,843,1007,1049,1142,1360,1724,1660,1862,1942,1885,2540,2383,2443,2395,2841,2655,3250,3724,3542,3585,3571,4636,4184,4648,4781,5466,5400,6044,6762,7386,7792,8516,9521,10256,10612,11639,13228,14495,15683,18142,16790,22239,21570,24844,28138,26157,35816,39086,43840,47309,51729,60226,71026,82462,88803,100641,112965,128930,143777,161800,175527,186061,204467,221852,232422,237817,240292,233897,274975,244444,182646,103121
2017,3100,R,B,5696,608,470,326,430,182,81,476,255,257,180,329,325,183,233,439,664,970,1081,1016,1105,1100,1966,1496,1883,2496,1968,2239,2694,3233,2882,3265,3066,4225,4400,4260,4702,5382,5831,5656,5217,6570,6310,7305,6600,6308,7748,6872,8734,8989,9648,11320,10172,11497,11882,13561,15486,15743,16176,18162,20191,22352,21150,22305,24575,24721,25444,25676,32834,26491,36777,32631,38186,37467,37082,48136,43279,53104,59303,57915,64432,83166,89859,95605,104682,118862,135709,138461,152933,168480,193395,190271,229001,236279,237851,282689,228962,310918,302475,175203,212244
2017,3100,R,M,6249,674,455,281,349,213,0,760,332,334,0,639,546,270,363,666,1081,835,1500,1525,1708,1492,2870,2137,1983,3725,2605,3211,3363,4306,4170,4192,4210,5423,6402,5965,6000,7651,8148,7602,6889,9053,8788,10997,9682,8318,12278,10224,13236,13481,14121,16132,15024,16615,17843,20171,23977,24389,25093,28358,31701,36775,34079,35763,39020,37461,39321,41447,49737,39176,53864,48291,57793,64643,57002,70144,59896,74577,79439,81033,84811,107765,103766,119681,117814,133610,153621,142069,159900,148996,157913,149810,161378,140260,182714,114299,123726,140367,250029,148166,84517
2017,3100,R,F,5116,537,486,373,515,149,167,178,174,176,370,0,95,93,96,200,226,1109,566,277,254,581,870,680,1738,707,1067,910,1789,1790,1189,2069,1619,2736,1945,2219,3178,2717,3158,3444,3339,3846,3612,3325,3317,4182,3043,3428,4224,4519,5270,6720,5468,6550,6161,7164,7325,7776,8200,9219,10495,10638,10903,11991,13792,15466,15746,14800,21384,18158,25831,23045,26867,22778,27578,38270,35935,43889,51159,48803,56774,74438,85186,88199,100811,114672,130744,137472,151191,172916,201041,197804,240993,254143,247505,312381,248151,340467,312177,181840,250031
2017,1186,T,B,6164,130,384,0,128,127,0,136,0,0,0,155,457,0,609,638,504,1066,751,946,915,1235,1699,1354,1488,1357,1205,2374,1301,2293,2125,2797,2137,4555,3442,3776,3685,4125,5167,5150,4206,5325,8907,4980,8663,7050,8030,8308,8247,8400,9768,9036,10179,13738,13221,17016,16593,16723,16495,18580,17783,22069,21962,20206,26046,28587,27563,24975,31396,27806,39564,34661,38599,42061,41366,53140,46253,59172,57455,68900,81450,95780,101838,101989,121721,134901,149702,165345,204215,206980,206897,237223,226190,257143,296530,481132,380952,478261,333333,560000,600000
2017,1186,T,M,6173,0,498,0,247,0,0,0,0,0,0,305,889,0,590,626,985,695,748,1906,1121,2144,2725,1687,2602,2340,1849,3060,1267,3447,3155,4274,2787,7334,5580,4244,4656,6555,8008,8288,5933,7422,14491,8359,14088,10237,13901,11649,13050,12580,15387,13423,14972,19641,21282,27353,25599,28111,26733,29167,31146,39170,34379,35245,46570,50686,47428,40490,56067,47041,63563,57300,54348,66397,65601,77964,68869,101597,93089,99552,116625,138306,130261,114495,166667,151603,216667,200820,218579,266667,172414,245614,210526,106667,408163,242424,666667,500000,0,285714,400000
2017,1186,T,F,6154,268,263,0,0,261,0,282,0,0,0,0,0,0,629,649,0,1453,754,0,717,348,678,1019,337,311,543,1677,1336,1040,1007,1234,1457,1627,1207,3299,2724,1693,2322,2080,2504,3291,3505,1706,3510,4136,2671,5236,3963,4700,4949,5420,6163,8620,6439,8605,9490,8292,9081,10875,8318,10365,13800,10984,13755,15225,16100,16294,18000,17697,27047,23149,30861,30362,31161,43542,37821,44248,45418,59203,71249,83665,94244,98678,110381,130932,134207,157335,201244,193833,214559,235566,229391,289855,276119,525140,333333,476190,434783,666667,640000
2017,1186,U,B,4513,157,319,0,165,166,0,163,0,0,0,0,188,0,380,400,408,424,436,665,1093,1290,1036,1006,1129,1169,908,2174,1000,1386,1113,2301,1650,3443,3097,3471,2858,3148,4313,4584,3313,5074,8036,3849,7935,6772,7370,8090,7176,8098,8871,7245,8467,12760,12328,16138,14397,14204,14105,16102,17003,18524,23045,17887,23362,26322,25211,24497,30679,28381,37242,34151,36720,44158,36225,49253,44878,58155,59403,67359,82223,93134,102903,96352,115274,126267,143163,160317,201598,210694,196234,217036,198230,224189,298507,494382,472222,714286,222222,700000,947368
2017,1186,U,M,4118,0,311,0,320,0,0,0,0,0,0,0,366,0,370,394,790,409,442,1397,1414,2252,2092,1608,2269,2025,1562,3088,756,2057,1758,3437,2347,5904,4784,3868,3560,4611,7216,7610,5515,7329,13654,5992,12959,9823,13138,10852,10054,11636,13010,10544,12784,19151,20932,26688,22338,24143,22830,24253,29090,32925,35825,32806,41711,48962,42783,40206,56233,48285,59850,61969,53681,61475,52854,77356,66106,103170,98480,101430,101806,124473,130890,108974,139887,147541,194690,221607,262172,345794,181818,248276,179775,105263,439024,206897,533333,500000,0,285714,400000
2017,1186,U,F,4917,322,329,0,0,340,0,341,0,0,0,0,0,0,391,407,0,441,431,0,816,411,0,403,0,330,294,1316,1240,700,451,1155,947,928,1386,3081,2187,1734,1499,1732,1238,2954,2729,1812,3234,4023,2194,5611,4677,5035,5422,4624,5053,7544,5472,8044,8555,7338,8191,10523,8904,9219,15143,9203,12714,13188,15534,15976,17142,18200,25739,20342,28443,35569,29078,38554,37004,42226,46157,56478,76418,84023,95028,92901,109479,121270,130781,146988,189706,182868,199280,210674,201681,248227,273128,550336,456140,750000,300000,923077,1142857
2017,1186,R,B,13986,0,644,0,0,0,0,0,0,0,0,853,1601,0,1526,1566,945,4362,2690,2584,0,981,4717,3195,4104,3106,3460,3766,3272,8041,8778,6074,5208,11561,5517,5546,8276,9253,9375,7829,8413,6494,12915,9991,11734,8209,10759,9160,12147,9456,12810,14993,15716,16819,15950,19620,22967,23867,23048,25326,19944,32101,18795,27360,34628,35678,35192,26621,34000,25599,48598,36673,45714,34884,60046,66803,51049,62675,50883,73779,79219,102757,98884,118110,138996,156902,167442,181529,212598,195599,247191,333333,373832,395062,285714,411765,181818,111111,1333333,0,0
2017,1186,R,M,15385,0,1251,0,0,0,0,0,0,0,0,1679,3106,0,1456,1526,1944,2323,2424,4206,0,1732,5505,2096,4640,4386,3425,2913,3916,10626,10740,8946,5249,15424,9913,6154,10095,15748,11554,11179,7675,7821,18100,18296,18659,11891,16918,14599,23270,15719,22923,22222,21191,20995,22232,29094,33781,37825,36043,40950,36203,54745,30698,41868,60907,55556,60770,41390,55506,42649,76923,40219,56818,84942,115226,80000,78351,96070,74689,93418,162437,176991,128205,131980,225941,161616,283784,141732,101010,69767,142857,230769,320000,111111,250000,500000,.,.,.,.,.
2017,1186,R,F,12378,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,1608,0,6166,3021,0,0,0,3883,4329,3333,0,3534,5326,2191,3839,5671,1871,5155,6601,0,4762,6084,1455,6807,3916,9309,5006,7322,1209,4723,4627,4731,3679,1205,3468,3250,8269,10188,12440,9713,10454,12560,11327,11793,11934,6548,13919,9472,16949,17256,22034,18075,17447,21243,15676,32353,34694,40115,13311,38523,61420,40689,51166,42936,67752,56591,82737,92157,114774,112923,155748,143258,191617,239609,229102,274882,350649,390244,476190,292683,400000,121212,111111,1333333,0,0
2017,1187,T,B,4128,351,675,415,498,0,91,185,92,0,0,208,615,302,409,325,927,120,1424,1346,935,642,605,588,1301,1781,1805,1781,2486,2249,2222,2761,2462,2922,3926,3141,3282,3282,4234,4483,5014,4882,5094,5772,6735,6619,7978,7226,8514,8494,9631,11004,8244,12529,12970,14188,16164,15351,17363,19041,17982,19255,19838,23558,28419,26368,25942,29642,32767,26643,41497,35854,33533,44541,42450,56676,48068,57415,70721,67833,81150,94430,112171,109473,118524,137587,147535,160479,171377,196817,240651,235719,297903,334331,302766,275615,422477,319033,428830,261027,651556
2017,1187,T,M,5088,0,829,489,322,0,178,180,0,0,0,411,1014,397,600,422,1586,0,2357,2486,1630,771,971,928,1798,2742,2491,2788,3568,3216,3495,4194,3534,4495,5387,4464,4644,5034,5755,5754,8184,6873,7360,7018,9946,10695,11024,10686,12129,12414,13691,16979,12420,19581,19827,23450,25767,24544,28753,31796,27366,32423,35362,38984,47673,45218,47408,45577,55077,47211,74966,59918,54728,83649,78899,75459,82624,91985,107828,102417,137836,125036,151787,156245,169119,182022,150854,198024,245437,215627,239503,288612,282007,156425,228828,276172,770095,333708,0,1001123,400449
2017,1187,T,F,3131,724,516,338,684,0,0,190,188,0,0,0,207,204,209,222,237,245,512,262,263,512,241,238,749,491,888,608,1273,1131,749,1167,1289,1238,2351,1730,1882,1457,2643,3198,1879,2929,2956,4579,3600,2694,5109,4054,5204,4901,5883,5606,4550,6409,7150,6396,8194,7951,8593,9650,11265,10027,9346,13394,16099,14730,13098,20412,20376,16174,25558,24687,23995,28211,27481,49412,35457,44889,57859,56285,62185,84886,100797,97720,106044,127677,146734,152513,156352,192630,240803,227462,300000,366197,313559,275362,363636,317460,545455,105263,727273
2017,1187,U,B,4464,348,455,228,230,0,120,116,116,0,0,133,392,257,391,415,708,144,734,1084,958,472,302,289,1085,1390,1404,1303,2338,1438,1597,2001,2059,2489,3147,2634,2531,2817,3480,4049,4876,4061,5059,5684,6509,6311,7728,6254,7399,7169,8985,9356,7689,12064,11630,12864,14834,14368,16145,17001,17055,18241,18869,21521,26699,25812,25927,28529,32225,27158,38601,34354,33262,44932,44634,51995,44211,57220,64936,66656,86549,82659,106904,103185,108612,142162,144171,167373,156702,202106,234265,258025,308290,309820,307151,237459,418211,200144,303248,333573,486836
2017,1187,U,M,5721,0,449,224,445,0,236,0,0,0,0,263,519,254,512,538,1105,0,1193,1934,1649,323,309,289,1859,2307,2158,2098,3604,2258,2428,3105,2946,3555,4347,4268,4080,4776,4838,5113,8495,6126,7689,7553,9489,10976,10359,9661,11450,10697,13441,15783,11706,18877,19664,22020,23695,22384,27903,27707,26027,31410,34922,35455,46679,44513,48716,43518,58247,46789,68256,54098,53063,75530,81165,74525,74264,86086,110836,107749,153923,101313,149552,119996,174342,200269,137369,225203,200269,191747,234799,324761,333782,172646,193809,400539,1001347,0,0,1001347,286099
2017,1187,U,F,3140,716,461,234,0,0,0,240,240,0,0,0,263,259,266,285,290,295,289,298,310,614,295,288,277,259,481,450,1032,558,699,851,1160,1436,1941,1015,1031,876,2132,3016,1413,2138,2711,3957,3697,1966,5332,3222,3820,4093,5037,3764,4256,6417,5224,5690,8045,8297,7588,9626,11022,9555,8585,12747,14640,14952,12881,20315,18464,17496,25079,25414,24618,32498,29817,43467,33355,46898,49420,53444,64534,76923,94980,98765,92542,129982,145455,155026,147170,204327,234009,248000,304225,339623,327485,204082,338983,217391,416667,142857,533333
2017,1187,R,B,3106,360,1312,913,1193,0,0,450,0,0,0,484,1431,468,474,0,1913,0,6581,3089,818,1394,1829,1902,2776,5505,4722,4798,3286,6328,5197,6414,4436,4997,7594,5474,6644,5271,7335,6260,5588,8196,5232,6116,7591,7801,8924,10579,12025,12509,11480,15497,9712,13773,16602,17693,19614,17907,20498,24322,20391,21899,22425,29276,33406,28017,25989,33131,34524,24908,52023,41789,34600,43052,33946,72775,60286,58018,87471,71075,66726,124256,124523,122785,139582,127975,154691,145882,205474,184393,256336,186109,271696,416806,289952,367470,434928,631790,889186,0,1667224
2017,1187,R,M,3110,0,1900,1206,0,0,0,894,0,0,0,943,2781,908,914,0,3778,0,10794,5801,1542,2532,3407,3513,1463,5701,4329,6164,3417,7173,7747,8603,5884,8135,9461,5215,6809,6008,9070,8141,7007,9533,6237,5107,11547,9704,13347,13984,14114,17104,14353,20012,14189,21302,20220,26753,30382,29531,30711,41057,30430,34756,36413,47934,50196,47029,43822,51194,46071,48515,96355,81131,60643,112069,70466,78479,108275,109414,99717,89181,97517,182448,156680,240532,158236,149027,174020,139216,375230,277948,250153,216349,117719,0,500307,0,400245,1000613,.,.,667075
2017,1187,R,F,3102,750,680,614,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,2230,0,0,0,0,0,5038,4843,5772,2060,3053,4890,1050,3050,2105,0,4771,5862,6422,4318,5072,4027,3978,6582,4057,7226,3203,5719,4196,7115,9886,7605,8502,10978,5376,6386,12969,8508,8634,6955,11417,9721,11960,11377,11551,15340,20729,14007,13809,20742,27040,11488,27416,21696,21440,11111,18209,70397,42194,38615,82908,64389,55765,105360,114719,95556,134884,122667,149593,147217,176842,165746,257813,180995,289655,444444,276923,450000,444444,588235,888889,0,2666667
2017,1111,T,B,5776,351,343,270,268,68,69,278,70,429,151,317,0,389,159,417,89,381,891,1116,752,742,1595,1235,1047,1308,1920,1453,2299,1934,2672,2426,2217,3230,2780,3697,3298,3638,5186,4647,4477,5349,4762,6118,5683,6024,7226,7226,6746,8704,9484,10094,11211,9937,11934,12012,14334,12576,16121,14801,16372,19180,20757,16930,21227,23055,23221,25629,28988,28147,35611,33898,37401,39571,35232,49629,50817,58246,61617,63944,70455,89671,94503,96973,107048,122938,146895,155319,185455,185841,234415,206505,235773,284083,242638,378258,317328,418105,363805,240112,204641
2017,1111,T,M,6343,542,264,131,391,132,135,272,138,558,145,616,0,457,312,647,0,554,1505,1495,1340,1030,2021,1992,1634,2044,2844,2146,3574,2743,4368,3368,3585,4488,3576,5823,4442,5555,7474,6611,6324,8533,7844,9334,8712,8013,12358,11247,10718,13984,14714,16115,16870,16364,19143,20165,24024,22167,28982,25863,26059,32030,36742,30288,35233,37253,34718,43144,50721,44875,63076,57789,59123,67643,56955,81759,72866,86339,84572,96402,108442,119375,138479,117907,123481,138356,149942,163349,222086,201545,298672,271272,184191,166796,236742,327526,117738,285935,210689,400309,142968
2017,1111,T,F,5173,146,429,419,138,0,0,285,0,293,156,0,0,317,0,172,187,197,209,634,0,404,1121,377,374,511,922,693,874,1026,776,1372,688,1854,1924,1437,2120,1674,2811,2648,2624,2212,1729,2988,2782,4129,2367,3416,3072,3960,4749,4623,6086,4310,5780,5140,6233,4791,6075,6500,9306,9972,9864,8134,12155,14130,16115,15043,16363,18812,20846,21774,26447,25392,25500,35932,41939,47774,53444,52435,57530,80294,81581,91032,102476,118759,146023,153149,176947,182331,220303,195180,243277,304390,243648,387150,352380,442538,395659,200027,216246
2017,1111,U,B,5261,178,445,179,267,0,89,348,89,363,96,101,0,398,102,323,0,347,909,981,671,438,1036,801,673,901,1586,1001,1529,1468,1990,1525,1915,2782,2523,2581,2741,2773,4417,4321,4202,5017,4178,5462,5032,5635,6716,6542,6431,8146,9187,9327,11487,7868,10865,10787,13188,11243,14580,14109,15102,17728,18939,15637,20540,21379,21692,25793,26177,26361,33785,35535,36440,38853,31757,50419,53404,59960,60353,62470,70028,87809,89712,97192,108033,120108,139887,149525,173747,180385,224176,200570,229362,258634,215020,336858,232199,349748,317285,280889,191909
2017,1111,U,M,6082,171,341,174,346,0,174,340,175,355,184,196,0,584,200,626,0,671,1542,1188,1210,810,1378,1341,1130,1460,2229,1576,2515,2175,3355,2259,3260,4055,3315,4260,3812,4286,6308,6045,6382,7921,7447,8107,7839,7508,11327,10611,9936,13558,13785,15001,17560,12307,18293,19210,22482,20096,26304,25668,24510,29711,33663,28830,34180,35995,32875,43005,44935,42601,63345,64068,55205,66162,54056,85008,80518,88229,84784,96504,111605,118844,142041,118527,125808,145619,162137,149105,214528,190692,307594,286038,189190,172238,225607,432922,95346,308041,0,600680,250283
