Year,Reg,Group,Sex,Dra0,Dra1,Dra2,Dra3,Dra4,Dra5,Dra6,Dra7,Dra8,Dra9,Dra10,Dra11,Dra12,Dra13,Dra14,Dra15,Dra16,Dra17,Dra18,Dra19,Dra20,Dra21,Dra22,Dra23,Dra24,Dra25,Dra26,Dra27,Dra28,Dra29,Dra30,Dra31,Dra32,Dra33,Dra34,Dra35,Dra36,Dra37,Dra38,Dra39,Dra40,Dra41,Dra42,Dra43,Dra44,Dra45,Dra46,Dra47,Dra48,Dra49,Dra50,Dra51,Dra52,Dra53,Dra54,Dra55,Dra56,Dra57,Dra58,Dra59,Dra60,Dra61,Dra62,Dra63,Dra64,Dra65,Dra66,Dra67,Dra68,Dra69,Dra70,Dra71,Dra72,Dra73,Dra74,Dra75,Dra76,Dra77,Dra78,Dra79,Dra80,Dra81,Dra82,Dra83,Dra84,Dra85,Dra86,Dra87,Dra88,Dra89,Dra90,Dra91,Dra92,Dra93,Dra94,Dra95,Dra96,Dra97,Dra98,Dra99,Dra100
2018,1120,R,F,3880,1620,0,274,0,0,250,0,264,0,0,0,300,0,283,290,0,328,0,699,1300,318,0,287,300,332,1271,1346,1182,1047,1546,1497,939,581,1734,1754,1427,2029,2048,3249,2174,1369,3692,1942,3297,1943,3312,4109,3209,2824,4515,3539,1998,4381,5468,3855,6742,6345,6636,6103,9089,10315,9924,10499,12982,14399,14699,14641,15885,20506,19454,29158,24413,27753,33707,33139,39574,48641,49898,64514,56866,80409,88409,99606,94572,108450,115989,149792,156172,170277,215520,212394,215266,223507,287335,224914,173939,436684,388946,400059,440743
2018,1124,T,B,3696,287,355,262,613,88,91,286,187,91,94,304,106,317,520,532,224,356,500,1694,1087,831,552,724,856,751,891,1672,1179,1814,2374,2628,2343,3597,3628,4532,4152,4272,5570,6079,5256,7285,4757,6670,7616,8629,7313,8642,7518,8059,8947,7883,10573,11564,10613,12256,14117,14218,16622,15985,19478,18567,19296,21921,23749,26870,28875,30986,31343,33226,29851,41427,34758,50263,47271,38161,59815,56308,64831,75052,76009,88206,101806,114837,115025,131319,140523,159961,178035,178813,195434,233442,262670,266593,237724,248699,230798,239661,267639,245313,149369
2018,1124,T,M,3662,186,345,171,515,171,177,371,364,0,0,198,208,618,604,622,0,465,733,2505,1599,1155,869,590,1435,1433,1292,2564,1673,2694,3775,3994,2955,4750,5468,6598,7192,6213,9055,7697,7901,11154,6142,10479,10650,12829,11200,13224,10302,12355,14685,10889,17738,18206,16273,20364,22727,23697,26914,24493,33453,34349,33201,37938,41172,45673,49422,51753,54098,55829,48728,66065,59774,91363,64053,68447,98396,87738,95874,120605,120111,113998,115664,134012,127042,150521,147152,188189,186552,152507,200431,205411,273328,343525,234296,294195,451732,66684,95263,74094,115973
2018,1124,T,F,3732,396,366,357,713,0,0,196,0,186,191,414,0,0,431,437,462,242,257,775,513,489,225,873,202,0,461,699,646,875,863,1128,1675,2358,1676,2358,975,2315,2153,4502,2713,3639,3442,3123,4828,4757,3789,4566,5078,4366,4038,5335,4602,6048,5966,5717,7330,6894,8957,9802,9675,8151,10450,12053,13465,15954,17269,19537,18909,21274,20191,29378,23210,32319,40446,26453,45811,45466,54801,61161,62613,80482,97796,109883,112101,126888,139033,153812,176245,184235,194434,239533,260163,252133,238227,242424,208469,267380,297521,303797,158996
2018,1124,U,B,3466,112,310,310,630,105,108,113,221,109,113,243,128,380,498,633,264,419,582,1553,1140,699,400,624,790,782,607,1110,1193,2128,1889,2782,2645,3650,3762,4461,4097,4493,5906,5826,5553,7240,4537,6966,7996,8707,7487,8812,7021,8382,9431,7826,10586,11877,10777,12797,13927,14438,16880,15790,19687,17922,19006,21231,24212,25901,28774,30942,31809,33947,29949,42701,36762,49876,48758,40733,62864,58304,65920,77156,77050,90648,107752,120435,117278,131790,151209,169147,180426,183989,198279,239056,280845,304079,257615,256449,248265,254374,293623,243940,137478
2018,1124,U,M,3819,217,403,203,412,206,212,0,430,0,0,0,251,745,482,739,0,548,843,2103,1609,809,524,236,1483,1506,846,1554,1629,3237,3060,4661,3461,4660,5871,6688,7366,6876,9956,7691,8600,10850,6162,11115,11575,13717,11519,13426,9985,13488,15212,11620,17648,19359,16823,22661,22790,24805,28690,24403,33688,35294,34335,37440,43471,46258,49654,51962,55887,57990,50994,67564,67849,90359,64956,78140,102913,93200,98459,128192,122229,114635,128596,146189,121941,166526,161059,219212,221178,157077,224032,225508,290058,407778,300099,355673,700231,0,117686,90939,95269
2018,1124,U,F,3087,0,211,422,857,0,0,232,0,222,229,499,0,0,516,521,542,285,302,914,608,581,272,1059,0,0,355,648,750,1024,724,883,1822,2640,1679,2309,980,2257,2223,4158,2855,4095,3105,3367,4911,4352,4038,4954,4563,4204,4730,4769,4967,5957,5999,5176,7291,6828,8590,9900,10435,7236,9943,11888,13595,14844,17569,20010,19378,21832,19530,31055,23143,32773,42334,26727,48859,46778,55894,62603,64157,83798,102044,114183,116190,124055,149085,158785,172602,189032,193609,241935,278616,283951,251724,245863,213740,291391,326087,300000,149123
2018,1124,R,B,5025,1337,634,0,524,0,0,1224,0,0,0,603,0,0,631,0,0,0,0,2543,793,1571,1287,1212,1210,567,2589,4694,1114,344,4538,1945,1004,3371,3041,4842,4396,3299,4076,7222,3887,7495,5780,5303,5870,8269,6543,7893,9689,6665,6970,8105,10520,10383,10008,10290,14793,13450,15730,16664,18736,20862,20360,24534,21974,30804,29297,31164,29418,30054,29403,35639,25684,52035,41061,28610,48110,48558,60643,67090,72020,78856,80569,95808,107400,129760,105644,129440,169291,160188,185393,213235,202830,139860,161850,210526,142857,181818,181818,250000,352941
2018,1124,R,M,2759,0,0,0,1034,0,0,2400,0,0,0,1204,0,0,1222,0,0,0,0,5106,1537,3218,2551,2363,1168,1034,3786,7315,1860,574,6390,1581,1102,5075,3984,6277,6585,3781,5754,7720,5310,12303,6067,8059,7085,9373,9996,12472,11494,8081,12800,8355,18052,14358,14433,12866,22527,20286,21602,24760,32734,31544,29789,39506,33911,43725,48595,51035,47898,47733,39484,60212,29379,95427,60606,36036,83117,69474,87432,97720,113557,111929,77206,100228,141593,103448,107527,101167,91743,140541,137931,137255,213333,97561,64516,173913,0,250000,0,0,333333
2018,1124,R,F,7485,2774,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,1144,1024,0,0,1657,2524,853,838,1663,2634,944,2628,1763,6503,1875,933,5398,1738,4371,6941,2505,2562,7679,5159,841,7846,3003,6429,5835,7867,7482,7149,10383,9418,6650,11868,12579,12760,12896,21073,15889,17374,16750,18583,23423,21134,23545,30120,32258,25391,33532,40085,50357,55276,56264,67086,81737,94421,97643,136525,105168,136634,190476,165663,197531,230769,200573,146939,183099,222222,177778,166667,206897,315789,363636
2018,1129,T,B,4768,517,161,82,85,170,262,0,96,194,98,208,438,109,217,443,572,1194,1156,751,866,361,550,813,685,1102,1621,1149,1939,1817,2145,2243,2621,2413,3235,3853,4131,4508,5294,5737,5882,5498,5970,6201,5510,6240,5944,7201,7559,9362,9487,8851,10470,8877,11848,11685,12619,13322,16048,18395,17614,19657,19478,20683,23055,22547,24535,25321,26883,32744,31359,38161,32054,36412,45441,40424,52540,55764,61462,74123,71191,83150,91585,109715,121738,136929,152549,162354,184138,208549,203551,223381,260745,248391,316656,291880,334845,343809,274394,253706,199098
2018,1129,T,M,3829,677,157,0,0,0,341,0,188,376,0,407,430,216,213,436,673,1853,1984,1181,1180,229,844,1365,940,2126,1999,1914,3339,2982,3458,3697,3698,3342,5624,6287,5285,6324,7773,8646,8508,7550,9922,10338,8164,8874,8923,11398,10488,13178,14658,14211,16951,13777,17895,17738,20735,21270,25038,29740,28845,32527,33354,35665,39540,39154,40534,38798,40103,52999,48344,60518,47038,59653,68655,65547,86305,85859,81853,107263,95048,114300,128161,133680,132692,131821,165443,159308,209786,238109,185859,290872,174480,198468,266097,127834,259613,60689,240327,471230,69060
2018,1129,T,F,5755,351,164,169,174,350,179,0,0,0,201,0,445,0,220,450,467,493,266,266,520,508,230,212,408,0,1200,303,406,513,709,681,1436,1373,616,1247,2895,2602,2748,2810,3249,3464,2177,2321,3064,3785,3111,3272,4876,5900,4795,4046,4851,4673,6835,6776,6108,7065,9069,9924,9294,10104,9914,10801,12235,11929,14449,16928,18972,21104,21745,25633,24071,24994,34278,29405,38883,43808,53484,61707,62720,72462,79409,101818,118235,138365,148961,163067,178054,201732,207633,207647,276937,258971,327050,331649,354113,415438,282865,185209,255672
2018,1129,U,B,5042,648,102,107,114,114,349,0,0,0,0,278,580,145,289,590,455,1097,1018,840,1004,325,742,808,646,1080,1783,843,1356,1743,2205,2141,2755,2533,3346,4044,4676,4506,4834,5778,5703,5629,6502,5669,5868,6339,6042,7688,7723,8774,9536,8443,10121,8819,11814,11671,13180,12635,16372,18270,16987,19501,19600,20227,22946,21775,22714,24830,27651,33346,32108,38499,33284,38957,44016,44407,52847,54401,62990,77582,69895,84097,95514,119392,130447,145416,170717,177596,191986,235308,230369,249910,266458,261221,349654,290405,324014,319638,272992,302180,216037
2018,1129,U,M,4109,851,0,0,0,0,453,0,0,0,0,545,572,285,284,584,298,1512,1637,1275,1607,313,1159,1317,1006,2112,2222,1444,2292,3030,3567,3493,3883,3383,6187,6566,6125,6333,7183,8243,8062,8415,11285,9441,8684,8817,9499,12087,11237,12089,15439,14524,17059,13732,18158,18522,21511,21697,25328,31844,28469,33493,34050,36253,40426,40245,38939,35593,43120,54304,49003,61163,45145,63241,72706,73759,85630,90334,89458,109275,92484,115609,146398,145934,134272,133272,196031,175704,228875,318980,220175,349620,199310,219906,323813,60715,154122,0,273217,616490,89049
2018,1129,U,F,6028,438,207,219,233,235,238,0,0,0,0,0,589,0,295,595,618,650,352,356,349,338,304,276,265,0,1308,195,351,332,758,730,1544,1606,314,1427,3174,2646,2495,3393,3439,3000,2084,2262,3384,4123,2888,3675,4603,5882,4441,3309,4423,4806,6850,6415,6853,5920,9876,8885,9063,9699,10235,10296,12012,10524,12945,18399,18835,21870,22832,26147,27119,27377,30256,31886,39857,40146,52545,65552,61905,73482,78946,110563,129100,148976,163665,177991,183211,216435,232724,225205,279754,270392,354701,348898,373199,422295,272775,200035,276644
2018,1129,R,B,3690,0,384,0,0,332,0,0,384,768,388,0,0,0,0,0,932,1505,1583,491,476,464,0,827,808,1173,1071,2155,3810,2053,1948,2580,2186,2019,2856,3198,2257,4511,6873,5596,6482,5068,4202,7989,4338,5913,5622,5621,7042,11138,9341,10064,11546,9057,11950,11728,10867,15396,15058,18781,19549,20143,19088,22193,23420,25192,30758,26984,24320,30682,28665,36981,27836,27660,49939,29570,51661,59701,57288,64833,74771,80645,81571,85221,101061,118056,113716,132955,169625,155914,149123,168276,248062,217391,237705,294872,355556,409091,277778,111111,153846
2018,1129,R,M,2721,0,739,0,0,0,0,0,759,1509,0,0,0,0,0,0,1818,2966,3067,913,0,0,0,1505,745,2169,1288,3381,6574,2831,3119,4328,3124,3212,3807,5392,2588,6294,9672,9909,9874,4988,5754,13111,6615,9047,7179,9282,8280,16213,12559,13382,16651,13897,17187,15547,18587,20136,24267,24246,29827,29884,31423,33998,36914,35860,45361,48531,31236,49074,46173,58433,53081,48338,55970,44693,88115,72965,60606,101664,102021,110990,84302,101996,128280,128342,99174,126074,174216,84906,109756,147541,109589,137931,136364,285714,533333,500000,0,0,0
2018,1129,R,F,4693,0,0,0,0,688,0,0,0,0,794,0,0,0,0,0,0,0,0,0,1025,1020,0,0,883,0,802,678,589,1126,537,512,1066,561,1714,584,1861,2439,3679,634,2546,5161,2509,2537,1918,2572,3922,1892,5792,5958,5952,6513,6317,4223,6783,8041,3532,10924,6271,13625,10101,11503,8765,12665,13050,17167,20018,11571,19471,18262,17625,23751,13194,16420,47016,22427,36028,54417,56022,51505,64984,69722,80612,79829,93651,115214,117647,134656,168558,172566,157754,172471,270880,232258,260000,296875,320000,400000,303030,142857,205128
2018,1134,T,B,5371,274,127,496,490,361,244,0,129,262,137,293,305,605,301,615,482,1180,748,766,942,907,870,327,630,945,1770,2493,1166,1622,2327,2185,2762,2945,3113,2957,3658,4563,4361,3501,4563,4288,4509,4910,5567,5459,8262,5745,5238,6535,8439,8353,10115,7453,11693,12618,14046,14081,14071,15693,17195,17416,20208,20888,23573,25440,26528,24494,32349,31401,33470,40121,41281,46982,46289,44898,68188,56304,57816,78397,75634,88200,93077,105212,114802,142512,156450,183034,205843,202733,219263,218593,255704,252359,285126,307789,191143,538631,487959,432569,468233
2018,1134,T,M,6186,268,248,239,954,710,235,0,0,511,269,0,301,300,595,596,311,1329,1114,1125,1440,1029,1343,634,895,1208,2290,3532,2003,2254,3281,2482,4623,3761,4196,4115,5824,6176,5157,5565,7328,6580,7115,7099,8895,7494,12434,7757,7646,10033,12639,12447,15377,10462,17949,19955,24166,21582,21773,24376,27972,31021,32107,35623,37540,46214,47640,36037,52076,48152,47254,61435,62308,68532,57593,69166,119123,68884,97091,128603,120173,116510,127329,131086,130688,179885,214971,248697,197089,194680,235753,218964,235398,400176,177856,300132,235398,1333920,0,0,500220
2018,1134,T,F,4484,281,0,772,0,0,253,0,263,0,0,594,310,916,0,636,663,1026,377,392,395,770,361,0,334,659,1218,1367,245,916,1276,1862,833,2085,1986,1785,1471,2961,3580,1472,1915,2134,2112,2957,2585,3577,4387,3941,3077,3401,4829,4900,5596,4927,6474,6430,5770,8006,7874,8997,9293,7711,11753,10773,14256,12102,13316,17421,20652,21688,25406,27910,29907,35906,40879,34831,48216,51737,44024,62290,61814,79133,82741,97846,110489,133315,143361,168807,207809,204518,215224,218486,258960,234741,297932,309241,185752,506769,540650,551835,451704
2018,1134,U,B,5150,177,162,328,506,330,168,0,0,346,183,196,0,410,414,211,647,449,742,505,769,1260,978,223,209,599,1262,1817,1039,1521,1943,2004,2316,2803,2681,2861,3190,3840,4427,2818,5273,4310,3899,4759,5321,4813,7830,6192,4977,6656,8739,6651,9460,6939,10223,12111,14696,14070,13425,13913,16922,14493,20827,18888,26410,23837,25492,22345,29648,31865,33701,37977,42217,45765,44211,44812,72966,57106,59716,80490,75146,86137,96144,106374,120629,146242,163418,188001,203910,207045,223120,213923,248226,239390,288868,370545,188768,549278,357311,384796,516372
2018,1134,U,M,6415,345,320,317,993,651,0,0,0,676,357,0,0,403,824,411,416,883,974,484,960,1423,1404,435,405,398,1462,3348,1810,2495,3130,2278,3984,3878,3965,3827,5181,5635,5127,4304,9118,6578,6038,6951,7725,7397,13044,8534,7605,10775,13111,11596,15404,9303,15204,19465,26608,21040,21084,22922,28806,26193,35363,32586,41783,42301,45294,34262,50769,49064,47634,60997,65261,71405,60171,70635,135166,62424,107169,139564,119930,118558,137859,128740,158777,164554,219123,282673,236999,235929,232913,173088,208472,500332,285904,357380,285904,0,0,0,363878
2018,1134,U,F,3753,0,0,339,0,0,347,0,0,0,0,398,0,416,0,0,894,0,503,528,550,1075,512,0,0,801,1066,326,292,552,772,1735,749,1759,1439,1942,1297,2138,3767,1384,1697,2262,1988,2862,3223,2455,3159,4168,2670,3100,5174,2727,4620,5024,6235,6363,5635,8844,7826,7581,8952,6899,11373,10148,16892,12857,14126,15537,17855,22574,26073,25643,30752,33671,36938,34345,49268,55275,44037,62634,61924,76285,84541,100455,110828,141833,150274,167232,196565,200602,220538,224088,254943,207657,289148,373245,173965,571598,384730,500149,600178
2018,1134,R,B,6129,610,0,1017,447,444,443,0,546,0,0,575,1194,1161,0,1707,0,3374,766,1587,1422,0,603,612,1917,2240,4065,5107,1635,1985,3699,2878,4492,3503,4824,3325,5382,7039,4140,5582,2524,4227,6189,5314,6221,7155,9364,4647,5854,6263,7792,11747,11398,8502,14662,13605,12777,14103,15269,19028,17713,22959,19008,24969,17747,28820,28741,29188,38422,30381,32931,45532,38892,50081,52036,45113,58020,54630,53788,73846,76744,93001,86575,102959,104567,136024,143475,173399,209658,194030,211640,228070,271293,279070,277372,188235,196078,518519,769231,545455,375000
2018,1134,R,M,5373,0,0,0,855,865,847,0,0,0,0,0,1171,0,0,1082,0,2686,1566,3325,2880,0,1187,1168,2262,3745,5277,4094,2550,1570,3711,3108,6617,3381,4969,5070,7898,7853,5252,9267,2473,6584,9917,7469,11844,7742,10975,5973,7739,8460,11706,13986,15328,12696,23142,20801,19918,22515,22875,26725,26597,38865,26658,41072,29908,53379,51902,39423,54684,46404,46478,62395,56029,62500,51282,65753,87083,80831,78431,107831,120664,112319,108787,134940,86705,205128,206186,180791,122699,112903,242424,325000,300000,181818,0,166667,0,4000000,0,0,800000
2018,1134,R,F,6906,1248,0,2127,0,0,0,0,1101,0,0,1172,1217,2295,0,2401,0,4068,0,0,0,0,0,0,1468,0,2119,6785,0,2697,3681,2508,1259,3679,4622,1085,2211,6091,2908,1751,2577,1738,2472,3222,814,6593,7725,3347,4070,4122,4024,9615,7652,4717,6984,6575,6061,6195,7976,11982,10018,9439,12575,12172,8321,10356,11394,21903,27416,19569,23715,34149,27508,42216,52448,36058,45921,44007,43996,61510,61555,86050,78693,92549,109871,118310,130841,171838,230321,212454,205128,207447,267148,290155,316667,191781,208333,384615,909091,666667,181818
2018,1138,T,B,5223,430,78,153,152,301,0,241,253,587,341,371,0,296,290,889,605,693,617,1017,809,587,451,1197,989,1202,907,1458,1937,1776,2028,2089,2139,2625,3797,2858,3697,4669,3721,2941,4849,4958,5936,5289,6617,5718,6480,6479,6213,7632,7880,9159,10296,9032,10369,12673,11697,13092,15690,16914,18523,19467,21249,19517,22305,22801,25155,24891,25093,33911,27858,43196,37368,42609,51844,48447,57639,57062,63833,72733,79898,90460,100513,100884,127480,142060,162348,164111,192283,211812,235646,276509,284047,287672,290984,391578,316372,195259,360908,1334267,278676
2018,1138,T,M,5355,336,0,0,0,440,0,315,500,824,334,361,0,386,190,962,393,1345,815,1207,812,1187,910,2215,1317,1913,1823,1819,3123,3083,3483,3163,2997,3830,5931,4024,5494,7057,5776,3942,8448,7953,9375,7983,10220,8001,8820,8772,9584,11194,12005,14111,15880,15099,16392,19599,18370,20674,23991,27137,31054,33208,36107,32477,36618,37990,40355,37167,42212,55904,43514,70018,56993,68256,82991,72860,92198,92853,98992,108017,106460,114170,137388,136341,161369,183372,210565,194049,197483,228872,229230,302273,287740,369021,220553,179950,175609,166828,62561,533850,35749
2018,1138,T,F,5084,530,159,313,315,155,0,165,0,341,349,383,0,202,394,812,828,0,416,823,805,0,0,172,660,483,0,1102,769,487,579,1016,1276,1408,1625,1678,1908,2358,1821,2014,1515,2219,2784,2835,3388,3664,4367,4451,3245,4479,4201,4818,5479,3875,5361,6885,6121,6748,8967,9088,9145,9305,10613,10470,12660,12897,15399,17270,14849,21340,19099,28746,27261,30173,37796,38032,44145,43889,51179,60936,71043,82285,88293,89752,117563,130521,149270,155971,190916,207966,236879,270911,283104,271340,302334,442247,350585,201274,466877,2000900,411950
2018,1138,U,B,5107,468,106,215,112,338,0,348,240,485,377,412,0,146,438,745,584,568,296,1209,614,585,524,1063,436,1024,575,1167,1784,1297,1382,1964,1706,2574,3455,2887,3266,3828,3158,2406,3703,5052,5746,5277,5891,4609,6754,5742,6265,5665,6747,7484,8712,9155,8494,12707,10525,11480,13633,16357,16761,17306,21061,18305,20979,21862,24370,25555,25038,34121,29078,44401,37715,46289,54107,43981,56612,59652,64500,72375,83258,87479,100592,95998,125191,137150,162337,155346,184617,197835,221035,268524,292135,291486,265587,305176,265803,161266,210777,1038273,177082
2018,1138,U,M,5086,228,0,0,0,444,0,454,477,716,487,267,0,286,287,871,283,1108,0,1884,642,1221,1084,2188,677,1907,1209,1703,3235,2394,2254,3312,2245,4014,5806,4092,4963,5651,5072,3014,6463,7815,9108,8097,8544,6095,9622,7069,9958,8217,11094,12338,13435,16089,14384,20334,16978,20178,19516,28022,30141,29763,36375,31852,34891,34939,39150,39839,42571,55495,46265,75504,59516,72590,85245,70954,91457,101431,102191,107999,114421,108450,129242,125870,161004,184100,192495,227274,178998,196793,213681,386278,330207,456026,270710,237675,210869,160261,100163,400651,35772
2018,1138,U,F,5129,721,217,441,231,229,0,237,0,246,260,566,0,0,593,613,906,0,577,583,589,0,0,0,211,198,0,683,483,308,587,725,1202,1213,1203,1729,1669,2134,1453,1861,1204,2569,2727,2789,3566,3310,4231,4592,3138,3534,3139,3613,4996,3713,4060,6955,5618,4871,9343,8460,7943,9100,11075,9585,12227,13803,15395,17259,15081,22397,19781,27700,26157,33359,40133,32283,42808,44278,51014,60506,73013,80299,91244,86767,115210,124684,154605,137013,185931,198005,222395,245895,283925,261072,264734,317707,276810,161415,240186,1412860,263941
2018,1138,R,B,5533,325,0,0,235,226,0,0,285,816,266,286,0,605,0,1171,651,982,1353,622,1183,591,290,1550,2698,1844,2155,2452,2426,3260,4024,2464,3410,2780,4819,2778,4935,7086,5320,4412,7882,4728,6388,5318,8284,8055,5950,7898,6116,11064,9780,11907,12900,8825,13590,12617,13726,15906,19348,17933,21751,23546,21631,21954,25025,24801,26852,23471,25213,33502,25396,40882,36729,36217,48477,54348,58945,53678,62949,73183,75615,94183,100409,106596,130113,147059,162327,173724,200837,228477,256098,288914,271186,281800,344322,767442,492308,285714,888889,2666667,1636364
2018,1138,R,M,6071,633,0,0,0,432,0,0,553,1065,0,554,0,590,0,1141,643,1883,2477,0,1106,1126,554,2278,3047,1932,3700,2152,2830,4868,6668,2789,4927,3351,6271,3849,6871,10798,7634,6352,13481,8291,9991,7740,13923,11839,7330,11949,8929,15968,13387,16661,19414,13603,19375,18516,20467,21426,30783,25804,32424,38602,35655,33573,39756,43833,42701,32113,41563,56675,38308,59524,52035,60543,79665,75441,93157,81654,94801,108025,96559,121212,146492,148238,161716,182622,227273,161031,216535,267477,250000,198895,234483,255319,136364,66667,105263,181818,0,800000,.
2018,1138,R,F,4968,0,0,0,493,0,0,0,0,556,533,0,0,620,0,1203,658,0,0,1401,1272,0,0,681,2266,1726,0,2851,1887,1157,548,2047,1528,2073,3053,1514,2675,3057,2943,2459,2370,1321,2924,2947,2965,4442,4639,4171,3456,6259,6154,7042,6369,4178,7893,6752,7101,10449,8206,10424,11720,9755,9577,12439,13629,10841,15411,17300,14354,19133,17670,30777,29268,24704,34302,45546,45835,43379,51396,61485,68511,84779,84852,93276,120347,136619,143666,177404,196599,219825,257353,311798,281746,287770,384279,1142857,652174,311111,1600000,12000000,1636364
2018,1142,T,B,3493,328,229,151,303,75,230,318,80,159,563,169,346,87,627,457,380,496,334,578,684,1104,496,1076,1030,1395,1374,1501,2170,1809,2758,2596,1681,2366,3333,2827,3733,4059,3930,5144,5648,4392,5357,5687,6026,5716,6540,6920,5857,6862,6860,7944,9525,10803,9484,11671,12323,12228,13906,15659,16443,16178,15663,20905,21645,21820,25384,25287,25094,31127,28990,39573,33070,40129,46114,38258,57113,53940,66608,74322,73071,86412,93402,103325,103270,130881,137063,155098,169702,191745,187879,230630,234645,270457,342243,335928,319411,542201,439587,500030,218991
2018,1142,T,M,4343,478,298,147,294,145,299,315,0,154,633,333,678,170,693,526,364,772,438,706,1176,1574,1014,1616,1859,2107,2760,2629,3619,2661,4172,3694,2614,4202,5012,4181,5421,5835,6637,7661,8704,6882,8685,8778,9253,9057,11258,9177,8017,10851,11302,12405,17256,17321,16392,19071,18994,19138,22081,25131,26864,26247,26044,35173,35595,38450,46867,42615,41569,48848,41710,64091,49116,63479,81020,62184,86637,84489,105557,106185,96355,118659,121774,154503,130806,152238,143863,195408,192369,270005,197392,222249,217418,185863,223557,196102,196745,258096,117661,461595,0
2018,1142,T,F,2588,169,157,155,313,0,157,322,163,163,491,0,0,0,556,382,397,204,226,455,221,650,0,538,174,665,0,404,739,942,1313,1471,739,537,1608,1434,2026,2274,1197,2651,2731,2023,2221,2806,3027,2670,2196,4838,3872,3171,2866,4063,2906,5282,3653,5486,6810,6595,7364,8225,8347,8622,8231,11004,12253,10965,11648,14573,15201,20666,21724,26667,24875,28637,30851,28342,45280,42147,52146,63232,65228,75560,84187,87099,95024,124851,135092,143811,163991,174844,185796,232446,238456,288719,369863,370192,356436,607407,513514,510638,288462
2018,1142,U,B,3163,119,222,0,355,117,359,370,0,122,504,133,273,137,558,430,447,314,536,567,184,1264,492,579,679,1255,1674,1174,1777,1863,2849,2478,1272,1983,2867,2170,3212,3144,4001,4149,5437,4045,4983,5666,5944,4943,5852,6128,5277,6823,6127,7824,8035,10102,8923,10529,11012,11297,12930,14136,15244,14916,15028,19525,22601,20849,25702,22284,24911,29445,29415,40381,33154,40195,45044,39684,62600,55395,71367,77504,71041,89173,96906,92303,104837,137059,145836,169899,172680,225292,215640,264465,242449,276403,344725,279249,304667,516182,444490,769309,197551
2018,1142,U,M,3860,235,217,0,230,227,468,244,0,0,494,261,529,264,270,552,286,306,703,771,386,1482,1012,886,1108,2069,3462,2225,2955,2943,4329,3635,2125,3595,4436,3288,4620,4645,6881,5745,8856,6901,8494,8220,8894,7838,10558,8470,7127,10321,9483,11769,14686,16463,15476,16924,18016,18073,21040,25015,25309,24136,25523,34515,38429,38060,47018,38264,42081,48663,43431,60845,44655,63423,82112,69186,98090,84515,109833,109996,88425,120108,129059,135559,121828,156895,150975,211524,233712,313381,183882,205717,232093,224047,247839,242475,166701,260924,0,857321,0
2018,1142,U,F,2431,0,226,0,488,0,245,500,0,254,514,0,0,0,865,298,621,322,364,371,0,1058,0,284,266,487,0,190,685,829,1407,1341,443,447,1340,1074,1838,1680,1180,2605,2241,1388,1718,3295,3249,2377,1660,4044,3637,3731,3290,4603,2673,5011,3700,5574,5722,6239,7051,6408,8099,8619,8212,10025,12762,10459,13030,13066,15276,18961,21955,30090,27419,28875,29144,28234,48961,44370,57505,66164,64941,78632,86788,78292,99374,131507,144322,157872,157236,204943,224024,280464,244845,288321,373057,289256,347826,600000,606061,736842,266667
2018,1142,R,B,4193,782,246,453,210,0,0,224,231,226,667,231,472,0,750,505,263,811,0,595,1489,851,502,1884,1632,1660,725,2255,3076,1688,2562,2860,2644,3283,4426,4373,4952,6219,3765,7315,6102,5124,6137,5733,6188,7184,7825,8368,6894,6928,8033,8138,11927,11930,10370,13460,14403,13721,15452,18092,18398,18263,16729,23309,19929,23545,24817,30704,25415,34043,28260,38193,32920,40012,47887,36055,49020,51821,60211,70139,75953,82609,88926,117183,101503,124528,127995,140468,166797,158280,159524,193495,225490,263773,339152,419048,339286,575342,434783,294118,250000
2018,1142,R,M,5346,985,472,440,406,0,0,445,0,447,879,460,944,0,1446,481,502,1572,0,603,2408,1715,1018,2747,3036,2169,1371,3503,5001,2093,3857,3817,3696,5548,6253,6121,7194,8512,6098,11683,8389,6844,9077,9920,9948,11278,12502,10404,9526,11677,13986,13341,21064,18595,17728,22103,20364,20647,23513,25291,29089,29281,26798,36166,31127,39059,46629,49595,40767,49128,39086,69210,56793,63579,79275,52545,70937,84453,100094,101152,108488,116618,112957,179211,142195,147518,136364,178683,151751,221574,216867,250000,198582,138614,175439,111111,240000,250000,400000,0,0
2018,1142,R,F,2929,554,0,467,0,0,0,0,467,0,449,0,0,0,0,531,0,0,0,588,589,0,0,970,0,1046,0,929,879,1218,1094,1785,1484,769,2298,2355,2493,3749,1238,2754,3814,3410,3293,1794,2574,3250,3242,6363,4313,2186,2133,3126,3311,5749,3573,5335,8731,7228,7919,11481,8796,8628,8267,12892,11254,11946,8969,17502,15060,23869,21299,20563,20190,28207,33725,28518,39684,38865,44806,59385,65627,71360,80808,98046,90290,117980,125608,130102,170565,145540,149546,184287,231111,289157,366279,482759,367816,615385,439024,357143,318182
