# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  26248   0.26248 0.73752 86876   3122456 31.22
1       73752   9424    0.12778 0.87222 69040   3035580 41.16
2       64328   4188    0.06511 0.93489 62234   2966540 46.12
3       60140   2140    0.03558 0.96442 59070   2904306 48.29
4       58000   1226    0.02114 0.97886 57387   2845236 49.06
5       56774   782     0.01377 0.98623 56355   2787849 49.10
6       55992   552     0.00986 0.99014 55701   2731494 48.78
7       55440   429     0.00774 0.99226 55218   2675793 48.26
8       55011   363     0.00660 0.99340 54825   2620575 47.64
9       54648   329     0.00603 0.99397 54481   2565750 46.95
10      54319   314     0.00578 0.99422 54161   2511269 46.23
11      54005   309     0.00573 0.99427 53850   2457108 45.50
12      53696   309     0.00575 0.99425 53542   2403257 44.76
13      53387   311     0.00582 0.99418 53232   2349716 44.01
14      53076   312     0.00588 0.99412 52920   2296484 43.27
15      52764   314     0.00595 0.99405 52607   2243564 42.52
16      52450   318     0.00606 0.99394 52291   2190957 41.77
17      52132   324     0.00622 0.99378 51971   2138665 41.02
18      51808   333     0.00644 0.99356 51642   2086695 40.28
19      51475   346     0.00672 0.99328 51303   2035052 39.53
20      51129   360     0.00704 0.99296 50950   1983749 38.80
21      50769   377     0.00743 0.99257 50582   1932799 38.07
22      50392   395     0.00783 0.99217 50196   1882217 37.35
23      49997   411     0.00822 0.99178 49793   1832021 36.64
24      49586   426     0.00859 0.99141 49374   1782228 35.94
25      49160   438     0.00890 0.99110 48942   1732854 35.25
26      48722   447     0.00918 0.99082 48499   1683912 34.56
27      48275   455     0.00942 0.99058 48048   1635413 33.88
28      47820   460     0.00963 0.99037 47590   1587365 33.19
29      47360   465     0.00982 0.99018 47128   1539774 32.51
30      46895   469     0.01000 0.99000 46661   1492647 31.83
31      46426   474     0.01022 0.98978 46190   1445986 31.15
32      45952   481     0.01048 0.98952 45712   1399796 30.46
33      45471   490     0.01079 0.98921 45227   1354084 29.78
34      44981   502     0.01115 0.98885 44731   1308857 29.10
35      44479   515     0.01158 0.98842 44223   1264126 28.42
36      43964   529     0.01203 0.98797 43701   1219903 27.75
37      43435   543     0.01251 0.98749 43165   1176203 27.08
38      42892   557     0.01299 0.98701 42615   1133038 26.42
39      42335   570     0.01347 0.98653 42051   1090424 25.76
40      41765   582     0.01393 0.98607 41475   1048372 25.10
41      41183   592     0.01437 0.98563 40888   1006898 24.45
42      40591   600     0.01479 0.98521 40292   966010  23.80
43      39991   608     0.01519 0.98481 39688   925718  23.15
44      39383   615     0.01561 0.98439 39076   886030  22.50
45      38768   624     0.01611 0.98389 38457   846954  21.85
46      38144   636     0.01667 0.98333 37827   808497  21.20
47      37508   651     0.01736 0.98264 37184   770670  20.55
48      36857   670     0.01819 0.98181 36524   733486  19.90
49      36187   693     0.01915 0.98085 35842   696963  19.26
50      35494   713     0.02009 0.97991 35139   661120  18.63
51      34781   738     0.02123 0.97877 34414   625981  18.00
52      34043   762     0.02238 0.97762 33664   591567  17.38
53      33281   783     0.02354 0.97646 32891   557903  16.76
54      32498   803     0.02469 0.97531 32098   525012  16.16
55      31695   813     0.02565 0.97435 31290   492914  15.55
56      30882   832     0.02694 0.97306 30468   461624  14.95
57      30050   854     0.02841 0.97159 29625   431157  14.35
58      29196   879     0.03012 0.96988 28759   401532  13.75
59      28317   909     0.03211 0.96789 27865   372773  13.16
60      27408   935     0.03411 0.96589 26943   344908  12.58
