Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
1993,3800,R,F,27830,125459,162198,141941,123265,110002,119494,126598,103060,80280,46368,84922,94274,85142,72378,41312,34733,28901,21309
1993,1182,T,B,42281,189202,243977,207243,185939,168757,162555,164943,127438,96760,52638,72567,88680,77024,53296,28418,20955,16572,12700
1993,1182,T,M,21545,95709,122540,104386,91804,82023,76298,77964,60704,45701,24818,33406,40276,34175,22249,8861,5523,4521,2860
1993,1182,T,F,20737,93493,121437,102858,94136,86734,86257,86979,66735,51059,27820,39161,48405,42850,31048,19558,15432,12052,9840
1993,1182,U,B,14779,73760,104243,86388,76042,79955,71685,76111,62499,49875,27558,33657,34705,27630,21095,11297,8599,6124,3764
1993,1182,U,M,7539,37270,52554,43841,37482,39727,33878,35925,29703,23598,13211,15872,16140,12236,8353,3626,2467,1691,904
1993,1182,U,F,7240,36490,51690,42547,38561,40228,37807,40186,32797,26278,14347,17785,18565,15394,12743,7671,6132,4433,2860
1993,1182,R,B,27503,115442,139734,120855,109897,88803,90870,88832,64939,46885,25080,38910,53976,49395,32201,17122,12356,10449,8936
1993,1182,R,M,14006,58439,69987,60545,54322,42296,42420,42039,31001,22104,11608,17534,24136,21939,13896,5235,3056,2830,1956
1993,1182,R,F,13497,57003,69748,60311,55575,46507,48451,46793,33938,24781,13473,21377,29840,27456,18305,11887,9300,7619,6980
1993,1126,T,B,4073,20445,23818,21467,16832,13592,16544,17232,14618,10134,4418,6536,7607,6327,3987,2372,1893,1448,1660
1993,1126,T,M,2082,10440,12056,10817,8515,6448,7880,8298,7075,4909,2117,2906,3481,2813,1605,788,593,479,453
1993,1126,T,F,1991,10005,11762,10651,8317,7145,8664,8934,7543,5225,2301,3630,4126,3514,2382,1584,1300,969,1207
1993,1126,U,B,825,4105,5557,5104,4158,3448,3713,4213,4009,3267,1675,2288,2220,1761,1387,758,647,452,358
1993,1126,U,M,425,2126,2908,2631,2080,1656,1697,1923,1828,1494,758,1013,1034,761,506,240,190,137,99
1993,1126,U,F,400,1979,2649,2473,2079,1792,2016,2290,2182,1773,917,1275,1186,1000,882,519,458,316,259
1993,1126,R,B,3248,16340,18261,16363,12674,10145,12832,13019,10609,6867,2744,4248,5387,4566,2600,1614,1246,996,1302
1993,1126,R,M,1658,8314,9148,8186,6436,4792,6184,6375,5248,3415,1360,1893,2447,2052,1100,548,403,343,355
1993,1126,R,F,1591,8026,9113,8178,6238,5353,6648,6644,5361,3452,1384,2355,2940,2514,1501,1066,843,653,948
1993,1183,T,B,12635,61656,80759,71977,61072,59373,64552,71027,59506,47512,27922,45577,42548,35111,26303,13928,10770,7795,6656
1993,1183,T,M,6488,31341,40843,36632,30496,29308,31126,34280,28593,22566,12935,20274,19205,15461,9953,4269,3007,2008,1137
1993,1183,T,F,6147,30315,39916,35346,30576,30066,33426,36748,30913,24946,14987,25303,23343,19650,16351,9659,7763,5788,5519
1993,1183,U,B,6034,31835,45382,41931,36378,35287,36471,42489,38295,32833,19180,27487,24657,19658,16830,8978,6969,4760,3246
1993,1183,U,M,3065,16184,23011,21593,17810,17000,16883,19589,17724,15253,8854,12185,10988,8472,6220,2815,1975,1242,638
1993,1183,U,F,2970,15651,22372,20338,18569,18287,19589,22900,20571,17581,10326,15302,13669,11186,10610,6163,4994,3518,2608
1993,1183,R,B,6601,29822,35377,30046,24694,24087,28081,28538,21212,14679,8743,18091,17892,15454,9474,4950,3801,3035,3410
1993,1183,R,M,3424,15158,17833,15039,12686,12308,14243,14691,10869,7314,4082,8089,8218,6989,3733,1454,1032,766,499
1993,1183,R,F,3178,14664,17544,15008,12008,11779,13838,13848,10343,7365,4661,10002,9674,8465,5741,3496,2769,2270,2912
1993,1191,T,B,6145,29802,41768,37815,32825,29188,32476,37679,34102,26997,13955,23462,24739,21917,16442,8273,6317,5011,4372
1993,1191,T,M,3096,15203,21174,19165,16494,14112,15834,18149,16505,13053,6560,10201,11283,9880,6391,2694,1818,1296,870
1993,1191,T,F,3049,14599,20594,18650,16331,15076,16643,19530,17597,13945,7396,13262,13456,12037,10051,5579,4500,3715,3502
1993,1191,U,B,2456,12792,19787,18279,16092,14173,14244,18124,17578,15027,8015,11266,10865,8842,7600,3796,2911,2285,1652
1993,1191,U,M,1225,6556,9999,9365,7958,7084,6551,8216,8235,7087,3775,5036,5030,3862,2779,1230,850,589,355
1993,1191,U,F,1232,6236,9789,8915,8135,7089,7693,9908,9343,7940,4240,6231,5836,4980,4822,2566,2061,1696,1297
1993,1191,R,B,3689,17010,21981,19536,16733,15015,18233,19555,16524,11971,5941,12196,13874,13075,8842,4477,3407,2726,2720
1993,1191,R,M,1872,8647,11176,9800,8537,7028,9283,9933,8270,5966,2785,5165,6253,6018,3612,1465,968,707,515
1993,1191,R,F,1817,8363,10806,9736,8196,7988,8950,9622,8254,6005,3156,7031,7621,7057,5230,3013,2439,2019,2206
1993,1190,T,B,8663,42249,57035,53195,52618,52665,48085,52460,46854,40117,25547,38667,39194,34951,28201,15134,11886,8399,5549
1993,1190,T,M,4509,21955,29121,27492,29413,28513,23084,25030,22249,18890,11912,17290,17620,15046,10613,4681,3345,2155,1146
1993,1190,T,F,4154,20294,27915,25704,23205,24152,25002,27430,24605,21228,13635,21377,21574,19905,17589,10453,8541,6244,4403
1993,1190,U,B,5894,28830,37248,35327,38300,40201,33154,36159,33196,29421,19030,27660,27072,23479,19578,10600,8453,5817,3309
1993,1190,U,M,3074,15047,19072,18302,21918,23257,15839,16724,15276,13466,8634,12145,12068,9961,7282,3313,2389,1501,749
1993,1190,U,F,2820,13783,18177,17025,16382,16944,17315,19436,17920,15956,10396,15516,15004,13518,12296,7287,6064,4316,2561
1993,1190,R,B,2769,13419,19787,17868,14318,12464,14932,16301,13658,10696,6517,11007,12122,11472,8624,4534,3433,2582,2240
1993,1190,R,M,1435,6908,10049,9190,7496,5256,7245,8306,6973,5424,3278,5146,5552,5085,3331,1368,956,654,398
1993,1190,R,F,1334,6511,9738,8679,6823,7208,7687,7995,6685,5272,3239,5862,6570,6387,5293,3167,2477,1928,1843
1993,1196,T,B,25392,124681,143749,126879,116992,119106,109396,112636,92627,68228,32252,45561,49206,43673,31555,17904,14208,10784,8971
1993,1196,T,M,12991,63098,71841,63636,59228,58620,52843,54532,45057,33218,15448,20483,21932,19279,12029,5837,4259,3234,2250
1993,1196,T,F,12401,61583,71908,63243,57764,60486,56554,58104,47570,35010,16804,25078,27274,24394,19526,12067,9949,7550,6721
1993,1196,U,B,9798,49654,58081,51694,49354,51210,43972,48840,43032,35374,18636,24608,24460,21316,18297,9664,7897,5980,3767
1993,1196,U,M,5075,25253,29533,25681,24784,25633,20847,23334,20774,17045,8804,11153,11001,9128,6737,3073,2255,1683,844
1993,1196,U,F,4723,24401,28548,26014,24571,25577,23125,25507,22259,18329,9832,13456,13460,12188,11560,6591,5642,4298,2924
1993,1196,R,B,15594,75027,85668,75185,67638,67897,65425,63796,49595,32854,13616,20953,24746,22358,13259,8241,6312,4804,5204
1993,1196,R,M,7916,37845,42308,37956,34444,32988,31996,31198,24284,16173,6644,9331,10932,10152,5293,2764,2004,1551,1406
1993,1196,R,F,7678,37182,43361,37230,33194,34909,33429,32598,25311,16681,6972,11623,13815,12206,7966,5477,4308,3253,3798
1993,1107,T,B,30857,150889,229130,209338,181277,171044,175052,212601,201023,178836,104692,160903,158863,132460,128047,62263,50743,40042,19473
1993,1107,T,M,15848,77434,116363,107266,90419,84115,86946,105472,99423,87526,49422,72779,72279,57467,47261,18726,13536,9753,3825
1993,1107,T,F,15009,73456,112767,102072,90858,86929,88106,107129,101600,91310,55270,88124,86584,74993,80787,43537,37207,30289,15648
1993,1107,U,B,14454,71091,119088,111712,98222,96557,92121,112508,109676,103580,62418,85447,83100,67920,68574,34752,27294,20594,10446
1993,1107,U,M,7450,36553,60684,57849,48029,46150,44584,53721,51918,49126,28987,37974,37085,28704,25597,10965,7835,5371,2168
1993,1107,U,F,7004,34538,58404,53863,50194,50408,47537,58788,57759,54454,33431,47473,46015,39216,42977,23787,19459,15223,8278
1993,1107,R,B,16404,79799,110042,97626,83055,74487,82932,100093,91347,75256,42275,75457,75764,64540,59474,27512,23449,19448,9027
1993,1107,R,M,8399,40881,55679,49417,42391,37965,42363,51752,47506,38400,20435,34806,35194,28763,21664,7761,5701,4382,1658
1993,1107,R,F,8005,38918,54363,48209,40664,36522,40569,48342,43841,36857,21840,40651,40570,35778,37810,19751,17748,15066,7370
1993,3300,T,B,334078,1762617,2680904,2415406,2278279,2068832,2152901,2741378,2683016,2382397,1394989,1806409,1872073,1790517,1551824,767588,610422,470277,251502
1993,3300,T,M,171412,901671,1363700,1221816,1136811,1047785,1081363,1380437,1338181,1174141,676128,828893,833434,747641,538760,203960,140650,91307,37340
1993,3300,T,F,162666,860946,1317205,1193590,1141468,1021048,1071539,1360941,1344835,1208257,718862,977516,1038640,1042876,1013064,563629,469773,378970,214162
1993,3300,U,B,219712,1191684,1866914,1689091,1653611,1583107,1556917,2002648,2012149,1836682,1088422,1287067,1270588,1139765,1009451,490463,377577,279067,147586
1993,3300,U,M,112610,610141,950288,855697,811461,798825,766902,981437,978462,885738,521157,586863,559780,471069,359953,133777,92257,57703,22682
1993,3300,U,F,107102,581544,916626,833395,842150,784282,790015,1021212,1033687,950944,567265,700205,710809,668696,649499,356686,285321,221364,124904
1993,3300,R,B,114366,570933,813990,726315,624669,485726,595985,738730,670867,545716,306568,519342,601485,650752,542373,277125,232845,191210,103916
1993,3300,R,M,58802,291531,413412,366119,325350,248960,314461,399000,359719,288403,154971,242031,273654,276572,178807,70183,48393,33604,14659
1993,3300,R,F,55565,279403,400579,360196,299319,236766,281524,339730,311148,257313,151597,277312,327831,374180,363566,206943,184452,157606,89258
1993,1180,T,B,49777,256470,377039,319895,287464,257676,288053,363146,326936,268356,146471,210119,236943,233239,179629,78189,66400,52311,31557
1993,1180,T,M,25532,130741,191772,160773,143100,127541,144206,183913,163353,131953,70080,95563,105606,100907,64707,22172,16175,10534,4966
1993,1180,T,F,24246,125729,185268,159122,144364,130135,143847,179233,163584,136403,76391,114557,131337,132332,114922,56017,50226,41777,26591
1993,1180,U,B,28481,154331,238823,199383,185240,183105,190931,245306,227533,191608,105764,133300,140300,130803,104666,46669,36790,27247,15641
1993,1180,U,M,14639,78864,121658,100967,89991,90656,92552,120018,110702,92198,50126,60274,61428,55524,38576,13568,9337,5693,2436
1993,1180,U,F,13842,75467,117165,98416,95250,92449,98380,125288,116831,99410,55639,73026,78872,75279,66091,33102,27453,21554,13205
1993,1180,R,B,21297,102139,138217,120512,102224,74571,97122,117840,99404,76748,40707,76820,96643,102436,74963,31520,29611,25064,15916
1993,1180,R,M,10893,51877,70114,59806,53110,36885,51654,63895,52651,39755,19955,35289,44178,45383,26132,8605,6838,4841,2530
1993,1180,R,F,10404,50262,68103,60706,49114,37687,45468,53945,46753,36993,20752,41531,52466,57053,48832,22915,22773,20224,13386
1993,1188,T,B,8570,46424,70805,61779,53779,46582,52597,69764,68713,55012,29178,37500,39076,41507,33887,17702,11831,9024,4297
1993,1188,T,M,4417,24012,35734,31084,27111,23492,26235,35503,34680,27696,14585,17123,16899,16538,11054,4270,2332,1442,518
1993,1188,T,F,4153,22412,35071,30695,26668,23091,26363,34261,34034,27317,14593,20378,22177,24969,22833,13432,9499,7582,3779
1993,1188,U,B,4910,27368,43380,37806,34452,30089,32637,44493,45453,38129,20493,24351,23234,21902,18849,10031,6644,5087,2559
1993,1188,U,M,2518,14156,21875,19111,16906,14321,15335,21460,21959,18668,10078,11071,10254,8802,6433,2588,1442,917,346
1993,1188,U,F,2392,13213,21505,18696,17547,15768,17302,23034,23494,19461,10415,13280,12980,13100,12416,7443,5202,4170,2213
1993,1188,R,B,3660,19056,27425,23973,19327,16493,19960,25271,23261,16884,8685,13149,15842,19605,15038,7671,5187,3937,1738
1993,1188,R,M,1899,9857,13859,11974,10205,9171,10900,14044,12721,9028,4507,6052,6645,7736,4622,1682,891,525,172
1993,1188,R,F,1761,9200,13566,12000,9122,7323,9061,11227,10540,7856,4179,7098,9198,11869,10417,5990,4297,3412,1566
1993,1189,T,B,9818,50573,75551,70128,66834,61796,65785,82265,78741,69386,39196,54972,55454,53357,49769,29196,20942,17037,8664
1993,1189,T,M,5052,25920,38376,35431,33527,31136,33096,41966,40023,34853,18916,25270,24721,21748,15975,6962,4119,2766,1088
1993,1189,T,F,4767,24654,37175,34698,33307,30660,32689,40299,38719,34533,20281,29702,30733,31609,33795,22234,16823,14271,7576
1993,1189,U,B,5696,30727,45920,42903,41916,39774,40507,51956,50921,46143,25804,31605,27816,22819,21013,11946,7798,6022,2981
1993,1189,U,M,2921,15725,23319,21557,20456,18383,19280,25096,24420,22198,12080,14315,12433,9134,7017,3045,1758,1056,413
1993,1189,U,F,2775,15003,22601,21346,21461,21391,21227,26860,26502,23946,13724,17290,15383,13685,13996,8901,6041,4966,2568
1993,1189,R,B,4122,19846,29631,27226,24918,22022,25279,30309,27820,23243,13392,23368,27638,30538,28757,17250,13144,11015,5683
1993,1189,R,M,2131,10195,15057,13874,13072,12753,13817,16870,15603,12656,6836,10956,12288,12614,8958,3917,2361,1710,675
1993,1189,R,F,1992,9651,14574,13352,11846,9269,11462,13439,12217,10588,6557,12412,15350,17924,19799,13333,10783,9305,5008
1993,1192,T,B,42706,223956,326836,277794,265627,240564,261949,334398,315947,269624,153840,204555,208085,199749,170613,80069,67720,54201,32089
1993,1192,T,M,21969,114808,166491,139813,132317,121012,130122,167285,154758,131544,74231,93962,92762,84293,60029,21465,15442,10270,4567
1993,1192,T,F,20737,109148,160345,137981,133311,119553,131827,167114,161189,138080,79609,110594,115323,115456,110585,58604,52279,43932,27522
1993,1192,U,B,29763,162569,246787,208695,196269,189222,198562,262897,253803,218042,122997,142230,138140,123099,106215,49202,39405,29832,17057
1993,1192,U,M,15281,83463,125990,104901,96065,95357,96090,128029,121441,104598,59176,64908,60641,51260,38427,13550,9492,6029,2504
1993,1192,U,F,14482,79106,120797,103794,100204,93865,102472,134869,132362,113444,63822,77322,77499,71840,67788,35652,29913,23803,14553
1993,1192,R,B,12944,61388,80050,69099,69359,51343,63388,71501,62144,51582,30843,62325,69946,76650,64398,30867,28316,24369,15033
1993,1192,R,M,6689,31345,40502,34912,36252,25655,34032,39256,33317,26946,15055,29054,32122,33034,21602,7915,5950,4241,2063
1993,1192,R,F,6255,30043,39548,34187,33107,25688,29356,32245,28827,24636,15788,33272,37824,43616,42797,22952,22366,20129,12970
1993,1194,T,B,18419,96434,146353,135261,126577,105281,109372,146632,145388,124308,67502,80766,85075,83496,64969,32930,25371,18900,9457
1993,1194,T,M,9367,49201,74478,68176,63214,52302,54413,72803,71969,61126,32791,36945,36678,33227,21332,7781,5136,3180,1124
1993,1194,T,F,9052,47233,71875,67086,63364,52979,54959,73829,73419,63182,34712,43821,48397,50270,43638,25149,20236,15720,8333
1993,1194,U,B,11849,62952,97003,90733,91317,78733,75755,101800,105185,94445,53148,59295,58566,52577,42754,21531,17025,12366,6249
1993,1194,U,M,6029,32122,49170,45761,44479,38401,36704,48753,50316,45213,25315,27015,25203,21059,14750,5161,3666,2240,801
1993,1194,U,F,5820,30830,47834,44972,46838,40332,39051,53048,54870,49232,27833,32280,33364,31518,28004,16370,13360,10127,5448
1993,1194,R,B,6570,33483,49350,44529,35261,26548,33617,44832,40203,29864,14355,21472,26509,30920,22216,11399,8346,6534,3208
1993,1194,R,M,3339,17080,25308,22415,18735,13901,17709,24051,21654,15914,7476,9931,11476,12168,6582,2620,1470,941,323
1993,1194,R,F,3232,16403,24042,22114,16526,12647,15908,20782,18549,13950,6879,11541,15033,18752,15634,8779,6876,5594,2885
1993,1197,T,B,15401,82619,122591,107509,105133,85948,96975,116147,108142,92645,52002,71021,77094,70697,58527,31563,24662,18620,9362
1993,1197,T,M,7958,42131,62229,54255,51941,40373,48244,58646,53794,45669,24790,32073,32959,28672,19214,7561,5358,3304,1211
1993,1197,T,F,7444,40488,60362,53255,53192,45576,48732,57501,54348,46976,27213,38948,44135,42025,39313,24002,19304,15316,8152
1993,1197,U,B,8709,48674,74916,64185,63239,60156,63908,76889,73225,63262,34824,40974,37421,29693,25873,13200,9583,6595,3328
1993,1197,U,M,4465,24825,38172,32463,29930,27543,30472,36892,34938,30202,16229,18523,16441,12104,9258,3510,2431,1343,463
1993,1197,U,F,4245,23850,36744,31723,33310,32614,33436,39997,38287,33061,18595,22452,20980,17589,16615,9690,7152,5252,2865
1993,1197,R,B,6692,33945,47676,43324,41894,25792,33068,39259,34917,29383,17179,30047,39673,41004,32655,18363,15079,12026,6035
1993,1197,R,M,3493,17307,24057,21792,22011,12830,17772,21754,18856,15467,8561,13551,16518,16568,9957,4051,2927,1961,748
1993,1197,R,F,3199,16638,23619,21532,19883,12962,15296,17505,16061,13916,8618,16496,23155,24436,22698,14312,12152,10065,5287
1993,1157,T,B,30696,161947,255815,231691,228629,193391,192194,249774,257878,242104,137363,163447,167649,165215,140349,68801,50891,36491,18499
1993,1157,T,M,15723,82589,129898,117413,113155,95887,97150,128045,130643,121181,67867,75826,74216,68126,47540,17831,11639,7097,2739
1993,1157,T,F,14973,79359,125918,114278,115474,97505,95044,121729,127236,120924,69496,87621,93434,97089,92809,50971,39252,29394,15760
1993,1157,U,B,21466,115421,188152,171918,177722,157909,147217,191808,202205,195011,113082,130605,130774,122091,104388,50832,37419,26371,13364
1993,1157,U,M,10969,58898,95066,87254,86569,78730,73732,96903,100583,95967,54992,60018,57244,50291,36162,13283,8844,5356,1976
1993,1157,U,F,10497,56523,93087,84664,91153,79180,73485,94905,101623,99044,58091,70587,73530,71800,68226,37549,28575,21015,11388
1993,1157,R,B,9230,46527,67663,59773,50908,35482,44977,57966,55673,47094,24281,32842,36876,43124,35962,17970,13472,10120,5136
1993,1157,R,M,4754,23691,34832,30160,26587,17157,23418,31142,30060,25214,12875,15808,16972,17835,11379,4548,2795,1741,764
1993,1157,R,F,4476,22836,32831,29614,24321,18325,21560,26824,25613,21880,11406,17034,19904,25289,24583,13422,10677,8379,4372
1993,1133,T,B,15025,82815,133577,125789,113452,92402,99145,140478,145979,128134,66649,85331,97671,104340,85180,48450,32812,26571,13393
1993,1133,T,M,7768,42398,68216,64003,56759,46055,50334,71710,75418,66129,34449,40373,44508,43438,28997,11857,6605,4306,1693
1993,1133,T,F,7257,40417,65361,61786,56694,46347,48811,68768,70561,62005,32201,44959,53163,60903,56184,36593,26208,22265,11700
1993,1133,U,B,9529,54068,91194,86472,83425,68458,69165,100436,105981,95819,50371,60253,67050,67986,56301,30468,20604,16097,8376
1993,1133,U,M,4882,27536,46507,43966,40936,34378,34737,50212,53743,48479,25721,28223,30125,28212,19721,7634,4365,2723,1067
1993,1133,U,F,4647,26532,44687,42506,42489,34080,34428,50224,52239,47340,24650,32031,36925,39774,36581,22834,16239,13374,7309
1993,1133,R,B,5497,28747,42383,39317,30028,23945,29980,40043,39998,32315,16279,25078,30621,36355,28879,17982,12209,10474,5017
1993,1133,R,M,2887,14862,21709,20037,15823,11677,15597,21498,21676,17650,8728,12150,14383,15226,9276,4223,2240,1583,626
1993,1133,R,F,2610,13885,20674,19280,14205,12268,14383,18545,18323,14665,7551,12928,16238,21129,19603,13759,9969,8891,4392
1993,1122,T,B,31705,172062,273484,253692,244056,236194,231697,300988,312846,285393,176549,214336,251380,239339,212331,115960,89380,68739,35108
1993,1122,T,M,16235,88070,139152,128933,122286,120887,116287,150437,155811,139870,85232,96386,109606,98347,72787,29908,20070,13316,5295
1993,1122,T,F,15470,83992,134333,124759,121770,115307,115410,150552,157035,145523,91317,117950,141774,140992,139544,86052,69310,55423,29813
1993,1122,U,B,24169,131770,210394,197809,197266,197560,182778,237102,252701,237457,149744,170198,187787,167464,149888,78212,59251,43759,22170
1993,1122,U,M,12411,67543,107327,100541,98462,102202,90780,115649,122882,113866,71248,76060,81039,68677,53350,20767,14380,9308,3535
1993,1122,U,F,11758,64227,103067,97268,98804,95359,91999,121454,129819,123591,78496,94138,106749,98787,96539,57445,44871,34451,18636
1993,1122,R,B,7536,40292,63090,55884,46790,38634,48919,63886,60145,47936,26805,44138,63593,71875,62443,37748,30129,24980,12938
1993,1122,R,M,3824,20527,31825,28393,23824,18686,25508,34788,32929,26004,13985,20326,28568,29670,19437,9141,5690,4008,1761
1993,1122,R,F,3712,19765,31266,27491,22967,19948,23411,29098,27216,21932,12821,23812,35025,42205,43006,28607,24439,20972,11177
1993,1153,T,B,25456,131549,195843,180323,160205,142203,147450,192700,179797,152006,88900,123430,127496,114481,102427,43875,37861,28888,14808
1993,1153,T,M,13069,67519,99240,91812,79963,73546,74279,97613,90029,75842,43331,56453,58200,48775,35850,12468,9366,6244,2523
1993,1153,T,F,12387,64030,96603,88511,80242,68658,73171,95087,89768,76164,45569,66977,69296,65706,66577,31407,28495,22644,12286
1993,1153,U,B,14343,76420,119203,112572,105512,98754,94159,125684,122448,106674,62391,78104,79188,68944,63707,27983,22903,16693,8451
1993,1153,U,M,7338,39086,60191,57018,51405,50391,46819,61952,59864,52190,30255,35383,35328,28673,22339,8071,5879,3731,1469
1993,1153,U,F,7005,37334,59012,55554,54107,48363,47340,63733,62585,54484,32136,42721,43860,40271,41368,19912,17024,12962,6982
1993,1153,R,B,11114,55129,76640,67752,54693,43449,53291,67016,57349,45332,26509,45326,48309,45537,38721,15893,14958,12196,6358
1993,1153,R,M,5731,28434,39049,34795,28558,23155,27461,35662,30166,23652,13076,21070,22873,20102,13511,4398,3487,2514,1054
1993,1153,R,F,5383,26696,37592,32957,26135,20295,25831,31355,27183,21680,13433,24256,25436,25435,25210,11495,11471,9682,5304
1993,1156,T,B,14654,76769,115933,109273,104583,96396,99939,126179,127226,121239,73300,97313,91969,87982,85448,46698,35728,27821,14867
1993,1156,T,M,7485,39419,58814,55527,52321,49759,50242,63661,63652,59883,35875,44990,41391,36648,29444,12765,8142,5183,2054
1993,1156,T,F,7169,37350,57120,53746,52263,46637,49697,62519,63574,61356,37425,52324,50579,51334,56004,33933,27587,22638,12813
1993,1156,U,B,9199,48352,74144,70202,69920,67350,66410,83870,86449,85076,52141,61653,55245,47237,45850,24328,17832,13546,7177
1993,1156,U,M,4689,24978,37718,35849,34422,34191,32618,40941,41841,40797,24963,28370,24583,19473,16140,6748,4288,2670,1043
1993,1156,U,F,4511,23374,36426,34354,35498,33160,33793,42930,44608,44280,27178,33283,30662,27765,29710,17580,13545,10876,6134
1993,1156,R,B,5455,28418,41790,39071,34664,29046,33529,42309,40777,36163,21159,35661,36725,40745,39599,22370,17896,14275,7690
1993,1156,R,M,2796,14441,21096,19678,17899,15569,17625,22720,21811,19086,10912,16620,16808,17176,13305,6017,3854,2513,1011
1993,1156,R,F,2659,13977,20694,19393,16765,13477,15905,19589,18966,17077,10247,19041,19917,23570,26294,16353,14042,11763,6679
1993,1136,T,B,30523,158316,253083,236909,236163,228372,215111,268230,274506,266102,168203,203980,190026,177517,162174,72436,61227,46814,24021
1993,1136,T,M,15684,80929,128946,120025,118303,118068,108175,132509,133689,126949,79702,93545,84567,74051,58687,20373,15569,10370,4127
1993,1136,T,F,14839,77387,124137,116885,117861,110305,106936,135721,140817,139153,88501,110435,105459,103466,103487,52063,45659,36444,19895
1993,1136,U,B,23413,122599,198014,187535,193965,190539,173681,216950,226748,224785,142868,164398,151834,137066,127022,56155,45601,33595,17256
1993,1136,U,M,12039,62728,101050,95113,96584,97478,86213,105343,108492,105491,67098,74894,66744,56400,46474,15964,11864,7592,2997
1993,1136,U,F,11374,59871,96964,92422,97382,93061,87469,111607,118256,119294,75770,89505,85091,80667,80549,40191,33738,26004,14260
1993,1136,R,B,7110,35718,55069,49375,42198,37834,41430,51280,47758,41317,25335,39582,38192,40451,35152,16281,15626,13219,6765
1993,1136,R,M,3645,18201,27896,24912,21719,20590,21962,27166,25197,21458,12604,18652,17824,17652,12214,4410,3705,2778,1130
1993,1136,R,F,3465,17517,27173,24463,20479,17244,19468,24114,22561,19860,12731,20930,20369,22799,22938,11872,11921,10441,5635
1993,1163,T,B,26420,141383,210698,197422,187503,186896,188821,221706,217765,200180,131563,177512,164839,139219,136915,67600,57743,43444,23899
1993,1163,T,M,13514,72392,107645,100279,94179,99063,96874,111828,108489,98122,62706,81928,75313,59120,48803,19084,14183,9231,3819
1993,1163,T,F,12906,68991,103053,97143,93325,87833,91947,109878,109277,102058,68857,95584,89526,80099,88112,48516,43560,34213,20080
1993,1163,U,B,17789,97859,147979,139955,140183,148015,142590,165253,165171,156644,105099,132266,120235,98381,99213,48906,40688,29955,16659
1993,1163,U,M,9113,50179,75732,71376,69691,79372,73014,82053,80853,75351,49671,60765,54247,40939,35648,13951,10457,6685,2728
1993,1163,U,F,8677,47680,72247,68579,70493,68644,69576,83200,84318,81293,55428,71501,65988,57443,63565,34955,30231,23270,13931
1993,1163,R,B,8631,43524,62719,57467,47320,38881,46231,56453,52595,43536,26464,45246,44605,40838,37702,18694,17055,13489,7240
1993,1163,R,M,4401,22213,31914,28904,24488,19691,23860,29775,27636,22771,13035,21163,21066,18182,13155,5133,3726,2546,1092
1993,1163,R,F,4230,21311,30806,28564,22832,19190,22372,26678,24959,20765,13429,24083,23539,22657,24547,13561,13329,10943,6149
1993,1173,T,B,14911,81303,123300,107943,98277,95134,103817,128973,123154,107912,64277,82130,79319,80383,69607,34123,27858,21420,11485
1993,1173,T,M,7643,41544,62712,54295,48640,48668,51710,64520,61876,53327,31577,38460,36010,33753,24343,9464,6518,4068,1619
1993,1173,T,F,7269,39759,60588,53648,49637,46466,52108,64453,61279,54585,32701,43670,43309,46630,45264,24659,21340,17352,9866
1993,1173,U,B,10399,58579,91009,78927,73188,73445,78620,98206,94328,83591,49699,57838,53002,49705,43716,21004,16036,11906,6322
1993,1173,U,M,5320,30041,46516,39824,35570,37426,38559,48139,46432,40523,24207,27048,24073,20523,15662,5939,4057,2363,906
1993,1173,U,F,5079,28538,44493,39103,37618,36019,40061,50068,47897,43068,25492,30790,28929,29182,28054,15065,11979,9543,5416
1993,1173,R,B,4512,22725,32291,29016,25090,21689,25198,30767,28826,24321,14579,24292,26318,30678,25892,13120,11822,9515,5163
1993,1173,R,M,2323,11504,16196,14471,13071,11242,13151,16381,15444,12804,7370,11413,11937,13230,8681,3526,2461,1706,713
1993,1173,R,F,2190,11221,16095,14546,12019,10447,12047,14386,13382,11517,7209,12880,14381,17448,17211,9594,9361,7809,4451
1993,3400,T,B,125479,673775,1113260,1023052,934564,836821,849356,1135018,1141210,1032842,570285,679756,691008,624826,547281,255484,196461,143123,74317
1993,3400,T,M,64606,345670,567868,519125,468718,431115,431916,576995,573428,515838,279187,317085,311494,260844,192309,71584,48557,30781,12427
1993,3400,T,F,60873,328106,545392,503927,465846,405707,417440,558023,567782,517004,291098,362671,379514,363983,354973,183900,147904,112342,61890
1993,3400,U,B,94725,515662,869236,802252,754903,697484,686018,920174,933407,861634,481150,551894,548386,478806,426367,197442,149723,107141,55081
1993,3400,U,M,48809,264513,444084,408019,374951,358671,346393,463165,463446,425581,233472,255726,244757,196701,151066,55944,37922,23852,9628
1993,3400,U,F,45916,251150,425152,394233,379952,338813,339625,457009,469962,436054,247678,296169,303629,282105,275301,141498,111801,83290,45453
1993,3400,R,B,30754,158113,244024,220801,179661,139338,163339,214844,207803,171208,89135,127862,142623,146021,120915,58042,46738,35982,19237
