Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2010,1100,U,F,580710,2148171,2417839,2217368,3126592,4586677,4605063,4271076,3977666,3553433,4255378,4632878,4284586,3423328,1983275,3052322,1769462,1497036,777197
2010,1100,R,B,500365,1881658,2098546,2097671,2263665,3026882,2801113,2534253,2433410,2436267,2973841,3093291,2554277,1774932,1091638,1776360,1084855,835847,349283
2010,1100,R,M,256425,962827,1074605,1074482,1176007,1586480,1448194,1289372,1223405,1225672,1490484,1522571,1197200,785706,414497,621589,341675,207172,53445
2010,1100,R,F,243940,918831,1023942,1023190,1087658,1440402,1352919,1244881,1210005,1210595,1483358,1570720,1357077,989227,677141,1154771,743180,628675,295839
2010,3000,T,B,378463,1426730,1633078,1550205,2034258,3116336,3152232,2951293,2800610,2560614,3002420,3149892,2740213,2211024,1293880,1911316,1121035,909966,446726
2010,3000,T,M,194658,731084,838071,795360,1039734,1576169,1579651,1465447,1382810,1243254,1420388,1433679,1184419,909743,479983,639990,330444,226211,81397
2010,3000,T,F,183805,695646,795007,754845,994525,1540167,1572582,1485847,1417800,1317360,1582032,1716214,1555794,1301282,813897,1271326,790591,683756,365330
2010,3000,U,B,305182,1150407,1319769,1229892,1654719,2568301,2641698,2480352,2339157,2094464,2428519,2534217,2227291,1822308,1036835,1492052,844406,685893,348712
2010,3000,U,M,157093,589570,676842,630194,841976,1286185,1312328,1222578,1147958,1006309,1129441,1128151,944379,740756,386549,500433,249125,175762,68241
2010,3000,U,F,148089,560838,642927,599699,812743,1282116,1329370,1257774,1191199,1088155,1299078,1406067,1282912,1081552,650286,991620,595281,510131,280471
2010,3000,R,B,73281,276323,313309,320313,379539,548035,510535,470942,461453,466151,573901,615675,512922,388717,257045,419264,276629,224073,98015
2010,3000,R,M,37566,141514,161229,165167,197758,289984,267323,242869,234852,236946,290947,305528,240040,168987,93434,139558,81319,50449,13156
2010,3000,R,F,35716,134809,152081,155146,181782,258051,243212,228073,226601,229205,282954,310147,272882,219730,163611,279707,195311,173625,84859
2010,1114,T,B,16408,62314,68123,67565,91835,127152,122837,110741,104757,98186,120902,126465,109574,82539,50296,78821,40098,36536,16924
2010,1114,T,M,8464,32063,34960,34702,45424,62969,61813,54788,50795,46942,57282,58525,49130,35537,18949,27771,12756,9180,2860
2010,1114,T,F,7944,30251,33163,32863,46411,64184,61024,55953,53962,51244,63621,67940,60445,47002,31347,51050,27343,27356,14064
2010,1114,U,B,11037,41146,44735,42880,63558,88605,88509,79281,71851,64665,79919,85097,74123,54548,29926,44507,20526,18249,8665
2010,1114,U,M,5688,21177,22984,22018,31299,43255,44141,38914,34451,30111,36373,37670,32373,23096,11296,15564,6482,4722,1687
2010,1114,U,F,5349,19969,21751,20862,32259,45350,44369,40367,37400,34555,43546,47428,41750,31452,18631,28943,14044,13527,6978
2010,1114,R,B,5371,21168,23388,24685,28278,38547,34328,31461,32907,33521,40983,41368,35452,27991,20370,34314,19573,18287,8259
2010,1114,R,M,2776,10886,11976,12684,14125,19714,17672,15875,16345,16831,20909,20855,16757,12441,7653,12207,6274,4458,1173
2010,1114,R,F,2596,10282,11412,12001,14153,18834,16656,15586,16562,16690,20075,20513,18695,15550,12717,22108,13299,13829,7086
2010,1115,T,B,13885,52935,57947,58414,77334,103268,99154,91319,88497,85635,99314,105951,90062,66152,41141,62381,38971,33720,14871
2010,1115,T,M,7130,27244,29820,29937,38740,51831,50274,45076,43376,41604,47645,48789,39125,27292,14672,20064,11005,7817,2308
2010,1115,T,F,6756,25691,28127,28478,38594,51437,48880,46243,45121,44031,51669,57163,50938,38860,26470,42317,27966,25904,12563
2010,1115,U,B,9377,36261,40088,38765,53806,71781,71718,66159,62725,58046,67847,74035,65218,48466,27718,40802,22779,19786,9219
2010,1115,U,M,4789,18717,20628,19794,26818,35552,35938,32337,30277,27315,31140,32494,27282,19696,9825,13138,6404,4714,1549
2010,1115,U,F,4589,17544,19461,18971,26989,36229,35780,33823,32449,30731,36708,41542,37936,28770,17893,27665,16375,15072,7670
2010,1115,R,B,4508,16674,17859,19649,23528,31488,27437,25160,25772,27590,31467,31916,24845,17687,13424,21579,16192,13934,5652
2010,1115,R,M,2341,8527,9193,10143,11922,16279,14337,12739,13100,14290,16506,16295,11843,7596,4847,6927,4601,3103,759
2010,1115,R,F,2167,8148,8667,9507,11606,15209,13100,12421,12672,13300,14961,15621,13002,10091,8577,14652,11591,10832,4894
2010,1117,T,B,15066,56392,63720,58449,77682,114842,112734,105241,99483,91598,110616,121697,109954,85483,49891,75518,45857,35452,15781
2010,1117,T,M,7774,29108,32569,29856,40402,59649,57366,52792,48727,43518,51119,53786,46272,34021,17176,23352,12421,7951,2414
2010,1117,T,F,7293,27285,31151,28594,37280,55193,55369,52449,50756,48080,59497,67911,63683,51462,32715,52167,33436,27501,13367
2010,1117,U,B,11625,43384,49440,44809,60333,89698,89052,83727,79230,71684,85322,93123,85738,67517,38646,57077,33374,25878,11535
2010,1117,U,M,5976,22394,25282,22967,30979,46384,45084,41508,38365,33531,38748,40151,35333,26394,13193,17592,9007,5967,1877
2010,1117,U,F,5649,20990,24159,21843,29354,43314,43968,42219,40865,38153,46574,52972,50405,41123,25453,39486,24367,19911,9659
2010,1117,R,B,3442,13009,14280,13640,17349,25144,23682,21514,20253,19914,25294,28574,24216,17966,11245,18441,12483,9574,4246
2010,1117,R,M,1798,6714,7288,6889,9423,13265,12282,11284,10362,9987,12371,13635,10939,7627,3983,5760,3414,1984,538
2010,1117,R,F,1644,6295,6992,6751,7926,11879,11401,10231,9891,9927,12923,14939,13278,10339,7262,12681,9069,7590,3709
2010,1120,T,B,22997,83132,96083,96383,136520,190979,181039,162751,156223,148838,180309,196560,169119,133966,81701,127700,75745,65591,29222
2010,1120,T,M,11802,42764,49474,49327,69514,96672,91224,80774,76163,72204,85724,90963,75052,55720,29900,43581,23142,16928,4962
2010,1120,T,F,11195,40368,46609,47057,67006,94307,89815,81977,80060,76634,94585,105597,94067,78246,51802,84119,52603,48663,24260
2010,1120,U,B,14916,52460,59032,57201,92379,129321,122946,109987,102758,94312,113248,125316,110603,88953,49118,74299,40698,35937,16952
2010,1120,U,M,7676,27009,30340,29136,47213,65131,61015,53969,49204,44430,51536,55299,47522,36193,17912,25060,12081,9555,3229
2010,1120,U,F,7240,25451,28692,28065,45166,64190,61931,56019,53554,49883,61713,70017,63081,52760,31206,49240,28618,26382,13724
2010,1120,R,B,8082,30672,37051,39182,44141,61658,58093,52764,53465,54526,67061,71244,58516,45014,32583,53401,35047,29654,12270
2010,1120,R,M,4126,15755,19134,20191,22301,31541,30209,26806,26960,27774,34188,35664,27530,19528,11988,18522,11062,7373,1733
2010,1120,R,F,3956,14917,17917,18992,21841,30118,27884,25959,26506,26752,32873,35580,30986,25486,20596,34879,23985,22281,10537
2010,1124,T,B,10949,41347,46513,41801,60617,86732,81953,76692,74548,68630,79645,85124,81424,62390,34571,55925,35657,27442,11993
2010,1124,T,M,5642,21068,23869,21332,31456,44801,41937,38076,36272,32563,37145,37512,33697,24608,11734,17088,8940,5868,1709
2010,1124,T,F,5308,20280,22645,20469,29162,41931,40016,38616,38276,36067,42501,47612,47728,37783,22837,38837,26718,21574,10284
2010,1124,U,B,9002,33835,38383,33897,50333,70353,66121,63131,61734,55883,62989,66768,65343,51179,27895,44769,27790,21721,9664
2010,1124,U,M,4655,17284,19671,17249,26164,35793,33001,30392,29264,25991,28836,28582,26223,19721,9350,13365,6814,4664,1416
2010,1124,U,F,4347,16551,18713,16649,24170,34560,33121,32739,32470,29892,34153,38187,39121,31459,18545,31404,20976,17057,8248
2010,1124,R,B,1947,7513,8130,7904,10284,16379,15832,13561,12814,12747,16657,18356,16081,11211,6676,11156,7868,5721,2329
2010,1124,R,M,987,3784,4198,4083,5292,9008,8936,7685,7008,6572,8309,8931,7474,4887,2384,3723,2126,1204,293
2010,1124,R,F,961,3729,3932,3821,4992,7371,6896,5877,5806,6175,8348,9426,8607,6324,4292,7433,5742,4518,2036
2010,1129,T,B,10420,38865,44084,41435,54702,82808,81240,73917,69593,65003,79385,86894,75186,58292,33925,51606,29717,23904,11121
2010,1129,T,M,5339,19938,22429,21337,28371,43199,42025,37300,34252,31682,37280,39514,32565,24050,12244,16925,8445,5470,1802
2010,1129,T,F,5081,18927,21655,20099,26331,39609,39215,36618,35341,33321,42105,47380,42622,34243,21681,34681,21273,18434,9319
2010,1129,U,B,7740,28945,33032,30222,40980,62785,62995,57344,54102,49412,60500,66337,58402,45753,25467,37795,20621,16585,7902
2010,1129,U,M,3970,14865,16815,15523,21129,32508,32341,28499,26242,23554,27595,29130,24613,18611,9220,12504,6009,4027,1413
2010,1129,U,F,3770,14080,16218,14699,19851,30277,30654,28845,27860,25858,32905,37207,33789,27142,16247,25291,14612,12559,6489
2010,1129,R,B,2680,9920,11052,11214,13723,20024,18245,16574,15492,15591,18885,20557,16785,12540,8458,13811,9096,7319,3219
2010,1129,R,M,1369,5073,5615,5814,7243,10691,9684,8801,8011,8128,9685,10384,7952,5439,3024,4421,2436,1444,389
2010,1129,R,F,1311,4847,5438,5400,6480,9333,8562,7773,7481,7464,9200,10173,8833,7101,5434,9390,6661,5876,2831
2010,1134,T,B,7921,28527,32164,29445,35284,51893,52669,48397,44796,42105,52792,59057,50781,36495,19953,32785,21853,15784,6968
2010,1134,T,M,4054,14550,16406,14973,18103,26976,26695,23924,21621,20115,24968,27023,22235,15345,7145,10486,5993,3576,949
2010,1134,T,F,3867,13978,15758,14472,17181,24917,25975,24473,23175,21990,27824,32035,28546,21150,12808,22299,15860,12209,6019
2010,1134,U,B,5578,20371,22934,19868,25635,37783,39424,35751,32451,28836,35280,38969,34310,25595,13709,22252,13841,10077,4558
2010,1134,U,M,2868,10396,11646,10038,13032,19338,19652,17534,15479,13544,16186,17089,14389,10396,4825,6875,3679,2346,660
2010,1134,U,F,2711,9976,11288,9831,12603,18446,19772,18217,16972,15292,19095,21880,19921,15200,8884,15377,10162,7732,3898
2010,1134,R,B,2343,8156,9230,9577,9649,14110,13246,12646,12345,13269,17512,20089,16471,10900,6244,10534,8012,5707,2410
2010,1134,R,M,1187,4154,4760,4936,5071,7639,7043,6390,6142,6571,8783,9934,7846,4949,2320,3612,2315,1230,289
2010,1134,R,F,1157,4002,4470,4641,4579,6472,6203,6256,6203,6698,8729,10155,8625,5951,3924,6922,5698,4477,2121
2010,1138,T,B,11927,43729,49500,50952,63242,84760,83300,78144,76226,73302,91011,100246,83968,62529,38570,61049,35324,29330,13214
2010,1138,T,M,6064,22395,25369,26126,31788,42240,41824,37995,36727,35255,43612,46501,37027,25837,13789,20083,10561,7048,2106
2010,1138,T,F,5863,21335,24131,24827,31454,42520,41477,40149,39499,38048,47399,53746,46941,36692,24782,40966,24763,22282,11108
2010,1138,U,B,8226,29418,32503,31424,43329,59595,60441,56229,51793,46338,57834,65558,56917,41576,21951,32839,17140,14769,7343
2010,1138,U,M,4167,15070,16695,16085,21367,29001,29886,27086,24584,21443,26259,28512,24099,16924,7908,10748,4935,3597,1300
2010,1138,U,F,4059,14348,15808,15340,21962,30594,30555,29143,27209,24896,31575,37046,32818,24652,14043,22092,12205,11172,6043
2010,1138,R,B,3701,14312,16997,19528,19913,25166,22859,21915,24433,26964,33177,34689,27052,20954,16620,28210,18184,14561,5871
2010,1138,R,M,1897,7325,8674,10041,10421,13240,11938,10909,12143,13812,17353,17989,12928,8913,5881,9336,5626,3451,807
2010,1138,R,F,1804,6987,8323,9487,9492,11926,10922,11007,12290,13152,15825,16700,14124,12041,10739,18875,12558,11111,5065
2010,1142,T,B,12462,47543,53347,51377,64543,90929,90491,83665,81487,77553,93072,100674,85604,65374,40636,59744,35585,28008,12450
2010,1142,T,M,6382,24292,27627,26532,31866,45076,45618,41853,39873,37701,44375,46834,37712,27003,14456,19692,10511,6649,1897
2010,1142,T,F,6080,23252,25720,24846,32677,45854,44873,41812,41614,39852,48697,53841,47892,38371,26180,40052,25074,21360,10553
2010,1142,U,B,7967,30053,33661,31171,40956,60270,62488,57602,54404,49233,58136,63631,55915,42324,24955,34771,18758,14621,6503
2010,1142,U,M,4090,15429,17459,16059,20171,29788,31209,28627,26416,23306,26682,28228,23665,16990,8783,11410,5549,3720,1148
2010,1142,U,F,3877,14624,16202,15112,20785,30482,31280,28975,27988,25927,31455,35403,32250,25334,16172,23361,13209,10901,5355
2010,1142,R,B,4496,17491,19686,20206,23587,30660,28003,26064,27083,28320,34936,37044,29689,23051,15681,24973,16827,13387,5947
2010,1142,R,M,2293,8863,10168,10473,11695,15288,14409,13227,13457,14395,17693,18606,14047,10014,5674,8282,4963,2929,749
2010,1142,R,F,2203,8628,9519,9734,11892,15372,13594,12837,13627,13925,17243,18438,15642,13037,10008,16691,11865,10459,5199
2010,1146,T,B,72665,271644,312827,284748,366215,581297,596791,575813,530807,469470,548025,566900,501900,397634,228439,341377,194445,153843,70375
2010,1146,T,M,37361,139413,161093,146327,194115,306539,297246,286278,263282,227584,256334,255387,215106,162058,83328,112389,55323,38397,12634
2010,1146,T,F,35305,132231,151734,138421,172100,274758,299545,289536,267525,241887,291692,311513,286794,235576,145112,228988,139123,115446,57742
2010,1146,U,B,58895,217842,250713,228178,291433,461128,479105,465722,432006,378633,437939,450067,401440,321603,183301,271945,154576,122355,56168
2010,1146,U,M,30283,111866,128993,117043,152703,240245,237208,229734,212772,181857,202579,200236,169651,129455,66746,89462,44104,31281,10521
2010,1146,U,F,28612,105977,121720,111135,138731,220884,241897,235989,219234,196776,235360,249831,231789,192148,116555,182483,110473,91074,45647
2010,1146,R,B,13771,53802,62114,56570,74782,120169,117686,110091,98801,90838,110087,116833,100461,76031,45139,69433,39869,31489,14207
2010,1146,R,M,7078,27548,32100,29284,41413,66295,60038,56544,50510,45727,53755,55151,45456,32603,16582,22927,11219,7117,2113
2010,1146,R,F,6693,26254,30014,27286,33370,53874,57648,53547,48291,45111,56332,61682,55005,43428,28557,46506,28650,24372,12095
2010,1154,T,B,8263,30440,35143,34450,46926,61003,57976,55393,53630,50441,60781,68913,59390,45931,25679,41104,24481,20409,9019
2010,1154,T,M,4256,15678,18006,17594,23421,30082,28992,27185,25976,24081,28926,31632,25827,19021,9166,13347,7078,4748,1447
2010,1154,T,F,4007,14762,17138,16857,23505,30922,28984,28208,27654,26360,31856,37282,33563,26910,16513,27757,17404,15662,7572
2010,1154,U,B,5153,19157,22575,21136,32622,41923,40590,39015,36442,32087,37995,44402,40164,31423,16610,24986,13453,11411,5438
2010,1154,U,M,2657,9823,11498,10773,16089,20411,20168,19219,17510,14995,17233,19180,16688,12643,5859,8026,3856,2693,954
2010,1154,U,F,2496,9334,11077,10363,16533,21512,20422,19796,18932,17092,20762,25223,23476,18780,10751,16960,9597,8718,4484
2010,1154,R,B,3110,11283,12568,13314,14305,19081,17386,16378,17188,18355,22787,24511,19226,14508,9069,16119,11029,8999,3582
2010,1154,R,M,1599,5855,6508,6821,7332,9671,8824,7966,8466,9086,11693,12452,9139,6378,3307,5321,3222,2055,493
2010,1154,R,F,1511,5428,6061,6494,6973,9410,8562,8412,8723,9269,11094,12059,10087,8130,5762,10798,7807,6944,3089
2010,1161,T,B,11235,41947,47347,47106,64701,91006,85579,80218,79268,74887,85917,97500,86803,71250,42486,65172,39661,29801,14943
2010,1161,T,M,5821,21526,24369,24039,33374,47229,44272,40127,39020,36423,40889,44612,37724,28848,14775,21482,11687,7053,2480
2010,1161,T,F,5414,20421,22978,23067,31327,43777,41307,40092,40248,38464,45028,52888,49079,42402,27711,43690,27974,22748,12464
2010,1161,U,B,7825,29578,33640,32474,48269,67677,64508,60421,58672,53489,60580,68818,62764,51510,28740,41625,22756,17239,8723
2010,1161,U,M,4055,15159,17314,16501,24739,34645,32964,29905,28554,25492,27825,30208,26262,20385,10033,13818,6687,4255,1596
2010,1161,U,F,3770,14419,16326,15973,23530,33032,31544,30517,30118,27997,32755,38611,36502,31126,18707,27808,16069,12984,7127
2010,1161,R,B,3410,12369,13707,14632,16432,23330,21071,19797,20597,21399,25337,28682,24039,19740,13746,23547,16905,12562,6220
2010,1161,R,M,1766,6367,7056,7538,8635,12585,11308,10222,10466,10931,13064,14404,11463,8464,4743,7664,5000,2798,884
2010,1161,R,F,1644,6002,6652,7094,7797,10745,9763,9575,10131,10468,12273,14278,12577,11277,9004,15883,11905,9765,5337
2010,1166,T,B,10070,36694,40969,39373,55074,82962,78932,72528,67673,63556,78339,87289,75287,56592,30779,45940,28342,25040,12519
2010,1166,T,M,5167,18726,21076,20272,28366,43221,40352,36363,33224,30368,36739,39217,32330,23028,11089,14616,7907,5545,1728
2010,1166,T,F,4904,17968,19893,19101,26708,39742,38580,36165,34449,33188,41601,48073,42957,33564,19690,31324,20435,19495,10791
2010,1166,U,B,7300,26796,30219,28238,41218,61091,59084,55215,50902,46109,56078,63058,55366,41881,21480,30959,17880,15864,8190
2010,1166,U,M,3777,13712,15564,14579,21154,31418,29545,27144,24420,21441,25310,27021,22876,16595,7678,9729,4892,3611,1256
2010,1166,U,F,3523,13084,14655,13659,20064,29673,29539,28071,26483,24668,30768,36037,32491,25287,13803,21231,12988,12254,6934
2010,1166,R,B,2771,9898,10750,11135,13856,21871,19848,17313,16771,17447,22262,24232,19921,14711,9299,14981,10462,9176,4329
2010,1166,R,M,1390,5014,5512,5693,7212,11803,10808,9219,8805,8927,11429,12196,9455,6434,3411,4888,3015,1935,472
2010,1166,R,F,1381,4884,5238,5443,6644,10069,9041,8094,7966,8520,10833,12036,10467,8277,5888,10094,7447,7242,3858
2010,1168,T,B,9932,38277,45890,47092,62520,84432,77955,74700,74194,72027,87403,94291,81920,64626,39711,58704,36816,29748,14440
2010,1168,T,M,5125,19807,23535,24285,31937,43209,39854,37426,36549,35205,42632,44618,36167,27208,14244,19076,11158,7206,2369
2010,1168,T,F,4808,18471,22355,22807,30584,41223,38101,37274,37646,36822,44772,49673,45754,37418,25468,39628,25659,22543,12072
2010,1168,U,B,5777,22406,26675,26368,37408,50497,48181,46126,44777,41802,50067,55274,49959,40242,22588,32005,18213,15441,7911
2010,1168,U,M,3010,11579,13691,13612,19261,25232,23958,22446,21525,19431,23121,24580,21010,16479,8091,10440,5390,3851,1475
2010,1168,U,F,2767,10827,12984,12756,18147,25266,24223,23680,23252,22371,26946,30694,28950,23763,14498,21565,12823,11590,6436
2010,1168,R,B,4155,15872,19215,20724,25113,33935,29774,28574,29418,30225,37337,39018,31961,24384,17123,26699,18603,14308,6529
2010,1168,R,M,2115,8228,9844,10673,12676,17978,15896,14980,15024,15774,19511,20039,15157,10729,6153,8636,5768,3355,894
2010,1168,R,F,2041,7644,9371,10051,12437,15958,13878,13594,14394,14451,17826,18979,16804,13655,10970,18063,12836,10953,5636
2010,1128,T,B,14347,53061,59442,56165,72175,105713,104618,96301,90535,84317,104259,114941,103461,81252,44200,72007,45607,37692,17618
2010,1128,T,M,7319,27110,30675,28907,36974,54787,53710,48176,44407,40290,48739,52003,44536,33575,15544,22724,12375,8154,2540
2010,1128,T,F,7028,25951,28767,27258,35201,50927,50908,48125,46128,44027,55521,62939,58925,47677,28657,49283,33233,29538,15078
2010,1128,U,B,10621,39748,45329,41422,55236,80061,80707,74880,70457,63266,76682,84633,77129,60807,32040,51551,30720,25773,12296
2010,1128,U,M,5400,20257,23427,21253,28066,40911,40506,36567,33856,29602,34578,36856,32052,24421,11036,15679,8158,5790,1944
2010,1128,U,F,5221,19491,21902,20169,27170,39150,40201,38313,36601,33664,42104,47777,45077,36386,21004,35873,22563,19983,10352
2010,1128,R,B,3727,13313,14114,14744,16940,25652,23912,21421,20078,21051,27578,30309,26332,20446,12161,20456,14887,11919,5323
2010,1128,R,M,1919,6853,7248,7655,8908,13876,13204,11609,10552,10688,14161,15147,12484,9155,4508,7046,4217,2364,596
2010,1128,R,F,1808,6461,6866,7089,8032,11777,10708,9812,9527,10364,13417,15162,13848,11291,7653,13410,10670,9555,4727
2010,1170,T,B,14309,53158,61885,60677,80633,118278,118729,114039,112173,97681,113538,131412,121131,98532,57348,87932,52215,44126,19700
2010,1170,T,M,7450,27281,31866,31147,41156,60761,60833,57183,55331,47808,53509,58764,51446,38996,19637,27126,14416,10167,3225
2010,1170,T,F,6859,25877,30019,29531,39477,57517,57896,56857,56842,49874,60030,72649,69685,59536,37711,60806,37799,33960,16475
2010,1170,U,B,11027,41329,48769,46961,63949,93730,94894,92444,91978,77954,89367,103248,97435,80396,46303,69520,39793,33979,15504
2010,1170,U,M,5775,21253,25082,23986,32732,48135,48164,45803,44908,37692,41287,44914,40321,31189,15637,21284,10874,7948,2651
2010,1170,U,F,5252,20076,23688,22975,31217,45595,46730,46642,47070,40262,48081,58334,57114,49208,30666,48236,28919,26031,12853
2010,1170,R,B,3282,11830,13116,13717,16684,24548,23835,21595,20195,19728,24171,28165,23696,18136,11045,18413,12422,10148,4196
2010,1170,R,M,1675,6029,6785,7161,8424,12626,12669,11380,10423,10116,12222,13850,11125,7807,4000,5843,3542,2219,574
2010,1170,R,F,1607,5801,6331,6556,8260,11922,11166,10215,9772,9612,11949,14315,12571,10329,7045,12570,8880,7929,3622
2010,1178,T,B,13877,50625,57064,51170,66423,99722,99899,94560,90356,82592,95469,101261,97363,77458,44357,67121,38772,31884,15580
2010,1178,T,M,7106,25761,29386,26433,33154,49663,50097,47056,44261,39695,44500,44950,40613,31042,15370,20972,10349,6898,2238
2010,1178,T,F,6771,24864,27678,24738,33269,50059,49802,47505,46095,42897,50970,56311,56750,46416,28987,46149,28423,24986,13343
2010,1178,U,B,11387,41579,47008,41275,55444,83444,84597,80444,76512,67923,77094,81168,79180,64006,36192,53919,29597,24553,12153
2010,1178,U,M,5853,21218,24212,21341,27486,41173,42027,39819,37179,32357,35181,34952,32164,25016,12393,16525,7826,5463,1834
2010,1178,U,F,5534,20362,22796,19934,27958,42272,42570,40625,39333,35566,41913,46216,47017,38990,23799,37394,21771,19090,10319
2010,1178,R,B,2490,9046,10056,9896,10979,16278,15302,14116,13844,14670,18376,20093,18183,13452,8166,13202,9175,7332,3428
2010,1178,R,M,1253,4544,5174,5092,5668,8491,8070,7237,7082,7339,9319,9999,8449,6026,2978,4447,2523,1436,404
2010,1178,R,F,1237,4502,4882,4804,5312,7787,7232,6880,6762,7331,9057,10095,9734,7426,5188,8755,6652,5896,3024
2010,1145,T,B,101733,396104,461035,433606,557836,958563,1026342,956879,906369,814797,921647,904720,757290,664533,390201,526435,301893,241659,139993
2010,1145,T,M,52407,202366,235544,222240,281577,467269,505525,473080,452957,400220,438977,413055,327860,276557,156769,189218,96382,67562,31734
2010,1145,T,F,49327,193738,225491,211366,276259,491294,520818,483799,453412,414577,482670,491665,429430,387977,233432,337217,205512,174098,108259
2010,1145,U,B,101733,396104,461035,433606,557836,958563,1026342,956879,906369,814797,921647,904720,757290,664533,390201,526435,301893,241659,139993
2010,1145,U,M,52407,202366,235544,222240,281577,467269,505525,473080,452957,400220,438977,413055,327860,276557,156769,189218,96382,67562,31734
2010,1145,U,F,49327,193738,225491,211366,276259,491294,520818,483799,453412,414577,482670,491665,429430,387977,233432,337217,205512,174098,108259
2010,1145,U,F,49327,193738,225491,211366,276259,491294,520818,483799,453412,414577,482670,491665,429430,387977,233432,337217,205512,174098,108259
2010,1145,U,F,49327,193738,225491,211366,276259,491294,520818,483799,453412,414577,482670,491665,429430,387977,233432,337217,205512,174098,108259
2010,1145,U,F,49327,193738,225491,211366,276259,491294,520818,483799,453412,414577,482670,491665,429430,387977,233432,337217,205512,174098,108259
2010,3100,T,B,143944,530671,607508,550322,736413,1148084,1158191,1064720,987334,889197,1060002,1130992,1011389,785799,402010,613974,372355,281698,140385
2010,3100,T,M,73982,272261,311332,282922,385156,599530,589449,533967,489718,430152,495905,502052,424919,314257,146332,198755,103512,66011,21820
2010,3100,T,F,69962,258410,296176,267401,351257,548554,568742,530753,497616,459045,564097,628941,586470,471542,255678,415219,268843,215687,118566
2010,3100,U,B,118794,435583,500871,448540,621038,970827,986958,909533,842856,744815,872834,923258,834488,665296,335788,507203,295100,225913,117452
2010,3100,U,M,61067,223731,256850,230763,322086,499945,497540,451564,414312,356864,400769,400135,342483,261117,121556,163158,81876,53988,18986
2010,3100,U,F,57727,211853,244022,217777,298953,470882,489418,457969,428545,387952,472066,523124,492005,404180,214232,344045,213224,171926,98466
2010,3100,R,B,25150,95088,106637,101783,115375,177257,171233,155188,144478,144382,187168,207734,176901,120503,66222,106771,77255,55785,22934
2010,3100,R,M,12915,48531,54483,52159,63070,99586,91909,82403,75406,73289,95137,101917,82436,53141,24776,35597,21636,12024,2834
2010,3100,R,F,12235,46557,52155,49624,52305,77672,79324,72785,69072,71094,92031,105817,94465,67363,41446,71174,55619,43761,20100
2010,1186,T,B,7551,27846,32435,28886,33634,51086,52376,49982,47609,41904,50496,55044,50449,35892,17923,27511,18027,11943,5061
2010,1186,T,M,3921,14182,16631,14868,17004,25779,26615,25015,23502,20098,23861,24661,21258,14199,6313,8358,4693,2604,768
2010,1186,T,F,3630,13665,15804,14019,16630,25307,25762,24967,24107,21806,26635,30384,29192,21693,11610,19154,13334,9340,4293
2010,1186,U,B,5897,21845,25348,22233,27887,42242,43054,40706,38369,32513,37787,40119,37793,27981,13754,20326,12642,8622,3880
2010,1186,U,M,3071,11199,12972,11447,13849,20842,21757,20108,18768,15396,17363,17367,15442,10827,4853,6208,3293,1897,622
2010,1186,U,F,2826,10646,12377,10786,14038,21400,21297,20598,19602,17117,20425,22752,22351,17154,8901,14119,9349,6726,3258
2010,1186,R,B,1654,6002,7087,6654,5747,8844,9323,9276,9240,9391,12709,14925,12656,7911,4169,7185,5385,3321,1181
2010,1186,R,M,850,2983,3660,3421,3155,4937,4858,4907,4734,4702,6498,7294,5816,3372,1460,2150,1400,707,147
2010,1186,R,F,804,3019,3428,3233,2593,3907,4465,4369,4506,4689,6211,7632,6841,4539,2709,5035,3985,2614,1035
2010,1187,T,B,11398,43288,49953,45813,52306,72649,81103,75813,68964,62047,76715,80460,64385,41534,20236,28491,15723,10288,4434
2010,1187,T,M,5839,22028,25488,23308,27196,37689,41943,38482,34318,30511,36686,36758,28057,16540,7099,9124,4052,2087,587
2010,1187,T,F,5559,21260,24466,22505,25110,34960,39160,37332,34647,31536,40029,43702,36328,24994,13137,19367,11671,8202,3847
2010,1187,U,B,8556,32896,38631,34765,42126,58023,64803,60567,54840,46770,56418,59195,48566,32304,15838,20834,10464,6999,3094
2010,1187,U,M,4399,16786,19687,17759,21744,29584,32754,30126,26760,22553,26056,26173,20616,12558,5457,6570,2645,1430,462
2010,1187,U,F,4157,16110,18944,17006,20382,28439,32049,30441,28080,24217,30363,33022,27950,19747,10381,14264,7819,5569,2632
2010,1187,R,B,2843,10392,11322,11049,10180,14627,16300,15247,14125,15278,20297,21265,15819,9230,4398,7657,5259,3290,1341
2010,1187,R,M,1440,5242,5801,5550,5452,8106,9189,8356,7558,7958,10630,10585,7441,3983,1642,2554,1407,657,126
2010,1187,R,F,1403,5150,5522,5499,4728,6521,7111,6891,6567,7320,9667,10681,8378,5248,2756,5103,3852,2633,1215
2010,1111,T,B,15076,56400,63912,57108,67024,101158,103916,98574,87067,77680,93696,103590,94849,65433,34649,49154,30374,22020,9511
2010,1111,T,M,7737,28968,32778,29094,34801,53079,53463,49912,43402,38244,45101,47475,40932,26542,12641,15787,8272,4991,1350
2010,1111,T,F,7339,27432,31134,28014,32223,48079,50453,48662,43665,39437,48596,56115,53917,38892,22008,33367,22103,17029,8161
