Year,Sex,CCl,Cause,Drac0,Drac1,Drac5,Drac10,Drac15,Drac20,Drac25,Drac30,Drac35,Drac40,Drac45,Drac50,Drac55,Drac60,Drac65,Drac70,Drac75,Drac80,Drac85
1974,M,9,115,0,0,0,0,2,5,8,20,33,51,66,89,126,141,177,217,214,188,74
1974,M,9,116,0,0,0,0,1,2,6,11,20,27,31,33,43,49,54,76,44,70,74
1974,M,9,117,0,0,0,0,0,0,0,0,1,1,2,1,7,6,7,7,22,9,7
1974,M,9,118,10,26,8,8,6,7,6,9,10,16,20,34,42,54,82,117,123,153,104
1974,M,9,119,74,3,1,1,1,1,2,3,3,6,8,12,16,32,62,97,160,271,341
1974,M,9,120,586,5,0,0,1,2,5,9,8,10,25,28,39,50,63,71,98,96,104
1974,M,9,121,177,9,5,2,3,5,4,11,17,23,33,41,57,77,115,127,177,227,260
1974,M,9,122,0,0,0,0,0,0,2,6,6,10,12,21,15,23,17,15,9,9,0
1974,M,9,123,4,2,1,2,3,6,13,35,50,95,140,227,309,335,394,462,505,547,415
1974,M,9,124,0,0,0,0,0,0,1,1,4,7,12,19,33,74,146,223,361,429,467
1974,M,9,125,15,1,0,0,2,3,4,10,10,14,18,23,28,43,61,90,101,92,67
1974,M,9,126,3,0,0,0,1,7,19,39,44,52,54,53,54,55,67,72,57,136,82
1974,M,9,127,67,7,3,3,4,5,8,11,16,24,33,35,53,62,75,91,149,153,104
1974,M,9,128,3,1,1,1,2,3,4,6,7,8,9,11,12,12,12,12,15,22,30
1974,M,9,129,4,2,4,7,16,20,28,39,51,65,70,87,92,104,96,142,129,140,245
1974,M,9,130,11,2,1,1,2,4,5,8,7,16,18,30,44,63,94,141,232,241,245
1974,M,9,131,2,0,0,0,0,1,1,2,2,5,5,14,15,24,40,53,88,52,74
1974,M,9,132,6,1,1,1,1,1,2,3,5,8,7,9,21,22,25,37,39,44,89
1974,M,9,133,0,0,0,0,0,0,0,0,0,0,1,3,24,71,240,574,1061,1360,1713
1974,M,9,134,1,0,0,0,0,0,0,1,1,0,2,2,1,4,5,8,13,9,44
1974,M,9,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,142,48,1,1,1,3,1,3,3,4,6,6,7,10,14,10,12,22,44,15
1974,M,9,143,11,6,4,5,3,2,2,1,3,3,3,12,11,12,12,17,18,22,7
1974,M,9,144,8,0,1,1,3,2,3,2,4,6,6,12,10,12,16,20,11,13,96
1974,M,9,145,269,13,4,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,7
1974,M,9,146,179,16,4,3,2,1,1,1,1,0,1,0,0,1,0,1,0,0,0
1974,M,9,147,1482,58,23,16,18,11,6,3,4,3,2,0,1,0,0,0,0,0,0
1974,M,9,148,111,5,1,1,3,1,3,2,2,1,2,2,2,0,0,1,0,0,0
1974,M,9,149,442,10,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,150,1031,40,18,9,11,7,4,5,3,5,3,6,4,4,2,4,13,9,0
1974,M,9,151,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,152,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,153,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,154,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,155,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,156,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,157,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,M,9,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,564
1974,M,9,159,161,16,10,6,14,35,44,57,69,69,73,94,82,76,85,140,184,219,526
1974,M,9,160,20,23,33,33,170,332,321,325,333,310,229,240,184,152,143,109,85,122,96
1974,M,9,161,7,39,74,38,87,157,159,195,193,215,203,176,199,176,180,187,206,267,282
1974,M,9,162,2,10,14,16,72,154,148,187,172,171,169,150,144,121,131,148,153,175,215
1974,M,9,163,5,2,1,1,33,100,218,467,598,767,710,605,479,364,229,146,70,31,96
1974,M,9,164,65,103,21,15,30,67,89,147,170,181,173,160,180,163,164,141,175,175,252
1974,M,9,165,11,1,1,1,2,1,1,3,3,3,4,4,3,3,3,4,4,9,7
1974,M,9,166,28,21,14,16,37,80,87,104,103,105,106,109,110,104,114,124,214,337,423
1974,M,9,167,45,56,14,10,15,27,42,53,50,60,65,69,67,55,68,64,85,157,163
1974,M,9,168,25,124,201,79,142,321,332,366,384,358,280,229,210,145,145,128,123,153,148
1974,M,9,169,500,27,11,6,15,30,52,112,129,158,159,142,141,109,91,83,72,61,67
1974,M,9,170,0,2,8,25,32,18,11,9,11,6,7,11,3,6,3,1,4,4,0
1974,M,9,171,5,11,18,24,50,67,66,61,56,47,47,34,26,24,17,19,13,4,7
1974,M,9,172,246,78,60,62,145,257,274,359,377,407,397,352,312,272,284,288,282,507,638
1974,M,9,173,0,0,0,34,245,550,675,873,898,1016,990,900,881,717,794,812,700,997,994
1974,M,9,174,89,13,14,20,134,224,236,222,213,208,185,160,151,122,109,110,136,114,208
1974,M,9,175,47,3,3,4,34,64,79,106,110,114,112,103,82,79,81,77,59,61,148
1975,M,9,0,26405,1600,796,685,1685,3127,3784,5353,6689,9071,11723,15862,22328,32451,47527,70878,106571,157159,228207
1975,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,2,0,0,0,0,0,1,1,2,1,0,0,0,1,1,1,1,0,0,0
1975,M,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1975,M,9,4,22,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,4,0
1975,M,9,5,162,25,4,1,0,0,1,1,1,1,3,2,7,8,9,16,26,64,37
1975,M,9,6,18,1,0,1,0,0,0,1,2,1,1,1,1,2,3,3,4,8,7
1975,M,9,7,149,7,0,0,0,0,1,0,0,0,1,1,1,1,2,3,4,8,15
1975,M,9,8,402,27,0,1,0,1,1,1,1,2,2,4,2,5,5,10,6,8,30
1975,M,9,9,5,2,4,1,6,23,55,144,236,341,436,591,787,1006,1107,1125,1124,819,594
1975,M,9,10,3,3,1,1,1,2,1,1,1,3,2,4,2,4,3,3,2,13,22
1975,M,9,11,1,0,1,0,0,0,0,1,1,2,1,2,2,2,7,2,2,0,0
1975,M,9,12,0,0,0,0,0,0,1,2,3,2,2,4,3,1,4,6,6,4,7
1975,M,9,13,1,0,0,0,0,0,1,2,2,4,3,5,7,10,7,13,19,13,7
1975,M,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1975,M,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1975,M,9,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,22,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,4,0
1975,M,9,23,138,24,4,2,3,2,2,5,4,4,3,2,3,4,3,4,4,13,15
1975,M,9,24,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,4,4,0,0
1975,M,9,25,1423,30,9,8,10,7,10,7,9,12,14,18,22,23,27,30,39,21,89
1975,M,9,26,16,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,4,0
1975,M,9,27,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1975,M,9,28,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,29,14,0,0,0,1,1,2,1,2,1,1,2,1,1,2,2,0,4,0
1975,M,9,30,58,13,4,3,3,5,5,5,6,6,8,10,12,15,16,13,28,21,22
1975,M,9,31,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1975,M,9,32,41,6,1,1,1,1,2,2,2,2,2,1,3,2,1,3,0,0,7
1975,M,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1975,M,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1975,M,9,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1975,M,9,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,37,0,0,0,0,0,0,0,0,0,1,2,2,3,6,4,2,2,0,0
1975,M,9,38,5,0,0,0,0,0,0,3,0,0,1,1,2,1,1,2,2,0,0
1975,M,9,39,0,0,1,0,0,1,1,1,3,4,6,4,11,10,6,8,11,8,15
1975,M,9,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,13,0
1975,M,9,41,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0
1975,M,9,42,31,1,1,0,0,1,1,1,1,1,3,2,3,4,3,3,4,4,7
1975,M,9,43,1,0,0,0,0,0,1,1,2,3,2,4,5,7,5,9,13,8,0
1975,M,9,44,3,0,0,0,1,0,1,1,1,0,0,1,0,1,2,1,0,0,0
1975,M,9,45,0,0,0,1,1,1,3,3,10,26,46,83,123,153,234,242,291,399,304
1975,M,9,46,0,0,0,0,0,0,1,3,5,23,66,136,198,336,499,695,861,819,675
1975,M,9,47,2,0,0,1,2,7,25,80,184,391,699,1125,1876,2895,3859,4715,4674,3846,2114
1975,M,9,48,0,0,0,0,1,1,2,3,6,9,10,19,30,47,66,93,99,98,67
1975,M,9,49,0,1,1,1,2,3,7,10,16,30,52,84,144,214,295,417,549,569,319
1975,M,9,50,2,0,0,0,1,5,6,11,21,33,52,85,166,276,386,529,555,603,467
1975,M,9,51,5,6,3,3,3,6,10,20,38,74,165,296,459,689,907,1075,1046,887,705
1975,M,9,52,1,0,0,0,0,0,1,5,15,51,91,148,196,258,264,283,286,153,96
1975,M,9,53,2,1,1,1,1,5,8,30,74,248,623,1178,2051,2908,3645,3871,3260,1915,883
1975,M,9,54,3,1,0,2,2,2,2,2,2,7,16,18,30,37,39,26,24,21,15
1975,M,9,55,2,2,3,5,12,9,7,6,11,18,22,36,59,85,103,112,123,119,74
1975,M,9,56,0,0,0,0,1,2,4,5,6,9,16,19,29,35,52,78,121,204,245
1975,M,9,57,0,0,0,0,0,0,0,0,1,1,4,6,6,8,11,25,19,17,37
1975,M,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,61,0,0,0,0,1,1,1,1,2,3,7,21,55,142,301,506,695,951,801
1975,M,9,62,0,1,0,1,3,5,6,6,6,6,5,10,13,22,34,67,56,76,82
1975,M,9,63,13,9,4,2,1,2,4,5,12,27,65,124,220,371,546,767,941,934,616
1975,M,9,64,8,24,14,15,17,15,22,25,34,57,89,126,163,208,246,251,254,263,289
1975,M,9,65,20,42,35,27,26,20,21,21,23,34,45,68,113,145,195,232,217,144,126
1975,M,9,66,14,17,14,11,12,16,20,25,29,33,59,76,109,162,197,197,237,149,82
1975,M,9,67,30,10,10,9,9,12,15,25,25,39,50,64,93,90,94,127,101,106,126
1975,M,9,68,0,0,1,2,2,4,7,10,15,18,21,29,39,63,80,107,105,76,52
1975,M,9,69,36,2,1,1,2,2,2,1,4,4,4,5,7,6,11,17,24,42,59
1975,M,9,70,37,3,0,0,0,1,1,0,1,1,2,6,3,2,2,2,9,4,7
1975,M,9,71,67,5,2,1,2,5,2,2,3,5,6,8,9,12,15,23,26,21,22
1975,M,9,72,30,6,1,2,3,2,3,2,4,4,5,8,7,10,11,13,6,17,15
1975,M,9,73,0,0,0,0,0,1,5,9,10,12,11,12,9,8,2,9,4,0,15
1975,M,9,74,1,0,0,1,1,2,2,2,5,4,6,8,10,9,21,28,34,51,30
1975,M,9,75,0,0,0,0,0,2,13,33,44,50,62,65,55,47,44,25,11,13,7
1975,M,9,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
1975,M,9,77,5,1,5,5,7,4,3,2,1,1,2,1,3,1,1,0,6,0,7
1975,M,9,78,121,19,8,7,7,7,6,10,15,13,17,19,18,12,13,18,13,8,15
1975,M,9,79,0,0,0,0,0,1,2,3,5,6,6,7,3,7,5,9,11,8,45
1975,M,9,80,79,19,7,7,11,11,9,14,19,23,27,32,27,26,20,11,11,51,67
1975,M,9,81,5,13,15,21,23,35,31,39,33,35,43,44,36,34,26,25,13,13,7
1975,M,9,82,22,2,0,0,1,1,1,1,2,1,3,2,1,2,2,1,0,0,0
1975,M,9,83,185,38,19,15,16,10,12,8,10,17,21,30,42,48,58,87,90,123,141
1975,M,9,84,0,1,1,4,5,5,6,11,19,22,26,23,24,13,13,3,17,4,7
1975,M,9,85,0,0,0,5,29,36,52,96,146,185,200,216,232,215,171,125,127,229,304
1975,M,9,86,0,0,0,0,1,2,4,12,29,43,70,96,108,145,199,242,360,467,660
1975,M,9,87,0,0,0,0,0,1,2,4,8,10,14,22,24,27,30,29,37,21,45
1975,M,9,88,0,0,0,0,0,0,0,1,1,1,2,4,4,5,7,10,9,13,15
1975,M,9,89,0,0,0,0,0,0,2,9,20,27,45,70,97,126,160,227,355,475,527
1975,M,9,90,0,0,0,0,0,0,2,7,17,40,67,130,201,293,408,464,405,365,289
1975,M,9,91,0,0,0,0,1,5,20,76,141,256,432,739,1106,1502,1919,2324,2676,2326,2203
1975,M,9,92,0,0,0,0,0,0,2,10,13,43,79,180,347,569,925,1481,1929,2632,3390
1975,M,9,93,0,0,0,0,1,4,21,73,160,368,658,1225,2078,4255,8215,15978,30797,55325,92856
1975,M,9,94,0,0,0,0,0,1,2,6,11,27,44,102,142,172,221,246,233,335,200
1975,M,9,95,0,0,0,0,2,13,43,127,241,420,607,830,1053,1344,1748,2387,3447,4759,7463
1975,M,9,96,0,0,0,0,2,2,3,5,8,10,11,16,18,21,17,36,73,110,148
1975,M,9,97,7,6,6,5,15,24,34,57,92,118,164,188,224,329,637,986,1824,2921,5891
1975,M,9,98,0,0,0,0,1,3,15,47,103,202,383,798,1418,2199,3394,4873,6859,8452,9986
1975,M,9,99,0,0,1,1,5,15,30,51,81,145,246,536,1030,2424,4811,9386,17575,29883,45359
1975,M,9,100,0,0,0,0,3,7,10,17,35,69,105,166,311,616,1072,2107,4099,7952,14311
1975,M,9,101,0,0,0,0,1,2,3,5,9,12,18,26,34,47,65,85,99,132,104
1975,M,9,102,2,0,1,1,2,2,3,3,2,4,3,5,12,16,20,52,75,153,237
1975,M,9,103,1164,62,6,2,1,2,1,2,1,2,3,2,0,2,1,4,17,17,22
1975,M,9,104,588,47,9,8,7,7,10,11,13,20,19,18,39,49,90,121,222,340,579
1975,M,9,105,818,40,4,1,0,1,1,2,3,5,5,7,9,11,8,12,15,25,45
1975,M,9,106,12,6,1,1,2,4,6,21,25,45,53,50,58,83,75,77,90,144,134
1975,M,9,107,6937,330,40,19,23,24,28,63,64,100,124,157,205,250,319,448,603,875,1373
1975,M,9,108,0,1,0,0,0,1,2,4,11,40,73,155,294,599,1194,2282,3815,6139,9296
1975,M,9,109,0,0,0,1,1,2,2,2,8,11,16,35,45,82,141,265,342,365,475
1975,M,9,110,0,0,0,0,0,0,2,7,11,24,39,70,120,154,243,380,547,734,831
1975,M,9,111,0,0,0,0,0,0,0,0,2,7,14,25,18,30,34,30,39,38,45
1975,M,9,112,85,8,4,1,1,6,9,18,29,56,80,104,149,136,123,142,170,157,260
1975,M,9,113,2,4,1,2,4,7,12,38,69,199,365,665,1142,1917,3066,4796,6976,9684,11885
1975,M,9,114,59,2,2,1,2,4,4,6,8,14,15,21,28,41,54,85,108,170,171
1975,M,9,115,0,0,0,0,1,4,9,20,38,50,69,96,136,134,197,233,228,166,171
1975,M,9,116,1,0,0,0,1,3,4,10,23,26,34,38,51,61,82,89,80,55,67
1975,M,9,117,1,0,0,0,0,0,1,1,0,1,2,4,3,1,14,10,17,55,15
1975,M,9,118,5,17,9,7,8,6,8,6,10,17,25,28,39,52,71,94,125,127,126
1975,M,9,119,55,2,0,1,1,2,2,2,4,5,7,12,15,26,48,80,151,204,304
1975,M,9,120,529,5,1,1,1,2,4,8,9,12,27,34,45,55,73,87,123,85,96
1975,M,9,121,171,9,4,4,4,6,7,10,16,21,30,47,57,87,108,124,183,221,200
1975,M,9,122,0,0,0,0,0,0,3,5,12,14,16,17,17,21,17,15,19,13,0
1975,M,9,123,0,0,1,2,4,6,12,36,62,96,157,230,320,353,390,379,465,535,393
1975,M,9,124,1,0,0,0,0,1,1,2,4,6,13,19,38,65,117,208,370,412,401
1975,M,9,125,13,2,1,1,2,3,3,10,13,16,20,26,30,38,55,83,75,98,67
1975,M,9,126,1,0,1,0,1,6,19,47,49,62,56,57,67,70,68,87,84,110,74
1975,M,9,127,104,10,3,2,6,6,10,17,19,25,32,45,69,67,72,105,129,106,89
1975,M,9,128,2,1,0,1,3,3,4,6,7,9,11,13,13,16,15,12,26,25,30
1975,M,9,129,5,3,3,5,16,22,30,42,49,61,76,97,96,114,114,143,168,204,148
1975,M,9,130,13,1,1,2,3,4,6,9,12,17,21,30,42,62,118,149,200,293,223
1975,M,9,131,1,0,0,0,0,0,2,1,2,3,6,14,14,26,52,59,60,93,67
1975,M,9,132,5,1,1,1,1,2,4,5,4,10,13,13,25,21,23,23,67,55,119
1975,M,9,133,0,0,0,0,0,0,0,0,0,0,1,5,19,81,211,555,1046,1617,1573
1975,M,9,134,4,1,0,0,0,1,1,1,2,1,1,1,3,3,3,6,6,21,59
1975,M,9,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,142,70,1,1,1,2,3,2,3,4,5,6,12,8,16,18,16,39,34,30
1975,M,9,143,5,3,5,6,3,3,2,3,5,4,5,10,10,13,15,15,22,13,0
1975,M,9,144,7,0,1,2,3,1,3,3,4,5,7,8,7,13,17,19,19,51,89
1975,M,9,145,280,17,6,3,3,2,1,0,1,0,1,0,1,0,0,1,0,0,7
1975,M,9,146,212,24,9,5,4,2,1,1,1,0,1,0,1,0,1,1,0,0,7
1975,M,9,147,1542,58,24,12,13,8,5,3,4,1,1,0,1,0,0,0,0,0,0
1975,M,9,148,86,4,1,1,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0
1975,M,9,149,437,9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,150,1021,36,16,13,10,10,5,2,5,3,5,7,4,2,2,0,2,13,15
1975,M,9,151,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,152,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,153,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,154,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,155,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,156,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,157,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,M,9,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,586
1975,M,9,159,159,14,5,6,14,29,39,64,61,85,71,69,84,69,72,126,177,225,497
1975,M,9,160,14,21,34,37,181,360,327,325,324,321,292,237,201,144,144,131,105,127,119
1975,M,9,161,12,38,69,42,91,156,172,195,210,213,216,177,192,173,179,221,254,301,467
1975,M,9,162,5,13,14,18,78,157,159,183,182,178,185,149,147,121,130,131,142,242,260
1975,M,9,163,2,1,1,1,28,113,235,466,607,812,751,653,477,404,277,151,69,34,45
1975,M,9,164,69,102,22,19,35,70,96,145,178,195,202,166,163,166,165,149,179,250,208
1975,M,9,165,11,1,1,1,2,1,1,3,3,3,4,4,4,4,3,4,4,4,7
1975,M,9,166,35,22,13,14,39,79,98,115,115,118,113,107,92,119,135,128,183,263,482
1975,M,9,167,27,63,17,12,16,26,35,52,56,63,71,63,72,66,69,96,144,174,185
1975,M,9,168,22,102,172,77,139,317,318,367,362,351,295,245,205,168,145,114,110,98,237
1975,M,9,169,523,23,7,9,15,28,55,84,112,133,143,133,132,118,105,69,69,64,52
1975,M,9,170,0,2,9,25,28,17,14,13,7,8,8,6,7,4,3,6,4,0,0
1975,M,9,171,5,11,14,19,45,67,55,58,59,49,44,36,22,21,13,10,11,4,0
1975,M,9,172,243,84,51,59,149,276,304,376,398,431,411,369,357,301,274,285,344,408,460
1975,M,9,173,0,0,0,31,248,584,709,902,957,1048,1052,948,920,776,803,838,850,959,1180
1975,M,9,174,81,8,13,23,141,244,259,250,235,236,202,182,154,137,132,105,110,140,208
1975,M,9,175,60,6,5,8,33,65,81,102,113,125,118,108,111,94,83,79,84,72,230
1976,M,9,0,27975,1617,827,655,1698,3188,3871,5291,6849,9226,12262,16373,22754,33161,47336,70499,105589,156755,224996
1976,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,2,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
1976,M,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
1976,M,9,4,70,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7
1976,M,9,5,114,11,1,1,0,0,1,1,1,0,2,2,3,3,8,8,11,21,15
1976,M,9,6,28,2,1,1,0,1,1,1,1,1,2,1,1,1,1,4,4,8,15
1976,M,9,7,189,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,0
1976,M,9,8,525,22,1,0,1,0,0,1,1,1,1,3,3,5,5,3,11,12,22
1976,M,9,9,5,2,2,1,3,22,56,130,227,304,452,549,703,853,1001,1040,884,720,651
1976,M,9,10,3,2,0,0,0,1,1,0,1,2,1,1,6,3,4,5,0,12,15
1976,M,9,11,0,0,1,0,0,0,0,0,2,0,2,1,2,2,4,3,4,0,7
1976,M,9,12,0,0,0,0,0,0,1,1,1,1,2,2,5,7,6,12,6,8,7
1976,M,9,13,1,0,0,0,0,0,1,2,1,3,5,6,7,12,8,14,17,8,7
1976,M,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1976,M,9,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,4,0
1976,M,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1976,M,9,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,22,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,0
1976,M,9,23,169,26,5,6,4,2,3,3,2,4,6,5,3,5,4,4,15,0,0
1976,M,9,24,0,0,0,1,0,0,0,0,0,1,1,2,2,3,4,4,0,0,7
1976,M,9,25,1845,31,6,7,7,9,7,9,12,17,16,19,22,30,27,25,36,29,74
1976,M,9,26,14,1,0,0,0,0,1,1,0,1,2,1,2,2,1,3,2,0,7
1976,M,9,27,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0
1976,M,9,28,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,29,12,2,1,1,1,1,1,1,1,3,2,2,2,2,1,0,2,0,0
1976,M,9,30,66,9,3,3,4,5,7,5,8,6,7,8,11,13,12,23,19,21,37
1976,M,9,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1976,M,9,32,44,2,1,0,1,1,0,0,2,0,1,2,1,2,4,2,6,4,0
1976,M,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,37,5,0,0,0,0,0,1,1,0,1,1,0,6,4,4,7,8,4,0
1976,M,9,38,1,2,1,0,0,0,0,2,1,0,0,1,2,1,2,0,8,0,0
1976,M,9,39,0,0,0,0,0,0,1,2,2,4,3,4,7,7,6,9,19,8,7
1976,M,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,M,9,41,2,0,1,0,0,0,0,0,1,1,1,1,3,1,2,1,6,0,0
1976,M,9,42,27,1,1,1,1,0,1,1,1,1,3,1,4,3,3,6,6,0,7
1976,M,9,43,0,0,0,0,0,0,1,2,1,2,3,4,5,9,6,11,11,8,0
1976,M,9,44,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1976,M,9,45,1,2,1,0,2,3,2,4,10,24,44,85,131,165,215,232,347,416,355
1976,M,9,46,0,0,0,0,0,0,1,1,6,22,60,121,224,340,491,650,922,890,733
1976,M,9,47,0,0,2,0,2,8,17,67,180,371,700,1074,1750,2787,3715,4541,4770,3952,2428
1976,M,9,48,0,1,0,0,1,1,1,4,6,8,10,18,29,50,68,87,104,96,81
1976,M,9,49,1,2,1,1,2,3,3,13,15,27,52,90,127,239,308,394,556,483,407
1976,M,9,50,1,0,0,0,1,4,8,9,19,31,55,91,154,282,370,544,687,670,414
1976,M,9,51,11,4,3,2,3,7,9,23,39,85,164,292,470,673,912,1007,1072,1140,659
1976,M,9,52,0,0,0,0,0,1,1,5,17,46,93,166,221,278,303,318,271,241,104
1976,M,9,53,0,1,1,1,2,5,9,30,78,264,668,1237,2040,2982,3654,3911,3292,2255,1029
1976,M,9,54,2,0,0,1,1,3,2,3,3,6,10,19,33,36,45,28,27,29,22
