Year,Sex,CCl,Cause,Drac0,Drac1,Drac5,Drac10,Drac15,Drac20,Drac25,Drac30,Drac35,Drac40,Drac45,Drac50,Drac55,Drac60,Drac65,Drac70,Drac75,Drac80,Drac85
1959,M,9,0,46724,3201,1266,973,1762,2443,3132,3953,4883,6345,8795,13611,20812,31237,43574,63663,91234,131990,189845
1959,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,2,5,2,2,2,5,4,3,2,2,4,5,2,3,4,5,7,11,12,22
1959,M,9,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1959,M,9,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1959,M,9,5,462,44,3,1,0,0,0,1,1,1,2,3,4,8,10,15,22,31,44
1959,M,9,6,7,2,1,1,0,1,1,1,1,1,1,1,3,2,2,3,3,6,11
1959,M,9,7,187,11,1,0,0,0,0,0,0,0,0,0,1,2,2,5,6,6,11
1959,M,9,8,1465,201,10,4,3,2,1,4,5,7,10,12,19,39,55,79,114,168,242
1959,M,9,9,411,110,23,18,54,165,362,628,776,856,1191,1454,2227,1147,1611,2343,3384,4893,7045
1959,M,9,10,328,115,27,16,14,11,8,12,15,14,19,16,25,9,13,18,28,37,55
1959,M,9,11,17,3,2,1,2,3,3,3,4,2,3,6,10,7,9,13,19,31,44
1959,M,9,12,9,8,6,6,9,9,6,7,9,7,10,13,21,22,30,44,64,93,132
1959,M,9,13,62,12,4,3,4,5,7,6,8,7,9,14,21,13,19,26,39,56,77
1959,M,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,6,0
1959,M,9,16,1,1,0,0,0,0,1,1,1,1,1,4,6,4,7,10,14,19,33
1959,M,9,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,18,57,83,67,31,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1959,M,9,19,661,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,20,8,2,1,1,0,1,0,0,0,0,0,1,1,1,1,2,3,0,0
1959,M,9,21,16,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,22,12,0,0,0,0,0,0,0,0,0,0,1,1,4,6,8,11,19,22
1959,M,9,23,140,17,6,5,4,3,4,4,5,4,6,6,10,4,6,10,14,19,33
1959,M,9,24,11,4,9,7,2,2,1,2,2,1,2,5,7,4,5,7,11,12,22
1959,M,9,25,563,11,5,4,4,4,5,7,8,12,17,16,25,22,31,46,67,93,132
1959,M,9,26,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,3,0,0
1959,M,9,27,36,10,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1959,M,9,28,548,179,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,29,194,25,9,7,8,6,7,9,11,8,11,12,18,9,13,18,22,31,44
1959,M,9,30,65,25,5,4,6,8,7,8,10,8,12,18,29,34,49,72,103,149,220
1959,M,9,31,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,3,6,0
1959,M,9,32,113,27,8,4,4,3,3,3,4,4,5,6,10,5,7,10,14,19,33
1959,M,9,33,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,6,0
1959,M,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,37,9,1,0,0,0,1,1,3,3,7,9,9,14,12,17,26,36,56,77
1959,M,9,38,9,5,2,2,1,2,2,5,3,2,3,5,7,4,6,8,11,19,22
1959,M,9,39,5,3,2,2,1,10,4,4,5,7,10,11,18,10,14,20,28,44,55
1959,M,9,40,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,3,0,0
1959,M,9,41,1,0,0,0,0,1,1,0,1,1,1,1,2,1,1,2,3,6,11
1959,M,9,42,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,3,6,0
1959,M,9,43,44,9,3,2,3,3,5,4,5,4,6,10,15,10,13,20,28,37,55
1959,M,9,44,20,5,1,1,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0
1959,M,9,45,1,0,0,0,0,1,2,5,6,17,23,53,81,99,139,202,290,423,604
1959,M,9,46,1,0,0,0,0,1,2,7,8,58,80,250,384,633,889,1294,1866,2698,3891
1959,M,9,47,1,0,0,1,2,10,35,129,159,609,847,1834,2809,3475,4878,7099,10246,14822,21354
1959,M,9,48,0,0,0,0,0,1,1,2,3,9,9,25,38,57,79,116,153,224,319
1959,M,9,49,1,0,0,0,1,1,2,6,8,23,36,81,124,151,211,307,460,665,956
1959,M,9,50,0,0,0,0,1,3,4,8,10,18,25,49,75,96,134,195,281,404,582
1959,M,9,51,4,3,2,2,4,9,12,29,36,98,136,301,460,568,798,1161,1677,2425,3495
1959,M,9,52,0,0,0,0,0,0,1,7,8,34,48,80,124,94,132,192,279,404,582
1959,M,9,53,1,0,1,1,2,4,11,34,42,246,343,987,1511,1189,1669,2440,3523,5098,7352
1959,M,9,54,1,0,0,0,0,1,0,1,1,4,5,7,12,14,20,18,25,31,44
1959,M,9,55,6,8,5,4,8,8,5,8,10,14,20,28,42,33,47,67,97,143,198
1959,M,9,56,1,1,0,0,1,1,1,1,2,4,6,11,16,29,41,59,86,124,176
1959,M,9,57,0,0,0,0,0,0,0,1,1,1,1,3,4,4,6,8,14,19,22
1959,M,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,61,1,1,1,1,1,2,2,4,5,12,16,49,75,144,202,294,423,609,879
1959,M,9,62,0,0,0,0,0,0,0,1,1,3,4,9,14,27,37,54,78,112,165
1959,M,9,63,2,3,2,2,2,3,5,9,11,27,37,96,148,281,394,574,827,1200,1725
1959,M,9,64,11,20,14,12,20,19,14,25,31,53,74,117,179,167,234,341,490,709,1022
1959,M,9,65,24,24,23,19,22,20,20,24,29,33,45,66,101,67,94,138,198,286,407
1959,M,9,66,31,21,21,17,19,18,17,21,26,29,40,58,88,60,84,121,175,255,363
1959,M,9,67,30,11,10,9,10,11,12,21,27,48,67,110,168,133,187,272,393,566,813
1959,M,9,68,0,1,2,3,4,5,4,7,9,9,13,18,28,22,31,46,64,93,132
1959,M,9,69,9,1,1,1,1,2,3,3,4,4,6,6,10,7,10,15,22,31,44
1959,M,9,70,162,25,2,1,1,1,1,1,2,2,3,4,7,12,17,25,36,50,77
1959,M,9,71,36,5,5,4,3,4,4,3,4,4,6,6,10,11,14,21,31,44,66
1959,M,9,72,35,5,5,3,3,4,4,3,3,4,6,6,10,10,14,20,28,44,66
1959,M,9,73,0,0,0,0,0,0,1,2,2,2,3,3,5,1,1,2,3,6,11
1959,M,9,74,1,0,1,1,2,2,3,4,5,3,4,5,8,14,20,28,42,56,88
1959,M,9,75,1,0,1,1,2,5,8,20,25,26,36,39,60,29,41,59,86,124,176
1959,M,9,76,4,1,0,0,1,1,1,1,2,2,2,2,3,2,2,3,6,6,11
1959,M,9,77,239,8,3,2,1,1,0,0,0,0,0,0,0,1,1,2,3,0,0
1959,M,9,78,252,35,13,10,10,8,10,12,15,13,18,19,29,14,20,38,53,62,88
1959,M,9,79,89,12,4,3,3,3,3,3,4,4,6,5,8,4,5,7,11,12,22
1959,M,9,80,293,38,13,10,11,9,10,12,15,16,22,21,33,15,21,21,36,68,99
1959,M,9,81,100,15,10,9,19,19,17,21,26,23,32,29,44,32,45,66,95,137,198
1959,M,9,82,84,4,2,2,7,5,3,3,3,3,4,3,5,3,3,7,8,12,22
1959,M,9,83,761,46,10,8,15,14,13,16,19,19,27,28,44,44,62,90,125,180,264
1959,M,9,84,4,3,6,6,13,12,14,21,26,33,45,45,70,81,113,164,237,342,495
1959,M,9,85,11,14,34,36,79,86,99,153,188,249,346,394,603,1103,1547,2252,3250,4700,6770
1959,M,9,86,0,0,0,0,0,1,2,9,9,30,36,78,119,121,145,212,242,323,418
1959,M,9,87,0,0,0,0,0,2,3,7,9,14,19,30,46,25,35,51,72,106,154
1959,M,9,88,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,14,19,22
1959,M,9,89,0,0,0,0,0,5,8,11,13,53,74,166,254,386,542,789,1139,1648,2374
1959,M,9,90,0,0,0,0,0,0,1,4,5,33,45,114,174,159,247,325,434,628,901
1959,M,9,91,0,0,0,0,1,6,14,48,60,202,280,559,857,861,1209,1760,2540,3675,5286
1959,M,9,92,0,0,0,0,0,0,0,2,5,22,38,111,169,284,427,620,964,1424,2099
1959,M,9,93,0,0,0,0,0,2,7,34,42,181,252,782,1198,4505,6298,9187,13285,19218,27695
1959,M,9,94,0,0,0,0,0,1,1,3,3,12,21,43,83,83,104,133,192,199,154
1959,M,9,95,0,0,0,0,0,2,5,24,32,91,121,169,249,277,389,567,819,1293,1956
1959,M,9,96,1,1,2,2,4,5,5,8,10,13,18,30,46,109,153,236,348,497,703
1959,M,9,97,22,5,8,8,21,22,29,50,61,104,147,223,335,1073,1519,2230,3217,4620,6693
1959,M,9,98,0,0,0,0,2,5,10,30,37,130,181,548,840,1478,2074,3017,4356,6298,9067
1959,M,9,99,1,0,1,1,3,6,11,27,34,114,161,439,673,2693,3786,5510,7960,11521,16595
1959,M,9,100,4,1,1,1,1,3,5,13,16,48,67,159,244,1211,1700,2473,3570,5160,7440
1959,M,9,101,0,0,0,0,0,0,1,1,2,4,5,11,16,74,103,149,217,311,451
1959,M,9,102,1,0,0,0,1,2,2,3,3,4,4,5,8,27,31,46,61,75,110
1959,M,9,103,493,26,4,2,1,2,2,2,2,2,3,6,9,11,16,25,33,50,77
1959,M,9,104,456,33,7,4,4,4,5,6,7,7,10,10,16,37,51,75,109,155,231
1959,M,9,105,431,24,2,1,0,0,1,1,1,1,2,3,5,8,10,16,22,31,44
1959,M,9,106,1544,96,10,6,7,5,7,9,11,25,35,50,77,107,150,218,315,454,659
1959,M,9,107,12813,589,45,27,14,11,15,24,29,50,70,104,159,272,381,556,802,1156,1671
1959,M,9,108,433,30,4,3,5,8,14,24,29,64,89,185,284,635,891,1277,1844,3071,4429
1959,M,9,109,902,42,3,2,0,1,1,4,5,8,11,29,45,90,126,184,265,385,550
1959,M,9,110,1,0,0,0,0,1,3,6,6,17,21,53,82,111,156,228,323,429,571
1959,M,9,111,0,0,0,0,0,0,1,3,4,11,15,24,29,13,13,18,25,37,55
1959,M,9,112,583,33,4,2,2,3,4,7,10,18,26,49,76,66,69,100,145,205,297
1959,M,9,113,19,3,2,2,5,10,13,34,41,141,199,503,779,1384,1973,2871,4150,5639,8166
1959,M,9,114,348,19,2,1,1,2,2,3,4,6,9,14,21,30,42,80,117,168,242
1959,M,9,115,1,0,0,0,3,10,15,22,33,53,69,97,148,117,163,238,320,460,670
1959,M,9,116,1,0,0,0,1,4,6,9,13,21,26,36,55,44,61,89,117,168,242
1959,M,9,117,12,1,0,0,0,1,1,2,2,3,4,5,8,11,14,21,31,44,66
1959,M,9,118,24,9,6,5,5,6,4,8,10,15,21,21,33,39,54,79,111,162,231
1959,M,9,119,90,6,3,2,3,4,6,9,11,18,25,36,55,82,132,192,276,441,637
1959,M,9,120,5014,67,3,2,2,3,4,7,5,8,20,27,42,41,57,84,153,224,319
1959,M,9,121,210,15,6,5,7,10,13,22,27,41,58,67,103,126,161,235,337,441,637
1959,M,9,122,0,0,0,0,0,0,0,1,2,2,3,3,4,1,1,2,3,6,11
1959,M,9,123,51,18,6,6,12,17,22,38,47,67,94,113,174,180,253,367,532,771,1110
1959,M,9,124,4,0,0,0,0,0,1,3,4,5,7,15,23,42,58,85,142,205,319
1959,M,9,125,4,1,1,1,1,2,3,6,7,10,14,19,29,35,49,72,86,124,154
1959,M,9,126,9,1,0,0,2,4,5,8,10,16,23,29,45,54,76,110,159,230,330
1959,M,9,127,159,11,5,4,4,6,8,13,16,25,35,45,69,82,115,167,242,348,506
1959,M,9,128,4,4,3,2,5,7,9,9,11,14,19,17,27,29,41,49,89,124,187
1959,M,9,129,15,16,12,10,23,30,37,41,51,61,85,77,118,123,173,267,359,522,747
1959,M,9,130,12,2,1,1,1,2,1,3,4,7,9,9,14,42,58,85,123,180,253
1959,M,9,131,6,1,1,0,0,1,1,1,2,3,4,4,6,18,26,38,56,81,110
1959,M,9,132,7,1,1,1,0,1,1,2,2,4,5,5,8,24,34,44,72,106,143
1959,M,9,133,6,1,0,0,0,0,1,1,1,3,3,5,7,163,230,335,482,696,1000
1959,M,9,134,1,0,0,0,0,0,0,0,0,0,0,1,1,25,34,49,72,106,154
1959,M,9,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,142,97,2,0,1,1,1,0,1,2,1,2,4,5,7,7,10,14,19,33
1959,M,9,143,17,3,2,1,1,2,2,3,4,4,6,7,11,28,38,57,81,118,176
1959,M,9,144,21,4,2,2,2,2,3,5,6,6,8,10,16,35,52,75,109,162,231
1959,M,9,145,193,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,146,79,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,147,1252,33,11,6,4,2,1,1,1,0,0,0,0,1,1,2,3,0,0
1959,M,9,148,257,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,149,358,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,150,836,33,10,6,4,2,1,1,1,0,0,0,0,1,1,2,3,0,0
1959,M,9,151,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,152,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,153,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,154,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,155,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,156,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,157,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,M,9,158,220,22,7,4,10,12,22,19,23,31,39,58,85,328,429,653,863,1262,1780
1959,M,9,159,1628,162,48,31,71,86,164,138,173,230,286,434,632,2431,3179,4841,6409,9345,13221
1959,M,9,160,39,16,22,27,65,109,132,114,141,85,119,82,125,52,62,85,111,162,231
1959,M,9,161,31,34,39,27,52,52,62,66,82,69,96,66,101,52,84,126,195,280,407
1959,M,9,162,41,30,40,35,73,99,120,110,135,94,131,90,138,66,92,134,195,280,407
1959,M,9,163,163,98,42,31,64,88,127,160,198,161,224,163,250,92,129,187,270,392,561
1959,M,9,164,76,46,19,14,34,49,68,82,101,80,111,79,122,44,62,89,128,187,264
1959,M,9,165,7,1,1,1,2,1,1,2,3,2,4,3,5,2,2,5,6,6,11
1959,M,9,166,10,8,11,10,22,31,37,33,41,28,39,26,40,18,26,38,53,81,110
1959,M,9,167,25,15,6,5,14,21,28,31,39,30,41,29,44,15,21,31,45,62,88
1959,M,9,168,22,146,276,217,175,229,233,179,221,117,163,101,155,59,83,121,173,249,363
1959,M,9,169,58,35,19,15,30,41,57,66,82,64,89,65,99,39,55,80,114,168,242
1959,M,9,170,16,10,5,4,9,13,17,20,24,18,26,19,29,11,15,23,33,44,66
1959,M,9,171,2,12,22,19,54,67,56,51,63,38,47,32,49,17,21,31,28,37,33
1959,M,9,172,158,73,78,68,188,277,336,315,390,268,380,256,389,156,218,316,457,659,956
1959,M,9,173,0,0,6,16,188,307,353,404,499,368,512,338,517,185,260,379,546,790,1143
1959,M,9,174,99,9,16,16,120,156,163,136,168,84,116,65,100,36,51,74,106,155,220
1959,M,9,175,66,19,10,9,24,48,66,65,80,61,85,65,100,46,66,97,159,230,352
1960,M,9,0,41641,2695,1186,884,1785,2564,3300,4044,5044,6199,8656,12736,20086,30282,41909,61343,84143,123734,172381
1960,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,2,4,2,2,1,2,4,2,2,3,2,3,2,2,1,1,2,3,6,10
1960,M,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0
1960,M,9,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1960,M,9,5,417,45,3,1,0,1,0,1,1,1,2,3,5,6,9,13,19,29,39
1960,M,9,6,6,1,1,0,1,0,1,1,1,1,1,1,2,1,1,2,3,6,0
1960,M,9,7,182,12,1,0,0,0,0,0,0,0,0,1,1,2,2,3,5,6,10
1960,M,9,8,1474,213,10,5,2,2,2,5,6,6,9,12,20,33,46,67,91,133,188
1960,M,9,9,263,73,17,12,52,179,394,660,825,887,1240,1363,2153,1085,1505,2195,3013,4450,6198
1960,M,9,10,211,76,20,12,8,8,8,13,16,9,13,14,23,8,11,17,24,35,49
1960,M,9,11,10,2,1,1,2,2,2,2,3,4,5,5,9,5,7,10,13,23,30
1960,M,9,12,6,6,4,3,6,8,7,6,7,6,9,14,22,20,28,42,56,81,118
1960,M,9,13,37,8,2,2,3,5,6,5,6,7,10,11,18,10,14,20,27,41,59
1960,M,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,15,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
1960,M,9,16,1,0,0,0,0,0,0,1,1,1,1,2,3,4,6,8,11,17,20
1960,M,9,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,18,45,67,53,25,2,0,1,0,0,0,1,0,1,1,1,2,3,6,10
1960,M,9,19,598,57,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1960,M,9,20,6,2,1,1,0,0,0,0,0,0,1,0,1,1,1,2,3,0,0
1960,M,9,21,19,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,22,8,1,0,0,0,0,0,0,0,0,1,0,1,3,5,7,8,12,20
1960,M,9,23,95,12,6,4,3,3,3,4,5,4,5,6,9,4,6,8,11,17,20
1960,M,9,24,5,3,8,7,3,2,1,1,1,1,2,3,4,3,5,7,8,12,20
1960,M,9,25,517,11,5,3,6,6,6,8,10,7,10,16,25,22,31,43,62,87,128
1960,M,9,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1960,M,9,27,23,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,28,420,135,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,29,146,19,9,6,7,7,7,8,10,7,10,11,17,10,14,20,21,35,49
1960,M,9,30,62,18,5,3,6,9,7,8,10,10,13,15,26,30,42,60,83,122,168
1960,M,9,31,0,1,2,1,0,0,1,1,1,0,1,1,1,1,1,2,3,0,0
1960,M,9,32,76,15,6,4,4,3,2,3,3,3,4,6,9,4,7,10,13,17,30
1960,M,9,33,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0
1960,M,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1960,M,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,37,6,1,0,0,0,0,0,2,3,4,6,7,12,9,11,17,24,35,49
1960,M,9,38,6,3,2,2,1,1,2,4,2,2,4,4,7,3,3,5,8,12,10
1960,M,9,39,2,2,2,1,1,2,3,4,5,7,10,9,15,8,11,17,24,35,49
1960,M,9,40,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,0,0
1960,M,9,41,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,3,6,10
1960,M,9,42,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,6,0
1960,M,9,43,27,6,2,1,2,3,4,4,4,5,7,8,12,7,10,15,19,29,39
1960,M,9,44,13,3,1,1,1,0,0,0,0,0,0,1,1,1,1,2,3,0,0
1960,M,9,45,0,0,0,0,0,1,2,4,6,17,24,46,72,87,120,176,241,354,494
1960,M,9,46,0,0,0,0,0,1,2,9,11,53,74,228,360,590,819,1193,1639,2419,3376
1960,M,9,47,1,0,0,1,2,11,38,134,167,599,837,1682,2658,3113,4315,6293,8638,12757,17776
1960,M,9,48,0,0,0,0,0,0,1,3,3,9,9,22,35,52,71,105,131,197,276
1960,M,9,49,0,0,0,0,1,1,3,6,7,23,36,70,111,132,184,268,381,563,780
1960,M,9,50,0,0,0,0,1,3,4,8,10,16,22,42,67,94,130,191,260,383,533
1960,M,9,51,1,3,2,2,4,9,14,28,35,97,136,262,413,502,696,1015,1395,2059,2872
1960,M,9,52,0,0,0,0,0,1,2,6,8,32,45,68,108,78,108,157,217,319,444
1960,M,9,53,0,1,0,0,3,5,11,33,41,256,358,929,1467,1120,1552,2275,3123,4618,6435
1960,M,9,54,0,0,0,0,0,0,0,2,2,4,5,9,14,13,18,15,21,29,30
1960,M,9,55,3,7,6,4,7,7,7,8,10,12,18,24,38,30,41,60,83,122,168
1960,M,9,56,0,1,0,0,1,1,1,2,2,4,5,8,13,28,39,55,78,116,158
1960,M,9,57,0,0,0,0,0,0,0,1,1,1,1,3,4,4,5,7,8,12,20
1960,M,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,M,9,61,1,1,1,1,1,2,2,4,5,12,18,44,69,131,181,264,365,540,750
1960,M,9,62,0,0,0,0,0,0,0,1,1,3,4,8,13,25,34,50,67,99,138
1960,M,9,63,1,2,2,1,3,4,5,9,11,29,40,86,135,256,356,519,711,1050,1471
1960,M,9,64,8,18,15,11,20,19,21,28,35,49,69,103,162,149,207,303,416,615,859
1960,M,9,65,20,21,22,16,25,24,22,22,27,34,48,60,95,60,83,120,166,244,336
1960,M,9,66,30,19,19,15,22,21,19,19,24,30,42,53,84,53,73,105,145,215,296
1960,M,9,67,27,12,11,8,9,11,16,24,30,42,59,87,138,124,171,249,343,505,711
1960,M,9,68,0,0,2,2,3,6,6,8,10,9,13,12,20,20,28,42,56,81,118
1960,M,9,69,12,1,1,1,2,2,3,3,4,5,7,5,7,6,8,12,16,23,39
1960,M,9,70,134,20,1,1,1,1,1,1,1,1,2,4,6,13,18,27,38,52,79
1960,M,9,71,46,6,5,4,5,3,3,3,4,4,6,6,9,8,11,15,21,35,49
1960,M,9,72,45,6,5,4,4,3,3,3,4,4,6,6,9,8,10,15,21,29,39
1960,M,9,73,0,0,0,0,0,0,1,2,2,2,3,2,3,1,1,2,3,6,10
1960,M,9,74,1,0,1,1,1,2,3,4,5,5,7,6,9,14,20,28,40,58,79
1960,M,9,75,1,0,1,1,1,5,10,23,29,29,40,30,48,30,42,62,83,122,168
1960,M,9,76,2,0,0,0,1,1,1,2,2,2,2,2,3,2,2,3,5,6,10
1960,M,9,77,206,8,3,2,1,1,0,0,0,0,0,0,1,1,1,2,3,0,0
1960,M,9,78,197,26,12,9,9,9,9,12,15,12,17,15,23,12,17,33,46,52,69
1960,M,9,79,70,9,4,3,3,3,3,4,4,3,5,4,6,4,5,7,11,17,20
1960,M,9,80,229,29,13,9,10,10,10,12,15,13,19,16,25,15,20,22,35,70,99
1960,M,9,81,62,12,11,9,20,24,21,25,32,21,30,26,41,34,48,69,94,139,197
1960,M,9,82,69,3,2,2,5,3,5,3,4,3,4,2,2,3,3,5,8,12,20
1960,M,9,83,613,34,9,7,14,16,15,17,21,16,22,23,37,44,61,89,118,174,247
1960,M,9,84,1,2,6,6,14,13,16,21,27,33,46,45,71,78,108,157,217,319,444
1960,M,9,85,5,8,33,33,90,91,107,153,191,235,329,364,575,1001,1388,2024,2779,4101,5715
1960,M,9,86,0,0,0,0,0,1,2,8,8,30,36,71,111,119,142,206,225,307,395
1960,M,9,87,0,0,0,0,1,1,4,7,8,15,21,21,34,25,34,49,67,99,138
1960,M,9,88,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,11,17,20
1960,M,9,89,0,0,0,0,1,3,7,15,19,44,62,142,225,375,519,758,1041,1537,2142
1960,M,9,90,0,0,0,0,0,0,1,3,4,30,42,110,174,177,273,358,456,673,938
1960,M,9,91,0,0,0,0,1,6,11,52,65,197,275,521,823,835,1158,1688,2318,3423,4767
1960,M,9,92,0,0,0,0,0,0,1,2,4,22,37,98,155,276,408,596,880,1328,1885
1960,M,9,93,0,0,0,0,1,2,7,32,40,193,269,770,1216,4866,6718,9822,13510,19956,27824
1960,M,9,94,0,0,0,0,0,0,1,4,3,12,20,41,82,80,98,125,172,180,138
1960,M,9,95,0,0,0,0,0,2,5,27,36,86,114,162,246,265,367,535,735,1189,1737
1960,M,9,96,0,0,2,2,5,5,6,8,10,12,17,28,43,99,137,214,300,435,602
1960,M,9,97,22,4,5,5,17,25,34,49,61,93,132,180,277,927,1297,1910,2621,3840,5389
1960,M,9,98,0,0,0,0,1,5,10,30,37,134,187,525,830,1486,2059,3003,4123,6085,8478
1960,M,9,99,4,1,1,1,3,5,12,28,36,100,143,419,662,2775,3854,5621,7723,11411,15911
1960,M,9,100,4,1,0,0,2,3,6,12,16,47,65,158,249,1213,1683,2452,3367,4972,6929
1960,M,9,101,0,0,0,0,0,0,1,1,2,4,5,10,16,70,98,142,196,290,405
1960,M,9,102,2,0,0,0,1,2,2,4,4,4,3,5,7,28,32,47,59,75,109
1960,M,9,103,418,22,3,2,1,1,1,1,1,2,3,5,7,11,16,23,32,46,69
1960,M,9,104,1250,85,19,13,11,14,15,19,23,32,45,81,128,282,390,569,781,1154,1609
1960,M,9,105,368,19,2,1,1,0,1,1,1,2,2,4,6,10,12,18,27,41,49
1960,M,9,106,1247,69,9,5,5,6,6,7,9,23,32,56,88,122,169,246,338,499,691
1960,M,9,107,10963,491,45,24,15,17,18,27,33,57,80,125,198,329,457,666,915,1352,1885
1960,M,9,108,358,23,4,3,6,9,15,25,31,66,92,196,309,655,907,1303,1789,3051,4254
1960,M,9,109,760,36,3,2,1,1,1,3,4,10,13,35,56,107,149,216,298,435,612
1960,M,9,110,1,0,0,0,0,1,3,7,7,18,23,58,92,117,162,236,319,429,553
1960,M,9,111,0,0,0,0,0,0,1,5,7,12,17,23,28,16,15,22,30,46,59
1960,M,9,112,479,24,2,2,2,3,4,6,9,17,24,50,79,65,66,95,131,191,266
1960,M,9,113,20,4,2,2,4,10,16,37,46,155,220,546,872,1448,2037,2971,4083,5668,7936
