# "Смертность и продолжительность жизни населения СССР. 1926–1927. Таблицы смертности", Планхозгиз, Москва—Ленинград, 1930, стр. 122-123
# №62 50 губерний 1896-97
# Таблица относится только к православному населению всей б. Европейской России и построена на основе данных переписи 28 января 1897 г. и данных об умерших в 1896—1897 гг.

##############################################################

# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни, вероятная продолжительность предстоящей жизни (до которой доживает половина группы)
# x, lx, dx, qx, px, Lx, Tx, ex, Vx

0	100000	30303	0.30303	0.69697	79552	3076963	30.77	15.89
1	69697	6995	0.10036	0.89964	65448	2997411	43.01	49.66
2	62702	3568	0.0569	0.9431	60717	2931963	46.76	53.36
3	59134	2174	0.03676	0.96324	57963	2871246	48.55	54.48
4	56960	1553	0.02725	0.97275	56139	2813283	49.39	54.7
5	55407	1099	0.01983	0.98017	54830	2757144	49.76	54.55
6	54308	880	0.01621	0.98379	53852	2702314	49.76	54.14
7	53428	705	0.0132	0.9868	53063	2648462	49.57	53.6
8	52723	566	0.01073	0.98927	52430	2595399	49.23	52.98
9	52157	457	0.00877	0.99123	51920	2542969	48.76	52.27
10	51700	376	0.00725	0.99275	51506	2491049	48.18	51.5
11	51324	317	0.00618	0.99382	51162	2439543	47.53	50.7
12	51007	278	0.00546	0.99454	50865	2388381	46.82	49.86
13	50729	256	0.00505	0.99495	50600	2337516	46.08	49
14	50473	248	0.00491	0.99509	50349	2286916	45.31	48.13
15	50225	252	0.00501	0.99499	50100	2236567	44.53	47.25
16	49973	267	0.00534	0.99466	49841	2186467	43.75	46.38
17	49706	283	0.0057	0.9943	49565	2136626	42.99	45.51
18	49423	297	0.00601	0.99399	49275	2087061	42.23	44.66
19	49126	309	0.0063	0.9937	48973	2037786	41.48	43.8
20	48817	327	0.00669	0.99331	48656	1988813	40.74	42.96
21	48490	347	0.00716	0.99284	48318	1940157	40.01	42.12
