# "Смертность и продолжительность жизни населения СССР. 1926–1927. Таблицы смертности", Планхозгиз, Москва—Ленинград, 1930, стр. 122-123
# №62 50 губерний 1896-97
# Таблица относится только к православному населению всей б. Европейской России и построена на основе данных переписи 28 января 1897 г. и данных об умерших в 1896—1897 гг.

##############################################################

# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни, вероятная продолжительность предстоящей жизни (до которой доживает половина группы)
# x, lx, dx, qx, px, Lx, Tx, ex, Vx

0	100000	26528	0.26528	0.73472	82529	3288277	32.88	24.84
1	73472	7000	0.09528	0.90472	69287	3205748	43.63	50.53
2	66472	3688	0.05548	0.94452	64432	3136461	47.18	54.18
3	62784	2292	0.03651	0.96349	61553	3072029	48.93	55.23
4	60492	1655	0.02736	0.97264	59575	3010476	49.77	55.42
5	58837	1128	0.01917	0.98083	58240	2950901	50.15	55.24
6	57709	893	0.01547	0.98453	57244	2892661	50.12	54.78
7	56816	705	0.01241	0.98759	56450	2835417	49.91	54.2
8	56111	560	0.00998	0.99002	55821	2778967	49.53	53.53
9	55551	450	0.0081	0.9919	55319	2723146	49.02	52.79
10	55101	370	0.00672	0.99328	54911	2667827	48.42	52
11	54731	316	0.00578	0.99422	54570	2612916	47.74	51.17
12	54415	285	0.00524	0.99476	54271	2558346	47.02	50.31
13	54130	272	0.00502	0.99498	53993	2504075	46.26	49.44
14	53858	273	0.00505	0.99495	53722	2450082	45.49	48.56
15	53585	288	0.00538	0.99462	53442	2396360	44.72	47.68
16	53297	316	0.00592	0.99408	53141	2342918	43.96	46.81
17	52981	341	0.00643	0.99357	52813	2289777	43.22	45.96
18	52640	354	0.00673	0.99327	52464	2236964	42.5	45.11
19	52286	361	0.0069	0.9931	52106	2184500	41.78	44.26
20	51925	373	0.00719	0.99281	51739	2132394	41.07	43.42
21	51552	390	0.00756	0.99244	51358	2080655	40.36	42.59
22	51162	403	0.00787	0.99213	50962	2029297	39.66	41.76
23	50759	411	0.00809	0.99191	50555	1978335	38.98	40.93
24	50348	415	0.00824	0.99176	50141	1927780	38.29	40.11
25	49933	419	0.00839	0.99161	49723	1877639	37.6	39.29
26	49514	424	0.00857	0.99143	49302	1827916	36.92	38.47
27	49090	428	0.00871	0.99129	48876	1778614	36.23	37.66
28	48662	429	0.00882	0.99118	48447	1729738	35.55	36.84
29	48233	430	0.00891	0.99109	48018	1681291	34.86	36.03
30	47803	431	0.00901	0.99099	47588	1633273	34.17	35.21
31	47372	431	0.00909	0.99091	47157	1585685	33.47	34.39
32	46941	434	0.00925	0.99075	46726	1538528	32.78	33.57
33	46507	443	0.00952	0.99048	46287	1491802	32.08	32.76
34	46064	455	0.00987	0.99013	45837	1445515	31.38	31.95
35	45609	466	0.01022	0.98978	45377	1399678	30.69	31.14
36	45143	479	0.0106	0.9894	44905	1354301	30	30.34
37	44664	488	0.01093	0.98907	44421	1309396	29.32	29.54
38	44176	493	0.01116	0.98884	43930	1264975	28.63	28.74
39	43683	495	0.01134	0.98866	43436	1221045	27.95	27.95
40	43188	499	0.01156	0.98844	42938	1177609	27.27	27.16
41	42689	505	0.01183	0.98817	42437	1134671	26.58	26.37
42	42184	512	0.01214	0.98786	41929	1092234	25.89	25.58
43	41672	520	0.01249	0.98751	41413	1050305	25.2	24.79
44	41152	531	0.01291	0.98709	40888	1008892	24.52	24.01
45	40621	544	0.01339	0.98661	40350	968004	23.83	23.23
46	40077	559	0.01395	0.98605	39798	927654	23.15	22.45
47	39518	576	0.01458	0.98542	39232	887856	22.47	21.69
48	38942	595	0.01527	0.98473	38627	848624	21.79	20.92
49	38347	616	0.01606	0.98394	38062	809997	21.12	20.17
50	37731	640	0.01696	0.98304	37414	771935	20.46	19.42
51	37091	666	0.01795	0.98205	36760	734521	19.8	18.68
52	36425	698	0.01915	0.98085	36079	697761	19.16	17.95
53	35727	736	0.0206	0.9794	35363	661682	18.52	17.23
54	34991	779	0.02226	0.97774	34606	626319	17.9	16.53
55	34212	822	0.02404	0.97596	33805	591713	17.3	15.85
56	33390	866	0.02594	0.97406	32961	557908	16.71	15.19
57	32524	910	0.02799	0.97201	32073	524947	16.14	14.54
58	31614	954	0.03017	0.96983	31141	492874	15.59	13.92
59	30660	996	0.03248	0.96752	30165	461733	15.06	13.32
60	29664	1037	0.03495	0.96505	29149	431568	14.55	12.74
61	28627	1076	0.03757	0.96243	28093	402419	14.06	12.18
62	27551	1109	0.04026	0.95974	27000	374326	13.59	11.66
63	26442	1137	0.043	0.957	25875	347326	13.14	11.15
64	25305	1159	0.04582	0.95418	24727	321451	12.7	10.67
65	24146	1176	0.04871	0.95129	23559	296724	12.29	10.22
66	22970	1184	0.05155	0.94845	22379	273165	11.89	9.79
67	21786	1196	0.05489	0.94511	21189	250786	11.51	9.39
68	20590	1213	0.05891	0.94109	19984	229597	11.15	9.02
