# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  27740   0.27740 0.72260 86130   2907205 29.07
1       72260   9517    0.13170 0.86830 67502   2821075 39.04
2       62743   4134    0.06589 0.93411 60676   2753573 43.89
3       58609   2089    0.03565 0.96435 57565   2692897 45.95
4       56520   1194    0.02112 0.97888 55923   2635333 46.63
5       55326   762     0.01377 0.98623 54918   2579410 46.62
6       54564   540     0.00990 0.99010 54280   2524492 46.27
7       54024   422     0.00780 0.99220 53805   2470212 45.72
8       53602   358     0.00668 0.99332 53419   2416407 45.08
9       53244   327     0.00614 0.99386 53079   2362988 44.38
10      52917   316     0.00597 0.99403 52759   2309909 43.65
11      52601   316     0.00602 0.99398 52443   2257150 42.91
12      52285   324     0.00620 0.99380 52124   2204707 42.17
13      51961   336     0.00646 0.99354 51794   2152583 41.43
14      51625   349     0.00675 0.99325 51452   2100789 40.69
15      51276   361     0.00704 0.99296 51097   2049338 39.97
16      50915   373     0.00732 0.99268 50729   1998241 39.25
17      50542   384     0.00759 0.99241 50351   1947512 38.53
18      50158   393     0.00784 0.99216 49962   1897161 37.82
19      49765   401     0.00807 0.99193 49565   1847199 37.12
20      49364   409     0.00828 0.99172 49160   1797633 36.42
21      48955   415     0.00848 0.99152 48748   1748473 35.72
22      48540   421     0.00867 0.99133 48330   1699725 35.02
23      48119   426     0.00885 0.99115 47906   1651395 34.32
24      47693   431     0.00904 0.99096 47478   1603489 33.62
25      47262   436     0.00922 0.99078 47044   1556011 32.92
26      46826   440     0.00939 0.99061 46606   1508967 32.22
27      46386   443     0.00955 0.99045 46165   1462360 31.53
28      45943   446     0.00972 0.99028 45720   1416196 30.83
29      45497   450     0.00989 0.99011 45272   1370475 30.12
30      45047   455     0.01009 0.98991 44820   1325203 29.42
31      44592   461     0.01034 0.98966 44362   1280383 28.71
32      44131   471     0.01066 0.98934 43896   1236021 28.01
33      43660   483     0.01106 0.98894 43420   1192124 27.30
34      43177   499     0.01155 0.98845 42929   1148705 26.60
35      42678   517     0.01212 0.98788 42421   1105776 25.91
36      42161   538     0.01276 0.98724 41894   1063355 25.22
37      41623   560     0.01346 0.98654 41345   1021461 24.54
38      41063   583     0.01421 0.98579 40773   980116  23.87
39      40480   607     0.01499 0.98501 40178   939343  23.21
40      39873   630     0.01579 0.98421 39560   899164  22.55
41      39243   653     0.01663 0.98337 38918   859604  21.90
42      38590   675     0.01750 0.98250 38254   820686  21.27
43      37915   698     0.01841 0.98159 37568   782431  20.64
44      37217   721     0.01938 0.98062 36859   744864  20.01
45      36496   746     0.02043 0.97957 36125   708005  19.40
