Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  9460    0.09460 0.90540 95270   6228933 62.29
1       90540   2413    0.02665 0.97335 89334   6133663 67.75
2       88127   859     0.00975 0.99025 87698   6044330 68.59
3       87268   423     0.00484 0.99516 87057   5956632 68.26
4       86845   274     0.00316 0.99684 86708   5869576 67.59
5       86571   217     0.00251 0.99749 86459   5782868 66.80
6       86354   189     0.00219 0.99781 86258   5696409 65.97
7       86165   170     0.00198 0.99802 86078   5610151 65.11
8       85995   152     0.00177 0.99823 85917   5524073 64.24
9       85843   133     0.00155 0.99845 85775   5438155 63.35
10      85710   116     0.00136 0.99864 85651   5352380 62.45
11      85594   104     0.00121 0.99879 85541   5266729 61.53
12      85490   97      0.00114 0.99886 85441   5181188 60.61
13      85393   96      0.00112 0.99888 85345   5095747 59.67
14      85297   100     0.00117 0.99883 85248   5010402 58.74
15      85197   109     0.00128 0.99872 85143   4925154 57.81
16      85088   121     0.00142 0.99858 85029   4840011 56.88
17      84967   136     0.00160 0.99840 84900   4754982 55.96
18      84831   150     0.00177 0.99823 84757   4670082 55.05
19      84681   164     0.00193 0.99807 84600   4585325 54.15
20      84517   174     0.00206 0.99794 84431   4500725 53.25
21      84343   182     0.00216 0.99784 84253   4416294 52.36
22      84161   187     0.00223 0.99777 84068   4332042 51.47
23      83974   190     0.00226 0.99774 83879   4247974 50.59
24      83784   191     0.00228 0.99772 83689   4164095 49.70
25      83593   192     0.00230 0.99770 83497   4080406 48.81
26      83401   194     0.00233 0.99767 83304   3996909 47.92
27      83207   198     0.00238 0.99762 83108   3913605 47.03
28      83009   203     0.00245 0.99755 82908   3830496 46.15
29      82806   211     0.00255 0.99745 82701   3747588 45.26
30      82595   219     0.00266 0.99734 82486   3664887 44.37
31      82376   227     0.00276 0.99724 82263   3582401 43.49
32      82149   232     0.00283 0.99717 82033   3500138 42.61
33      81917   235     0.00287 0.99713 81800   3418105 41.73
34      81682   236     0.00289 0.99711 81564   3336305 40.85
35      81446   235     0.00289 0.99711 81329   3254741 39.96
36      81211   236     0.00291 0.99709 81093   3173412 39.08
37      80975   240     0.00296 0.99704 80855   3092319 38.19
38      80735   246     0.00305 0.99695 80613   3011464 37.30
39      80489   257     0.00319 0.99681 80362   2930851 36.41
40      80232   271     0.00338 0.99662 80098   2850490 35.53
41      79961   287     0.00358 0.99642 79819   2770392 34.65
42      79674   303     0.00380 0.99620 79524   2690573 33.77
43      79371   319     0.00402 0.99598 79213   2611049 32.90
44      79052   334     0.00422 0.99578 78886   2531836 32.03
45      78718   348     0.00443 0.99557 78545   2452950 31.16
46      78370   363     0.00464 0.99536 78190   2374405 30.30
47      78007   380     0.00487 0.99513 77818   2296215 29.44
48      77627   398     0.00513 0.99487 77430   2218397 28.58
49      77229   420     0.00544 0.99456 77021   2140967 27.72
50      76809   445     0.00579 0.99421 76589   2063946 26.87
51      76364   473     0.00619 0.99381 76130   1987357 26.02
52      75891   504     0.00664 0.99336 75642   1911227 25.18
53      75387   539     0.00715 0.99285 75121   1835586 24.35
54      74848   578     0.00773 0.99227 74562   1760465 23.52
55      74270   622     0.00838 0.99162 73963   1685903 22.70
56      73648   672     0.00912 0.99088 73316   1611940 21.89
57      72976   728     0.00998 0.99002 72617   1538623 21.08
58      72248   792     0.01096 0.98904 71858   1466006 20.29
59      71456   863     0.01207 0.98793 71031   1394149 19.51
60      70593   941     0.01333 0.98667 70129   1323118 18.74
61      69652   1024    0.01470 0.98530 69147   1252989 17.99
62      68628   1111    0.01619 0.98381 68080   1183842 17.25
63      67517   1201    0.01778 0.98222 66924   1115762 16.53
64      66316   1293    0.01950 0.98050 65677   1048838 15.82
65      65023   1390    0.02138 0.97862 64336   983160  15.12
66      63633   1496    0.02351 0.97649 62894   918824  14.44
67      62137   1614    0.02597 0.97403 61340   855929  13.77
68      60523   1747    0.02887 0.97113 59661   794589  13.13
69      58776   1897    0.03227 0.96773 57841   734928  12.50
70      56879   2060    0.03621 0.96379 55863   677087  11.90
71      54819   2230    0.04068 0.95932 53718   621224  11.33
72      52589   2399    0.04561 0.95439 51403   567506  10.79
73      50190   2556    0.05094 0.94906 48924   516103  10.28
74      47634   2694    0.05656 0.94344 46297   467179  9.81
75      44940   2804    0.06239 0.93761 43546   420881  9.37
76      42136   2879    0.06833 0.93167 40701   377336  8.96
77      39257   2916    0.07427 0.92573 37800   336635  8.58
78      36341   2912    0.08014 0.91986 34883   298834  8.22
79      33429   2870    0.08587 0.91413 31989   263951  7.90
80      30559   2793    0.09140 0.90860 29155   231962  7.59
81      27766   2687    0.09676 0.90324 26413   202807  7.30
82      25079   2557    0.10195 0.89805 23789   176395  7.03
83      22522   2410    0.10699 0.89301 21304   152606  6.78
84      20112   2250    0.11189 0.88811 18973   131301  6.53
85      17862   2084    0.11667 0.88333 16806   112328  6.29
86      15778   1915    0.12134 0.87866 14806   95522   6.05
87      13863   1746    0.12591 0.87409 12976   80715   5.82
88      12117   1580    0.13040 0.86960 11313   67739   5.59
89      10537   1421    0.13482 0.86518 9814    56426   5.36
90      9116    1269    0.13919 0.86081 8469    46612   5.11
91      7847    1126    0.14353 0.85647 7273    38143   4.86
92      6721    994     0.14787 0.85213 6213    30871   4.59
93      5727    872     0.15224 0.84776 5281    24657   4.31
94      4855    761     0.15665 0.84335 4466    19376   3.99
95      4094    660     0.16113 0.83887 3756    14910   3.64
96      3434    569     0.16570 0.83430 3142    11154   3.25
97      2865    488     0.17038 0.82962 2615    8012    2.80
98      2377    416     0.17519 0.82481 2163    5397    2.27
99      1961    353     0.18014 0.81986 1780    3234    1.65
100     1608    298     0.18525 0.81475 1454    1454    0.90
