# # Таблица построена модулем rtss.rosbris1959.ExportMortalityTables по данным в РосБРИС для РСФСР 2015
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  673     0.00673 0.99327 99664   6647395 66.47
1       99327   52      0.00053 0.99947 99301   6547731 65.92
2       99275   35      0.00035 0.99965 99258   6448430 64.96
3       99240   27      0.00027 0.99973 99227   6349173 63.98
4       99213   25      0.00025 0.99975 99201   6249946 63.00
5       99188   25      0.00026 0.99974 99176   6150746 62.01
6       99163   26      0.00026 0.99974 99150   6051570 61.03
7       99137   22      0.00022 0.99978 99126   5952420 60.04
8       99115   22      0.00022 0.99978 99104   5853295 59.06
9       99093   19      0.00019 0.99981 99084   5754191 58.07
10      99074   24      0.00025 0.99975 99062   5655107 57.08
11      99050   22      0.00022 0.99978 99039   5556045 56.09
12      99028   28      0.00029 0.99971 99014   5457006 55.11
13      99000   32      0.00032 0.99968 98984   5357991 54.12
14      98968   39      0.00040 0.99960 98949   5259007 53.14
15      98929   45      0.00045 0.99955 98907   5160058 52.16
16      98884   58      0.00058 0.99942 98856   5061151 51.18
17      98826   66      0.00067 0.99933 98795   4962295 50.21
18      98760   107     0.00108 0.99892 98708   4863500 49.25
19      98653   111     0.00113 0.99887 98599   4764791 48.30
20      98542   136     0.00138 0.99862 98475   4666193 47.35
21      98406   139     0.00141 0.99859 98338   4567718 46.42
22      98267   162     0.00165 0.99835 98187   4469380 45.48
23      98105   174     0.00177 0.99823 98019   4371192 44.56
24      97931   181     0.00185 0.99815 97842   4273174 43.63
25      97750   206     0.00211 0.99789 97650   4175332 42.71
26      97544   241     0.00247 0.99753 97427   4077682 41.80
27      97303   285     0.00293 0.99707 97164   3980256 40.91
28      97018   314     0.00324 0.99676 96863   3883092 40.02
29      96704   329     0.00340 0.99660 96541   3786229 39.15
30      96375   360     0.00373 0.99627 96199   3689688 38.28
31      96015   433     0.00451 0.99549 95804   3593488 37.43
32      95582   485     0.00508 0.99492 95343   3497685 36.59
33      95097   526     0.00553 0.99447 94837   3402341 35.78
34      94571   555     0.00587 0.99413 94296   3307504 34.97
35      94016   589     0.00627 0.99373 93726   3213208 34.18
36      93427   654     0.00700 0.99300 93104   3119483 33.39
37      92773   687     0.00741 0.99259 92431   3026379 32.62
38      92086   693     0.00752 0.99248 91740   2933947 31.86
39      91393   702     0.00768 0.99232 91043   2842207 31.10
40      90691   727     0.00802 0.99198 90329   2751164 30.34
41      89964   729     0.00810 0.99190 89600   2660835 29.58
42      89235   731     0.00820 0.99180 88871   2571236 28.81
43      88504   760     0.00858 0.99142 88125   2482365 28.05
44      87744   757     0.00862 0.99138 87367   2394240 27.29
45      86987   787     0.00904 0.99096 86597   2306873 26.52
46      86200   832     0.00965 0.99035 85788   2220277 25.76
47      85368   877     0.01028 0.98972 84934   2134489 25.00
48      84491   943     0.01116 0.98884 84024   2049555 24.26
49      83548   980     0.01173 0.98827 83061   1965531 23.53
50      82568   1023    0.01239 0.98761 82062   1882469 22.80
51      81545   1113    0.01365 0.98635 80995   1800407 22.08
52      80432   1181    0.01469 0.98531 79847   1719412 21.38
53      79251   1244    0.01570 0.98430 78632   1639565 20.69
54      78007   1253    0.01607 0.98393 77385   1560933 20.01
55      76754   1340    0.01746 0.98254 76094   1483549 19.33
56      75414   1484    0.01968 0.98032 74679   1407455 18.66
57      73930   1498    0.02027 0.97973 73186   1332777 18.03
58      72432   1600    0.02209 0.97791 71640   1259591 17.39
59      70832   1681    0.02374 0.97626 70003   1187951 16.77
60      69151   1864    0.02695 0.97305 68228   1117949 16.17
61      67287   1900    0.02824 0.97176 66341   1049721 15.60
62      65387   1959    0.02996 0.97004 64414   983380  15.04
63      63428   2048    0.03229 0.96771 62406   918966  14.49
64      61380   2003    0.03263 0.96737 60379   856560  13.96
65      59377   2053    0.03457 0.96543 58363   796181  13.41
66      57324   2298    0.04008 0.95992 56176   737819  12.87
67      55026   2065    0.03753 0.96247 54000   681643  12.39
68      52961   2450    0.04626 0.95374 51737   627643  11.85
69      50511   2082    0.04123 0.95877 49460   575907  11.40
70      48429   2211    0.04566 0.95434 47332   526447  10.87
71      46218   2289    0.04952 0.95048 45069   479114  10.37
72      43929   2094    0.04766 0.95234 42897   434046  9.88
73      41835   2658    0.06354 0.93646 40520   391148  9.35
74      39177   2426    0.06193 0.93807 37958   350629  8.95
75      36751   2517    0.06848 0.93152 35501   312671  8.51
76      34234   2626    0.07672 0.92328 32918   277170  8.10
77      31608   2447    0.07742 0.92258 30378   244252  7.73
78      29161   2481    0.08509 0.91491 27919   213873  7.33
79      26680   2409    0.09030 0.90970 25471   185954  6.97
80      24271   2368    0.09759 0.90241 23078   160483  6.61
81      21903   2193    0.10014 0.89986 20799   137405  6.27
82      19710   2193    0.11128 0.88872 18612   116606  5.92
83      17517   2148    0.12261 0.87739 16433   97995   5.59
84      15369   1964    0.12782 0.87218 14377   81561   5.31
85      13405   1898    0.14157 0.85843 12447   67185   5.01
86      11507   1754    0.15245 0.84755 10619   54737   4.76
87      9753    1631    0.16725 0.83275 8923    44118   4.52
88      8122    1397    0.17201 0.82799 7405    35196   4.33
89      6725    1181    0.17562 0.82438 6119    27791   4.13
90      5544    1026    0.18501 0.81499 5020    21672   3.91
91      4518    906     0.20058 0.79942 4051    16652   3.69
92      3612    685     0.18959 0.81041 3257    12602   3.49
93      2927    611     0.20878 0.79122 2615    9344    3.19
94      2316    525     0.22676 0.77324 2047    6730    2.91
95      1791    444     0.24763 0.75237 1564    4683    2.61
96      1347    403     0.29896 0.70104 1139    3119    2.32
97      944     293     0.31078 0.68922 789     1980    2.10
98      651     190     0.29162 0.70838 550     1191    1.83
99      461     154     0.33367 0.66633 380     641     1.39
100     307     83      0.26995 0.73005 262     262     0.85
