# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  30660   0.30660 0.69340 84670   2887905 28.88
1       69340   9708    0.14001 0.85999 64486   2803235 40.43
2       59632   4181    0.07011 0.92989 57542   2738749 45.93
3       55451   2197    0.03961 0.96039 54353   2681208 48.35
4       53254   1340    0.02516 0.97484 52584   2626855 49.33
5       51914   913     0.01758 0.98242 51429   2574271 49.59
6       51001   667     0.01308 0.98692 50651   2522842 49.47
7       50334   511     0.01015 0.98985 50068   2472191 49.12
8       49823   406     0.00814 0.99186 49613   2422124 48.61
9       49417   333     0.00674 0.99326 49245   2372511 48.01
10      49084   283     0.00577 0.99423 48939   2323266 47.33
11      48801   252     0.00517 0.99483 48673   2274326 46.60
12      48549   236     0.00486 0.99514 48430   2225653 45.84
13      48313   231     0.00477 0.99523 48197   2177223 45.06
14      48082   233     0.00485 0.99515 47966   2129026 44.28
15      47849   241     0.00504 0.99496 47729   2081060 43.49
16      47608   249     0.00524 0.99476 47484   2033331 42.71
17      47359   255     0.00538 0.99462 47232   1985847 41.93
18      47104   255     0.00542 0.99458 46976   1938615 41.16
19      46849   251     0.00536 0.99464 46723   1891639 40.38
20      46598   245     0.00525 0.99475 46475   1844916 39.59
21      46353   240     0.00517 0.99483 46233   1798441 38.80
22      46113   239     0.00518 0.99482 45994   1752208 38.00
23      45874   243     0.00530 0.99470 45753   1706214 37.19
24      45631   252     0.00553 0.99447 45506   1660461 36.39
25      45379   266     0.00585 0.99415 45247   1614955 35.59
26      45113   281     0.00623 0.99377 44974   1569708 34.80
27      44832   296     0.00660 0.99340 44685   1524734 34.01
28      44536   309     0.00695 0.99305 44383   1480049 33.23
29      44227   321     0.00725 0.99275 44067   1435666 32.46
30      43906   331     0.00754 0.99246 43741   1391599 31.69
31      43575   343     0.00786 0.99214 43405   1347858 30.93
32      43232   357     0.00826 0.99174 43055   1304453 30.17
33      42875   376     0.00877 0.99123 42689   1261398 29.42
34      42499   399     0.00939 0.99061 42302   1218709 28.68
35      42100   425     0.01010 0.98990 41890   1176408 27.94
36      41675   451     0.01083 0.98917 41452   1134518 27.22
37      41224   475     0.01151 0.98849 40988   1093067 26.52
38      40749   493     0.01211 0.98789 40504   1052078 25.82
39      40256   508     0.01262 0.98738 40003   1011575 25.13
40      39748   520     0.01309 0.98691 39489   971571  24.44
41      39228   534     0.01362 0.98638 38962   932082  23.76
42      38694   553     0.01430 0.98570 38419   893120  23.08
43      38141   579     0.01518 0.98482 37854   854701  22.41
44      37562   612     0.01628 0.98372 37259   816847  21.75
45      36950   650     0.01758 0.98242 36628   779588  21.10
46      36300   689     0.01897 0.98103 35959   742959  20.47
47      35611   725     0.02036 0.97964 35251   707001  19.85
48      34886   756     0.02167 0.97833 34510   671750  19.26
49      34130   780     0.02287 0.97713 33742   637239  18.67
50      33350   799     0.02397 0.97603 32952   603497  18.10
51      32551   816     0.02508 0.97492 32145   570545  17.53
52      31735   835     0.02630 0.97370 31319   538401  16.97
53      30900   855     0.02767 0.97233 30474   507082  16.41
54      30045   878     0.02921 0.97079 29608   476608  15.86
55      29167   901     0.03088 0.96912 28718   447000  15.33
56      28266   921     0.03257 0.96743 27807   418281  14.80
57      27345   935     0.03419 0.96581 26878   390474  14.28
58      26410   943     0.03572 0.96428 25939   363596  13.77
59      25467   947     0.03717 0.96283 24994   337657  13.26
60      24520   948     0.03866 0.96134 24046   312663  12.75
61      23572   952     0.04041 0.95959 23097   288617  12.24
62      22620   963     0.04259 0.95741 22140   265520  11.74
63      21657   982     0.04534 0.95466 21168   243381  11.24
64      20675   1007    0.04872 0.95128 20174   222213  10.75
65      19668   1037    0.05272 0.94728 19152   202039  10.27
66      18631   1065    0.05717 0.94283 18101   182887  9.82
67      17566   1087    0.06189 0.93811 17024   164787  9.38
68      16479   1099    0.06671 0.93329 15930   147763  8.97
69      15380   1099    0.07148 0.92852 14830   131833  8.57
70      14281   1087    0.07612 0.92388 13736   117003  8.19
71      13194   1064    0.08067 0.91933 12660   103267  7.83
72      12130   1034    0.08520 0.91480 11610   90607   7.47
73      11096   997     0.08986 0.91014 10594   78997   7.12
74      10099   958     0.09484 0.90516 9617    68402   6.77
75      9141    918     0.10042 0.89958 8679    58786   6.43
76      8223    880     0.10701 0.89299 7780    50107   6.09
77      7343    844     0.11493 0.88507 6918    42327   5.76
78      6499    808     0.12440 0.87560 6092    35409   5.45
79      5691    771     0.13545 0.86455 5302    29317   5.15
80      4920    727     0.14784 0.85216 4552    24015   4.88
81      4193    674     0.16084 0.83916 3851    19462   4.64
82      3519    611     0.17366 0.82634 3208    15611   4.44
83      2908    540     0.18555 0.81445 2632    12403   4.27
84      2368    464     0.19589 0.80411 2130    9771    4.13
85      1904    389     0.20440 0.79560 1704    7642    4.01
86      1515    320     0.21119 0.78881 1350    5938    3.92
87      1195    259     0.21645 0.78355 1061    4589    3.84
88      936     206     0.22041 0.77959 829     3528    3.77
89      730     163     0.22333 0.77667 645     2699    3.70
90      567     128     0.22550 0.77450 500     2054    3.62
91      439     100     0.22715 0.77285 387     1553    3.54
92      339     77      0.22855 0.77145 299     1166    3.44
93      262     60      0.22991 0.77009 231     868     3.31
94      202     47      0.23142 0.76858 178     637     3.15
95      155     36      0.23325 0.76675 136     459     2.96
96      119     28      0.23555 0.76445 104     323     2.71
97      91      22      0.23842 0.76158 80      219     2.40
98      69      17      0.24197 0.75803 60      139     2.02
99      52      13      0.24625 0.75375 45      79      1.52
100     39      10      0.25132 0.74868 34      34      0.87
