# # Таблица построена модулем rtss.rosbris1959.ExportMortalityTables по данным в РосБРИС для РСФСР 1998
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  1586    0.01586 0.98414 99207   6754183 67.54
1       98414   127     0.00130 0.99870 98351   6654976 67.62
2       98287   65      0.00066 0.99934 98255   6556625 66.71
3       98222   51      0.00052 0.99948 98197   6458371 65.75
4       98171   54      0.00055 0.99945 98144   6360174 64.79
5       98117   46      0.00046 0.99954 98094   6262030 63.82
6       98071   49      0.00049 0.99951 98046   6163936 62.85
7       98022   42      0.00043 0.99957 98001   6065890 61.88
8       97980   43      0.00044 0.99956 97958   5967889 60.91
9       97937   35      0.00036 0.99964 97919   5869931 59.94
10      97902   37      0.00038 0.99962 97883   5772012 58.96
11      97865   33      0.00033 0.99967 97848   5674128 57.98
12      97832   34      0.00035 0.99965 97815   5576280 57.00
13      97798   40      0.00041 0.99959 97779   5478465 56.02
14      97758   47      0.00048 0.99952 97736   5380686 55.04
15      97711   67      0.00068 0.99932 97679   5282950 54.07
16      97644   93      0.00095 0.99905 97600   5185271 53.10
17      97551   122     0.00125 0.99875 97493   5087671 52.15
18      97429   154     0.00158 0.99842 97354   4990179 51.22
19      97275   171     0.00176 0.99824 97191   4892825 50.30
20      97104   199     0.00205 0.99795 97007   4795633 49.39
21      96905   219     0.00226 0.99774 96797   4698627 48.49
22      96686   233     0.00241 0.99759 96570   4601830 47.60
23      96453   242     0.00250 0.99750 96333   4505259 46.71
24      96211   246     0.00256 0.99744 96089   4408927 45.83
25      95965   258     0.00269 0.99731 95836   4312838 44.94
26      95707   254     0.00265 0.99735 95580   4217002 44.06
27      95453   268     0.00281 0.99719 95320   4121421 43.18
28      95185   267     0.00280 0.99720 95052   4026102 42.30
29      94918   284     0.00299 0.99701 94778   3931050 41.42
30      94634   311     0.00328 0.99672 94480   3836272 40.54
31      94323   311     0.00329 0.99671 94168   3741792 39.67
32      94012   316     0.00337 0.99663 93855   3647625 38.80
33      93696   334     0.00356 0.99644 93530   3553770 37.93
34      93362   351     0.00376 0.99624 93188   3460239 37.06
35      93011   376     0.00405 0.99595 92825   3367051 36.20
36      92635   388     0.00418 0.99582 92442   3274226 35.35
37      92247   399     0.00433 0.99567 92049   3181784 34.49
38      91848   425     0.00463 0.99537 91638   3089735 33.64
39      91423   449     0.00491 0.99509 91203   2998098 32.79
40      90974   527     0.00579 0.99421 90713   2906895 31.95
41      90447   517     0.00572 0.99428 90189   2816182 31.14
42      89930   545     0.00606 0.99394 89661   2725992 30.31
43      89385   590     0.00661 0.99339 89093   2636332 29.49
44      88795   613     0.00690 0.99310 88492   2547239 28.69
45      88182   679     0.00770 0.99230 87847   2458747 27.88
46      87503   714     0.00816 0.99184 87148   2370900 27.10
47      86789   737     0.00849 0.99151 86424   2283752 26.31
48      86052   809     0.00941 0.99059 85654   2197327 25.53
49      85243   893     0.01047 0.98953 84800   2111673 24.77
50      84350   885     0.01049 0.98951 83914   2026874 24.03
51      83465   1038    0.01244 0.98756 82949   1942960 23.28
52      82427   963     0.01169 0.98831 81947   1860011 22.57
53      81464   1082    0.01329 0.98671 80930   1778063 21.83
54      80382   1129    0.01405 0.98595 79818   1697134 21.11
55      79253   1094    0.01380 0.98620 78714   1617316 20.41
56      78159   1324    0.01693 0.98307 77504   1538601 19.69
57      76835   1261    0.01641 0.98359 76205   1461097 19.02
58      75574   1344    0.01778 0.98222 74910   1384892 18.32
59      74230   1450    0.01954 0.98046 73511   1309982 17.65
60      72780   1492    0.02050 0.97950 72040   1236471 16.99
61      71288   1598    0.02241 0.97759 70496   1164431 16.33
62      69690   1663    0.02386 0.97614 68865   1093935 15.70
63      68027   1763    0.02592 0.97408 67150   1025069 15.07
64      66264   1780    0.02686 0.97314 65381   957919  14.46
65      64484   1921    0.02979 0.97021 63534   892538  13.84
66      62563   2023    0.03233 0.96767 61559   829005  13.25
67      60540   2090    0.03452 0.96548 59502   767446  12.68
68      58450   2184    0.03736 0.96264 57365   707945  12.11
69      56266   2261    0.04019 0.95981 55145   650579  11.56
70      54005   2419    0.04479 0.95521 52801   595434  11.03
71      51586   2392    0.04638 0.95362 50391   542633  10.52
72      49194   2433    0.04946 0.95054 47980   492243  10.01
73      46761   2452    0.05244 0.94756 45541   444263  9.50
74      44309   2571    0.05802 0.94198 43025   398722  9.00
