# # Таблица построена модулем rtss.rosbris1959.ExportMortalityTables по данным в РосБРИС для РСФСР 2011
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  664     0.00664 0.99336 99668   7560659 75.61
1       99336   76      0.00076 0.99924 99298   7460991 75.11
2       99260   41      0.00041 0.99959 99240   7361693 74.17
3       99219   31      0.00031 0.99969 99204   7262453 73.20
4       99188   26      0.00026 0.99974 99175   7163250 72.22
5       99162   28      0.00028 0.99972 99148   7064075 71.24
6       99134   24      0.00024 0.99976 99122   6964927 70.26
7       99110   22      0.00022 0.99978 99099   6865805 69.27
8       99088   21      0.00021 0.99979 99077   6766706 68.29
9       99067   20      0.00021 0.99979 99057   6667629 67.30
10      99047   20      0.00020 0.99980 99037   6568572 66.32
11      99027   18      0.00018 0.99982 99018   6469535 65.33
12      99009   22      0.00022 0.99978 98998   6370517 64.34
13      98987   25      0.00026 0.99974 98975   6271518 63.36
14      98962   31      0.00032 0.99968 98947   6172543 62.37
15      98931   40      0.00041 0.99959 98912   6073596 61.39
16      98891   49      0.00050 0.99950 98867   5974685 60.42
17      98842   48      0.00049 0.99951 98818   5875818 59.45
18      98794   59      0.00060 0.99940 98765   5776999 58.48
19      98735   58      0.00058 0.99942 98706   5678234 57.51
20      98677   58      0.00058 0.99942 98648   5579528 56.54
21      98619   61      0.00062 0.99938 98589   5480880 55.58
22      98558   74      0.00075 0.99925 98522   5382291 54.61
23      98484   78      0.00079 0.99921 98446   5283769 53.65
24      98406   89      0.00090 0.99910 98362   5185324 52.69
25      98317   90      0.00091 0.99909 98272   5086962 51.74
26      98227   99      0.00101 0.99899 98179   4988689 50.79
27      98128   126     0.00128 0.99872 98067   4890510 49.84
28      98002   139     0.00141 0.99859 97934   4792444 48.90
29      97863   156     0.00159 0.99841 97786   4694510 47.97
30      97707   165     0.00169 0.99831 97625   4596724 47.05
31      97542   177     0.00181 0.99819 97454   4499099 46.12
32      97365   187     0.00192 0.99808 97272   4401644 45.21
33      97178   196     0.00202 0.99798 97081   4304372 44.29
34      96982   202     0.00209 0.99791 96882   4207291 43.38
35      96780   209     0.00216 0.99784 96676   4110410 42.47
36      96571   215     0.00223 0.99777 96464   4013734 41.56
37      96356   226     0.00235 0.99765 96244   3917269 40.65
38      96130   234     0.00243 0.99757 96014   3821026 39.75
39      95896   249     0.00260 0.99740 95773   3725012 38.84
40      95647   259     0.00271 0.99729 95518   3629239 37.94
41      95388   260     0.00273 0.99727 95259   3533721 37.05
42      95128   290     0.00304 0.99696 94985   3438462 36.15
43      94838   297     0.00313 0.99687 94691   3343477 35.25
44      94541   318     0.00337 0.99663 94383   3248787 34.36
45      94223   324     0.00344 0.99656 94062   3154404 33.48
46      93899   349     0.00372 0.99628 93726   3060341 32.59
47      93550   362     0.00387 0.99613 93371   2966615 31.71
48      93188   387     0.00415 0.99585 92997   2873245 30.83
49      92801   424     0.00457 0.99543 92591   2780248 29.96
50      92377   444     0.00480 0.99520 92157   2687656 29.09
51      91933   481     0.00524 0.99476 91695   2595499 28.23
52      91452   508     0.00556 0.99444 91201   2503804 27.38
53      90944   549     0.00604 0.99396 90672   2412603 26.53
54      90395   577     0.00638 0.99362 90111   2321930 25.69
55      89818   656     0.00730 0.99270 89495   2231819 24.85
56      89162   698     0.00783 0.99217 88816   2142324 24.03
57      88464   736     0.00832 0.99168 88100   2053508 23.21
58      87728   782     0.00892 0.99108 87342   1965409 22.40
59      86946   858     0.00987 0.99013 86522   1878066 21.60
60      86088   901     0.01046 0.98954 85642   1791544 20.81
61      85187   958     0.01125 0.98875 84715   1705903 20.03
62      84229   1078    0.01280 0.98720 83692   1621187 19.25
63      83151   1012    0.01217 0.98783 82653   1537495 18.49
64      82139   1278    0.01556 0.98444 81507   1454842 17.71
65      80861   1168    0.01445 0.98555 80279   1373335 16.98
66      79693   1314    0.01648 0.98352 79048   1293057 16.23
67      78379   1446    0.01845 0.98155 77658   1214009 15.49
68      76933   1361    0.01769 0.98231 76267   1136351 14.77
69      75572   1791    0.02369 0.97631 74690   1060084 14.03
70      73781   1677    0.02272 0.97728 72947   985395  13.36
71      72104   1890    0.02621 0.97379 71178   912448  12.65
72      70214   2139    0.03047 0.96953 69155   841270  11.98
73      68075   2142    0.03146 0.96854 67016   772115  11.34
74      65933   2432    0.03689 0.96311 64738   705099  10.69
75      63501   2651    0.04174 0.95826 62193   640361  10.08
76      60850   2843    0.04673 0.95327 59439   578168  9.50
