# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  6144    0.06144 0.93856 96928   6526916 65.27
1       93856   1428    0.01522 0.98478 93142   6429988 68.51
2       92428   477     0.00516 0.99484 92190   6336846 68.56
3       91951   230     0.00250 0.99750 91836   6244656 67.91
4       91721   153     0.00167 0.99833 91645   6152820 67.08
5       91568   129     0.00141 0.99859 91502   6061176 66.19
6       91439   123     0.00134 0.99866 91377   5969673 65.29
7       91316   121     0.00133 0.99867 91255   5878296 64.37
8       91195   118     0.00129 0.99871 91136   5787041 63.46
9       91077   110     0.00121 0.99879 91021   5695905 62.54
10      90967   100     0.00110 0.99890 90916   5604884 61.61
11      90867   92      0.00101 0.99899 90820   5513968 60.68
12      90775   87      0.00096 0.99904 90731   5423147 59.74
13      90688   86      0.00095 0.99905 90645   5332416 58.80
14      90602   89      0.00099 0.99901 90558   5241771 57.85
15      90513   97      0.00107 0.99893 90465   5151213 56.91
16      90416   107     0.00119 0.99881 90363   5060748 55.97
17      90309   120     0.00133 0.99867 90250   4970384 55.04
18      90189   135     0.00149 0.99851 90123   4880134 54.11
19      90054   150     0.00166 0.99834 89980   4790011 53.19
20      89904   163     0.00181 0.99819 89824   4700031 52.28
21      89741   175     0.00195 0.99805 89654   4610208 51.37
22      89566   186     0.00208 0.99792 89474   4520553 50.47
23      89380   195     0.00218 0.99782 89283   4431079 49.58
24      89185   202     0.00226 0.99774 89084   4341796 48.68
25      88983   206     0.00231 0.99769 88880   4252712 47.79
26      88777   211     0.00238 0.99762 88672   4163831 46.90
27      88566   217     0.00246 0.99754 88458   4075159 46.01
28      88349   225     0.00254 0.99746 88237   3986701 45.12
29      88124   233     0.00264 0.99736 88008   3898464 44.24
30      87891   227     0.00259 0.99741 87778   3810457 43.35
31      87664   237     0.00271 0.99729 87546   3722679 42.47
32      87427   248     0.00284 0.99716 87304   3635133 41.58
33      87179   259     0.00297 0.99703 87050   3547829 40.70
34      86920   270     0.00310 0.99690 86786   3460778 39.82
35      86650   277     0.00320 0.99680 86512   3373993 38.94
36      86373   289     0.00334 0.99666 86229   3287480 38.06
37      86084   300     0.00349 0.99651 85935   3201251 37.19
38      85784   313     0.00365 0.99635 85629   3115316 36.32
39      85471   327     0.00382 0.99618 85309   3029687 35.45
40      85144   338     0.00397 0.99603 84976   2944379 34.58
41      84806   353     0.00416 0.99584 84631   2859403 33.72
42      84453   369     0.00437 0.99563 84270   2774772 32.86
43      84084   386     0.00459 0.99541 83893   2690502 32.00
44      83698   405     0.00484 0.99516 83497   2606609 31.14
45      83293   425     0.00510 0.99490 83082   2523112 30.29
46      82868   450     0.00543 0.99457 82645   2440030 29.44
47      82418   482     0.00584 0.99416 82180   2357384 28.60
48      81936   520     0.00634 0.99366 81679   2275205 27.77
49      81416   565     0.00694 0.99306 81137   2193525 26.94
50      80851   596     0.00737 0.99263 80557   2112388 26.13
51      80255   649     0.00808 0.99192 79935   2031832 25.32
52      79606   704     0.00884 0.99116 79259   1951897 24.52
53      78902   758     0.00961 0.99039 78527   1872638 23.73
54      78144   811     0.01038 0.98962 77742   1794111 22.96
55      77333   852     0.01101 0.98899 76911   1716369 22.19
56      76481   905     0.01183 0.98817 76033   1639458 21.44
57      75576   962     0.01273 0.98727 75100   1563425 20.69
58      74614   1025    0.01374 0.98626 74107   1488325 19.95
59      73589   1095    0.01487 0.98513 73048   1414218 19.22
60      72494   1182    0.01630 0.98370 71910   1341169 18.50
61      71312   1262    0.01770 0.98230 70688   1269260 17.80
