# # Таблица построена модулем rtss.rosbris1959.ExportMortalityTables по данным в РосБРИС для РСФСР 2005
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  1246    0.01246 0.98754 99377   6346865 63.47
1       98754   160     0.00162 0.99838 98674   6247488 63.26
2       98594   97      0.00099 0.99901 98546   6148814 62.36
3       98497   78      0.00080 0.99920 98458   6050268 61.43
4       98419   71      0.00072 0.99928 98384   5951810 60.47
5       98348   58      0.00059 0.99941 98318   5853427 59.52
6       98290   56      0.00057 0.99943 98262   5755108 58.55
7       98234   50      0.00051 0.99949 98209   5656846 57.59
8       98184   52      0.00053 0.99947 98158   5558638 56.61
9       98132   42      0.00043 0.99957 98111   5460480 55.64
10      98090   43      0.00044 0.99956 98068   5362369 54.67
11      98047   39      0.00040 0.99960 98027   5264301 53.69
12      98008   41      0.00042 0.99958 97988   5166274 52.71
13      97967   53      0.00054 0.99946 97942   5068285 51.73
14      97914   65      0.00067 0.99933 97883   4970344 50.76
15      97849   93      0.00095 0.99905 97804   4872461 49.80
16      97756   111     0.00113 0.99887 97703   4774656 48.84
17      97645   156     0.00160 0.99840 97571   4676953 47.90
18      97489   199     0.00204 0.99796 97391   4579383 46.97
19      97290   200     0.00206 0.99794 97192   4481991 46.07
20      97090   247     0.00254 0.99746 96971   4384799 45.16
21      96843   301     0.00311 0.99689 96695   4287829 44.28
22      96542   308     0.00319 0.99681 96390   4191134 43.41
23      96234   340     0.00353 0.99647 96066   4094744 42.55
24      95894   363     0.00379 0.99621 95714   3998678 41.70
25      95531   386     0.00404 0.99596 95340   3902963 40.86
26      95145   401     0.00422 0.99578 94946   3807624 40.02
27      94744   431     0.00455 0.99545 94532   3712677 39.19
28      94313   474     0.00503 0.99497 94078   3618146 38.36
29      93839   483     0.00515 0.99485 93600   3524068 37.55
30      93356   522     0.00559 0.99441 93097   3430468 36.75
31      92834   525     0.00565 0.99435 92572   3337371 35.95
32      92309   532     0.00577 0.99423 92044   3244799 35.15
33      91777   546     0.00594 0.99406 91506   3152756 34.35
34      91231   574     0.00630 0.99370 90947   3061250 33.55
35      90657   609     0.00672 0.99328 90354   2970303 32.76
36      90048   615     0.00683 0.99317 89742   2879949 31.98
37      89433   638     0.00714 0.99286 89117   2790207 31.20
38      88795   684     0.00770 0.99230 88457   2701090 30.42
39      88111   722     0.00820 0.99180 87753   2612634 29.65
40      87389   760     0.00870 0.99130 87012   2524881 28.89
41      86629   795     0.00918 0.99082 86236   2437869 28.14
42      85834   863     0.01006 0.98994 85406   2351633 27.40
43      84971   883     0.01039 0.98961 84533   2266227 26.67
44      84088   942     0.01121 0.98879 83621   2181694 25.95
45      83146   988     0.01188 0.98812 82656   2098073 25.23
46      82158   1041    0.01267 0.98733 81642   2015416 24.53
47      81117   1091    0.01345 0.98655 80576   1933775 23.84
48      80026   1137    0.01421 0.98579 79462   1853199 23.16
49      78889   1203    0.01525 0.98475 78295   1773737 22.48
50      77686   1309    0.01685 0.98315 77037   1695442 21.82
51      76377   1341    0.01756 0.98244 75709   1618405 21.19
52      75036   1372    0.01829 0.98171 74354   1542696 20.56
53      73664   1443    0.01959 0.98041 72946   1468342 19.93
54      72221   1452    0.02010 0.97990 71502   1395396 19.32
