# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  6341    0.06341 0.93659 96830   6483975 64.84
1       93659   1436    0.01533 0.98467 92941   6387146 68.20
2       92223   473     0.00513 0.99487 91987   6294205 68.25
3       91750   228     0.00249 0.99751 91636   6202218 67.60
4       91522   153     0.00168 0.99832 91446   6110582 66.77
5       91369   131     0.00143 0.99857 91302   6019137 65.88
6       91238   126     0.00138 0.99862 91175   5927835 64.97
7       91112   125     0.00138 0.99862 91049   5836660 64.06
8       90987   122     0.00134 0.99866 90926   5745611 63.15
9       90865   113     0.00124 0.99876 90808   5654685 62.23
10      90752   101     0.00111 0.99889 90701   5563877 61.31
11      90651   91      0.00101 0.99899 90605   5473177 60.38
12      90560   86      0.00095 0.99905 90517   5382572 59.44
13      90474   85      0.00094 0.99906 90432   5292055 58.49
14      90389   89      0.00099 0.99901 90345   5201624 57.55
15      90300   98      0.00109 0.99891 90252   5111279 56.60
16      90202   111     0.00123 0.99877 90148   5021027 55.66
17      90091   126     0.00139 0.99861 90029   4930879 54.73
18      89965   141     0.00157 0.99843 89896   4840850 53.81
19      89824   156     0.00174 0.99826 89747   4750954 52.89
20      89668   168     0.00187 0.99813 89585   4661207 51.98
21      89500   179     0.00200 0.99800 89411   4571622 51.08
22      89321   188     0.00211 0.99789 89228   4482211 50.18
23      89133   196     0.00220 0.99780 89036   4392983 49.29
24      88937   203     0.00228 0.99772 88836   4303947 48.39
25      88734   208     0.00234 0.99766 88630   4215111 47.50
26      88526   214     0.00242 0.99758 88420   4126481 46.61
27      88312   222     0.00251 0.99749 88202   4038061 45.72
28      88090   229     0.00260 0.99740 87976   3949860 44.84
29      87861   238     0.00271 0.99729 87742   3861883 43.95
30      87623   232     0.00265 0.99735 87507   3774141 43.07
31      87391   241     0.00276 0.99724 87271   3686634 42.19
32      87150   250     0.00287 0.99713 87026   3599363 41.30
33      86900   259     0.00299 0.99701 86771   3512337 40.42
34      86641   269     0.00311 0.99689 86507   3425566 39.54
35      86372   276     0.00319 0.99681 86235   3339059 38.66
36      86096   286     0.00333 0.99667 85954   3252824 37.78
37      85810   298     0.00348 0.99652 85662   3166870 36.91
38      85512   311     0.00364 0.99636 85358   3081208 36.03
39      85201   326     0.00382 0.99618 85039   2995850 35.16
40      84875   338     0.00399 0.99601 84707   2910811 34.30
41      84537   355     0.00420 0.99580 84361   2826104 33.43
42      84182   372     0.00442 0.99558 83998   2741743 32.57
43      83810   391     0.00466 0.99534 83616   2657746 31.71
44      83419   411     0.00492 0.99508 83215   2574129 30.86
45      83008   431     0.00519 0.99481 82794   2490914 30.01
46      82577   457     0.00554 0.99446 82351   2408120 29.16
47      82120   488     0.00594 0.99406 81879   2325769 28.32
48      81632   525     0.00643 0.99357 81373   2243890 27.49
49      81107   568     0.00700 0.99300 80826   2162517 26.66
50      80539   596     0.00740 0.99260 80244   2081691 25.85
51      79943   647     0.00809 0.99191 79624   2001447 25.04
52      79296   700     0.00883 0.99117 78950   1921823 24.24
53      78596   754     0.00959 0.99041 78223   1842873 23.45
54      77842   807     0.01036 0.98964 77442   1764649 22.67
55      77035   849     0.01102 0.98898 76615   1687207 21.90
56      76186   904     0.01187 0.98813 75739   1610592 21.14
57      75282   964     0.01280 0.98720 74805   1534853 20.39
58      74318   1029    0.01384 0.98616 73809   1460048 19.65
59      73289   1100    0.01501 0.98499 72746   1386239 18.91
60      72189   1189    0.01647 0.98353 71602   1313493 18.20
61      71000   1271    0.01790 0.98210 70371   1241892 17.49
62      69729   1356    0.01944 0.98056 69058   1171520 16.80
63      68373   1443    0.02110 0.97890 67659   1102462 16.12
64      66930   1532    0.02289 0.97711 66171   1034803 15.46
65      65398   1599    0.02445 0.97555 64605   968633  14.81
66      63799   1696    0.02658 0.97342 62959   904028  14.17
67      62103   1798    0.02896 0.97104 61213   841068  13.54
68      60305   1907    0.03162 0.96838 59361   779855  12.93
69      58398   2020    0.03459 0.96541 57397   720495  12.34
70      56378   2123    0.03765 0.96235 55326   663098  11.76
71      54255   2237    0.04123 0.95877 53146   607772  11.20
72      52018   2346    0.04509 0.95491 50854   554626  10.66
73      49672   2447    0.04926 0.95074 48457   503773  10.14
74      47225   2540    0.05378 0.94622 45962   455316  9.64
75      44685   2611    0.05844 0.94156 43386   409354  9.16
76      42074   2692    0.06398 0.93602 40734   365968  8.70
77      39382   2766    0.07023 0.92977 38005   325234  8.26
78      36616   2829    0.07727 0.92273 35206   287229  7.84
79      33787   2875    0.08510 0.91490 32352   252023  7.46
80      30912   2877    0.09307 0.90693 29473   219672  7.11
81      28035   2855    0.10183 0.89817 26604   190199  6.78
82      25180   2783    0.11054 0.88946 23780   163595  6.50
83      22397   2662    0.11885 0.88115 21054   139815  6.24
84      19735   2495    0.12643 0.87357 18471   118761  6.02
85      17240   2257    0.13089 0.86911 16093   100290  5.82
86      14983   2048    0.13666 0.86334 13941   84197   5.62
87      12935   1833    0.14168 0.85832 12001   70256   5.43
88      11102   1622    0.14606 0.85394 10274   58255   5.25
89      9480    1421    0.14989 0.85011 8753    47982   5.06
90      8059    1236    0.15332 0.84668 7426    39228   4.87
91      6823    1068    0.15646 0.84354 6276    31802   4.66
92      5755    918     0.15944 0.84056 5284    25526   4.44
93      4837    785     0.16237 0.83763 4434    20242   4.18
94      4052    670     0.16537 0.83463 3708    15808   3.90
95      3382    570     0.16852 0.83148 3089    12100   3.58
96      2812    483     0.17192 0.82808 2564    9010    3.20
97      2329    409     0.17563 0.82437 2119    6447    2.77
98      1920    345     0.17972 0.82028 1743    4328    2.25
99      1575    290     0.18424 0.81576 1426    2585    1.64
100     1285    243     0.18921 0.81079 1160    1160    0.90
