RENGLON,ANIO,ENTIDAD,CVE_GEO,EDAD,SEXO,EMIGRANTES,INMIGRANTES,ENTIDAD_FEDERATIVA,FECHA
181,1970-1974,Aguascalientes,1,00--04,Hombres,1306,56,Aguascalientes,1974-01-01
182,1970-1974,Aguascalientes,1,00--04,Mujeres,670,35,Aguascalientes,1974-01-01
183,1970-1974,Aguascalientes,1,05--09,Hombres,935,44,Aguascalientes,1974-01-01
184,1970-1974,Aguascalientes,1,05--09,Mujeres,477,27,Aguascalientes,1974-01-01
185,1970-1974,Aguascalientes,1,10--14,Hombres,937,62,Aguascalientes,1974-01-01
186,1970-1974,Aguascalientes,1,10--14,Mujeres,413,31,Aguascalientes,1974-01-01
187,1970-1974,Aguascalientes,1,15--19,Hombres,2562,100,Aguascalientes,1974-01-01
188,1970-1974,Aguascalientes,1,15--19,Mujeres,743,40,Aguascalientes,1974-01-01
189,1970-1974,Aguascalientes,1,20--24,Hombres,1241,101,Aguascalientes,1974-01-01
190,1970-1974,Aguascalientes,1,20--24,Mujeres,597,38,Aguascalientes,1974-01-01
191,1970-1974,Aguascalientes,1,25--29,Hombres,435,85,Aguascalientes,1974-01-01
192,1970-1974,Aguascalientes,1,25--29,Mujeres,306,30,Aguascalientes,1974-01-01
193,1970-1974,Aguascalientes,1,30--34,Hombres,193,66,Aguascalientes,1974-01-01
194,1970-1974,Aguascalientes,1,30--34,Mujeres,154,20,Aguascalientes,1974-01-01
195,1970-1974,Aguascalientes,1,35--39,Hombres,112,50,Aguascalientes,1974-01-01
196,1970-1974,Aguascalientes,1,35--39,Mujeres,88,15,Aguascalientes,1974-01-01
197,1970-1974,Aguascalientes,1,40--44,Hombres,79,39,Aguascalientes,1974-01-01
198,1970-1974,Aguascalientes,1,40--44,Mujeres,56,13,Aguascalientes,1974-01-01
199,1970-1974,Aguascalientes,1,45--49,Hombres,55,29,Aguascalientes,1974-01-01
200,1970-1974,Aguascalientes,1,45--49,Mujeres,39,12,Aguascalientes,1974-01-01
201,1970-1974,Aguascalientes,1,50--54,Hombres,40,22,Aguascalientes,1974-01-01
202,1970-1974,Aguascalientes,1,50--54,Mujeres,27,11,Aguascalientes,1974-01-01
203,1970-1974,Aguascalientes,1,55--59,Hombres,28,16,Aguascalientes,1974-01-01
204,1970-1974,Aguascalientes,1,55--59,Mujeres,20,8,Aguascalientes,1974-01-01
205,1970-1974,Aguascalientes,1,60--64,Hombres,22,12,Aguascalientes,1974-01-01
206,1970-1974,Aguascalientes,1,60--64,Mujeres,15,7,Aguascalientes,1974-01-01
207,1970-1974,Aguascalientes,1,65--69,Hombres,16,8,Aguascalientes,1974-01-01
208,1970-1974,Aguascalientes,1,65--69,Mujeres,11,5,Aguascalientes,1974-01-01
209,1970-1974,Aguascalientes,1,70--74,Hombres,10,5,Aguascalientes,1974-01-01
210,1970-1974,Aguascalientes,1,70--74,Mujeres,7,3,Aguascalientes,1974-01-01
211,1970-1974,Aguascalientes,1,75--79,Hombres,5,3,Aguascalientes,1974-01-01
212,1970-1974,Aguascalientes,1,75--79,Mujeres,4,2,Aguascalientes,1974-01-01
213,1970-1974,Aguascalientes,1,80--84,Hombres,2,1,Aguascalientes,1974-01-01
214,1970-1974,Aguascalientes,1,80--84,Mujeres,2,1,Aguascalientes,1974-01-01
215,1970-1974,Aguascalientes,1,85--89,Hombres,2,0,Aguascalientes,1974-01-01
216,1970-1974,Aguascalientes,1,85--89,Mujeres,1,0,Aguascalientes,1974-01-01
217,1970-1974,Baja California,2,00--04,Hombres,2211,169,Baja California,1974-01-01
218,1970-1974,Baja California,2,00--04,Mujeres,3845,249,Baja California,1974-01-01
219,1970-1974,Baja California,2,05--09,Hombres,1677,142,Baja California,1974-01-01
220,1970-1974,Baja California,2,05--09,Mujeres,2957,207,Baja California,1974-01-01
221,1970-1974,Baja California,2,10--14,Hombres,1734,203,Baja California,1974-01-01
222,1970-1974,Baja California,2,10--14,Mujeres,2662,246,Baja California,1974-01-01
223,1970-1974,Baja California,2,15--19,Hombres,4839,337,Baja California,1974-01-01
224,1970-1974,Baja California,2,15--19,Mujeres,4913,327,Baja California,1974-01-01
225,1970-1974,Baja California,2,20--24,Hombres,2421,351,Baja California,1974-01-01
226,1970-1974,Baja California,2,20--24,Mujeres,4077,326,Baja California,1974-01-01
227,1970-1974,Baja California,2,25--29,Hombres,895,314,Baja California,1974-01-01
228,1970-1974,Baja California,2,25--29,Mujeres,2156,263,Baja California,1974-01-01
229,1970-1974,Baja California,2,30--34,Hombres,420,256,Baja California,1974-01-01
230,1970-1974,Baja California,2,30--34,Mujeres,1096,181,Baja California,1974-01-01
231,1970-1974,Baja California,2,35--39,Hombres,255,203,Baja California,1974-01-01
232,1970-1974,Baja California,2,35--39,Mujeres,602,128,Baja California,1974-01-01
233,1970-1974,Baja California,2,40--44,Hombres,179,160,Baja California,1974-01-01
234,1970-1974,Baja California,2,40--44,Mujeres,371,108,Baja California,1974-01-01
235,1970-1974,Baja California,2,45--49,Hombres,126,118,Baja California,1974-01-01
236,1970-1974,Baja California,2,45--49,Mujeres,241,98,Baja California,1974-01-01
237,1970-1974,Baja California,2,50--54,Hombres,85,80,Baja California,1974-01-01
238,1970-1974,Baja California,2,50--54,Mujeres,161,81,Baja California,1974-01-01
239,1970-1974,Baja California,2,55--59,Hombres,54,52,Baja California,1974-01-01
240,1970-1974,Baja California,2,55--59,Mujeres,108,59,Baja California,1974-01-01
241,1970-1974,Baja California,2,60--64,Hombres,34,33,Baja California,1974-01-01
242,1970-1974,Baja California,2,60--64,Mujeres,76,43,Baja California,1974-01-01
243,1970-1974,Baja California,2,65--69,Hombres,21,21,Baja California,1974-01-01
244,1970-1974,Baja California,2,65--69,Mujeres,52,27,Baja California,1974-01-01
245,1970-1974,Baja California,2,70--74,Hombres,13,12,Baja California,1974-01-01
246,1970-1974,Baja California,2,70--74,Mujeres,31,16,Baja California,1974-01-01
247,1970-1974,Baja California,2,75--79,Hombres,6,5,Baja California,1974-01-01
248,1970-1974,Baja California,2,75--79,Mujeres,16,8,Baja California,1974-01-01
249,1970-1974,Baja California,2,80--84,Hombres,3,2,Baja California,1974-01-01
250,1970-1974,Baja California,2,80--84,Mujeres,8,3,Baja California,1974-01-01
251,1970-1974,Baja California,2,85--89,Hombres,1,2,Baja California,1974-01-01
252,1970-1974,Baja California,2,85--89,Mujeres,3,0,Baja California,1974-01-01
253,1970-1974,Baja California Sur,3,00--04,Hombres,128,5,Baja California Sur,1974-01-01
254,1970-1974,Baja California Sur,3,00--04,Mujeres,150,9,Baja California Sur,1974-01-01
255,1970-1974,Baja California Sur,3,05--09,Hombres,99,4,Baja California Sur,1974-01-01
256,1970-1974,Baja California Sur,3,05--09,Mujeres,116,7,Baja California Sur,1974-01-01
257,1970-1974,Baja California Sur,3,10--14,Hombres,100,6,Baja California Sur,1974-01-01
258,1970-1974,Baja California Sur,3,10--14,Mujeres,100,8,Baja California Sur,1974-01-01
259,1970-1974,Baja California Sur,3,15--19,Hombres,281,10,Baja California Sur,1974-01-01
260,1970-1974,Baja California Sur,3,15--19,Mujeres,178,10,Baja California Sur,1974-01-01
261,1970-1974,Baja California Sur,3,20--24,Hombres,146,10,Baja California Sur,1974-01-01
262,1970-1974,Baja California Sur,3,20--24,Mujeres,148,10,Baja California Sur,1974-01-01
263,1970-1974,Baja California Sur,3,25--29,Hombres,56,10,Baja California Sur,1974-01-01
264,1970-1974,Baja California Sur,3,25--29,Mujeres,79,9,Baja California Sur,1974-01-01
265,1970-1974,Baja California Sur,3,30--34,Hombres,26,8,Baja California Sur,1974-01-01
266,1970-1974,Baja California Sur,3,30--34,Mujeres,40,6,Baja California Sur,1974-01-01
267,1970-1974,Baja California Sur,3,35--39,Hombres,15,6,Baja California Sur,1974-01-01
268,1970-1974,Baja California Sur,3,35--39,Mujeres,22,4,Baja California Sur,1974-01-01
269,1970-1974,Baja California Sur,3,40--44,Hombres,10,4,Baja California Sur,1974-01-01
270,1970-1974,Baja California Sur,3,40--44,Mujeres,13,3,Baja California Sur,1974-01-01
271,1970-1974,Baja California Sur,3,45--49,Hombres,7,3,Baja California Sur,1974-01-01
272,1970-1974,Baja California Sur,3,45--49,Mujeres,9,3,Baja California Sur,1974-01-01
273,1970-1974,Baja California Sur,3,50--54,Hombres,5,2,Baja California Sur,1974-01-01
274,1970-1974,Baja California Sur,3,50--54,Mujeres,6,2,Baja California Sur,1974-01-01
275,1970-1974,Baja California Sur,3,55--59,Hombres,3,2,Baja California Sur,1974-01-01
276,1970-1974,Baja California Sur,3,55--59,Mujeres,4,2,Baja California Sur,1974-01-01
277,1970-1974,Baja California Sur,3,60--64,Hombres,2,1,Baja California Sur,1974-01-01
278,1970-1974,Baja California Sur,3,60--64,Mujeres,3,1,Baja California Sur,1974-01-01
279,1970-1974,Baja California Sur,3,65--69,Hombres,1,1,Baja California Sur,1974-01-01
280,1970-1974,Baja California Sur,3,65--69,Mujeres,2,1,Baja California Sur,1974-01-01
281,1970-1974,Baja California Sur,3,70--74,Hombres,1,0,Baja California Sur,1974-01-01
282,1970-1974,Baja California Sur,3,70--74,Mujeres,1,1,Baja California Sur,1974-01-01
283,1970-1974,Baja California Sur,3,75--79,Hombres,0,0,Baja California Sur,1974-01-01
284,1970-1974,Baja California Sur,3,75--79,Mujeres,1,1,Baja California Sur,1974-01-01
285,1970-1974,Baja California Sur,3,80--84,Hombres,0,0,Baja California Sur,1974-01-01
286,1970-1974,Baja California Sur,3,80--84,Mujeres,1,0,Baja California Sur,1974-01-01
287,1970-1974,Baja California Sur,3,85--89,Hombres,0,0,Baja California Sur,1974-01-01
288,1970-1974,Baja California Sur,3,85--89,Mujeres,0,0,Baja California Sur,1974-01-01
289,1970-1974,Campeche,4,00--04,Hombres,69,2,Campeche,1974-01-01
290,1970-1974,Campeche,4,00--04,Mujeres,59,4,Campeche,1974-01-01
291,1970-1974,Campeche,4,05--09,Hombres,48,2,Campeche,1974-01-01
292,1970-1974,Campeche,4,05--09,Mujeres,42,3,Campeche,1974-01-01
293,1970-1974,Campeche,4,10--14,Hombres,49,3,Campeche,1974-01-01
294,1970-1974,Campeche,4,10--14,Mujeres,36,3,Campeche,1974-01-01
295,1970-1974,Campeche,4,15--19,Hombres,140,4,Campeche,1974-01-01
296,1970-1974,Campeche,4,15--19,Mujeres,67,4,Campeche,1974-01-01
297,1970-1974,Campeche,4,20--24,Hombres,72,5,Campeche,1974-01-01
298,1970-1974,Campeche,4,20--24,Mujeres,56,4,Campeche,1974-01-01
299,1970-1974,Campeche,4,25--29,Hombres,27,4,Campeche,1974-01-01
300,1970-1974,Campeche,4,25--29,Mujeres,30,4,Campeche,1974-01-01
301,1970-1974,Campeche,4,30--34,Hombres,12,4,Campeche,1974-01-01
302,1970-1974,Campeche,4,30--34,Mujeres,15,3,Campeche,1974-01-01
303,1970-1974,Campeche,4,35--39,Hombres,7,3,Campeche,1974-01-01
304,1970-1974,Campeche,4,35--39,Mujeres,9,2,Campeche,1974-01-01
305,1970-1974,Campeche,4,40--44,Hombres,5,2,Campeche,1974-01-01
306,1970-1974,Campeche,4,40--44,Mujeres,5,2,Campeche,1974-01-01
307,1970-1974,Campeche,4,45--49,Hombres,4,2,Campeche,1974-01-01
308,1970-1974,Campeche,4,45--49,Mujeres,3,1,Campeche,1974-01-01
309,1970-1974,Campeche,4,50--54,Hombres,2,1,Campeche,1974-01-01
310,1970-1974,Campeche,4,50--54,Mujeres,2,1,Campeche,1974-01-01
311,1970-1974,Campeche,4,55--59,Hombres,2,1,Campeche,1974-01-01
312,1970-1974,Campeche,4,55--59,Mujeres,1,1,Campeche,1974-01-01
313,1970-1974,Campeche,4,60--64,Hombres,1,1,Campeche,1974-01-01
314,1970-1974,Campeche,4,60--64,Mujeres,1,1,Campeche,1974-01-01
315,1970-1974,Campeche,4,65--69,Hombres,1,0,Campeche,1974-01-01
316,1970-1974,Campeche,4,65--69,Mujeres,1,0,Campeche,1974-01-01
317,1970-1974,Campeche,4,70--74,Hombres,1,0,Campeche,1974-01-01
318,1970-1974,Campeche,4,70--74,Mujeres,0,0,Campeche,1974-01-01
319,1970-1974,Campeche,4,75--79,Hombres,0,0,Campeche,1974-01-01
320,1970-1974,Campeche,4,75--79,Mujeres,0,0,Campeche,1974-01-01
321,1970-1974,Campeche,4,80--84,Hombres,0,0,Campeche,1974-01-01
322,1970-1974,Campeche,4,80--84,Mujeres,0,0,Campeche,1974-01-01
323,1970-1974,Campeche,4,85--89,Hombres,0,0,Campeche,1974-01-01
324,1970-1974,Campeche,4,85--89,Mujeres,0,0,Campeche,1974-01-01
325,1970-1974,Coahuila,5,00--04,Hombres,1771,92,Coahuila,1974-01-01
326,1970-1974,Coahuila,5,00--04,Mujeres,2040,117,Coahuila,1974-01-01
327,1970-1974,Coahuila,5,05--09,Hombres,1336,77,Coahuila,1974-01-01
328,1970-1974,Coahuila,5,05--09,Mujeres,1523,93,Coahuila,1974-01-01
329,1970-1974,Coahuila,5,10--14,Hombres,1367,109,Coahuila,1974-01-01
330,1970-1974,Coahuila,5,10--14,Mujeres,1342,109,Coahuila,1974-01-01
331,1970-1974,Coahuila,5,15--19,Hombres,3855,183,Coahuila,1974-01-01
332,1970-1974,Coahuila,5,15--19,Mujeres,2449,143,Coahuila,1974-01-01
333,1970-1974,Coahuila,5,20--24,Hombres,1946,193,Coahuila,1974-01-01
334,1970-1974,Coahuila,5,20--24,Mujeres,2020,142,Coahuila,1974-01-01
335,1970-1974,Coahuila,5,25--29,Hombres,711,170,Coahuila,1974-01-01
336,1970-1974,Coahuila,5,25--29,Mujeres,1072,116,Coahuila,1974-01-01
337,1970-1974,Coahuila,5,30--34,Hombres,324,135,Coahuila,1974-01-01
338,1970-1974,Coahuila,5,30--34,Mujeres,550,80,Coahuila,1974-01-01
339,1970-1974,Coahuila,5,35--39,Hombres,189,103,Coahuila,1974-01-01
340,1970-1974,Coahuila,5,35--39,Mujeres,308,58,Coahuila,1974-01-01
341,1970-1974,Coahuila,5,40--44,Hombres,129,79,Coahuila,1974-01-01
342,1970-1974,Coahuila,5,40--44,Mujeres,194,50,Coahuila,1974-01-01
343,1970-1974,Coahuila,5,45--49,Hombres,90,58,Coahuila,1974-01-01
344,1970-1974,Coahuila,5,45--49,Mujeres,128,45,Coahuila,1974-01-01
345,1970-1974,Coahuila,5,50--54,Hombres,63,42,Coahuila,1974-01-01
346,1970-1974,Coahuila,5,50--54,Mujeres,88,39,Coahuila,1974-01-01
347,1970-1974,Coahuila,5,55--59,Hombres,45,30,Coahuila,1974-01-01
348,1970-1974,Coahuila,5,55--59,Mujeres,63,30,Coahuila,1974-01-01
349,1970-1974,Coahuila,5,60--64,Hombres,33,22,Coahuila,1974-01-01
350,1970-1974,Coahuila,5,60--64,Mujeres,48,23,Coahuila,1974-01-01
351,1970-1974,Coahuila,5,65--69,Hombres,23,15,Coahuila,1974-01-01
352,1970-1974,Coahuila,5,65--69,Mujeres,34,15,Coahuila,1974-01-01
353,1970-1974,Coahuila,5,70--74,Hombres,14,9,Coahuila,1974-01-01
354,1970-1974,Coahuila,5,70--74,Mujeres,22,10,Coahuila,1974-01-01
355,1970-1974,Coahuila,5,75--79,Hombres,6,4,Coahuila,1974-01-01
356,1970-1974,Coahuila,5,75--79,Mujeres,12,5,Coahuila,1974-01-01
357,1970-1974,Coahuila,5,80--84,Hombres,3,2,Coahuila,1974-01-01
358,1970-1974,Coahuila,5,80--84,Mujeres,5,2,Coahuila,1974-01-01
359,1970-1974,Coahuila,5,85--89,Hombres,2,1,Coahuila,1974-01-01
360,1970-1974,Coahuila,5,85--89,Mujeres,2,1,Coahuila,1974-01-01
361,1970-1974,Colima,6,00--04,Hombres,988,30,Colima,1974-01-01
362,1970-1974,Colima,6,00--04,Mujeres,1244,32,Colima,1974-01-01
363,1970-1974,Colima,6,05--09,Hombres,740,24,Colima,1974-01-01
364,1970-1974,Colima,6,05--09,Mujeres,927,25,Colima,1974-01-01
365,1970-1974,Colima,6,10--14,Hombres,756,35,Colima,1974-01-01
366,1970-1974,Colima,6,10--14,Mujeres,813,30,Colima,1974-01-01
367,1970-1974,Colima,6,15--19,Hombres,2093,56,Colima,1974-01-01
368,1970-1974,Colima,6,15--19,Mujeres,1463,38,Colima,1974-01-01
369,1970-1974,Colima,6,20--24,Hombres,1032,58,Colima,1974-01-01
370,1970-1974,Colima,6,20--24,Mujeres,1173,37,Colima,1974-01-01
371,1970-1974,Colima,6,25--29,Hombres,370,50,Colima,1974-01-01
372,1970-1974,Colima,6,25--29,Mujeres,605,29,Colima,1974-01-01
373,1970-1974,Colima,6,30--34,Hombres,166,39,Colima,1974-01-01
374,1970-1974,Colima,6,30--34,Mujeres,302,20,Colima,1974-01-01
375,1970-1974,Colima,6,35--39,Hombres,96,30,Colima,1974-01-01
376,1970-1974,Colima,6,35--39,Mujeres,169,15,Colima,1974-01-01
377,1970-1974,Colima,6,40--44,Hombres,68,23,Colima,1974-01-01
378,1970-1974,Colima,6,40--44,Mujeres,109,12,Colima,1974-01-01
379,1970-1974,Colima,6,45--49,Hombres,50,17,Colima,1974-01-01
380,1970-1974,Colima,6,45--49,Mujeres,76,12,Colima,1974-01-01
381,1970-1974,Colima,6,50--54,Hombres,37,13,Colima,1974-01-01
382,1970-1974,Colima,6,50--54,Mujeres,52,11,Colima,1974-01-01
383,1970-1974,Colima,6,55--59,Hombres,25,9,Colima,1974-01-01
384,1970-1974,Colima,6,55--59,Mujeres,38,8,Colima,1974-01-01
385,1970-1974,Colima,6,60--64,Hombres,16,6,Colima,1974-01-01
386,1970-1974,Colima,6,60--64,Mujeres,26,6,Colima,1974-01-01
387,1970-1974,Colima,6,65--69,Hombres,10,4,Colima,1974-01-01
388,1970-1974,Colima,6,65--69,Mujeres,20,4,Colima,1974-01-01
389,1970-1974,Colima,6,70--74,Hombres,6,3,Colima,1974-01-01
390,1970-1974,Colima,6,70--74,Mujeres,14,2,Colima,1974-01-01
391,1970-1974,Colima,6,75--79,Hombres,4,1,Colima,1974-01-01
392,1970-1974,Colima,6,75--79,Mujeres,9,1,Colima,1974-01-01
393,1970-1974,Colima,6,80--84,Hombres,2,1,Colima,1974-01-01
394,1970-1974,Colima,6,80--84,Mujeres,3,1,Colima,1974-01-01
395,1970-1974,Colima,6,85--89,Hombres,0,0,Colima,1974-01-01
396,1970-1974,Colima,6,85--89,Mujeres,3,0,Colima,1974-01-01
397,1970-1974,Chiapas,7,00--04,Hombres,556,15,Chiapas,1974-01-01
398,1970-1974,Chiapas,7,00--04,Mujeres,394,28,Chiapas,1974-01-01
399,1970-1974,Chiapas,7,05--09,Hombres,367,11,Chiapas,1974-01-01
400,1970-1974,Chiapas,7,05--09,Mujeres,256,20,Chiapas,1974-01-01
401,1970-1974,Chiapas,7,10--14,Hombres,364,15,Chiapas,1974-01-01
402,1970-1974,Chiapas,7,10--14,Mujeres,218,22,Chiapas,1974-01-01
403,1970-1974,Chiapas,7,15--19,Hombres,1007,25,Chiapas,1974-01-01
404,1970-1974,Chiapas,7,15--19,Mujeres,406,30,Chiapas,1974-01-01
405,1970-1974,Chiapas,7,20--24,Hombres,525,27,Chiapas,1974-01-01
406,1970-1974,Chiapas,7,20--24,Mujeres,352,31,Chiapas,1974-01-01
407,1970-1974,Chiapas,7,25--29,Hombres,199,25,Chiapas,1974-01-01
408,1970-1974,Chiapas,7,25--29,Mujeres,187,25,Chiapas,1974-01-01
409,1970-1974,Chiapas,7,30--34,Hombres,90,20,Chiapas,1974-01-01
410,1970-1974,Chiapas,7,30--34,Mujeres,91,17,Chiapas,1974-01-01
411,1970-1974,Chiapas,7,35--39,Hombres,50,14,Chiapas,1974-01-01
412,1970-1974,Chiapas,7,35--39,Mujeres,48,11,Chiapas,1974-01-01
413,1970-1974,Chiapas,7,40--44,Hombres,33,10,Chiapas,1974-01-01
414,1970-1974,Chiapas,7,40--44,Mujeres,28,9,Chiapas,1974-01-01
415,1970-1974,Chiapas,7,45--49,Hombres,21,7,Chiapas,1974-01-01
416,1970-1974,Chiapas,7,45--49,Mujeres,17,8,Chiapas,1974-01-01
417,1970-1974,Chiapas,7,50--54,Hombres,14,5,Chiapas,1974-01-01
418,1970-1974,Chiapas,7,50--54,Mujeres,11,6,Chiapas,1974-01-01
419,1970-1974,Chiapas,7,55--59,Hombres,10,3,Chiapas,1974-01-01
420,1970-1974,Chiapas,7,55--59,Mujeres,8,5,Chiapas,1974-01-01
421,1970-1974,Chiapas,7,60--64,Hombres,7,2,Chiapas,1974-01-01
422,1970-1974,Chiapas,7,60--64,Mujeres,6,3,Chiapas,1974-01-01
423,1970-1974,Chiapas,7,65--69,Hombres,5,2,Chiapas,1974-01-01
424,1970-1974,Chiapas,7,65--69,Mujeres,4,2,Chiapas,1974-01-01
425,1970-1974,Chiapas,7,70--74,Hombres,3,1,Chiapas,1974-01-01
426,1970-1974,Chiapas,7,70--74,Mujeres,3,1,Chiapas,1974-01-01
427,1970-1974,Chiapas,7,75--79,Hombres,1,0,Chiapas,1974-01-01
428,1970-1974,Chiapas,7,75--79,Mujeres,1,1,Chiapas,1974-01-01
429,1970-1974,Chiapas,7,80--84,Hombres,1,0,Chiapas,1974-01-01
430,1970-1974,Chiapas,7,80--84,Mujeres,1,0,Chiapas,1974-01-01
431,1970-1974,Chiapas,7,85--89,Hombres,0,0,Chiapas,1974-01-01
432,1970-1974,Chiapas,7,85--89,Mujeres,0,0,Chiapas,1974-01-01
433,1970-1974,Chihuahua,8,00--04,Hombres,3480,313,Chihuahua,1974-01-01
434,1970-1974,Chihuahua,8,00--04,Mujeres,5170,369,Chihuahua,1974-01-01
435,1970-1974,Chihuahua,8,05--09,Hombres,2604,258,Chihuahua,1974-01-01
436,1970-1974,Chihuahua,8,05--09,Mujeres,3844,295,Chihuahua,1974-01-01
437,1970-1974,Chihuahua,8,10--14,Hombres,2679,370,Chihuahua,1974-01-01
438,1970-1974,Chihuahua,8,10--14,Mujeres,3413,346,Chihuahua,1974-01-01
439,1970-1974,Chihuahua,8,15--19,Hombres,7439,607,Chihuahua,1974-01-01
440,1970-1974,Chihuahua,8,15--19,Mujeres,6194,451,Chihuahua,1974-01-01
441,1970-1974,Chihuahua,8,20--24,Hombres,3708,633,Chihuahua,1974-01-01
442,1970-1974,Chihuahua,8,20--24,Mujeres,5090,446,Chihuahua,1974-01-01
443,1970-1974,Chihuahua,8,25--29,Hombres,1365,563,Chihuahua,1974-01-01
444,1970-1974,Chihuahua,8,25--29,Mujeres,2705,362,Chihuahua,1974-01-01
445,1970-1974,Chihuahua,8,30--34,Hombres,631,453,Chihuahua,1974-01-01
446,1970-1974,Chihuahua,8,30--34,Mujeres,1396,253,Chihuahua,1974-01-01
447,1970-1974,Chihuahua,8,35--39,Hombres,374,350,Chihuahua,1974-01-01
448,1970-1974,Chihuahua,8,35--39,Mujeres,781,184,Chihuahua,1974-01-01
449,1970-1974,Chihuahua,8,40--44,Hombres,254,266,Chihuahua,1974-01-01
450,1970-1974,Chihuahua,8,40--44,Mujeres,483,156,Chihuahua,1974-01-01
451,1970-1974,Chihuahua,8,45--49,Hombres,178,194,Chihuahua,1974-01-01
452,1970-1974,Chihuahua,8,45--49,Mujeres,318,141,Chihuahua,1974-01-01
453,1970-1974,Chihuahua,8,50--54,Hombres,126,140,Chihuahua,1974-01-01
454,1970-1974,Chihuahua,8,50--54,Mujeres,221,120,Chihuahua,1974-01-01
455,1970-1974,Chihuahua,8,55--59,Hombres,88,101,Chihuahua,1974-01-01
456,1970-1974,Chihuahua,8,55--59,Mujeres,158,94,Chihuahua,1974-01-01
457,1970-1974,Chihuahua,8,60--64,Hombres,62,71,Chihuahua,1974-01-01
458,1970-1974,Chihuahua,8,60--64,Mujeres,118,70,Chihuahua,1974-01-01
459,1970-1974,Chihuahua,8,65--69,Hombres,42,48,Chihuahua,1974-01-01
460,1970-1974,Chihuahua,8,65--69,Mujeres,83,49,Chihuahua,1974-01-01
461,1970-1974,Chihuahua,8,70--74,Hombres,24,29,Chihuahua,1974-01-01
462,1970-1974,Chihuahua,8,70--74,Mujeres,54,30,Chihuahua,1974-01-01
463,1970-1974,Chihuahua,8,75--79,Hombres,12,14,Chihuahua,1974-01-01
464,1970-1974,Chihuahua,8,75--79,Mujeres,27,15,Chihuahua,1974-01-01
465,1970-1974,Chihuahua,8,80--84,Hombres,5,5,Chihuahua,1974-01-01
466,1970-1974,Chihuahua,8,80--84,Mujeres,13,7,Chihuahua,1974-01-01
467,1970-1974,Chihuahua,8,85--89,Hombres,2,2,Chihuahua,1974-01-01
468,1970-1974,Chihuahua,8,85--89,Mujeres,6,2,Chihuahua,1974-01-01
469,1970-1974,Ciudad de México,9,00--04,Hombres,1732,484,Ciudad de México,1974-01-01
470,1970-1974,Ciudad de México,9,00--04,Mujeres,2407,785,Ciudad de México,1974-01-01
471,1970-1974,Ciudad de México,9,05--09,Hombres,1138,350,Ciudad de México,1974-01-01
472,1970-1974,Ciudad de México,9,05--09,Mujeres,1608,563,Ciudad de México,1974-01-01
473,1970-1974,Ciudad de México,9,10--14,Hombres,1202,514,Ciudad de México,1974-01-01
474,1970-1974,Ciudad de México,9,10--14,Mujeres,1524,708,Ciudad de México,1974-01-01
475,1970-1974,Ciudad de México,9,15--19,Hombres,3788,962,Ciudad de México,1974-01-01
476,1970-1974,Ciudad de México,9,15--19,Mujeres,3170,1054,Ciudad de México,1974-01-01
477,1970-1974,Ciudad de México,9,20--24,Hombres,2185,1157,Ciudad de México,1974-01-01
478,1970-1974,Ciudad de México,9,20--24,Mujeres,2889,1160,Ciudad de México,1974-01-01
479,1970-1974,Ciudad de México,9,25--29,Hombres,830,1064,Ciudad de México,1974-01-01
480,1970-1974,Ciudad de México,9,25--29,Mujeres,1543,948,Ciudad de México,1974-01-01
481,1970-1974,Ciudad de México,9,30--34,Hombres,355,791,Ciudad de México,1974-01-01
482,1970-1974,Ciudad de México,9,30--34,Mujeres,755,628,Ciudad de México,1974-01-01
483,1970-1974,Ciudad de México,9,35--39,Hombres,194,563,Ciudad de México,1974-01-01
484,1970-1974,Ciudad de México,9,35--39,Mujeres,409,441,Ciudad de México,1974-01-01
485,1970-1974,Ciudad de México,9,40--44,Hombres,128,414,Ciudad de México,1974-01-01
486,1970-1974,Ciudad de México,9,40--44,Mujeres,257,377,Ciudad de México,1974-01-01
487,1970-1974,Ciudad de México,9,45--49,Hombres,88,301,Ciudad de México,1974-01-01
488,1970-1974,Ciudad de México,9,45--49,Mujeres,173,346,Ciudad de México,1974-01-01
489,1970-1974,Ciudad de México,9,50--54,Hombres,60,210,Ciudad de México,1974-01-01
490,1970-1974,Ciudad de México,9,50--54,Mujeres,120,299,Ciudad de México,1974-01-01
491,1970-1974,Ciudad de México,9,55--59,Hombres,41,143,Ciudad de México,1974-01-01
492,1970-1974,Ciudad de México,9,55--59,Mujeres,86,233,Ciudad de México,1974-01-01
493,1970-1974,Ciudad de México,9,60--64,Hombres,27,97,Ciudad de México,1974-01-01
494,1970-1974,Ciudad de México,9,60--64,Mujeres,64,175,Ciudad de México,1974-01-01
495,1970-1974,Ciudad de México,9,65--69,Hombres,18,63,Ciudad de México,1974-01-01
496,1970-1974,Ciudad de México,9,65--69,Mujeres,46,124,Ciudad de México,1974-01-01
497,1970-1974,Ciudad de México,9,70--74,Hombres,10,36,Ciudad de México,1974-01-01
498,1970-1974,Ciudad de México,9,70--74,Mujeres,31,79,Ciudad de México,1974-01-01
499,1970-1974,Ciudad de México,9,75--79,Hombres,5,18,Ciudad de México,1974-01-01
500,1970-1974,Ciudad de México,9,75--79,Mujeres,17,40,Ciudad de México,1974-01-01
501,1970-1974,Ciudad de México,9,80--84,Hombres,2,7,Ciudad de México,1974-01-01
