RENGLON,ANIO,ENTIDAD,CVE_GEO,EDAD,SEXO,EMIGRANTES,INMIGRANTES,ENTIDAD_FEDERATIVA,FECHA
4353,1985-1989,Morelos,17,80--84,Hombres,8,1,Morelos,1989-01-01
4354,1985-1989,Morelos,17,80--84,Mujeres,15,2,Morelos,1989-01-01
4355,1985-1989,Morelos,17,85--89,Hombres,3,1,Morelos,1989-01-01
4356,1985-1989,Morelos,17,85--89,Mujeres,8,1,Morelos,1989-01-01
4357,1985-1989,Nayarit,18,00--04,Hombres,2521,107,Nayarit,1989-01-01
4358,1985-1989,Nayarit,18,00--04,Mujeres,2471,109,Nayarit,1989-01-01
4359,1985-1989,Nayarit,18,05--09,Hombres,2124,86,Nayarit,1989-01-01
4360,1985-1989,Nayarit,18,05--09,Mujeres,2080,90,Nayarit,1989-01-01
4361,1985-1989,Nayarit,18,10--14,Hombres,2561,81,Nayarit,1989-01-01
4362,1985-1989,Nayarit,18,10--14,Mujeres,2132,82,Nayarit,1989-01-01
4363,1985-1989,Nayarit,18,15--19,Hombres,7542,113,Nayarit,1989-01-01
4364,1985-1989,Nayarit,18,15--19,Mujeres,4113,82,Nayarit,1989-01-01
4365,1985-1989,Nayarit,18,20--24,Hombres,3674,137,Nayarit,1989-01-01
4366,1985-1989,Nayarit,18,20--24,Mujeres,3310,82,Nayarit,1989-01-01
4367,1985-1989,Nayarit,18,25--29,Hombres,1253,123,Nayarit,1989-01-01
4368,1985-1989,Nayarit,18,25--29,Mujeres,1647,70,Nayarit,1989-01-01
4369,1985-1989,Nayarit,18,30--34,Hombres,564,97,Nayarit,1989-01-01
4370,1985-1989,Nayarit,18,30--34,Mujeres,826,53,Nayarit,1989-01-01
4371,1985-1989,Nayarit,18,35--39,Hombres,335,71,Nayarit,1989-01-01
4372,1985-1989,Nayarit,18,35--39,Mujeres,457,38,Nayarit,1989-01-01
4373,1985-1989,Nayarit,18,40--44,Hombres,236,54,Nayarit,1989-01-01
4374,1985-1989,Nayarit,18,40--44,Mujeres,289,27,Nayarit,1989-01-01
4375,1985-1989,Nayarit,18,45--49,Hombres,170,39,Nayarit,1989-01-01
4376,1985-1989,Nayarit,18,45--49,Mujeres,194,20,Nayarit,1989-01-01
4377,1985-1989,Nayarit,18,50--54,Hombres,124,30,Nayarit,1989-01-01
4378,1985-1989,Nayarit,18,50--54,Mujeres,137,18,Nayarit,1989-01-01
4379,1985-1989,Nayarit,18,55--59,Hombres,91,26,Nayarit,1989-01-01
4380,1985-1989,Nayarit,18,55--59,Mujeres,98,16,Nayarit,1989-01-01
4381,1985-1989,Nayarit,18,60--64,Hombres,63,23,Nayarit,1989-01-01
4382,1985-1989,Nayarit,18,60--64,Mujeres,72,13,Nayarit,1989-01-01
4383,1985-1989,Nayarit,18,65--69,Hombres,43,15,Nayarit,1989-01-01
4384,1985-1989,Nayarit,18,65--69,Mujeres,52,9,Nayarit,1989-01-01
4385,1985-1989,Nayarit,18,70--74,Hombres,28,9,Nayarit,1989-01-01
4386,1985-1989,Nayarit,18,70--74,Mujeres,36,6,Nayarit,1989-01-01
4387,1985-1989,Nayarit,18,75--79,Hombres,18,4,Nayarit,1989-01-01
4388,1985-1989,Nayarit,18,75--79,Mujeres,25,4,Nayarit,1989-01-01
4389,1985-1989,Nayarit,18,80--84,Hombres,9,3,Nayarit,1989-01-01
4390,1985-1989,Nayarit,18,80--84,Mujeres,15,3,Nayarit,1989-01-01
4391,1985-1989,Nayarit,18,85--89,Hombres,5,2,Nayarit,1989-01-01
4392,1985-1989,Nayarit,18,85--89,Mujeres,6,2,Nayarit,1989-01-01
4393,1985-1989,Nuevo León,19,00--04,Hombres,2479,189,Nuevo León,1989-01-01
4394,1985-1989,Nuevo León,19,00--04,Mujeres,3899,227,Nuevo León,1989-01-01
4395,1985-1989,Nuevo León,19,05--09,Hombres,2098,153,Nuevo León,1989-01-01
4396,1985-1989,Nuevo León,19,05--09,Mujeres,3316,189,Nuevo León,1989-01-01
4397,1985-1989,Nuevo León,19,10--14,Hombres,2664,151,Nuevo León,1989-01-01
4398,1985-1989,Nuevo León,19,10--14,Mujeres,3600,179,Nuevo León,1989-01-01
4399,1985-1989,Nuevo León,19,15--19,Hombres,8977,244,Nuevo León,1989-01-01
4400,1985-1989,Nuevo León,19,15--19,Mujeres,7788,203,Nuevo León,1989-01-01
4401,1985-1989,Nuevo León,19,20--24,Hombres,5160,346,Nuevo León,1989-01-01
4402,1985-1989,Nuevo León,19,20--24,Mujeres,7131,230,Nuevo León,1989-01-01
4403,1985-1989,Nuevo León,19,25--29,Hombres,1861,330,Nuevo León,1989-01-01
4404,1985-1989,Nuevo León,19,25--29,Mujeres,3732,208,Nuevo León,1989-01-01
4405,1985-1989,Nuevo León,19,30--34,Hombres,784,242,Nuevo León,1989-01-01
4406,1985-1989,Nuevo León,19,30--34,Mujeres,1800,151,Nuevo León,1989-01-01
4407,1985-1989,Nuevo León,19,35--39,Hombres,429,166,Nuevo León,1989-01-01
4408,1985-1989,Nuevo León,19,35--39,Mujeres,941,100,Nuevo León,1989-01-01
4409,1985-1989,Nuevo León,19,40--44,Hombres,290,119,Nuevo León,1989-01-01
4410,1985-1989,Nuevo León,19,40--44,Mujeres,581,71,Nuevo León,1989-01-01
4411,1985-1989,Nuevo León,19,45--49,Hombres,202,83,Nuevo León,1989-01-01
4412,1985-1989,Nuevo León,19,45--49,Mujeres,384,53,Nuevo León,1989-01-01
4413,1985-1989,Nuevo León,19,50--54,Hombres,141,61,Nuevo León,1989-01-01
4414,1985-1989,Nuevo León,19,50--54,Mujeres,264,45,Nuevo León,1989-01-01
4415,1985-1989,Nuevo León,19,55--59,Hombres,98,52,Nuevo León,1989-01-01
4416,1985-1989,Nuevo León,19,55--59,Mujeres,188,40,Nuevo León,1989-01-01
4417,1985-1989,Nuevo León,19,60--64,Hombres,64,41,Nuevo León,1989-01-01
4418,1985-1989,Nuevo León,19,60--64,Mujeres,133,31,Nuevo León,1989-01-01
4419,1985-1989,Nuevo León,19,65--69,Hombres,41,25,Nuevo León,1989-01-01
4420,1985-1989,Nuevo León,19,65--69,Mujeres,92,22,Nuevo León,1989-01-01
4421,1985-1989,Nuevo León,19,70--74,Hombres,26,13,Nuevo León,1989-01-01
4422,1985-1989,Nuevo León,19,70--74,Mujeres,62,15,Nuevo León,1989-01-01
4423,1985-1989,Nuevo León,19,75--79,Hombres,15,8,Nuevo León,1989-01-01
4424,1985-1989,Nuevo León,19,75--79,Mujeres,41,9,Nuevo León,1989-01-01
4425,1985-1989,Nuevo León,19,80--84,Hombres,8,3,Nuevo León,1989-01-01
4426,1985-1989,Nuevo León,19,80--84,Mujeres,24,5,Nuevo León,1989-01-01
4427,1985-1989,Nuevo León,19,85--89,Hombres,3,2,Nuevo León,1989-01-01
4428,1985-1989,Nuevo León,19,85--89,Mujeres,10,2,Nuevo León,1989-01-01
4429,1985-1989,Oaxaca,20,00--04,Hombres,6482,91,Oaxaca,1989-01-01
4430,1985-1989,Oaxaca,20,00--04,Mujeres,5175,55,Oaxaca,1989-01-01
4431,1985-1989,Oaxaca,20,05--09,Hombres,5096,69,Oaxaca,1989-01-01
4432,1985-1989,Oaxaca,20,05--09,Mujeres,4081,43,Oaxaca,1989-01-01
4433,1985-1989,Oaxaca,20,10--14,Hombres,5745,61,Oaxaca,1989-01-01
4434,1985-1989,Oaxaca,20,10--14,Mujeres,3892,35,Oaxaca,1989-01-01
4435,1985-1989,Oaxaca,20,15--19,Hombres,15893,80,Oaxaca,1989-01-01
4436,1985-1989,Oaxaca,20,15--19,Mujeres,7105,34,Oaxaca,1989-01-01
4437,1985-1989,Oaxaca,20,20--24,Hombres,7769,97,Oaxaca,1989-01-01
4438,1985-1989,Oaxaca,20,20--24,Mujeres,5803,34,Oaxaca,1989-01-01
4439,1985-1989,Oaxaca,20,25--29,Hombres,2769,91,Oaxaca,1989-01-01
4440,1985-1989,Oaxaca,20,25--29,Mujeres,3027,31,Oaxaca,1989-01-01
4441,1985-1989,Oaxaca,20,30--34,Hombres,1252,72,Oaxaca,1989-01-01
4442,1985-1989,Oaxaca,20,30--34,Mujeres,1538,24,Oaxaca,1989-01-01
4443,1985-1989,Oaxaca,20,35--39,Hombres,729,52,Oaxaca,1989-01-01
4444,1985-1989,Oaxaca,20,35--39,Mujeres,852,17,Oaxaca,1989-01-01
4445,1985-1989,Oaxaca,20,40--44,Hombres,515,39,Oaxaca,1989-01-01
4446,1985-1989,Oaxaca,20,40--44,Mujeres,552,12,Oaxaca,1989-01-01
4447,1985-1989,Oaxaca,20,45--49,Hombres,373,28,Oaxaca,1989-01-01
4448,1985-1989,Oaxaca,20,45--49,Mujeres,376,10,Oaxaca,1989-01-01
4449,1985-1989,Oaxaca,20,50--54,Hombres,275,22,Oaxaca,1989-01-01
4450,1985-1989,Oaxaca,20,50--54,Mujeres,269,9,Oaxaca,1989-01-01
4451,1985-1989,Oaxaca,20,55--59,Hombres,203,20,Oaxaca,1989-01-01
4452,1985-1989,Oaxaca,20,55--59,Mujeres,200,8,Oaxaca,1989-01-01
4453,1985-1989,Oaxaca,20,60--64,Hombres,143,17,Oaxaca,1989-01-01
4454,1985-1989,Oaxaca,20,60--64,Mujeres,142,6,Oaxaca,1989-01-01
4455,1985-1989,Oaxaca,20,65--69,Hombres,93,11,Oaxaca,1989-01-01
4456,1985-1989,Oaxaca,20,65--69,Mujeres,98,4,Oaxaca,1989-01-01
4457,1985-1989,Oaxaca,20,70--74,Hombres,59,6,Oaxaca,1989-01-01
4458,1985-1989,Oaxaca,20,70--74,Mujeres,67,3,Oaxaca,1989-01-01
4459,1985-1989,Oaxaca,20,75--79,Hombres,37,3,Oaxaca,1989-01-01
4460,1985-1989,Oaxaca,20,75--79,Mujeres,44,2,Oaxaca,1989-01-01
4461,1985-1989,Oaxaca,20,80--84,Hombres,19,2,Oaxaca,1989-01-01
4462,1985-1989,Oaxaca,20,80--84,Mujeres,26,1,Oaxaca,1989-01-01
4463,1985-1989,Oaxaca,20,85--89,Hombres,8,1,Oaxaca,1989-01-01
4464,1985-1989,Oaxaca,20,85--89,Mujeres,12,1,Oaxaca,1989-01-01
4465,1985-1989,Puebla,21,00--04,Hombres,8030,143,Puebla,1989-01-01
4466,1985-1989,Puebla,21,00--04,Mujeres,6656,154,Puebla,1989-01-01
4467,1985-1989,Puebla,21,05--09,Hombres,6089,105,Puebla,1989-01-01
4468,1985-1989,Puebla,21,05--09,Mujeres,5083,115,Puebla,1989-01-01
4469,1985-1989,Puebla,21,10--14,Hombres,7012,93,Puebla,1989-01-01
4470,1985-1989,Puebla,21,10--14,Mujeres,4983,98,Puebla,1989-01-01
4471,1985-1989,Puebla,21,15--19,Hombres,20313,130,Puebla,1989-01-01
4472,1985-1989,Puebla,21,15--19,Mujeres,9538,99,Puebla,1989-01-01
4473,1985-1989,Puebla,21,20--24,Hombres,10294,162,Puebla,1989-01-01
4474,1985-1989,Puebla,21,20--24,Mujeres,8008,103,Puebla,1989-01-01
4475,1985-1989,Puebla,21,25--29,Hombres,3626,151,Puebla,1989-01-01
4476,1985-1989,Puebla,21,25--29,Mujeres,4117,91,Puebla,1989-01-01
4477,1985-1989,Puebla,21,30--34,Hombres,1588,115,Puebla,1989-01-01
4478,1985-1989,Puebla,21,30--34,Mujeres,2030,68,Puebla,1989-01-01
4479,1985-1989,Puebla,21,35--39,Hombres,900,82,Puebla,1989-01-01
4480,1985-1989,Puebla,21,35--39,Mujeres,1095,46,Puebla,1989-01-01
4481,1985-1989,Puebla,21,40--44,Hombres,617,59,Puebla,1989-01-01
4482,1985-1989,Puebla,21,40--44,Mujeres,689,33,Puebla,1989-01-01
4483,1985-1989,Puebla,21,45--49,Hombres,435,42,Puebla,1989-01-01
4484,1985-1989,Puebla,21,45--49,Mujeres,461,25,Puebla,1989-01-01
4485,1985-1989,Puebla,21,50--54,Hombres,313,32,Puebla,1989-01-01
4486,1985-1989,Puebla,21,50--54,Mujeres,329,22,Puebla,1989-01-01
4487,1985-1989,Puebla,21,55--59,Hombres,229,29,Puebla,1989-01-01
4488,1985-1989,Puebla,21,55--59,Mujeres,243,21,Puebla,1989-01-01
4489,1985-1989,Puebla,21,60--64,Hombres,160,24,Puebla,1989-01-01
4490,1985-1989,Puebla,21,60--64,Mujeres,175,17,Puebla,1989-01-01
4491,1985-1989,Puebla,21,65--69,Hombres,106,15,Puebla,1989-01-01
4492,1985-1989,Puebla,21,65--69,Mujeres,123,12,Puebla,1989-01-01
4493,1985-1989,Puebla,21,70--74,Hombres,67,8,Puebla,1989-01-01
4494,1985-1989,Puebla,21,70--74,Mujeres,84,8,Puebla,1989-01-01
4495,1985-1989,Puebla,21,75--79,Hombres,41,5,Puebla,1989-01-01
4496,1985-1989,Puebla,21,75--79,Mujeres,57,5,Puebla,1989-01-01
4497,1985-1989,Puebla,21,80--84,Hombres,23,2,Puebla,1989-01-01
4498,1985-1989,Puebla,21,80--84,Mujeres,34,3,Puebla,1989-01-01
4499,1985-1989,Puebla,21,85--89,Hombres,10,1,Puebla,1989-01-01
4500,1985-1989,Puebla,21,85--89,Mujeres,16,2,Puebla,1989-01-01
4501,1985-1989,Querétaro,22,00--04,Hombres,3079,48,Querétaro,1989-01-01
4502,1985-1989,Querétaro,22,00--04,Mujeres,1234,43,Querétaro,1989-01-01
4503,1985-1989,Querétaro,22,05--09,Hombres,2363,35,Querétaro,1989-01-01
4504,1985-1989,Querétaro,22,05--09,Mujeres,956,32,Querétaro,1989-01-01
4505,1985-1989,Querétaro,22,10--14,Hombres,2682,32,Querétaro,1989-01-01
4506,1985-1989,Querétaro,22,10--14,Mujeres,933,27,Querétaro,1989-01-01
4507,1985-1989,Querétaro,22,15--19,Hombres,7974,45,Querétaro,1989-01-01
4508,1985-1989,Querétaro,22,15--19,Mujeres,1828,28,Querétaro,1989-01-01
4509,1985-1989,Querétaro,22,20--24,Hombres,4203,58,Querétaro,1989-01-01
4510,1985-1989,Querétaro,22,20--24,Mujeres,1572,30,Querétaro,1989-01-01
4511,1985-1989,Querétaro,22,25--29,Hombres,1510,55,Querétaro,1989-01-01
4512,1985-1989,Querétaro,22,25--29,Mujeres,805,27,Querétaro,1989-01-01
4513,1985-1989,Querétaro,22,30--34,Hombres,653,42,Querétaro,1989-01-01
4514,1985-1989,Querétaro,22,30--34,Mujeres,382,19,Querétaro,1989-01-01
4515,1985-1989,Querétaro,22,35--39,Hombres,356,28,Querétaro,1989-01-01
4516,1985-1989,Querétaro,22,35--39,Mujeres,195,12,Querétaro,1989-01-01
4517,1985-1989,Querétaro,22,40--44,Hombres,232,19,Querétaro,1989-01-01
4518,1985-1989,Querétaro,22,40--44,Mujeres,116,9,Querétaro,1989-01-01
4519,1985-1989,Querétaro,22,45--49,Hombres,156,13,Querétaro,1989-01-01
4520,1985-1989,Querétaro,22,45--49,Mujeres,75,6,Querétaro,1989-01-01
4521,1985-1989,Querétaro,22,50--54,Hombres,107,10,Querétaro,1989-01-01
4522,1985-1989,Querétaro,22,50--54,Mujeres,51,5,Querétaro,1989-01-01
4523,1985-1989,Querétaro,22,55--59,Hombres,76,8,Querétaro,1989-01-01
4524,1985-1989,Querétaro,22,55--59,Mujeres,37,5,Querétaro,1989-01-01
4525,1985-1989,Querétaro,22,60--64,Hombres,52,7,Querétaro,1989-01-01
4526,1985-1989,Querétaro,22,60--64,Mujeres,26,4,Querétaro,1989-01-01
4527,1985-1989,Querétaro,22,65--69,Hombres,34,4,Querétaro,1989-01-01
4528,1985-1989,Querétaro,22,65--69,Mujeres,19,2,Querétaro,1989-01-01
4529,1985-1989,Querétaro,22,70--74,Hombres,21,2,Querétaro,1989-01-01
4530,1985-1989,Querétaro,22,70--74,Mujeres,13,2,Querétaro,1989-01-01
4531,1985-1989,Querétaro,22,75--79,Hombres,13,1,Querétaro,1989-01-01
4532,1985-1989,Querétaro,22,75--79,Mujeres,9,1,Querétaro,1989-01-01
4533,1985-1989,Querétaro,22,80--84,Hombres,7,0,Querétaro,1989-01-01
4534,1985-1989,Querétaro,22,80--84,Mujeres,5,1,Querétaro,1989-01-01
4535,1985-1989,Querétaro,22,85--89,Hombres,3,0,Querétaro,1989-01-01
4536,1985-1989,Querétaro,22,85--89,Mujeres,3,0,Querétaro,1989-01-01
4537,1985-1989,Quintana Roo,23,00--04,Hombres,204,21,Quintana Roo,1989-01-01
4538,1985-1989,Quintana Roo,23,00--04,Mujeres,296,27,Quintana Roo,1989-01-01
4539,1985-1989,Quintana Roo,23,05--09,Hombres,160,16,Quintana Roo,1989-01-01
4540,1985-1989,Quintana Roo,23,05--09,Mujeres,232,21,Quintana Roo,1989-01-01
4541,1985-1989,Quintana Roo,23,10--14,Hombres,176,13,Quintana Roo,1989-01-01
4542,1985-1989,Quintana Roo,23,10--14,Mujeres,216,17,Quintana Roo,1989-01-01
4543,1985-1989,Quintana Roo,23,15--19,Hombres,569,21,Quintana Roo,1989-01-01
4544,1985-1989,Quintana Roo,23,15--19,Mujeres,443,18,Quintana Roo,1989-01-01
4545,1985-1989,Quintana Roo,23,20--24,Hombres,352,32,Quintana Roo,1989-01-01
4546,1985-1989,Quintana Roo,23,20--24,Mujeres,427,22,Quintana Roo,1989-01-01
4547,1985-1989,Quintana Roo,23,25--29,Hombres,138,33,Quintana Roo,1989-01-01
4548,1985-1989,Quintana Roo,23,25--29,Mujeres,235,21,Quintana Roo,1989-01-01
4549,1985-1989,Quintana Roo,23,30--34,Hombres,59,24,Quintana Roo,1989-01-01
4550,1985-1989,Quintana Roo,23,30--34,Mujeres,109,14,Quintana Roo,1989-01-01
4551,1985-1989,Quintana Roo,23,35--39,Hombres,30,16,Quintana Roo,1989-01-01
4552,1985-1989,Quintana Roo,23,35--39,Mujeres,52,9,Quintana Roo,1989-01-01
4553,1985-1989,Quintana Roo,23,40--44,Hombres,18,10,Quintana Roo,1989-01-01
4554,1985-1989,Quintana Roo,23,40--44,Mujeres,28,5,Quintana Roo,1989-01-01
4555,1985-1989,Quintana Roo,23,45--49,Hombres,11,6,Quintana Roo,1989-01-01
4556,1985-1989,Quintana Roo,23,45--49,Mujeres,16,3,Quintana Roo,1989-01-01
4557,1985-1989,Quintana Roo,23,50--54,Hombres,7,4,Quintana Roo,1989-01-01
4558,1985-1989,Quintana Roo,23,50--54,Mujeres,10,3,Quintana Roo,1989-01-01
4559,1985-1989,Quintana Roo,23,55--59,Hombres,5,3,Quintana Roo,1989-01-01
4560,1985-1989,Quintana Roo,23,55--59,Mujeres,6,2,Quintana Roo,1989-01-01
4561,1985-1989,Quintana Roo,23,60--64,Hombres,3,3,Quintana Roo,1989-01-01
4562,1985-1989,Quintana Roo,23,60--64,Mujeres,4,1,Quintana Roo,1989-01-01
4563,1985-1989,Quintana Roo,23,65--69,Hombres,2,2,Quintana Roo,1989-01-01
4564,1985-1989,Quintana Roo,23,65--69,Mujeres,3,1,Quintana Roo,1989-01-01
4565,1985-1989,Quintana Roo,23,70--74,Hombres,1,1,Quintana Roo,1989-01-01
4566,1985-1989,Quintana Roo,23,70--74,Mujeres,2,1,Quintana Roo,1989-01-01
4567,1985-1989,Quintana Roo,23,75--79,Hombres,0,1,Quintana Roo,1989-01-01
4568,1985-1989,Quintana Roo,23,75--79,Mujeres,1,0,Quintana Roo,1989-01-01
4569,1985-1989,Quintana Roo,23,80--84,Hombres,0,0,Quintana Roo,1989-01-01
4570,1985-1989,Quintana Roo,23,80--84,Mujeres,0,0,Quintana Roo,1989-01-01
4571,1985-1989,Quintana Roo,23,85--89,Hombres,0,0,Quintana Roo,1989-01-01
4572,1985-1989,Quintana Roo,23,85--89,Mujeres,0,0,Quintana Roo,1989-01-01
4573,1985-1989,San Luis Potosí,24,00--04,Hombres,10055,201,San Luis Potosí,1989-01-01
4574,1985-1989,San Luis Potosí,24,00--04,Mujeres,7571,178,San Luis Potosí,1989-01-01
4575,1985-1989,San Luis Potosí,24,05--09,Hombres,7856,151,San Luis Potosí,1989-01-01
4576,1985-1989,San Luis Potosí,24,05--09,Mujeres,5944,137,San Luis Potosí,1989-01-01
4577,1985-1989,San Luis Potosí,24,10--14,Hombres,9127,136,San Luis Potosí,1989-01-01
4578,1985-1989,San Luis Potosí,24,10--14,Mujeres,5862,117,San Luis Potosí,1989-01-01
4579,1985-1989,San Luis Potosí,24,15--19,Hombres,26634,190,San Luis Potosí,1989-01-01
4580,1985-1989,San Luis Potosí,24,15--19,Mujeres,11214,118,San Luis Potosí,1989-01-01
4581,1985-1989,San Luis Potosí,24,20--24,Hombres,13304,234,San Luis Potosí,1989-01-01
4582,1985-1989,San Luis Potosí,24,20--24,Mujeres,9300,121,San Luis Potosí,1989-01-01
4583,1985-1989,San Luis Potosí,24,25--29,Hombres,4622,215,San Luis Potosí,1989-01-01
4584,1985-1989,San Luis Potosí,24,25--29,Mujeres,4726,107,San Luis Potosí,1989-01-01
4585,1985-1989,San Luis Potosí,24,30--34,Hombres,2031,164,San Luis Potosí,1989-01-01
4586,1985-1989,San Luis Potosí,24,30--34,Mujeres,2311,79,San Luis Potosí,1989-01-01
4587,1985-1989,San Luis Potosí,24,35--39,Hombres,1161,118,San Luis Potosí,1989-01-01
4588,1985-1989,San Luis Potosí,24,35--39,Mujeres,1245,54,San Luis Potosí,1989-01-01
4589,1985-1989,San Luis Potosí,24,40--44,Hombres,814,88,San Luis Potosí,1989-01-01
4590,1985-1989,San Luis Potosí,24,40--44,Mujeres,798,39,San Luis Potosí,1989-01-01
4591,1985-1989,San Luis Potosí,24,45--49,Hombres,595,64,San Luis Potosí,1989-01-01
4592,1985-1989,San Luis Potosí,24,45--49,Mujeres,546,31,San Luis Potosí,1989-01-01
4593,1985-1989,San Luis Potosí,24,50--54,Hombres,443,50,San Luis Potosí,1989-01-01
4594,1985-1989,San Luis Potosí,24,50--54,Mujeres,392,27,San Luis Potosí,1989-01-01
4595,1985-1989,San Luis Potosí,24,55--59,Hombres,325,46,San Luis Potosí,1989-01-01
4596,1985-1989,San Luis Potosí,24,55--59,Mujeres,286,25,San Luis Potosí,1989-01-01
4597,1985-1989,San Luis Potosí,24,60--64,Hombres,223,37,San Luis Potosí,1989-01-01
4598,1985-1989,San Luis Potosí,24,60--64,Mujeres,202,19,San Luis Potosí,1989-01-01
4599,1985-1989,San Luis Potosí,24,65--69,Hombres,146,24,San Luis Potosí,1989-01-01
4600,1985-1989,San Luis Potosí,24,65--69,Mujeres,140,13,San Luis Potosí,1989-01-01
4601,1985-1989,San Luis Potosí,24,70--74,Hombres,93,13,San Luis Potosí,1989-01-01
4602,1985-1989,San Luis Potosí,24,70--74,Mujeres,96,9,San Luis Potosí,1989-01-01
4603,1985-1989,San Luis Potosí,24,75--79,Hombres,60,8,San Luis Potosí,1989-01-01
4604,1985-1989,San Luis Potosí,24,75--79,Mujeres,66,6,San Luis Potosí,1989-01-01
4605,1985-1989,San Luis Potosí,24,80--84,Hombres,34,4,San Luis Potosí,1989-01-01
4606,1985-1989,San Luis Potosí,24,80--84,Mujeres,42,4,San Luis Potosí,1989-01-01
4607,1985-1989,San Luis Potosí,24,85--89,Hombres,16,2,San Luis Potosí,1989-01-01
4608,1985-1989,San Luis Potosí,24,85--89,Mujeres,20,2,San Luis Potosí,1989-01-01
4609,1985-1989,Sinaloa,25,00--04,Hombres,2418,76,Sinaloa,1989-01-01
4610,1985-1989,Sinaloa,25,00--04,Mujeres,2942,91,Sinaloa,1989-01-01
4611,1985-1989,Sinaloa,25,05--09,Hombres,2108,64,Sinaloa,1989-01-01
4612,1985-1989,Sinaloa,25,05--09,Mujeres,2575,78,Sinaloa,1989-01-01
4613,1985-1989,Sinaloa,25,10--14,Hombres,2602,61,Sinaloa,1989-01-01
4614,1985-1989,Sinaloa,25,10--14,Mujeres,2691,71,Sinaloa,1989-01-01
4615,1985-1989,Sinaloa,25,15--19,Hombres,8057,90,Sinaloa,1989-01-01
4616,1985-1989,Sinaloa,25,15--19,Mujeres,5391,75,Sinaloa,1989-01-01
4617,1985-1989,Sinaloa,25,20--24,Hombres,4141,115,Sinaloa,1989-01-01
4618,1985-1989,Sinaloa,25,20--24,Mujeres,4519,78,Sinaloa,1989-01-01
4619,1985-1989,Sinaloa,25,25--29,Hombres,1422,104,Sinaloa,1989-01-01
4620,1985-1989,Sinaloa,25,25--29,Mujeres,2278,67,Sinaloa,1989-01-01
4621,1985-1989,Sinaloa,25,30--34,Hombres,624,79,Sinaloa,1989-01-01
4622,1985-1989,Sinaloa,25,30--34,Mujeres,1121,50,Sinaloa,1989-01-01
4623,1985-1989,Sinaloa,25,35--39,Hombres,361,58,Sinaloa,1989-01-01
4624,1985-1989,Sinaloa,25,35--39,Mujeres,599,34,Sinaloa,1989-01-01
4625,1985-1989,Sinaloa,25,40--44,Hombres,251,43,Sinaloa,1989-01-01
4626,1985-1989,Sinaloa,25,40--44,Mujeres,368,24,Sinaloa,1989-01-01
4627,1985-1989,Sinaloa,25,45--49,Hombres,176,30,Sinaloa,1989-01-01
4628,1985-1989,Sinaloa,25,45--49,Mujeres,238,17,Sinaloa,1989-01-01
4629,1985-1989,Sinaloa,25,50--54,Hombres,124,22,Sinaloa,1989-01-01
4630,1985-1989,Sinaloa,25,50--54,Mujeres,163,15,Sinaloa,1989-01-01
4631,1985-1989,Sinaloa,25,55--59,Hombres,87,19,Sinaloa,1989-01-01
4632,1985-1989,Sinaloa,25,55--59,Mujeres,116,13,Sinaloa,1989-01-01
4633,1985-1989,Sinaloa,25,60--64,Hombres,59,15,Sinaloa,1989-01-01
4634,1985-1989,Sinaloa,25,60--64,Mujeres,82,10,Sinaloa,1989-01-01
4635,1985-1989,Sinaloa,25,65--69,Hombres,39,10,Sinaloa,1989-01-01
4636,1985-1989,Sinaloa,25,65--69,Mujeres,57,7,Sinaloa,1989-01-01
4637,1985-1989,Sinaloa,25,70--74,Hombres,24,5,Sinaloa,1989-01-01
4638,1985-1989,Sinaloa,25,70--74,Mujeres,40,5,Sinaloa,1989-01-01
4639,1985-1989,Sinaloa,25,75--79,Hombres,15,3,Sinaloa,1989-01-01
4640,1985-1989,Sinaloa,25,75--79,Mujeres,26,3,Sinaloa,1989-01-01
4641,1985-1989,Sinaloa,25,80--84,Hombres,7,1,Sinaloa,1989-01-01
4642,1985-1989,Sinaloa,25,80--84,Mujeres,15,1,Sinaloa,1989-01-01
4643,1985-1989,Sinaloa,25,85--89,Hombres,3,0,Sinaloa,1989-01-01
4644,1985-1989,Sinaloa,25,85--89,Mujeres,6,1,Sinaloa,1989-01-01
4645,1985-1989,Sonora,26,00--04,Hombres,1324,150,Sonora,1989-01-01
4646,1985-1989,Sonora,26,00--04,Mujeres,2096,179,Sonora,1989-01-01
4647,1985-1989,Sonora,26,05--09,Hombres,1108,120,Sonora,1989-01-01
4648,1985-1989,Sonora,26,05--09,Mujeres,1767,149,Sonora,1989-01-01
4649,1985-1989,Sonora,26,10--14,Hombres,1363,115,Sonora,1989-01-01
4650,1985-1989,Sonora,26,10--14,Mujeres,1841,135,Sonora,1989-01-01
4651,1985-1989,Sonora,26,15--19,Hombres,4409,177,Sonora,1989-01-01
4652,1985-1989,Sonora,26,15--19,Mujeres,3814,147,Sonora,1989-01-01
4653,1985-1989,Sonora,26,20--24,Hombres,2459,245,Sonora,1989-01-01
4654,1985-1989,Sonora,26,20--24,Mujeres,3413,163,Sonora,1989-01-01
4655,1985-1989,Sonora,26,25--29,Hombres,901,236,Sonora,1989-01-01
4656,1985-1989,Sonora,26,25--29,Mujeres,1816,150,Sonora,1989-01-01
4657,1985-1989,Sonora,26,30--34,Hombres,396,181,Sonora,1989-01-01
4658,1985-1989,Sonora,26,30--34,Mujeres,900,112,Sonora,1989-01-01
4659,1985-1989,Sonora,26,35--39,Hombres,221,127,Sonora,1989-01-01
