RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMI,TEF_ADO,TGF
3182,2065,Sonora,26,-11565,1952,-9613,38255,48,13426,8696,80.07,86.44,83.11,1785953,210.66,15913,8161,2487,-535,1689199,26690,3475152,46017,47816,80645,256776,659770,118320,85491,41172,755650,86950,462863,48544,50861,86037,277276,719373,127637,92461,43048,824284,91194,460147,94561,98677,166682,534052,1379143,245957,177952,84220,1579934,178144,923010,43.66,20.73,64.39,11.01,7.68,-0.33,0.06,-0.28,0.39,0.46,0.07,-0.02,2.70,53.61,1.49
3183,2065,Tabasco,27,-6672,-9601,-16273,26043,47,16862,2257,78.12,84.85,81.33,1048679,184.89,8634,884,-8228,-1373,1153339,19371,2202018,32465,33554,56480,175932,446884,81692,58766,29111,508007,61362,317936,33755,34725,58285,176973,427924,82868,59308,30294,460641,63870,253479,66220,68279,114765,352905,874808,164560,118074,59405,968648,125232,571415,43.24,23.39,66.62,11.83,8.80,-0.30,-0.44,-0.74,0.77,0.39,-0.37,-0.06,2.76,40.90,1.59
3184,2065,Tamaulipas,28,-18288,-383,-18671,45557,49,21999,8240,79.48,85.94,82.56,1936080,235.57,18581,11275,-3418,3035,1949502,27269,3885582,48931,51632,87553,284436,755810,130837,94916,42044,887138,90549,555848,50704,53601,90902,294433,776337,135692,98391,43576,902102,93736,509415,99635,105233,178455,578869,1532147,266529,193307,85620,1789240,184285,1065263,44.98,19.10,64.08,11.72,7.02,-0.47,-0.01,-0.48,0.57,0.48,-0.09,0.08,2.69,44.43,1.35
3185,2065,Tlaxcala,29,-1147,205,-942,17615,43,7648,1968,78.27,85.08,81.52,846398,150.18,9231,590,1583,-1378,913698,16468,1760096,27863,28597,48032,149518,381522,69199,49764,25391,411676,53287,221395,28920,29561,49523,150948,368685,70328,50366,26401,379076,55398,180121,56783,58158,97555,300466,750207,139527,100130,51792,790752,108685,401516,36.80,24.50,61.30,10.01,9.36,-0.07,0.01,-0.05,0.43,0.52,0.09,-0.08,2.78,52.28,1.59
3186,2065,Veracruz,30,-45924,-18770,-64694,87838,50,46629,14396,78.05,84.83,81.29,3013378,255.23,36773,5482,-9856,-8914,3386730,41914,6400108,82071,85606,144346,456172,1225552,210427,151687,69655,1500715,151681,1062067,84830,88065,147977,451736,1144693,210836,150924,72138,1332997,156843,848045,166901,173671,292323,907908,2370245,421263,302611,141793,2833712,308524,1910112,51.05,20.00,71.05,13.72,6.55,-0.72,-0.29,-1.01,0.73,0.57,-0.15,-0.14,2.73,43.12,1.30
3187,2065,Yucatán,31,-15680,12964,-2716,35606,49,8066,3306,78.91,85.54,82.08,1506192,253.08,22578,1758,14512,-1548,1569969,19926,3076161,37015,39315,66809,217788,601505,100327,72833,31276,726644,67892,459462,38788,41150,69853,225581,606695,104277,75574,32656,706632,71072,400323,75803,80465,136662,443369,1208200,204604,148407,63932,1433276,138964,859785,45.82,18.10,63.92,11.57,6.48,-0.51,0.42,-0.09,0.26,0.73,0.47,-0.05,2.73,44.57,1.28
3188,2065,Zacatecas,32,2096,-5708,-3612,18270,41,11409,8494,78.41,85.20,81.66,921824,125.89,8700,5495,-2709,-2999,971206,20366,1893030,33203,33694,56350,171488,414682,79740,57084,31108,423693,64386,217070,34199,34646,57806,172018,400159,80604,57444,32217,395715,66445,189833,67402,68340,114156,343506,814841,160344,114528,63325,819408,130831,406903,34.99,27.79,62.78,9.65,10.76,0.11,-0.30,-0.19,0.60,0.46,-0.14,-0.16,2.70,46.81,1.75
3189,2066,República Mexicana,0,-350946,-111934,-462880,1568558,46,ND,297938,79.39,85.80,82.45,70073096,187.03,ND,186004,ND,-111934,73434876,1217612,143507972,2069987,2139007,3601476,11326412,29109888,5238053,3775584,1870325,32580135,3934072,19842074,2151108,2222546,3738491,11612118,28958045,5397682,3881737,1943440,31299142,4086625,17097482,4221095,4361553,7339967,22938530,58067933,10635735,7657321,3813765,63879277,8020697,36939556,42.55,22.75,65.30,10.93,8.48,-0.24,-0.08,-0.32,ND,ND,ND,-0.08,2.60,48.87,1.54
3190,2066,Aguascalientes,1,-2003,-59,-2062,18694,46,7154,6467,80.27,86.66,83.32,919726,182.49,11898,1664,4744,-4803,964729,16691,1884455,26987,28091,47423,150691,389451,69622,50290,24196,435685,50933,252014,28033,29196,49233,154381,385528,71729,51692,25118,416212,52874,217945,55020,57287,96656,305072,774979,141351,101982,49314,851897,103807,469959,40.62,22.26,62.88,9.92,8.86,-0.11,0.00,-0.11,0.38,0.63,0.25,-0.25,2.57,43.00,1.58
3191,2066,Baja California,2,-21201,17416,-3785,55778,48,25421,11509,80.08,86.42,83.11,2680925,235.43,41534,12812,16113,1303,2557842,34577,5238767,63266,66979,113851,376188,1017418,172460,125588,55080,1187256,117965,705821,67100,71623,122078,408384,1107827,186975,136520,57746,1280220,124308,688612,130366,138602,235929,784572,2125245,359435,262108,112826,2467476,242273,1394433,42.88,18.21,61.09,10.65,6.60,-0.40,0.33,-0.07,0.49,0.79,0.31,0.02,2.44,43.77,1.28
3192,2066,Baja California Sur,3,-2920,4003,1083,12400,46,8605,866,80.54,86.77,83.51,662704,194.40,13006,468,4401,-398,647415,9480,1310119,17338,18119,30661,100735,270170,45997,33455,15320,303871,32689,163024,18174,19135,32451,107503,287496,49077,35761,15908,318359,34052,153702,35512,37254,63112,208238,557666,95074,69216,31228,622230,66741,316726,38.14,19.62,57.76,9.46,7.24,-0.22,0.31,0.08,0.66,0.99,0.34,-0.03,2.55,46.51,1.31
3193,2066,Campeche,4,-4831,-1196,-6027,10735,49,7068,1022,78.80,85.41,81.95,422442,230.78,6394,500,-674,-522,463150,5904,885592,11665,12246,20722,66195,176648,30598,22122,10007,208631,21627,135859,12068,12640,21351,66858,169960,31148,22437,10369,190631,22385,110618,23733,24886,42073,133053,346608,61746,44559,20376,399262,44012,246477,46.30,20.06,66.37,12.12,6.67,-0.55,-0.14,-0.68,0.80,0.72,-0.08,-0.06,2.49,47.73,1.28
3194,2066,Coahuila,5,-3214,1002,-2212,41173,45,15371,6134,80.40,86.76,83.44,2099996,165.65,17627,4880,2256,-1254,2080686,37959,4180682,62923,64838,109107,342060,857860,158398,114129,57700,920705,120427,520565,65799,68051,114649,359793,892858,166944,120346,60140,944073,125688,485900,128722,132889,223756,701853,1750718,325342,234475,117840,1864778,246115,1006465,39.21,23.67,62.89,9.85,9.08,-0.08,0.02,-0.05,0.37,0.42,0.05,-0.03,2.39,52.37,1.61
3195,2066,Colima,6,-4791,816,-3975,9617,51,5388,2524,79.82,86.28,82.90,380114,296.96,7691,1037,2303,-1487,385256,4826,765370,8526,9135,15567,51405,141037,23617,17185,7093,174243,15455,121523,9025,9668,16456,53834,145056,24816,18028,7463,175402,16319,110748,17551,18803,32023,105239,286093,48433,35213,14556,349645,31774,232271,51.06,17.19,68.26,12.57,6.31,-0.63,0.11,-0.52,0.70,1.00,0.30,-0.19,2.50,41.05,1.30
3196,2066,Chiapas,7,48609,-32310,16299,63987,36,43391,6531,77.74,84.64,81.03,3839412,81.74,12054,5558,-31337,-973,4180950,112596,8020362,169469,168681,280057,817073,1868374,383803,272427,165445,1751008,335493,777546,175155,173213,286559,812128,1763184,384631,271285,171572,1549245,347475,612591,344624,341894,566616,1629201,3631558,768434,543712,337017,3300253,682968,1390137,28.20,34.50,62.70,7.98,14.04,0.61,-0.40,0.20,0.54,0.15,-0.39,-0.01,2.66,60.45,2.10
3197,2066,Chihuahua,8,-20728,7497,-13231,51278,49,13550,13028,80.11,86.46,83.14,2344408,242.57,17308,16767,3758,3739,2266970,30550,4611378,56080,59126,100231,326775,881526,149904,108799,48246,1047585,103927,638432,58749,62208,105575,345631,936343,158516,115149,50287,1111699,108483,621741,114829,121334,205806,672406,1817869,308420,223948,98533,2159284,212410,1260173,44.50,18.35,62.85,11.12,6.62,-0.45,0.16,-0.29,0.29,0.38,0.08,0.08,2.51,45.43,1.31
3198,2066,Ciudad de México,9,-67643,-9007,-76650,103795,55,74461,18942,80.18,86.56,83.22,3342684,454.74,62018,22378,-12443,3436,3515714,36152,6858398,58265,63433,108939,383449,1134441,172802,127296,49633,1529223,106092,1338124,61295,66878,114908,403733,1174793,182282,134252,52107,1529412,111526,1131397,119560,130311,223847,787182,2309234,355084,261548,101740,3058635,217618,2469521,64.21,14.12,78.33,15.13,5.27,-0.99,-0.13,-1.12,1.09,0.90,-0.18,0.05,2.58,43.16,1.27
3199,2066,Durango,10,-4171,-2999,-7170,21245,46,11139,5801,79.32,85.88,82.45,998131,176.11,9941,4000,-1198,-1801,1012695,17074,2010826,29879,30806,51805,160793,403571,74756,53757,27038,451563,56841,260834,31083,32081,53918,165528,406706,77320,55483,28135,447157,59088,240362,60962,62887,105723,326321,810277,152076,109240,55173,898720,115929,501196,40.91,23.23,64.14,10.57,8.49,-0.21,-0.15,-0.36,0.55,0.49,-0.06,-0.09,2.70,39.03,1.55
3200,2066,Guanajuato,11,-8918,-10165,-19083,74618,45,20456,22727,79.02,85.61,82.17,3422254,168.70,25039,7979,4583,-14748,3757232,65700,7179486,110263,113499,190774,593115,1511367,275355,198080,100577,1664819,210560,980294,112903,116032,194607,591518,1433395,277002,198427,103755,1500810,216161,795999,223166,229531,385381,1184633,2944762,552357,396507,204332,3165629,426721,1776293,40.83,24.20,65.04,10.39,9.15,-0.12,-0.14,-0.27,0.28,0.35,0.06,-0.21,2.70,39.16,1.59
3201,2066,Guerrero,12,-3224,-23138,-26362,32596,44,28663,11345,77.81,84.71,81.10,1382894,150.35,12685,4185,-15978,-7160,1532519,29372,2915413,48938,49544,82657,246759,606931,115352,82239,45071,660026,94194,393746,50738,51124,84968,245140,567376,115823,81979,46771,580226,97673,316870,99676,100668,167625,491899,1174307,231175,164218,91842,1240252,191867,710616,41.03,27.29,68.31,11.18,10.07,-0.11,-0.79,-0.90,0.98,0.44,-0.55,-0.25,2.69,40.71,1.76
3202,2066,Hidalgo,13,-18695,7540,-11155,44458,49,18860,9463,78.36,85.07,81.57,1757823,228.63,32096,3767,13236,-5696,2011222,25763,3769045,49487,51765,87453,280856,766878,128880,93192,41995,934983,91452,573216,50372,52372,88085,271816,694717,126412,90699,43154,803616,93430,454880,99859,104137,175538,552672,1461595,255292,183891,85149,1738599,184882,1028096,44.87,19.63,64.50,11.80,6.84,-0.50,0.20,-0.30,0.50,0.85,0.35,-0.15,2.58,49.17,1.29
3203,2066,Jalisco,14,-15831,-6821,-22652,104411,46,38051,24663,79.73,86.20,82.82,4972388,178.42,42029,13864,3978,-10799,5002506,88580,9974894,146270,150882,253965,794506,2004098,368564,265481,134242,2194378,279850,1322263,153215,158610,267130,834154,2073535,387867,279347,139797,2218464,292103,1198364,299485,309492,521095,1628660,4077633,756431,544828,274039,4412842,571953,2520627,41.72,23.38,65.11,10.47,8.88,-0.16,-0.07,-0.23,0.38,0.42,0.04,-0.11,2.65,51.89,1.62
3204,2066,México,15,-92862,-32344,-125206,203967,49,93434,17768,79.17,85.68,82.28,7991122,248.80,73576,5282,-19858,-12486,8666214,111105,16657336,208472,219500,372008,1205777,3268987,554340,401832,178131,3909175,385603,2613083,216288,227456,385049,1230249,3199928,569132,411539,185194,3640693,400529,2145648,424760,446956,757057,2436026,6468915,1123472,813371,363325,7549868,786132,4758731,47.65,19.15,66.81,12.24,6.67,-0.56,-0.19,-0.75,0.56,0.44,-0.12,-0.07,2.67,46.15,1.29
3205,2066,Michoacán,16,10857,-14181,-3324,55947,40,27676,19826,78.41,85.18,81.64,2874687,118.76,21907,11414,-5769,-8412,2974588,66804,5849275,106930,107813,179836,536312,1260170,251074,179051,102338,1248924,209380,669658,110925,111974,186644,549222,1250983,258636,183966,106143,1198872,216972,587600,217855,219787,366480,1085534,2511153,509710,363017,208481,2447796,426352,1257258,35.58,29.96,65.55,9.56,11.42,0.19,-0.24,-0.06,0.47,0.37,-0.10,-0.14,2.72,52.33,1.87
3206,2066,Morelos,17,-13156,757,-12399,26077,50,11718,5614,78.59,85.31,81.80,965098,262.26,16157,1932,4439,-3682,1024423,12921,1989521,24505,25794,43673,140015,376157,64599,46720,20928,452822,45243,320907,25711,27022,45670,144082,373219,66878,48230,21865,432063,47415,273127,50216,52816,89343,284097,749376,131477,94950,42793,884885,92658,594034,50.82,19.38,70.19,13.11,6.49,-0.66,0.04,-0.62,0.59,0.81,0.22,-0.19,2.63,42.29,1.30
3207,2066,Nayarit,18,-5075,2843,-2232,16279,46,8830,5009,79.51,86.00,82.61,754011,187.73,13818,2864,4988,-2145,795814,11204,1549825,22535,23408,39449,124071,324038,57409,41368,19619,364700,42237,204975,23071,23927,40231,123831,311750,57717,41413,20248,341440,43364,183745,45606,47335,79680,247902,635788,115126,82781,39867,706140,85601,388720,40.74,21.70,62.45,10.50,7.23,-0.33,0.18,-0.14,0.57,0.89,0.32,-0.14,2.62,57.39,1.30
3208,2066,Nuevo León,19,3299,15258,18557,82747,43,29277,9657,80.92,87.22,83.92,4537279,154.56,47547,6645,18270,-3012,4482666,86046,9019945,139109,143437,241661,760804,1889732,352637,254413,129776,1969867,268212,1087534,145663,150602,253944,802833,1978171,372135,268793,135442,2027835,280456,1012412,284772,294039,495605,1563637,3867903,724772,523206,265218,3997702,548668,2099946,37.76,24.43,62.19,9.17,9.54,0.04,0.17,0.21,0.32,0.53,0.20,-0.03,2.26,60.83,1.65
3209,2066,Oaxaca,20,6369,-14793,-8424,48074,42,28356,13460,77.89,84.78,81.18,2262886,124.84,20578,6445,-7778,-7015,2495165,54443,4758051,85642,85723,142635,427145,1023921,198616,141704,81872,1065589,168136,586376,88287,87961,145847,422773,958455,198607,140721,84675,940521,173528,469710,173929,173684,288482,849918,1982376,397223,282425,166547,2006110,341664,1056086,36.98,29.62,66.60,10.10,11.44,0.13,-0.31,-0.18,0.60,0.43,-0.16,-0.15,2.68,48.33,1.89
3210,2066,Puebla,21,7733,-14631,-6898,82171,42,38505,12763,78.34,85.08,81.56,4110250,132.78,31056,5581,-7449,-7182,4393486,89904,8503736,144575,147078,246292,752968,1850507,349934,250720,134943,1914628,279724,1033835,150518,152979,255848,769205,1812413,359933,257064,140312,1780110,291036,840998,295093,300057,502140,1522173,3662920,709867,507784,275255,3694738,570760,1874833,35.94,27.07,63.00,9.66,10.57,0.09,-0.17,-0.08,0.45,0.37,-0.09,-0.08,2.71,49.47,1.74
3211,2066,Querétaro,22,-13842,12099,-1743,38788,48,18632,7258,79.79,86.27,82.89,1759721,238.04,35656,2333,17024,-4925,1850156,24946,3609877,44091,46743,79450,264251,729343,120720,88013,38082,856994,81726,528025,45653,48465,82372,273171,734447,125126,91219,39498,832344,84708,445933,89744,95208,161822,537422,1463790,245846,179232,77580,1689338,166434,973958,43.74,18.37,62.11,10.74,6.91,-0.38,0.34,-0.05,0.52,0.99,0.47,-0.14,2.71,57.50,1.33
3212,2066,Quintana Roo,23,-6315,4896,-1419,27509,46,25739,2399,79.71,86.14,82.78,1428746,193.80,32311,723,6572,-1676,1464281,21194,2893027,38122,40266,68403,227326,616624,103969,75832,33610,690499,71533,371187,39789,42161,71673,238660,634427,109278,79766,35021,684867,74566,322534,77911,82427,140076,465986,1251051,213247,155598,68631,1375366,146099,693721,37.67,19.44,57.11,9.51,7.33,-0.22,0.17,-0.05,0.89,1.12,0.23,-0.06,2.53,44.81,1.30
3213,2066,San Luis Potosí,24,-1682,-4742,-6424,34196,44,16126,9200,79.25,85.83,82.39,1581070,158.82,15732,4852,-394,-4348,1714070,32514,3295140,52841,53631,89690,275191,688195,127406,91347,49028,745011,102105,441850,54162,54845,91482,273296,652753,127711,91074,50518,678505,104782,370068,107003,108476,181172,548487,1340948,255117,182421,99546,1423516,206887,811918,41.17,25.92,67.10,10.38,9.87,-0.05,-0.14,-0.19,0.49,0.48,-0.01,-0.13,2.66,38.96,1.70
3214,2066,Sinaloa,25,-14991,-1622,-16613,37023,49,17480,6891,79.79,86.22,82.86,1577823,236.45,18716,4033,1236,-2858,1625852,22032,3203675,41059,43358,73513,236561,631260,109145,78990,34752,738054,75457,466886,42604,44977,76173,242340,631207,112325,81129,36139,722168,78367,421813,83663,88335,149686,478901,1262467,221470,160119,70891,1460222,153824,888699,45.83,19.38,65.21,11.56,6.88,-0.47,-0.05,-0.52,0.55,0.58,0.04,-0.09,2.63,49.35,1.32
3215,2066,Sonora,26,-12288,2075,-10213,38610,48,13307,8645,80.21,86.57,83.25,1781928,216.99,15784,8243,2477,-402,1683327,26322,3465255,45431,47181,79573,253230,652079,116673,84281,40648,749076,85874,469824,47925,50196,84921,273577,711464,125926,91201,42511,817988,90074,468937,93356,97377,164494,526807,1363543,242599,175482,83159,1567064,175948,938761,44.83,20.66,65.50,11.14,7.60,-0.35,0.06,-0.29,0.38,0.46,0.07,-0.01,2.61,53.67,1.49
3216,2066,Tabasco,27,-7117,-9423,-16540,26175,47,16643,2244,78.29,85.01,81.50,1040838,189.67,8573,891,-8070,-1353,1144714,19058,2185552,31911,32965,55488,173018,439370,80290,57767,28646,502235,60354,320480,33182,34110,57257,174043,420774,81455,58308,29812,455695,62823,256091,65093,67075,112745,347061,860144,161745,116075,58458,957930,123177,576571,44.18,23.29,67.48,11.98,8.72,-0.33,-0.43,-0.76,0.76,0.39,-0.37,-0.06,2.65,40.77,1.59
3217,2066,Tamaulipas,28,-19163,-124,-19287,45926,49,21750,8186,79.62,86.08,82.71,1927468,243.15,18416,11396,-3334,3210,1939131,26763,3866599,48083,50718,86012,279528,744587,128543,93249,41312,878672,88990,562716,49816,52661,89325,289446,765144,133359,96695,42832,894146,92124,517736,97899,103379,175337,568974,1509731,261902,189944,84144,1772818,181114,1080452,46.14,18.97,65.11,11.88,6.92,-0.50,0.00,-0.50,0.56,0.48,-0.09,0.08,2.59,44.37,1.34
3218,2066,Tlaxcala,29,-1506,174,-1332,17802,44,7603,1963,78.43,85.23,81.68,845966,154.68,9142,598,1539,-1365,912997,16296,1758963,27612,28349,47626,148206,378909,68639,49362,25123,409666,52749,225331,28659,29313,49118,149662,366203,69778,49973,26122,377314,54844,184096,56271,57662,96744,297868,745112,138417,99335,51245,786980,107593,409427,37.74,24.40,62.14,10.12,9.26,-0.09,0.01,-0.08,0.43,0.52,0.09,-0.08,2.67,52.07,1.59
3219,2066,Veracruz,30,-46946,-18090,-65036,87956,51,45804,14311,78.22,84.99,81.45,2983260,262.60,36458,5567,-9346,-8744,3351785,41010,6335045,80318,83752,141231,446454,1200795,205908,148429,68221,1476968,148520,1068290,83012,86157,144781,442070,1121463,206296,147672,70661,1312802,153570,855757,163330,169909,286012,888524,2322258,412204,296101,138882,2789770,302090,1924047,52.31,19.92,72.23,13.88,6.47,-0.74,-0.29,-1.03,0.72,0.58,-0.15,-0.14,2.62,43.18,1.30
3220,2066,Yucatán,31,-16422,12908,-3514,36113,50,8010,3285,79.07,85.69,82.23,1504828,261.25,22421,1782,14411,-1503,1568233,19691,3073061,36528,38797,65954,215349,594192,99166,72009,30886,721206,67008,467718,38279,40614,68965,223081,599530,103087,74736,32255,701745,70147,408548,74807,79411,134919,438430,1193722,202253,146745,63141,1422951,137155,876266,47.08,18.02,65.10,11.75,6.41,-0.53,0.42,-0.11,0.26,0.73,0.47,-0.05,2.63,44.74,1.28
3221,2066,Zacatecas,32,1722,-5573,-3851,18413,42,11328,8437,78.58,85.36,81.81,920214,129.19,8628,5564,-2700,-2873,969088,20135,1889302,32867,33350,55770,169606,411252,78877,56457,30767,422073,63716,220138,33855,34295,57223,170176,396940,79761,56833,31870,394508,65755,193000,66722,67645,112993,339782,808192,158638,113290,62637,816581,129471,413138,35.73,27.66,63.38,9.75,10.66,0.09,-0.29,-0.20,0.60,0.46,-0.14,-0.15,2.60,46.67,1.74
3222,2067,República Mexicana,0,-379301,-109616,-488917,1581921,47,ND,296129,79.54,85.94,82.59,69857607,192.03,ND,186513,ND,-109616,73174465,1202620,143032072,2044920,2113097,3558202,11192031,28800706,5176208,3731103,1847423,32317534,3885987,20096885,2125026,2195790,3694020,11476614,28657996,5335209,3836979,1919935,31070626,4037057,17368100,4169946,4308887,7252222,22668645,57458702,10511417,7568082,3767358,63388160,7923044,37464985,43.54,22.67,66.21,11.06,8.41,-0.27,-0.08,-0.34,ND,ND,ND,-0.08,2.51,48.85,1.54
3223,2067,Aguascalientes,1,-2434,-64,-2498,18934,46,7109,6433,80.41,86.79,83.45,918690,188.00,11807,1671,4698,-4762,963513,16500,1882203,26695,27783,46904,149023,385563,68849,49728,23926,433076,50371,256471,27729,28875,48696,152690,381710,70949,51128,24840,413909,52293,222349,54424,56658,95600,301713,767273,139798,100856,48766,846985,102664,478820,41.68,22.17,63.86,10.06,8.77,-0.13,0.00,-0.13,0.38,0.63,0.25,-0.25,2.48,42.90,1.58
3224,2067,Baja California,2,-22333,17285,-5048,56528,48,25293,11438,80.22,86.55,83.24,2679469,242.34,41170,12846,15877,1408,2554980,34195,5234449,62596,66254,112625,372197,1008108,170622,124251,54473,1179363,116696,717965,66384,70857,120790,404183,1098230,185056,135123,57128,1272860,122991,701961,128980,137111,233415,776380,2106338,355678,259374,111601,2452223,239687,1419926,43.98,18.15,62.13,10.80,6.53,-0.43,0.33,-0.10,0.48,0.79,0.30,0.03,2.35,43.81,1.28
3225,2067,Baja California Sur,3,-3224,3925,701,12603,46,8558,857,80.68,86.90,83.64,663077,200.57,12871,469,4313,-388,647984,9379,1311061,17162,17940,30361,99795,268270,45569,33148,15158,302873,32356,166355,17993,18944,32135,106505,285385,48631,35440,15743,317223,33704,157061,35155,36884,62496,206300,553655,94200,68588,30901,620096,66060,323416,39.14,19.51,58.65,9.61,7.15,-0.25,0.30,0.05,0.65,0.98,0.33,-0.03,2.46,46.51,1.31
3226,2067,Campeche,4,-4994,-1158,-6152,10803,49,6980,1017,78.97,85.56,82.11,419522,237.01,6336,503,-644,-514,459987,5809,879509,11455,12022,20348,65119,173610,30085,21759,9847,206245,21259,137042,11847,12405,20961,65772,167066,30627,22071,10202,188522,22003,111813,23302,24427,41309,130891,340676,60712,43830,20049,394767,43262,248855,47.34,19.97,67.32,12.28,6.60,-0.57,-0.13,-0.70,0.79,0.72,-0.07,-0.06,2.39,47.92,1.28
3227,2067,Coahuila,5,-4027,980,-3047,41598,45,15291,6099,80.53,86.89,83.57,2099212,170.02,17487,4883,2196,-1216,2078926,37571,4178138,62321,64208,108059,338890,851289,156908,113057,57127,917252,119260,528339,65166,67391,113557,356507,886083,165408,119242,59552,940870,124479,494624,127487,131599,221616,695397,1737372,322316,232299,116679,1858122,243739,1022963,40.06,23.56,63.62,9.96,8.99,-0.10,0.02,-0.07,0.37,0.42,0.05,-0.03,2.31,52.25,1.61
3228,2067,Colima,6,-4956,840,-4116,9701,52,5323,2510,79.96,86.41,83.04,378278,305.69,7639,1034,2316,-1476,383044,4745,761322,8379,8974,15294,50533,138807,23205,16885,6978,172203,15201,122856,8871,9500,16173,52939,142859,24393,17720,7344,173561,16057,112302,17250,18474,31467,103472,281666,47598,34605,14322,345764,31258,235158,52.35,17.12,69.47,12.74,6.23,-0.65,0.11,-0.54,0.70,1.00,0.30,-0.19,2.41,41.00,1.30
