# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  28941   0.28941 0.71059 85530   1546249 15.46
1       71059   11769   0.16562 0.83438 65175   1460719 20.56
2       59290   5930    0.10002 0.89998 56325   1395545 23.54
3       53360   3491    0.06543 0.93457 51615   1339220 25.10
4       49869   2334    0.04681 0.95319 48702   1287605 25.82
5       47535   1738    0.03657 0.96343 46628   1238903 26.06
6       45797   1416    0.03091 0.96909 45068   1192276 26.03
7       44381   1241    0.02797 0.97203 43750   1147207 25.85
8       43140   1154    0.02676 0.97324 42558   1103458 25.58
9       41986   1121    0.02669 0.97331 41424   1060900 25.27
10      40865   1118    0.02736 0.97264 40306   1019476 24.95
11      39747   1127    0.02835 0.97165 39184   979169  24.64
12      38620   1134    0.02935 0.97065 38053   939985  24.34
13      37486   1130    0.03013 0.96987 36920   901932  24.06
14      36356   1111    0.03057 0.96943 35799   865012  23.79
15      35245   1082    0.03070 0.96930 34701   829214  23.53
16      34163   1049    0.03069 0.96931 33636   794512  23.26
17      33114   1017    0.03070 0.96930 32603   760876  22.98
18      32097   988     0.03079 0.96921 31601   728273  22.69
19      31109   965     0.03102 0.96898 30625   696673  22.39
20      30144   945     0.03137 0.96863 29670   666048  22.10
21      29199   928     0.03177 0.96823 28734   636378  21.79
22      28271   910     0.03218 0.96782 27814   607644  21.49
23      27361   891     0.03256 0.96744 26914   579830  21.19
24      26470   871     0.03291 0.96709 26033   552916  20.89
25      25599   851     0.03323 0.96677 25172   526883  20.58
26      24748   830     0.03355 0.96645 24331   501711  20.27
27      23918   810     0.03388 0.96612 23511   477380  19.96
28      23108   791     0.03424 0.96576 22711   453869  19.64
29      22317   773     0.03464 0.96536 21929   431158  19.32
30      21544   756     0.03509 0.96491 21165   409229  19.00
