# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  8233    0.08233 0.91767 95884   6392832 63.93
1       91767   2135    0.02326 0.97674 90700   6296948 68.62
2       89632   759     0.00846 0.99154 89253   6206249 69.24
3       88873   369     0.00415 0.99585 88689   6116996 68.83
4       88504   236     0.00266 0.99734 88386   6028308 68.11
5       88268   185     0.00210 0.99790 88172   5939922 67.29
6       88083   163     0.00185 0.99815 88000   5851749 66.43
7       87920   151     0.00172 0.99828 87844   5763749 65.56
8       87769   141     0.00161 0.99839 87698   5675906 64.67
9       87628   131     0.00149 0.99851 87562   5588208 63.77
10      87497   120     0.00137 0.99863 87436   5500647 62.87
11      87377   111     0.00127 0.99873 87321   5413210 61.95
12      87266   106     0.00121 0.99879 87213   5325889 61.03
13      87160   104     0.00119 0.99881 87108   5238677 60.10
14      87056   105     0.00121 0.99879 87004   5151569 59.18
15      86951   110     0.00127 0.99873 86897   5064565 58.25
16      86841   118     0.00136 0.99864 86783   4977668 57.32
17      86723   128     0.00148 0.99852 86660   4890886 56.40
18      86595   140     0.00162 0.99838 86526   4804226 55.48
19      86455   153     0.00178 0.99822 86380   4717700 54.57
20      86302   166     0.00193 0.99807 86220   4631320 53.66
21      86136   178     0.00206 0.99794 86048   4545100 52.77
22      85958   186     0.00216 0.99784 85866   4459052 51.87
23      85772   191     0.00223 0.99777 85677   4373187 50.99
24      85581   193     0.00225 0.99775 85485   4287510 50.10
25      85388   192     0.00225 0.99775 85292   4202025 49.21
26      85196   191     0.00224 0.99776 85100   4116733 48.32
27      85005   190     0.00224 0.99776 84910   4031633 47.43
28      84815   191     0.00225 0.99775 84720   3946723 46.53
29      84624   193     0.00228 0.99772 84528   3862003 45.64
30      84431   198     0.00234 0.99766 84332   3777476 44.74
31      84233   203     0.00241 0.99759 84132   3693143 43.84
32      84030   210     0.00250 0.99750 83926   3609011 42.95
33      83820   217     0.00259 0.99741 83712   3525086 42.06
34      83603   224     0.00268 0.99732 83492   3441374 41.16
35      83379   231     0.00277 0.99723 83264   3357882 40.27
36      83148   238     0.00286 0.99714 83030   3274618 39.38
37      82910   244     0.00294 0.99706 82789   3191588 38.49
38      82666   250     0.00302 0.99698 82542   3108800 37.61
39      82416   256     0.00311 0.99689 82289   3026258 36.72
40      82160   263     0.00320 0.99680 82029   2943970 35.83
41      81897   271     0.00331 0.99669 81762   2861941 34.95
42      81626   283     0.00346 0.99654 81486   2780178 34.06
43      81343   297     0.00365 0.99635 81196   2698693 33.18
44      81046   315     0.00389 0.99611 80890   2617497 32.30
45      80731   336     0.00416 0.99584 80565   2536607 31.42
46      80395   358     0.00445 0.99555 80218   2456042 30.55
47      80037   380     0.00475 0.99525 79849   2375824 29.68
48      79657   403     0.00506 0.99494 79457   2295975 28.82
49      79254   425     0.00536 0.99464 79043   2216518 27.97
50      78829   447     0.00567 0.99433 78607   2137475 27.12
51      78382   472     0.00602 0.99398 78148   2058867 26.27
52      77910   501     0.00643 0.99357 77662   1980719 25.42
53      77409   535     0.00691 0.99309 77145   1903057 24.58
54      76874   576     0.00749 0.99251 76590   1825912 23.75
55      76298   623     0.00817 0.99183 75991   1749323 22.93
56      75675   676     0.00894 0.99106 75342   1673332 22.11
57      74999   735     0.00980 0.99020 74637   1597990 21.31
58      74264   798     0.01074 0.98926 73870   1523354 20.51
59      73466   865     0.01178 0.98822 73039   1449483 19.73
60      72601   938     0.01292 0.98708 72138   1376444 18.96
61      71663   1016    0.01417 0.98583 71162   1304306 18.20
62      70647   1101    0.01558 0.98442 70104   1233144 17.46
63      69546   1194    0.01718 0.98282 68957   1163040 16.72
64      68352   1297    0.01898 0.98102 67713   1094083 16.01
65      67055   1410    0.02102 0.97898 66360   1026370 15.31
66      65645   1532    0.02334 0.97666 64890   960010  14.62
67      64113   1664    0.02595 0.97405 63292   895121  13.96
68      62449   1804    0.02889 0.97111 61559   831828  13.32
69      60645   1951    0.03218 0.96782 59682   770270  12.70
70      58694   2104    0.03585 0.96415 57655   710588  12.11
71      56590   2259    0.03991 0.96009 55473   652933  11.54
72      54331   2412    0.04439 0.95561 53137   597459  11.00
73      51919   2558    0.04928 0.95072 50652   544322  10.48
74      49361   2692    0.05454 0.94546 48025   493670  10.00
75      46669   2806    0.06013 0.93987 45274   445645  9.55
76      43863   2892    0.06592 0.93408 42423   400371  9.13
77      40971   2943    0.07183 0.92817 39502   357948  8.74
78      38028   2956    0.07772 0.92228 36549   318446  8.37
79      35072   2929    0.08351 0.91649 33604   281896  8.04
80      32143   2865    0.08912 0.91088 30704   248293  7.72
81      29278   2768    0.09455 0.90545 27885   217589  7.43
82      26510   2645    0.09979 0.90021 25176   189704  7.16
83      23865   2502    0.10483 0.89517 22601   164528  6.89
84      21363   2344    0.10970 0.89030 20177   141926  6.64
85      19019   2176    0.11440 0.88560 17917   121749  6.40
86      16843   2003    0.11894 0.88106 15827   103832  6.16
87      14840   1830    0.12333 0.87667 13911   88005   5.93
88      13010   1660    0.12760 0.87240 12166   74094   5.70
89      11350   1496    0.13178 0.86822 10589   61928   5.46
90      9854    1339    0.13588 0.86412 9172    51339   5.21
91      8515    1191    0.13993 0.86007 7908    42168   4.95
92      7324    1054    0.14397 0.85603 6786    34260   4.68
93      6270    928     0.14802 0.85198 5796    27474   4.38
94      5342    813     0.15211 0.84789 4926    21678   4.06
95      4529    708     0.15628 0.84372 4167    16752   3.70
96      3821    613     0.16054 0.83946 3507    12585   3.29
97      3208    529     0.16493 0.83507 2937    9078    2.83
98      2679    454     0.16946 0.83054 2446    6141    2.29
99      2225    387     0.17415 0.82585 2026    3695    1.66
100     1838    329     0.17902 0.82098 1669    1669    0.91
