# # Таблица построена модулем rtss.rosbris1959.ExportMortalityTables по данным в РосБРИС для РСФСР 2014
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  627     0.00627 0.99373 99687   7685439 76.85
1       99373   53      0.00053 0.99947 99347   7585752 76.34
2       99320   30      0.00031 0.99969 99305   7486406 75.38
3       99290   31      0.00031 0.99969 99275   7387101 74.40
4       99259   23      0.00023 0.99977 99248   7287826 73.42
5       99236   20      0.00020 0.99980 99226   7188579 72.44
6       99216   21      0.00021 0.99979 99205   7089353 71.45
7       99195   18      0.00018 0.99982 99186   6990148 70.47
8       99177   16      0.00016 0.99984 99169   6890962 69.48
9       99161   14      0.00014 0.99986 99154   6791793 68.49
10      99147   16      0.00016 0.99984 99139   6692639 67.50
11      99131   15      0.00015 0.99985 99124   6593500 66.51
12      99116   21      0.00021 0.99979 99106   6494376 65.52
13      99095   19      0.00019 0.99981 99086   6395271 64.54
14      99076   27      0.00027 0.99973 99063   6296185 63.55
15      99049   35      0.00035 0.99965 99032   6197122 62.57
16      99014   35      0.00035 0.99965 98997   6098090 61.59
17      98979   35      0.00035 0.99965 98962   5999093 60.61
18      98944   46      0.00046 0.99954 98922   5900131 59.63
19      98898   49      0.00049 0.99951 98874   5801210 58.66
20      98849   52      0.00052 0.99948 98823   5702336 57.69
21      98797   51      0.00052 0.99948 98771   5603513 56.72
22      98746   50      0.00051 0.99949 98721   5504741 55.75
23      98696   51      0.00051 0.99949 98671   5406020 54.77
24      98645   62      0.00063 0.99937 98615   5307349 53.80
25      98583   76      0.00077 0.99923 98546   5208734 52.84
26      98507   89      0.00090 0.99910 98463   5110188 51.88
27      98418   96      0.00098 0.99902 98370   5011725 50.92
28      98322   98      0.00100 0.99900 98274   4913355 49.97
29      98224   121     0.00123 0.99877 98165   4815081 49.02
30      98103   130     0.00132 0.99868 98040   4716916 48.08
31      97973   159     0.00163 0.99837 97895   4618876 47.14
32      97814   169     0.00172 0.99828 97730   4520981 46.22
33      97645   180     0.00185 0.99815 97556   4423251 45.30
34      97465   184     0.00189 0.99811 97375   4325695 44.38
35      97281   220     0.00226 0.99774 97172   4228320 43.47
36      97061   213     0.00220 0.99780 96954   4131148 42.56
37      96848   216     0.00223 0.99777 96740   4034194 41.65
38      96632   223     0.00231 0.99769 96521   3937453 40.75
39      96409   233     0.00242 0.99758 96293   3840932 39.84
40      96176   238     0.00247 0.99753 96058   3744639 38.94
41      95938   255     0.00266 0.99734 95812   3648581 38.03
42      95683   273     0.00285 0.99715 95547   3552769 37.13
43      95410   269     0.00282 0.99718 95276   3457222 36.24
44      95141   296     0.00311 0.99689 94995   3361946 35.34
45      94845   317     0.00334 0.99666 94688   3266951 34.45
46      94528   323     0.00342 0.99658 94368   3172263 33.56
47      94205   360     0.00382 0.99618 94026   3077895 32.67
48      93845   342     0.00364 0.99636 93674   2983869 31.80
49      93503   364     0.00389 0.99611 93323   2890195 30.91
50      93139   399     0.00429 0.99571 92942   2796871 30.03
51      92740   429     0.00463 0.99537 92528   2703929 29.16
52      92311   449     0.00487 0.99513 92088   2611402 28.29
53      91862   470     0.00512 0.99488 91629   2519313 27.42
54      91392   496     0.00543 0.99457 91148   2427684 26.56
55      90896   569     0.00626 0.99374 90617   2336536 25.71
56      90327   625     0.00692 0.99308 90017   2245919 24.86
57      89702   639     0.00712 0.99288 89385   2155902 24.03
58      89063   677     0.00761 0.99239 88729   2066517 23.20
59      88386   737     0.00834 0.99166 88022   1977789 22.38
60      87649   782     0.00892 0.99108 87263   1889767 21.56
61      86867   850     0.00979 0.99021 86449   1802504 20.75
62      86017   944     0.01097 0.98903 85549   1716055 19.95
63      85073   951     0.01118 0.98882 84603   1630506 19.17
64      84122   1067    0.01268 0.98732 83599   1545904 18.38
65      83055   1192    0.01436 0.98564 82462   1462305 17.61
66      81863   1149    0.01403 0.98597 81300   1379843 16.86
67      80714   1458    0.01806 0.98194 79992   1298543 16.09
68      79256   1306    0.01648 0.98352 78603   1218552 15.37
69      77950   1450    0.01860 0.98140 77238   1139949 14.62
70      76500   1607    0.02101 0.97899 75700   1062711 13.89
71      74893   1529    0.02042 0.97958 74147   987011  13.18
72      73364   2047    0.02790 0.97210 72359   912865  12.44
73      71317   1963    0.02752 0.97248 70342   840506  11.79
74      69354   2208    0.03183 0.96817 68273   770164  11.10
75      67146   2514    0.03745 0.96255 65905   701891  10.45
76      64632   2585    0.03999 0.96001 63356   635986  9.84
77      62047   2903    0.04678 0.95322 60617   572631  9.23
78      59144   3097    0.05236 0.94764 57613   512014  8.66
79      56047   3317    0.05917 0.94083 54398   454401  8.11
80      52730   3318    0.06292 0.93708 51085   400003  7.59
81      49412   3653    0.07394 0.92606 47608   348918  7.06
82      45759   3846    0.08405 0.91595 43844   301311  6.58
