# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  25730   0.25730 0.74270 87135   3634740 36.35
1       74270   8174    0.11006 0.88994 70183   3547605 47.77
2       66096   3532    0.05344 0.94656 64330   3477422 52.61
3       62564   1905    0.03045 0.96955 61612   3413092 54.55
4       60659   1220    0.02011 0.97989 60049   3351480 55.25
5       59439   881     0.01482 0.98518 58976   3291431 55.37
6       58558   675     0.01153 0.98847 58206   3232456 55.20
7       57883   531     0.00917 0.99083 57607   3174250 54.84
8       57352   421     0.00734 0.99266 57133   3116643 54.34
9       56931   337     0.00591 0.99409 56756   3059509 53.74
10      56594   274     0.00484 0.99516 56453   3002753 53.06
11      56320   232     0.00411 0.99589 56201   2946300 52.31
12      56088   206     0.00367 0.99633 55983   2890099 51.53
13      55882   192     0.00344 0.99656 55785   2834116 50.72
14      55690   189     0.00340 0.99660 55596   2778330 49.89
15      55501   194     0.00350 0.99650 55405   2722735 49.06
16      55307   206     0.00372 0.99628 55205   2667330 48.23
17      55101   222     0.00403 0.99597 54991   2612125 47.41
18      54879   241     0.00440 0.99560 54760   2557134 46.60
19      54638   263     0.00481 0.99519 54508   2502373 45.80
20      54375   285     0.00525 0.99475 54234   2447865 45.02
21      54090   308     0.00569 0.99431 53938   2393631 44.25
22      53782   329     0.00611 0.99389 53619   2339693 43.50
23      53453   348     0.00650 0.99350 53280   2286074 42.77
24      53105   364     0.00686 0.99314 52924   2232793 42.04
25      52741   379     0.00718 0.99282 52553   2179869 41.33
26      52362   392     0.00748 0.99252 52167   2127316 40.63
27      51970   404     0.00777 0.99223 51769   2075149 39.93
28      51566   416     0.00806 0.99194 51359   2023380 39.24
29      51150   427     0.00835 0.99165 50937   1972021 38.55
30      50723   437     0.00862 0.99138 50505   1921084 37.87
31      50286   446     0.00888 0.99112 50064   1870579 37.20
32      49840   453     0.00910 0.99090 49614   1820515 36.53
33      49387   458     0.00928 0.99072 49158   1770901 35.86
34      48929   461     0.00942 0.99058 48699   1721743 35.19
35      48468   462     0.00953 0.99047 48237   1673044 34.52
36      48006   462     0.00962 0.99038 47775   1624807 33.85
37      47544   461     0.00970 0.99030 47313   1577032 33.17
38      47083   460     0.00976 0.99024 46853   1529719 32.49
39      46623   457     0.00981 0.99019 46394   1482866 31.81
40      46166   454     0.00982 0.99018 45939   1436471 31.12
41      45712   448     0.00979 0.99021 45487   1390533 30.42
42      45264   440     0.00972 0.99028 45043   1345045 29.72
43      44824   430     0.00960 0.99040 44608   1300002 29.00
44      44394   421     0.00948 0.99052 44183   1255394 28.28
45      43973   413     0.00940 0.99060 43766   1211211 27.54
46      43560   410     0.00941 0.99059 43355   1167445 26.80
47      43150   412     0.00954 0.99046 42944   1124090 26.05
48      42738   420     0.00982 0.99018 42529   1081146 25.30
49      42318   434     0.01026 0.98974 42102   1038617 24.54
50      41884   454     0.01083 0.98917 41659   996514  23.79
51      41430   477     0.01152 0.98848 41194   954856  23.05
52      40953   503     0.01227 0.98773 40704   913662  22.31
53      40450   529     0.01308 0.98692 40188   872958  21.58
54      39921   556     0.01392 0.98608 39645   832771  20.86
55      39365   583     0.01481 0.98519 39076   793125  20.15
56      38782   612     0.01579 0.98421 38479   754050  19.44
57      38170   645     0.01689 0.98311 37850   715571  18.75
58      37525   681     0.01816 0.98184 37188   677721  18.06
59      36844   723     0.01961 0.98039 36486   640533  17.38
60      36121   768     0.02127 0.97873 35741   604047  16.72
61      35353   817     0.02312 0.97688 34949   568306  16.08
62      34536   870     0.02518 0.97482 34105   533357  15.44
63      33666   923     0.02743 0.97257 33209   499252  14.83
64      32743   978     0.02987 0.97013 32259   466043  14.23
65      31765   1032    0.03250 0.96750 31254   433784  13.66
66      30733   1086    0.03534 0.96466 30194   402531  13.10
67      29647   1138    0.03839 0.96161 29082   372336  12.56
68      28509   1188    0.04169 0.95831 27919   343254  12.04
69      27321   1236    0.04525 0.95475 26707   315335  11.54
70      26085   1281    0.04913 0.95087 25448   288628  11.06
71      24804   1324    0.05339 0.94661 24145   263180  10.61
72      23480   1364    0.05808 0.94192 22801   239034  10.18
73      22116   1398    0.06323 0.93677 21420   216233  9.78
74      20718   1425    0.06877 0.93123 20007   194814  9.40
75      19293   1439    0.07457 0.92543 18574   174807  9.06
76      17854   1435    0.08039 0.91961 17135   156233  8.75
77      16419   1412    0.08597 0.91403 15710   139097  8.47
78      15007   1367    0.09108 0.90892 14319   123387  8.22
79      13640   1304    0.09559 0.90441 12982   109068  8.00
80      12336   1227    0.09944 0.90056 11716   96086   7.79
81      11109   1141    0.10275 0.89725 10531   84370   7.59
82      9968    1053    0.10563 0.89437 9434    73839   7.41
83      8915    964     0.10817 0.89183 8426    64405   7.22
84      7951    878     0.11045 0.88955 7505    55979   7.04
85      7073    796     0.11254 0.88746 6668    48474   6.85
86      6277    718     0.11446 0.88554 5912    41806   6.66
87      5559    646     0.11624 0.88376 5230    35894   6.46
88      4913    579     0.11791 0.88209 4618    30664   6.24
89      4334    518     0.11950 0.88050 4070    26046   6.01
90      3816    462     0.12104 0.87896 3581    21976   5.76
91      3354    411     0.12255 0.87745 3144    18395   5.48
92      2943    365     0.12405 0.87595 2757    15251   5.18
93      2578    324     0.12558 0.87442 2413    12494   4.85
94      2254    287     0.12714 0.87286 2108    10081   4.47
95      1967    253     0.12877 0.87123 1838    7973    4.05
96      1714    224     0.13046 0.86954 1600    6136    3.58
97      1490    197     0.13225 0.86775 1389    4536    3.04
98      1293    173     0.13413 0.86587 1205    3146    2.43
99      1120    152     0.13611 0.86389 1042    1942    1.73
100     968     134     0.13820 0.86180 899     899     0.93
