# # Таблица построена модулем rtss.data.mortality.synthetic.MortalityTableGKS по данным в mortality_tables/RSFSR/RSFSR-AbridgedMortalityTable-GKS-1978-1979.xlsx
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  2225    0.02225 0.97775 98888   6921329 69.21
1       97775   218     0.00223 0.99777 97666   6822442 69.78
2       97557   99      0.00101 0.99899 97508   6724776 68.93
3       97458   70      0.00072 0.99928 97423   6627268 68.00
4       97388   60      0.00062 0.99938 97358   6529845 67.05
5       97328   56      0.00058 0.99942 97300   6432487 66.09
6       97272   54      0.00056 0.99944 97245   6335187 65.13
7       97218   53      0.00054 0.99946 97191   6237943 64.16
8       97165   51      0.00053 0.99947 97139   6140751 63.20
9       97114   49      0.00050 0.99950 97089   6043612 62.23
10      97065   46      0.00048 0.99952 97042   5946523 61.26
11      97019   45      0.00047 0.99953 96997   5849481 60.29
12      96974   46      0.00047 0.99953 96951   5752484 59.32
13      96928   49      0.00051 0.99949 96904   5655533 58.35
14      96879   55      0.00057 0.99943 96852   5558629 57.38
15      96824   64      0.00066 0.99934 96793   5461777 56.41
16      96760   75      0.00078 0.99922 96724   5364984 55.45
17      96685   89      0.00092 0.99908 96642   5268261 54.49
18      96596   104     0.00108 0.99892 96545   5171619 53.54
19      96492   120     0.00124 0.99876 96433   5075074 52.60
20      96372   135     0.00140 0.99860 96306   4978640 51.66
21      96237   149     0.00155 0.99845 96164   4882335 50.73
22      96088   162     0.00169 0.99831 96008   4786171 49.81
23      95926   175     0.00182 0.99818 95840   4690163 48.89
24      95751   186     0.00194 0.99806 95659   4594323 47.98
25      95565   196     0.00205 0.99795 95468   4498665 47.07
26      95369   206     0.00216 0.99784 95267   4403197 46.17
27      95163   216     0.00227 0.99773 95056   4307930 45.27
28      94947   226     0.00238 0.99762 94835   4212874 44.37
29      94721   236     0.00249 0.99751 94604   4118039 43.48
30      94485   248     0.00262 0.99738 94362   4023435 42.58
31      94237   261     0.00277 0.99723 94108   3929073 41.69
32      93976   277     0.00295 0.99705 93839   3834966 40.81
33      93699   295     0.00315 0.99685 93553   3741127 39.93
34      93404   316     0.00339 0.99661 93248   3647574 39.05
35      93088   339     0.00364 0.99636 92920   3554326 38.18
36      92749   362     0.00391 0.99609 92570   3461405 37.32
37      92387   384     0.00416 0.99584 92197   3368835 36.46
38      92003   405     0.00440 0.99560 91802   3276639 35.61
39      91598   424     0.00463 0.99537 91388   3184836 34.77
40      91174   442     0.00485 0.99515 90955   3093449 33.93
41      90732   463     0.00510 0.99490 90502   3002494 33.09
42      90269   488     0.00541 0.99459 90027   2911992 32.26
43      89781   519     0.00578 0.99422 89524   2821965 31.43
44      89262   556     0.00622 0.99378 88987   2732440 30.61
45      88706   598     0.00675 0.99325 88411   2643453 29.80
46      88108   644     0.00731 0.99269 87790   2555042 29.00
47      87464   691     0.00790 0.99210 87122   2467252 28.21
48      86773   735     0.00848 0.99152 86409   2380130 27.43
49      86038   777     0.00903 0.99097 85653   2293721 26.66
50      85261   814     0.00955 0.99045 84857   2208068 25.90
51      84447   849     0.01005 0.98995 84025   2123211 25.14
52      83598   881     0.01054 0.98946 83160   2039186 24.39
53      82717   914     0.01105 0.98895 82263   1956026 23.65
54      81803   949     0.01161 0.98839 81332   1873763 22.91
55      80854   989     0.01223 0.98777 80363   1792431 22.17
56      79865   1035    0.01296 0.98704 79352   1712068 21.44
57      78830   1090    0.01383 0.98617 78290   1632716 20.71
58      77740   1155    0.01486 0.98514 77168   1554426 20.00
59      76585   1231    0.01607 0.98393 75976   1477258 19.29
