# # Таблица построена модулем rtss.data.mortality.synthetic.MortalityTableGKS по данным в mortality_tables/RSFSR/RSFSR-AbridgedMortalityTable-GKS-1978-1979.xlsx
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  2520    0.02520 0.97480 98740   6717330 67.17
1       97480   415     0.00426 0.99574 97273   6618590 67.90
2       97065   165     0.00170 0.99830 96983   6521318 67.19
3       96900   115     0.00119 0.99881 96843   6424335 66.30
4       96785   102     0.00105 0.99895 96734   6327493 65.38
5       96683   95      0.00098 0.99902 96635   6230759 64.45
6       96588   89      0.00093 0.99907 96543   6134124 63.51
7       96499   82      0.00085 0.99915 96457   6037581 62.57
8       96417   73      0.00076 0.99924 96380   5941123 61.62
9       96344   64      0.00066 0.99934 96311   5844744 60.67
10      96280   56      0.00058 0.99942 96252   5748432 59.71
11      96224   52      0.00054 0.99946 96198   5652181 58.74
12      96172   53      0.00055 0.99945 96146   5555983 57.77
13      96119   60      0.00062 0.99938 96090   5459837 56.80
14      96059   73      0.00076 0.99924 96024   5363747 55.84
15      95986   96      0.00100 0.99900 95940   5267723 54.88
16      95890   128     0.00133 0.99867 95829   5171783 53.93
17      95762   167     0.00175 0.99825 95682   5075954 53.01
18      95595   208     0.00218 0.99782 95494   4980272 52.10
19      95387   243     0.00254 0.99746 95268   4884778 51.21
20      95144   266     0.00280 0.99720 95013   4789510 50.34
21      94878   281     0.00296 0.99704 94739   4694498 49.48
22      94597   291     0.00307 0.99693 94452   4599759 48.62
23      94306   299     0.00317 0.99683 94157   4505307 47.77
24      94007   309     0.00329 0.99671 93853   4411150 46.92
25      93698   321     0.00343 0.99657 93539   4317296 46.08
26      93377   335     0.00359 0.99641 93211   4223758 45.23
27      93042   350     0.00376 0.99624 92868   4130547 44.39
28      92692   365     0.00394 0.99606 92511   4037679 43.56
29      92327   381     0.00412 0.99588 92138   3945168 42.73
30      91946   397     0.00432 0.99568 91749   3853030 41.91
31      91549   414     0.00452 0.99548 91343   3761281 41.08
32      91135   432     0.00475 0.99525 90921   3669938 40.27
33      90703   452     0.00498 0.99502 90479   3579017 39.46
34      90251   473     0.00524 0.99476 90016   3488538 38.65
35      89778   494     0.00550 0.99450 89533   3398522 37.85
36      89284   514     0.00576 0.99424 89029   3308989 37.06
37      88770   533     0.00601 0.99399 88505   3219961 36.27
38      88237   551     0.00624 0.99376 87963   3131456 35.49
39      87686   567     0.00647 0.99353 87404   3043493 34.71
40      87119   583     0.00669 0.99331 86829   2956089 33.93
41      86536   601     0.00695 0.99305 86237   2869260 33.16
42      85935   623     0.00724 0.99276 85625   2783023 32.39
43      85312   648     0.00760 0.99240 84990   2697397 31.62
44      84664   678     0.00801 0.99199 84328   2612407 30.86
45      83986   711     0.00846 0.99154 83633   2528080 30.10
46      83275   744     0.00893 0.99107 82906   2444446 29.35
47      82531   775     0.00939 0.99061 82146   2361541 28.61
48      81756   802     0.00981 0.99019 81357   2279395 27.88
49      80954   826     0.01020 0.98980 80543   2198038 27.15
50      80128   846     0.01055 0.98945 79707   2117495 26.43
51      79282   865     0.01090 0.98910 78851   2037788 25.70
52      78417   884     0.01127 0.98873 77977   1958937 24.98
53      77533   905     0.01168 0.98832 77082   1880960 24.26
54      76628   930     0.01214 0.98786 76165   1803878 23.54
55      75698   959     0.01267 0.98733 75221   1727713 22.82
56      74739   992     0.01328 0.98672 74246   1652492 22.11
57      73747   1030    0.01396 0.98604 73235   1578246 21.40
58      72717   1071    0.01473 0.98527 72185   1505010 20.70
59      71646   1116    0.01558 0.98442 71092   1432825 20.00
60      70530   1164    0.01650 0.98350 69952   1361733 19.31
61      69366   1213    0.01749 0.98251 68764   1291781 18.62
62      68153   1262    0.01852 0.98148 67526   1223018 17.95
63      66891   1311    0.01960 0.98040 66240   1155492 17.27
64      65580   1361    0.02075 0.97925 64904   1089252 16.61
65      64219   1413    0.02201 0.97799 63517   1024348 15.95
66      62806   1471    0.02342 0.97658 62076   960831  15.30
67      61335   1537    0.02505 0.97495 60572   898756  14.65
68      59798   1613    0.02697 0.97303 58998   838183  14.02
69      58185   1700    0.02921 0.97079 57343   779185  13.39
70      56485   1798    0.03183 0.96817 55595   721842  12.78
71      54687   1906    0.03486 0.96514 53743   666248  12.18
72      52781   2021    0.03830 0.96170 51780   612504  11.60
73      50760   2141    0.04217 0.95783 49699   560724  11.05
74      48619   2260    0.04648 0.95352 47499   511024  10.51
75      46359   2374    0.05121 0.94879 45181   463526  10.00
76      43985   2478    0.05633 0.94367 42754   418345  9.51
77      41507   2563    0.06176 0.93824 40232   375591  9.05
78      38944   2625    0.06740 0.93260 37635   335359  8.61
79      36319   2656    0.07312 0.92688 34992   297724  8.20
80      33663   2651    0.07874 0.92126 32335   262732  7.80
81      31012   2606    0.08402 0.91598 29704   230396  7.43
82      28406   2524    0.08885 0.91115 27136   200693  7.07
83      25882   2414    0.09325 0.90675 24665   173557  6.71
84      23468   2287    0.09743 0.90257 22314   148892  6.34
85      21181   2157    0.10185 0.89815 20092   126578  5.98
86      19024   2040    0.10721 0.89279 17995   106485  5.60
87      16984   1940    0.11421 0.88579 16006   88491   5.21
88      15044   1857    0.12346 0.87654 14109   72484   4.82
89      13187   1787    0.13551 0.86449 12288   58375   4.43
90      11400   1719    0.15079 0.84921 10534   46087   4.04
91      9681    1640    0.16939 0.83061 8854    35553   3.67
92      8041    1539    0.19137 0.80863 7262    26699   3.32
