# # Таблица построена модулем rtss.data.mortality.synthetic.MortalityTableGKS по данным в mortality_tables/RSFSR/RSFSR-AbridgedMortalityTable-GKS-1978-1979.xlsx
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  2159    0.02159 0.97841 98921   7362777 73.63
1       97841   387     0.00396 0.99604 97648   7263857 74.24
2       97454   147     0.00151 0.99849 97381   7166209 73.53
3       97307   99      0.00102 0.99898 97258   7068829 72.64
4       97208   84      0.00086 0.99914 97166   6971571 71.72
5       97124   75      0.00077 0.99923 97086   6874405 70.78
6       97049   68      0.00070 0.99930 97014   6777319 69.83
7       96981   61      0.00063 0.99937 96950   6680305 68.88
8       96920   53      0.00055 0.99945 96893   6583355 67.93
9       96867   46      0.00048 0.99952 96844   6486462 66.96
10      96821   41      0.00042 0.99958 96800   6389619 65.99
11      96780   38      0.00039 0.99961 96761   6292818 65.02
12      96742   38      0.00040 0.99960 96723   6196058 64.05
13      96704   42      0.00043 0.99957 96684   6099334 63.07
14      96662   50      0.00051 0.99949 96638   6002651 62.10
15      96612   62      0.00064 0.99936 96582   5906013 61.13
16      96550   77      0.00080 0.99920 96513   5809431 60.17
17      96473   93      0.00097 0.99903 96428   5712918 59.22
18      96380   107     0.00111 0.99889 96327   5616490 58.27
19      96273   114     0.00118 0.99882 96216   5520163 57.34
20      96159   115     0.00120 0.99880 96102   5423947 56.41
21      96044   114     0.00118 0.99882 95987   5327845 55.47
22      95930   111     0.00116 0.99884 95874   5231858 54.54
23      95819   110     0.00115 0.99885 95764   5135984 53.60
24      95709   111     0.00116 0.99884 95654   5040220 52.66
25      95598   114     0.00119 0.99881 95541   4944566 51.72
26      95484   120     0.00125 0.99875 95425   4849025 50.78
27      95364   128     0.00134 0.99866 95301   4753600 49.85
28      95236   138     0.00144 0.99856 95168   4658300 48.91
29      95098   149     0.00157 0.99843 95025   4563132 47.98
30      94949   162     0.00171 0.99829 94869   4468107 47.06
31      94787   175     0.00185 0.99815 94701   4373238 46.14
32      94612   188     0.00199 0.99801 94519   4278538 45.22
33      94424   200     0.00212 0.99788 94325   4184019 44.31
34      94224   210     0.00223 0.99777 94120   4089694 43.40
35      94014   220     0.00233 0.99767 93905   3995574 42.50
36      93794   229     0.00244 0.99756 93680   3901669 41.60
37      93565   238     0.00255 0.99745 93447   3807989 40.70
38      93327   249     0.00267 0.99733 93204   3714542 39.80
39      93078   262     0.00281 0.99719 92948   3621338 38.91
40      92816   277     0.00298 0.99702 92679   3528390 38.01
41      92539   293     0.00317 0.99683 92394   3435711 37.13
42      92246   311     0.00338 0.99662 92092   3343318 36.24
43      91935   331     0.00360 0.99640 91771   3251225 35.36
44      91604   352     0.00384 0.99616 91430   3159454 34.49
45      91252   374     0.00410 0.99590 91067   3068024 33.62
46      90878   397     0.00437 0.99563 90682   2976958 32.76
47      90481   422     0.00466 0.99534 90272   2886276 31.90
48      90059   448     0.00497 0.99503 89837   2796004 31.05
49      89611   474     0.00529 0.99471 89376   2706167 30.20
50      89137   502     0.00564 0.99436 88888   2616791 29.36
51      88635   532     0.00600 0.99400 88372   2527902 28.52
