Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  11846   0.11846 0.88154 94077   5623379 56.23
1       88154   3216    0.03648 0.96352 86546   5529302 62.72
2       84938   1181    0.01390 0.98610 84348   5442756 64.08
3       83757   572     0.00683 0.99317 83471   5358409 63.98
4       83185   352     0.00423 0.99577 83009   5274938 63.41
5       82833   260     0.00314 0.99686 82697   5191929 62.68
6       82573   215     0.00260 0.99740 82463   5109231 61.88
7       82358   189     0.00229 0.99771 82262   5026769 61.04
8       82169   170     0.00207 0.99793 82083   4944507 60.17
9       81999   155     0.00190 0.99810 81920   4862425 59.30
10      81844   144     0.00176 0.99824 81771   4780504 58.41
11      81700   136     0.00167 0.99833 81632   4698733 57.51
12      81564   134     0.00164 0.99836 81497   4617101 56.61
13      81430   136     0.00168 0.99832 81362   4535604 55.70
14      81294   144     0.00177 0.99823 81223   4454242 54.79
15      81150   155     0.00191 0.99809 81074   4373019 53.89
16      80995   169     0.00209 0.99791 80912   4291946 52.99
17      80826   185     0.00229 0.99771 80735   4211034 52.10
18      80641   201     0.00250 0.99750 80542   4130299 51.22
19      80440   217     0.00269 0.99731 80333   4049757 50.35
20      80223   229     0.00286 0.99714 80110   3969425 49.48
21      79994   242     0.00303 0.99697 79874   3889315 48.62
22      79752   256     0.00321 0.99679 79625   3809441 47.77
23      79496   269     0.00338 0.99662 79363   3729816 46.92
24      79227   282     0.00356 0.99644 79087   3650453 46.08
25      78945   283     0.00359 0.99641 78804   3571367 45.24
26      78662   292     0.00372 0.99628 78517   3492563 44.40
27      78370   298     0.00380 0.99620 78221   3414046 43.56
28      78072   301     0.00385 0.99615 77922   3335825 42.73
29      77771   301     0.00387 0.99613 77620   3257903 41.89
30      77470   300     0.00387 0.99613 77320   3180283 41.05
31      77170   300     0.00389 0.99611 77020   3102963 40.21
32      76870   304     0.00395 0.99605 76718   3025943 39.36
33      76566   311     0.00406 0.99594 76411   2949224 38.52
34      76255   322     0.00422 0.99578 76095   2872813 37.67
35      75933   334     0.00440 0.99560 75767   2796718 36.83
36      75599   348     0.00461 0.99539 75426   2720951 35.99
37      75251   362     0.00481 0.99519 75071   2645525 35.16
38      74889   375     0.00501 0.99499 74703   2570453 34.32
39      74514   386     0.00518 0.99482 74322   2495751 33.49
40      74128   396     0.00534 0.99466 73931   2421429 32.67
41      73732   409     0.00555 0.99445 73529   2347498 31.84
42      73323   427     0.00582 0.99418 73111   2273969 31.01
43      72896   450     0.00617 0.99383 72673   2200858 30.19
44      72446   479     0.00661 0.99339 72208   2128185 29.38
45      71967   496     0.00689 0.99311 71721   2055977 28.57
46      71471   533     0.00746 0.99254 71208   1984255 27.76
47      70938   571     0.00806 0.99194 70656   1913048 26.97
48      70367   610     0.00866 0.99134 70065   1842392 26.18
49      69757   646     0.00926 0.99074 69437   1772327 25.41
50      69111   686     0.00992 0.99008 68771   1702890 24.64
51      68425   718     0.01049 0.98951 68069   1634119 23.88
52      67707   750     0.01108 0.98892 67335   1566050 23.13
53      66957   783     0.01170 0.98830 66568   1498715 22.38
54      66174   819     0.01237 0.98763 65768   1432147 21.64
55      65355   865     0.01324 0.98676 64926   1366379 20.91
56      64490   913     0.01415 0.98585 64038   1301453 20.18
57      63577   969     0.01524 0.98476 63098   1237415 19.46
58      62608   1035    0.01653 0.98347 62096   1174317 18.76
59      61573   1109    0.01802 0.98198 61024   1112221 18.06
60      60464   1174    0.01942 0.98058 59883   1051197 17.39
61      59290   1253    0.02114 0.97886 58670   991314  16.72
62      58037   1327    0.02286 0.97714 57379   932644  16.07
63      56710   1391    0.02453 0.97547 56020   875264  15.43
64      55319   1448    0.02618 0.97382 54599   819245  14.81
65      53871   1495    0.02776 0.97224 53128   764646  14.19
66      52376   1559    0.02977 0.97023 51603   711517  13.58
67      50817   1640    0.03226 0.96774 50005   659915  12.99
68      49177   1741    0.03541 0.96459 48316   609910  12.40
69      47436   1863    0.03928 0.96072 46515   561594  11.84
70      45573   1988    0.04362 0.95638 44590   515080  11.30
71      43585   2118    0.04860 0.95140 42536   470490  10.79
72      41467   2227    0.05370 0.94630 40361   427954  10.32
73      39240   2301    0.05864 0.94136 38094   387593  9.88
74      36939   2337    0.06325 0.93675 35772   349499  9.46
75      34602   2327    0.06724 0.93276 33438   313727  9.07
76      32275   2313    0.07168 0.92832 31117   280290  8.68
77      29962   2293    0.07651 0.92349 28814   249173  8.32
78      27669   2268    0.08198 0.91802 26533   220359  7.96
79      25401   2241    0.08822 0.91178 24277   193826  7.63
80      23160   2185    0.09433 0.90567 22063   169549  7.32
81      20975   2129    0.10149 0.89851 19905   147486  7.03
82      18846   2047    0.10864 0.89136 17815   127582  6.77
83      16799   1939    0.11542 0.88458 15819   109767  6.53
84      14860   1806    0.12156 0.87844 13944   93948   6.32
85      13054   1635    0.12521 0.87479 12223   80003   6.13
86      11419   1482    0.12975 0.87025 10665   67780   5.94
87      9937    1328    0.13364 0.86636 9260    57115   5.75
88      8609    1179    0.13699 0.86301 8008    47855   5.56
89      7430    1040    0.13991 0.86009 6899    39847   5.36
90      6390    911     0.14250 0.85750 5924    32948   5.16
91      5479    794     0.14486 0.85514 5073    27024   4.93
92      4685    689     0.14712 0.85288 4332    21951   4.69
93      3996    597     0.14935 0.85065 3690    17619   4.41
94      3399    515     0.15166 0.84834 3135    13929   4.10
95      2884    444     0.15411 0.84589 2657    10794   3.74
96      2440    383     0.15677 0.84323 2244    8137    3.33
97      2057    329     0.15971 0.84029 1888    5894    2.87
98      1728    282     0.16295 0.83705 1583    4005    2.32
99      1446    241     0.16655 0.83345 1322    2422    1.67
100     1205    205     0.17052 0.82948 1100    1100    0.91
