Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  28420   0.28420 0.71580 85790   3141722 31.42
1       71580   8819    0.12321 0.87679 67171   3055932 42.69
2       62761   3729    0.05942 0.94058 60897   2988761 47.62
3       59032   1943    0.03291 0.96709 58061   2927865 49.60
4       57089   1191    0.02086 0.97914 56494   2869804 50.27
5       55898   826     0.01477 0.98523 55461   2813311 50.33
6       55072   621     0.01127 0.98873 54748   2757850 50.08
7       54451   492     0.00904 0.99096 54196   2703102 49.64
8       53959   405     0.00751 0.99249 53750   2648906 49.09
9       53554   343     0.00641 0.99359 53378   2595156 48.46
10      53211   299     0.00562 0.99438 53058   2541778 47.77
11      52912   269     0.00508 0.99492 52775   2488719 47.04
12      52643   249     0.00474 0.99526 52517   2435944 46.27
13      52394   239     0.00455 0.99545 52274   2383427 45.49
14      52155   235     0.00451 0.99549 52037   2331153 44.70
15      51920   237     0.00457 0.99543 51802   2279115 43.90
16      51683   244     0.00472 0.99528 51562   2227313 43.10
17      51439   254     0.00495 0.99505 51313   2175752 42.30
18      51185   267     0.00522 0.99478 51053   2124439 41.51
19      50918   282     0.00553 0.99447 50778   2073386 40.72
20      50636   297     0.00587 0.99413 50489   2022608 39.94
21      50339   312     0.00620 0.99380 50184   1972119 39.18
22      50027   326     0.00652 0.99348 49865   1921935 38.42
23      49701   339     0.00682 0.99318 49533   1872070 37.67
24      49362   350     0.00709 0.99291 49188   1822537 36.92
25      49012   359     0.00733 0.99267 48833   1773349 36.18
26      48653   368     0.00756 0.99244 48470   1724516 35.45
27      48285   376     0.00779 0.99221 48098   1676046 34.71
28      47909   385     0.00803 0.99197 47717   1627949 33.98
29      47524   394     0.00829 0.99171 47328   1580231 33.25
30      47130   404     0.00856 0.99144 46929   1532904 32.53
31      46726   414     0.00886 0.99114 46520   1485975 31.80
32      46312   425     0.00918 0.99082 46100   1439455 31.08
33      45887   437     0.00952 0.99048 45670   1393354 30.36
34      45450   449     0.00988 0.99012 45227   1347685 29.65
35      45001   462     0.01026 0.98974 44771   1302458 28.94
36      44539   475     0.01066 0.98934 44303   1257687 28.24
37      44064   488     0.01108 0.98892 43821   1213385 27.54
38      43576   502     0.01152 0.98848 43326   1169564 26.84
39      43074   516     0.01199 0.98801 42817   1126237 26.15
40      42558   532     0.01250 0.98750 42293   1083420 25.46
41      42026   550     0.01308 0.98692 41753   1041127 24.77
42      41476   569     0.01372 0.98628 41193   999374  24.10
43      40907   591     0.01445 0.98555 40613   958181  23.42
44      40316   615     0.01525 0.98475 40011   917568  22.76
45      39701   640     0.01611 0.98389 39383   877557  22.10
46      39061   664     0.01701 0.98299 38731   838174  21.46
47      38397   688     0.01791 0.98209 38055   799443  20.82
48      37709   709     0.01880 0.98120 37356   761388  20.19
49      37000   728     0.01967 0.98033 36638   724032  19.57
50      36272   745     0.02053 0.97947 35901   687395  18.95
