# Возраст в годах, Числа доживающих до возраста х лет , Числа умирающих при переходе от возраста x к возрасту х+1 лет , Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lх, dх, qх, pх, Lх, Tх, eх

		89	2486	429	0.17240	0.82760	2266	10710	4.31
									
		90	2057	372	0.18090	0.81910	1865	8444	4.11
		91	1685	320	0.19011	0.80989	1520	6579	3.90
		92	1365	273	0.20014	0.79986	1224	5059	3.71
		93	1092	230	0.21107	0.78893	974	3835	3.51
		94	862	192	0.22300	0.77700	763	2861	3.32
									
		95	670	158	0.23599	0.76401	588	2098	3.13
		96	512	128	0.25017	0.74983	446	1510	2.95
		97	384	102	0.26559	0.73441	331	1064	2.77
		98	282	80	0.28233	0.71767	240	733	2.60
		99	202	60	0.30044	0.69956	171	493	2.43
		100	142	45	0.31995	0.68005	118	322	2.27
