# Возраст в годах, Числа доживающих до возраста х лет , Числа умирающих при переходе от возраста x к возрасту х+1 лет , Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lх, dх, qх, pх, Lх, Tх, eх

		89	5194	896	0.17242	0.82758	4734	23500	4.52
									
		90	4298	761	0.17717	0.82283	3907	18766	4.37
		91	3537	646	0.18260	0.81740	3205	14859	4.20
		92	2891	544	0.18830	0.81170	2611	11654	4.03
		93	2347	457	0.19480	0.80520	2112	9043	3.85
		94	1890	383	0.20243	0.79757	1693	6931	3.67
									
		95	1507	320	0.21210	0.78790	1342	5238	3.48
		96	1187	266	0.22405	0.77595	1050	3896	3.28
		97	921	219	0.23788	0.76212	808	2846	3.09
		98	702	179	0.25503	0.74497	609	2038	2.90
		99	523	144	0.27513	0.72487	448	1429	2.73
		100	379	112	0.29763	0.70237	320	981	2.59
