# # Таблица построена модулем rtss.rosbris1959.ExportMortalityTables по данным в РосБРИС для РСФСР 1999
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  1874    0.01874 0.98126 99063   5989142 59.89
1       98126   192     0.00196 0.99804 98030   5890079 60.03
2       97934   107     0.00109 0.99891 97881   5792049 59.14
3       97827   81      0.00082 0.99918 97787   5694168 58.21
4       97746   77      0.00078 0.99922 97708   5596382 57.25
5       97669   61      0.00062 0.99938 97638   5498674 56.30
6       97608   56      0.00058 0.99942 97580   5401037 55.33
7       97552   59      0.00060 0.99940 97523   5303457 54.37
8       97493   61      0.00063 0.99937 97462   5205934 53.40
9       97432   58      0.00060 0.99940 97403   5108471 52.43
10      97374   51      0.00053 0.99947 97348   5011069 51.46
11      97323   50      0.00051 0.99949 97298   4913721 50.49
12      97273   56      0.00058 0.99942 97246   4816423 49.51
13      97217   62      0.00064 0.99936 97187   4719177 48.54
14      97155   75      0.00077 0.99923 97119   4621990 47.57
15      97080   95      0.00098 0.99902 97035   4524871 46.61
16      96985   143     0.00147 0.99853 96918   4427836 45.65
17      96842   198     0.00204 0.99796 96747   4330918 44.72
18      96644   241     0.00249 0.99751 96528   4234171 43.81
19      96403   301     0.00313 0.99687 96257   4137643 42.92
20      96102   355     0.00370 0.99630 95929   4041386 42.05
21      95747   403     0.00421 0.99579 95549   3945457 41.21
22      95344   438     0.00460 0.99540 95127   3849908 40.38
23      94906   457     0.00481 0.99519 94679   3754781 39.56
24      94449   481     0.00509 0.99491 94209   3660102 38.75
25      93968   476     0.00507 0.99493 93730   3565893 37.95
26      93492   475     0.00508 0.99492 93255   3472163 37.14
27      93017   486     0.00522 0.99478 92775   3378908 36.33
28      92531   504     0.00545 0.99455 92280   3286133 35.51
29      92027   503     0.00547 0.99453 91778   3193853 34.71
30      91524   564     0.00616 0.99384 91245   3102075 33.89
31      90960   564     0.00620 0.99380 90679   3010830 33.10
32      90396   579     0.00640 0.99360 90108   2920152 32.30
33      89817   604     0.00672 0.99328 89517   2830044 31.51
34      89213   629     0.00706 0.99294 88902   2740527 30.72
35      88584   677     0.00764 0.99236 88247   2651625 29.93
36      87907   673     0.00766 0.99234 87572   2563378 29.16
37      87234   721     0.00827 0.99173 86876   2475805 28.38
38      86513   742     0.00857 0.99143 86146   2388929 27.61
39      85771   805     0.00939 0.99061 85375   2302783 26.85
40      84966   908     0.01069 0.98931 84516   2217408 26.10
41      84058   901     0.01071 0.98929 83608   2132892 25.37
42      83157   921     0.01107 0.98893 82701   2049284 24.64
43      82236   1008    0.01226 0.98774 81738   1966583 23.91
44      81228   1076    0.01325 0.98675 80697   1884845 23.20
45      80152   1176    0.01468 0.98532 79569   1804148 22.51
46      78976   1188    0.01504 0.98496 78386   1724579 21.84
47      77788   1264    0.01625 0.98375 77161   1646193 21.16
48      76524   1304    0.01705 0.98295 75876   1569032 20.50
49      75220   1358    0.01806 0.98194 74554   1493157 19.85
50      73862   1613    0.02184 0.97816 73056   1418603 19.21
51      72249   1369    0.01895 0.98105 71567   1345547 18.62
52      70880   1683    0.02374 0.97626 70046   1273979 17.97
53      69197   1549    0.02239 0.97761 68424   1203933 17.40
54      67648   1728    0.02554 0.97446 66796   1135509 16.79
55      65920   1847    0.02802 0.97198 64992   1068712 16.21
56      64073   1614    0.02519 0.97481 63272   1003721 15.67
