# "Смертность и продолжительность жизни населения СССР. 1926–1927. Таблицы смертности", Планхозгиз, Москва—Ленинград, 1930, стр. 128-129
# №65 1896-97 II вариант
# Таблица построена для православного населения 50 губерний б. Европейской России по данным об умерших за 1896/97 г. и данным о родившихся за 1775—1897 гг.
# Техническое замечание: строки возрастов 49–50 отсутствуют на скане между PDF-страницами 159 и 160; соответствующие значения восстановлены по смежным lₓ/Tₓ/Lₓ и табличным тождествам."

##############################################################

# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни, вероятная продолжительность предстоящей жизни (до которой доживает половина группы)
# x, lx, dx, qx, px, Lx, Tx, ex, Vx

0	100000	26514	0.26514	0.73486	82765	3190299	31.9	24.35
1	73486	6915	0.0941	0.9059	69674	3107534	42.29	48.66
2	66571	3635	0.0546	0.9454	64561	3037860	45.63	52.65
3	62936	2294	0.03645	0.96355	61705	2973299	47.24	53.86
4	60642	1616	0.02665	0.97335	58788	2911594	48.01	54.13
5	59026	1184	0.02006	0.97994	58402	2852806	48.33	53.98
6	57842	839	0.01451	0.98549	57399	2794404	48.31	53.57
7	57003	600	0.01053	0.98947	56688	2737005	48.02	52.99
8	56403	463	0.00821	0.99179	56163	2680317	47.52	52.27
9	55940	386	0.0069	0.9931	55742	2624154	46.91	51.49
10	55554	342	0.00616	0.99384	55380	2568412	46.23	50.67
11	55212	306	0.00554	0.99446	55056	2513032	45.52	49.85
12	54906	281	0.00512	0.99488	54764	2457976	44.77	48.98
13	54625	275	0.00503	0.99497	54488	2403212	43.99	48.1
14	54350	298	0.00548	0.99452	54204	2348724	43.21	47.23
15	54052	346	0.0064	0.9936	53883	2294520	42.45	46.36
16	53706	396	0.00737	0.99263	53511	2240637	41.72	45.52
17	53310	429	0.00805	0.99195	53098	2187126	41.03	44.69
18	52881	437	0.00826	0.99174	52664	2134028	40.36	43.88
19	52444	442	0.00843	0.99157	52223	2081364	39.69	43.08
20	52002	446	0.00858	0.99142	51580	2029141	39.02	42.27
21	51556	458	0.00888	0.99112	51528	1977561	38.36	41.46
22	51098	462	0.00904	0.99096	50867	1926033	37.69	40.65
23	50636	469	0.00926	0.99074	50403	1875166	37.03	39.85
24	50167	476	0.00949	0.99051	49931	1824763	36.37	39.05
25	49691	482	0.0097	0.9903	49450	1774832	35.72	38.25
26	49209	486	0.00988	0.99012	48966	1725382	35.06	37.45
27	48723	490	0.01006	0.98994	48478	1676416	34.41	36.65
28	48233	489	0.01014	0.98986	47988	1627938	33.75	35.85
29	47744	488	0.01022	0.98978	47500	1579950	33.09	35.06
30	47256	486	0.01028	0.98972	47013	1532450	32.43	34.25
31	46770	484	0.01035	0.98965	46528	1485437	31.76	33.45
32	46286	483	0.01044	0.98956	46045	1438909	31.09	32.65
