# "Смертность и продолжительность жизни населения СССР. 1926–1927. Таблицы смертности", Планхозгиз, Москва—Ленинград, 1930, стр. 128-129
# №65 1896-97 II вариант
# Таблица построена для православного населения 50 губерний б. Европейской России по данным об умерших за 1896/97 г. и данным о родившихся за 1775—1897 гг.
# Техническое замечание: строки возрастов 49–50 отсутствуют на скане между PDF-страницами 159 и 160; соответствующие значения восстановлены по смежным lₓ/Tₓ/Lₓ и табличным тождествам."

##############################################################

# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни, вероятная продолжительность предстоящей жизни (до которой доживает половина группы)
# x, lx, dx, qx, px, Lx, Tx, ex, Vx

0	100000	30292	0.30292	0.69708	79839	3006579	30.07	17.82
1	69708	6894	0.0989	0.9011	65685	2926740	41.99	48
2	62814	3516	0.05597	0.94403	60858	2861055	45.55	51.74
3	59298	2184	0.03683	0.96317	58122	2800197	47.22	52.95
4	57114	1516	0.02654	0.97346	56311	2742075	48.01	53.24
5	55598	1113	0.02002	0.97998	55010	2685764	48.31	53.11
6	54485	777	0.01426	0.98574	54073	2630754	48.28	52.73
7	53708	567	0.01056	0.98944	53410	2576681	47.98	52.16
8	53141	447	0.00841	0.99159	52910	2523271	47.48	51.46
9	52694	380	0.00721	0.99279	52499	2470361	46.88	50.7
10	52314	336	0.00642	0.99358	52142	2417862	46.22	49.9
11	51978	294	0.00566	0.99434	51828	2365720	45.51	49.08
12	51684	255	0.00493	0.99507	51554	2313892	44.77	48.23
13	51429	235	0.00457	0.99543	51312	2262338	43.99	47.36
14	51194	250	0.00488	0.99512	51071	2211026	43.19	46.48
15	50944	291	0.00571	0.99429	50802	2159955	42.4	45.61
16	50653	342	0.00675	0.99325	50486	2109153	41.64	44.76
17	50311	377	0.00749	0.99251	50124	2058667	40.92	43.93
18	49934	390	0.00781	0.99219	49740	2008543	40.22	43.12
19	49544	396	0.00799	0.99201	49347	1958803	39.54	42.32
20	49148	403	0.0082	0.9918	48947	1909456	38.85	41.51
21	48745	413	0.00847	0.99153	48539	1860509	38.17	40.71
22	48332	417	0.00863	0.99137	48124	1811970	37.49	39.91
23	47915	422	0.00881	0.99119	47704	1763846	36.81	39.12
24	47493	426	0.00897	0.99103	47280	1716142	36.13	38.32
25	47067	430	0.00914	0.99086	46852	1668862	35.46	37.52
26	46637	432	0.00926	0.99074	46421	1622010	34.78	36.73
27	46205	433	0.00937	0.99063	45988	1575589	34.1	35.93
28	45772	432	0.00944	0.99056	45556	1529601	33.42	35.14
29	45340	430	0.00948	0.99052	45125	1484045	32.73	34.34
30	44910	428	0.00953	0.99047	44696	1438920	32.04	33.54
31	44482	427	0.0096	0.9904	44268	1394224	31.34	32.74
32	44055	428	0.00972	0.99028	43841	1349956	30.64	31.93
33	43627	430	0.00986	0.99014	43412	1306115	29.94	31.13
34	43197	438	0.01014	0.98986	42979	1262703	29.23	30.33
35	42759	451	0.01055	0.98945	42535	1219724	28.53	29.53
36	42308	467	0.01104	0.98896	42076	1177189	27.82	28.74
37	41841	488	0.01166	0.98834	41599	1135113	27.13	27.95
38	41353	511	0.01236	0.98764	41100	1093514	26.44	27.17
39	40842	532	0.01303	0.98697	40578	1052414	25.77	26.41
40	40310	552	0.01369	0.98631	40036	1011836	25.1	25.64
41	39758	569	0.01431	0.98569	39475	971800	24.44	24.9
42	39189	583	0.01488	0.98512	38899	932325	23.79	24.16
43	38606	597	0.01546	0.98454	38309	893426	23.14	23.42
44	38009	610	0.01605	0.98395	37705	855117	22.5	22.69
45	37399	626	0.01674	0.98326	37087	817412	21.86	21.97
46	36773	641	0.01743	0.98257	36453	780325	21.22	21.25
47	36132	656	0.01816	0.98184	35805	743872	20.59	20.54
48	35476	670	0.01889	0.98111	35142	708067	19.96	19.83
49	34806	684	0.01965	0.98035	34465	672925	19.33	19.13
50	34122	699	0.02049	0.97951	33774	638460	18.71	18.44
51	33423	717	0.02145	0.97855	33066	604686	18.09	17.75
52	32706	738	0.02256	0.97744	32339	571620	17.48	17.07
53	31968	762	0.02384	0.97616	31589	539281	16.87	16.4
54	31206	788	0.02525	0.97475	30814	507692	16.27	15.74
