# Возраст в годах, Числа доживающих до возраста х лет , Числа умирающих при переходе от возраста x к возрасту х+1 лет , Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lх, dх, qх, pх, Lх, Tх, eх

		89	5182	954	0.18416	0.81584	4694	20879	4.03
									
		90	4228	824	0.19486	0.80514	3805	16185	3.83
		91	3404	701	0.20594	0.79406	3044	12380	3.64
		92	2703	588	0.21741	0.78259	2400	9336	3.45
		93	2115	485	0.22927	0.77073	1865	6936	3.28
		94	1630	394	0.24153	0.75847	1426	5071	3.11
									
		95	1236	314	0.25419	0.74581	1073	3645	2.95
		96	922	246	0.26725	0.73275	794	2572	2.79
		97	676	190	0.28072	0.71928	577	1778	2.63
		98	486	143	0.29460	0.70540	411	1201	2.47
		99	343	106	0.30888	0.69112	287	790	2.30
		100	237	77	0.32355	0.67645	197	503	2.12

