# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  14620   0.14620 0.85380 92690   4592157 45.92
1       85380   4190    0.04907 0.95093 83285   4499467 52.70
2       81190   1629    0.02007 0.97993 80376   4416182 54.39
3       79561   832     0.01045 0.98955 79145   4335806 54.50
4       78729   536     0.00681 0.99319 78461   4256661 54.07
5       78193   412     0.00527 0.99473 77979   4178200 53.43
6       77781   351     0.00451 0.99549 77601   4100221 52.71
7       77430   315     0.00406 0.99594 77270   4022619 51.95
8       77115   287     0.00373 0.99627 76969   3945350 51.16
9       76828   263     0.00342 0.99658 76695   3868380 50.35
10      76565   241     0.00315 0.99685 76443   3791686 49.52
11      76324   225     0.00294 0.99706 76210   3715243 48.68
12      76099   214     0.00282 0.99718 75991   3639032 47.82
13      75885   210     0.00277 0.99723 75780   3563041 46.95
14      75675   213     0.00282 0.99718 75569   3487261 46.08
15      75462   222     0.00295 0.99705 75352   3411692 45.21
16      75240   237     0.00315 0.99685 75123   3336340 44.34
17      75003   258     0.00344 0.99656 74876   3261217 43.48
18      74745   283     0.00378 0.99622 74606   3186341 42.63
19      74462   311     0.00418 0.99582 74309   3111735 41.79
20      74151   340     0.00459 0.99541 73983   3037427 40.96
21      73811   367     0.00498 0.99502 73630   2963443 40.15
22      73444   388     0.00529 0.99471 73251   2889814 39.35
23      73056   402     0.00551 0.99449 72856   2816562 38.55
24      72654   409     0.00564 0.99436 72450   2743706 37.76
25      72245   412     0.00571 0.99429 72039   2671256 36.97
26      71833   416     0.00579 0.99421 71625   2599217 36.18
27      71417   423     0.00592 0.99408 71206   2527592 35.39
28      70994   436     0.00614 0.99386 70777   2456385 34.60
29      70558   455     0.00645 0.99355 70332   2385608 33.81
30      70103   479     0.00683 0.99317 69866   2315276 33.03
31      69624   504     0.00724 0.99276 69374   2245410 32.25
32      69120   528     0.00764 0.99236 68858   2176036 31.48
33      68592   548     0.00799 0.99201 68320   2107178 30.72
34      68044   564     0.00830 0.99170 67763   2038859 29.96
35      67480   579     0.00859 0.99141 67192   1971095 29.21
36      66901   597     0.00893 0.99107 66604   1903904 28.46
37      66304   621     0.00936 0.99064 65996   1837299 27.71
38      65683   653     0.00994 0.99006 65360   1771304 26.97
39      65030   695     0.01068 0.98932 64686   1705944 26.23
40      64335   744     0.01157 0.98843 63967   1641258 25.51
41      63591   799     0.01256 0.98744 63196   1577290 24.80
42      62792   854     0.01360 0.98640 62370   1514094 24.11
43      61938   907     0.01464 0.98536 61489   1451725 23.44
44      61031   954     0.01563 0.98437 60558   1390236 22.78
45      60077   994     0.01655 0.98345 59583   1329678 22.13
46      59083   1028    0.01741 0.98259 58572   1270095 21.50
47      58055   1058    0.01822 0.98178 57528   1211524 20.87
48      56997   1084    0.01901 0.98099 56457   1153995 20.25
49      55913   1108    0.01981 0.98019 55361   1097538 19.63
50      54805   1133    0.02067 0.97933 54241   1042177 19.02
51      53672   1161    0.02163 0.97837 53094   987937  18.41
52      52511   1194    0.02273 0.97727 51917   934843  17.80
53      51317   1232    0.02401 0.97599 50704   882926  17.21
54      50085   1275    0.02547 0.97453 49451   832221  16.62
55      48810   1322    0.02709 0.97291 48153   782770  16.04
56      47488   1369    0.02884 0.97116 46807   734617  15.47
57      46119   1414    0.03066 0.96934 45416   687810  14.91
58      44705   1454    0.03251 0.96749 43981   642394  14.37
59      43251   1488    0.03440 0.96560 42510   598413  13.84
60      41763   1517    0.03633 0.96367 41007   555903  13.31
61      40246   1544    0.03837 0.96163 39476   514897  12.79
62      38702   1570    0.04058 0.95942 37919   475420  12.28
63      37132   1597    0.04301 0.95699 36336   437501  11.78
64      35535   1624    0.04571 0.95429 34725   401165  11.29
65      33911   1652    0.04873 0.95127 33087   366440  10.81
66      32259   1681    0.05210 0.94790 31421   333353  10.33
67      30578   1707    0.05584 0.94416 29727   301932  9.87
68      28871   1731    0.05995 0.94005 28007   272205  9.43
69      27140   1748    0.06439 0.93561 26267   244198  9.00
70      25392   1754    0.06910 0.93090 24515   217931  8.58
71      23638   1748    0.07394 0.92606 22763   193416  8.18
72      21890   1726    0.07883 0.92117 21025   170653  7.80
73      20164   1689    0.08377 0.91623 19316   149629  7.42
74      18475   1642    0.08886 0.91114 17650   130313  7.05
75      16833   1589    0.09437 0.90563 16034   112663  6.69
76      15244   1536    0.10075 0.89925 14472   96629   6.34
77      13708   1486    0.10839 0.89161 12961   82157   5.99
78      12222   1437    0.11758 0.88242 11499   69196   5.66
79      10785   1385    0.12842 0.87158 10088   57697   5.35
80      9400    1322    0.14068 0.85932 8733    47609   5.06
81      8078    1241    0.15366 0.84634 7450    38876   4.81
82      6837    1139    0.16652 0.83348 6258    31426   4.60
83      5698    1017    0.17849 0.82151 5179    25168   4.42
84      4681    884     0.18892 0.81108 4228    19989   4.27
85      3797    750     0.19748 0.80252 3411    15762   4.15
86      3047    622     0.20428 0.79572 2726    12350   4.05
87      2425    508     0.20950 0.79050 2162    9625    3.97
88      1917    409     0.21340 0.78660 1705    7462    3.89
89      1508    326     0.21623 0.78377 1339    5758    3.82
90      1182    258     0.21827 0.78173 1048    4419    3.74
91      924     203     0.21978 0.78022 818     3371    3.65
92      721     159     0.22103 0.77897 638     2553    3.54
93      562     125     0.22223 0.77777 497     1914    3.41
94      437     98      0.22358 0.77642 386     1417    3.24
95      339     76      0.22525 0.77475 299     1031    3.04
96      263     60      0.22740 0.77260 232     732     2.78
97      203     47      0.23014 0.76986 179     500     2.46
98      156     36      0.23355 0.76645 137     322     2.06
99      120     29      0.23772 0.76228 105     184     1.54
100     91      22      0.24268 0.75732 80      80      0.87
