# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  7370    0.07370 0.92630 96315   6628234 66.28
1       92630   1742    0.01881 0.98119 91759   6531919 70.52
2       90888   586     0.00645 0.99355 90595   6440160 70.86
3       90302   281     0.00311 0.99689 90162   6349565 70.31
4       90021   183     0.00203 0.99797 89930   6259403 69.53
5       89838   148     0.00164 0.99836 89762   6169474 68.67
6       89690   134     0.00149 0.99851 89622   6079712 67.79
7       89556   125     0.00140 0.99860 89493   5990090 66.89
8       89431   116     0.00130 0.99870 89372   5900597 65.98
9       89315   104     0.00117 0.99883 89262   5811225 65.06
10      89211   92      0.00103 0.99897 89164   5721963 64.14
11      89119   83      0.00093 0.99907 89077   5632799 63.21
12      89036   76      0.00086 0.99914 88998   5543722 62.26
13      88960   74      0.00083 0.99917 88923   5454724 61.32
14      88886   75      0.00085 0.99915 88849   5365801 60.37
15      88811   80      0.00090 0.99910 88772   5276952 59.42
16      88731   87      0.00098 0.99902 88688   5188181 58.47
17      88644   96      0.00109 0.99891 88597   5099493 57.53
18      88548   107     0.00120 0.99880 88495   5010896 56.59
19      88441   118     0.00133 0.99867 88383   4922401 55.66
20      88323   128     0.00145 0.99855 88260   4834018 54.73
21      88195   137     0.00155 0.99845 88127   4745758 53.81
22      88058   143     0.00163 0.99837 87987   4657631 52.89
23      87915   147     0.00168 0.99832 87842   4569644 51.98
24      87768   149     0.00170 0.99830 87694   4481802 51.06
25      87619   150     0.00172 0.99828 87544   4394108 50.15
26      87469   152     0.00174 0.99826 87393   4306564 49.24
27      87317   155     0.00178 0.99822 87240   4219171 48.32
28      87162   160     0.00184 0.99816 87083   4131931 47.41
29      87002   168     0.00193 0.99807 86919   4044849 46.49
30      86834   176     0.00203 0.99797 86747   3957930 45.58
31      86658   185     0.00213 0.99787 86566   3871183 44.67
32      86473   192     0.00222 0.99778 86378   3784617 43.77
33      86281   197     0.00229 0.99771 86183   3698240 42.86
34      86084   200     0.00233 0.99767 85984   3612057 41.96
35      85884   202     0.00236 0.99764 85783   3526073 41.06
36      85682   205     0.00240 0.99760 85580   3440289 40.15
37      85477   211     0.00246 0.99754 85372   3354710 39.25
38      85266   219     0.00257 0.99743 85157   3269337 38.34
39      85047   231     0.00271 0.99729 84933   3184180 37.44
40      84816   245     0.00289 0.99711 84695   3099248 36.54
41      84571   262     0.00309 0.99691 84441   3014553 35.65
42      84309   278     0.00330 0.99670 84171   2930111 34.75
43      84031   295     0.00351 0.99649 83885   2845940 33.87
44      83736   310     0.00370 0.99630 83582   2762055 32.99
45      83426   324     0.00389 0.99611 83265   2678473 32.11
46      83102   339     0.00407 0.99593 82934   2595208 31.23
47      82763   354     0.00427 0.99573 82587   2512274 30.36
48      82409   371     0.00450 0.99550 82225   2429687 29.48
49      82038   391     0.00476 0.99524 81844   2347462 28.61
50      81647   415     0.00508 0.99492 81442   2265617 27.75
51      81232   443     0.00546 0.99454 81013   2184176 26.89
52      80789   478     0.00592 0.99408 80553   2103163 26.03
53      80311   519     0.00646 0.99354 80055   2022609 25.18
54      79792   566     0.00709 0.99291 79513   1942554 24.35
55      79226   618     0.00780 0.99220 78922   1863041 23.52
56      78608   674     0.00857 0.99143 78276   1784120 22.70
57      77934   731     0.00938 0.99062 77573   1705844 21.89
58      77203   788     0.01020 0.98980 76814   1628271 21.09
59      76415   844     0.01104 0.98896 75998   1551457 20.30
60      75571   901     0.01193 0.98807 75126   1475459 19.52
61      74670   965     0.01292 0.98708 74193   1400334 18.75
62      73705   1038    0.01408 0.98592 73193   1326140 17.99
63      72667   1124    0.01546 0.98454 72113   1252948 17.24
64      71543   1224    0.01711 0.98289 70940   1180835 16.51
65      70319   1339    0.01904 0.98096 69660   1109895 15.78
66      68980   1464    0.02122 0.97878 68259   1040236 15.08
67      67516   1594    0.02361 0.97639 66730   971977  14.40
68      65922   1726    0.02619 0.97381 65070   905247  13.73
69      64196   1858    0.02895 0.97105 63278   840177  13.09
70      62338   1992    0.03195 0.96805 61353   776899  12.46
71      60346   2131    0.03532 0.96468 59293   715546  11.86
72      58215   2281    0.03919 0.96081 57088   656253  11.27
73      55934   2443    0.04368 0.95632 54726   599166  10.71
74      53491   2614    0.04887 0.95113 52198   544439  10.18
75      50877   2785    0.05473 0.94527 49498   492241  9.68
76      48092   2938    0.06110 0.93890 46634   442743  9.21
77      45154   3059    0.06775 0.93225 43633   396108  8.77
78      42095   3134    0.07444 0.92556 40532   352476  8.37
79      38961   3155    0.08097 0.91903 37383   311944  8.01
80      35806   3123    0.08722 0.91278 34240   274561  7.67
81      32683   3046    0.09321 0.90679 31152   240321  7.35
82      29637   2933    0.09897 0.90103 28160   209169  7.06
83      26704   2792    0.10457 0.89543 25295   181009  6.78
84      23912   2631    0.11004 0.88996 22583   155713  6.51
85      21281   2456    0.11540 0.88460 20038   133131  6.26
86      18825   2272    0.12068 0.87932 17673   113093  6.01
87      16553   2083    0.12586 0.87414 15496   95419   5.76
88      14470   1895    0.13096 0.86904 13507   79924   5.52
89      12575   1710    0.13600 0.86400 11705   66417   5.28
90      10865   1532    0.14100 0.85900 10085   54712   5.04
91      9333    1362    0.14597 0.85403 8638    44627   4.78
92      7971    1203    0.15094 0.84906 7357    35989   4.51
93      6768    1055    0.15593 0.84407 6229    28632   4.23
94      5713    920     0.16097 0.83903 5242    22404   3.92
95      4793    796     0.16608 0.83392 4385    17161   3.58
96      3997    685     0.17128 0.82872 3646    12776   3.20
97      3312    585     0.17659 0.82341 3012    9130    2.76
98      2727    496     0.18205 0.81795 2472    6119    2.24
99      2231    419     0.18765 0.81235 2015    3647    1.63
100     1812    350     0.19343 0.80657 1631    1631    0.90
