"территория","год","цск.чн.горсел.мж","цск.чн.горсел.м","цск.чн.горсел.ж","цск.чн.гор.мж","цск.чн.гор.м","цск.чн.гор.ж","цск.чн.сел.мж","цск.чн.сел.м","цск.чн.сел.ж","угви.чн.горсел.мж","угви.чн.горсел.м","угви.чн.горсел.ж","угви.чн.гор.мж","угви.чн.гор.м","угви.чн.гор.ж","угви.чн.сел.мж","угви.чн.сел.м","угви.чн.сел.ж","угви.чр.горсел.мж","угви.чр.горсел.м","угви.чр.горсел.ж","угви.чр.гор.мж","угви.чр.гор.м","угви.чр.гор.ж","угви.чр.сел.мж","угви.чр.сел.м","угви.чр.сел.ж","угви.чс.горсел.мж","угви.чс.горсел.м","угви.чс.горсел.ж","угви.чс.гор.мж","угви.чс.гор.м","угви.чс.гор.ж","угви.чс.сел.мж","угви.чс.сел.м","угви.чс.сел.ж","мигр","стаб"
"Седлецкая","1904","876900","444700","432200","122900","66700","56200","754000","378000","376000","925304","","","89842","46618","43224","835462","418547","416915","37914","","","3464","1750","1714","34450","17029","17421","20917","","","1601","890","711","19316","9626","9690","-2368",""
"Седлецкая","1905","894200","453100","441100","125300","67800","57500","768900","385300","383600","941241","","","92693","48000","44693","848548","424730","423818","35029","","","2848","1457","1391","32181","16342","15839","21665","","","1735","911","824","19930","9858","10072","-3312",""
"Седлецкая","1906","907700","460200","447500","126700","68500","58200","781000","391700","389300","902513","","","94697","48977","45720","807816","402517","405299","38429","","","2794","1418","1376","35635","17852","17783","22664","","","1667","876","791","20997","10390","10607","-4236",""
"Седлецкая","1907","923400","467800","455600","128700","69200","59500","794700","398600","396100","970854","","","96024","49597","46427","874830","437748","437082","37563","","","2718","1404","1314","34845","17371","17474","21145","","","1796","974","822","19349","9607","9742","-2692",""
"Седлецкая","1908","939800","476600","463200","129400","69800","59600","810400","406800","403600","986308","","","98441","50851","47590","887867","444218","443649","35848","","","2779","1476","1303","33069","16188","16881","20066","","","1830","1009","821","18236","9098","9138","-1440",""
"Седлецкая","1909","957200","486100","471100","131400","70700","60700","825800","415400","410400","1004677","","","101308","52555","48753","903369","451569","451800","36327","","","3460","1806","1654","32867","16775","16092","21370","","","2259","1232","1027","19111","9448","9663","-1532",""
"Седлецкая","1910","981900","498400","483500","135800","72900","62900","846100","425500","420600","1021711","","","105856","54779","51077","915855","457431","458424","34381","","","2918","1694","1224","31463","15668","15795","20565","","","1745","938","807","18820","9394","9426","-2658",""
"Седлецкая","1911","1003400","509500","493900","138300","74100","64200","865100","435400","429700","1035138","","","108015","55967","52048","927123","463644","463479","29860","","","2599","1404","1195","27261","14128","13133","17562","","","1436","805","631","16126","8284","7842","-1788",""
"Седлецкая","1912","1032700","528800","503900","140700","75100","65600","892000","453700","438300","1049759","","","109365","56712","52653","940394","470311","470083","29289","","","2172","1211","961","27117","14122","12995","16533","","","1270","669","601","15263","7861","7402","-2519",""
"Седлецкая","1913","","","","","","","","","","1066166","","","115553","59662","55891","950613","476111","474502","","","","","","","","","","","","","","","","","","","-3248",""
"Семипалатинская обл.","1896","","","","","","","","","","607084","","","","","","","","","10679","","","","","","","","","8357","","","","","","","","","1239",""
"Семипалатинская обл.","1897","","","","","","","","","","591148","","","","","","","","","11175","","","","","","","","","7693","","","","","","","","","139",""
"Семипалатинская обл.","1898","","","","","","","","","","611774","","","","","","","","","8463","","","","","","","","","6879","","","","","","","","","1273",""
"Семипалатинская обл.","1899","","","","","","","","","","645838","","","","","","","","","15308","","","","","","","","","12031","","","","","","","","","3748",""
"Семипалатинская обл.","1900","","","","","","","","","","678232","","","","","","","","","15160","","","","","","","","","11529","","","","","","","","","2290",""
"Семипалатинская обл.","1901","","","","","","","","","","686053","","","","","","","","","12994","","","","","","","","","8967","","","","","","","","","311",""
"Семипалатинская обл.","1902","","","","","","","","","","697989","","","","","","","","","13772","","","2248","1199","1049","11524","6322","5202","8430","","","1397","739","658","7033","3902","3131","155",""
"Семипалатинская обл.","1903","","","","","","","","","","707965","","","48104","25387","22717","659861","363318","296543","13381","","","2038","1023","1015","11343","6327","5016","9205","","","1282","720","562","7923","4550","3373","410",""
"Семипалатинская обл.","1904","725300","396500","328800","54300","28500","25800","671000","368000","303000","786963","","","48104","25387","22717","738859","405439","333420","14535","","","2869","1462","1407","11666","6356","5310","11895","","","2670","1405","1265","9225","5107","4118","252",""
"Семипалатинская обл.","1905","728000","397800","330200","54800","28700","26100","673200","369100","304100","728693","","","55240","29211","26029","673453","364652","308801","13779","","","2047","","","11732","","","12956","","","1660","","","11296","","","340",""
"Семипалатинская обл.","1906","767500","417200","350300","58700","31300","27400","708800","385900","322900","740186","","","56191","","","683995","","","16302","","","2892","1536","1356","13410","7344","6066","11035","","","1858","920","938","9177","5127","4050","3603",""
"Семипалатинская обл.","1907","784000","424700","359300","59700","31800","27900","724300","392900","331400","815833","","","53339","28225","25114","762494","420370","342124","16853","","","3083","1569","1514","13770","7541","6229","11008","","","2144","1121","1023","8864","4803","4061","8837",""
"Семипалатинская обл.","1908","802300","433600","368700","61000","32400","28600","741300","401200","340100","749693","","","54547","28934","25613","695146","380891","314255","17863","","","2947","1498","1449","14916","8253","6663","10716","","","1919","1038","881","8797","4760","4037","20902",""
"Семипалатинская обл.","1909","836600","450700","385900","63000","33300","29700","773600","417400","356200","771016","","","55487","28960","26527","715529","392935","322594","21662","","","3288","1704","1584","18374","9932","8442","14012","","","2657","1416","1241","11355","6247","5108","31790",""
"Семипалатинская обл.","1910","842200","453500","388700","64600","34100","30500","777600","419400","358200","898291","","","58690","30421","28269","839601","459080","380521","24089","","","4292","2285","2007","19797","10353","9444","15025","","","3285","1745","1540","11740","6322","5418","8646",""
"Семипалатинская обл.","1911","848900","456700","392200","66300","35000","31300","782600","421700","360900","821459","","","60292","31298","28994","761167","415420","345747","21977","","","3288","1684","1604","18689","9895","8794","12306","","","1874","1032","842","10432","5570","4862","1158",""
"Семипалатинская обл.","1912","855800","459600","396200","68700","35700","33000","787100","423900","363200","873760","","","66492","34487","32005","807268","440420","366848","24022","","","3373","1720","1653","20649","11098","9551","13292","","","2373","1257","1116","10919","6074","4845","4465",""
"Семипалатинская обл.","1913","862000","462300","399700","70000","36200","33800","792000","426100","365900","940516","","","78112","40889","37223","862404","465440","396964","","","","","","","","","","","","","","","","","","","14578",""
"Семипалатинская обл.","1914","867500","465000","402500","70900","36800","34100","796600","428200","368400","862000","","","70000","36200","33800","792000","426100","365900","25601","","","3630","1911","1719","21971","11524","10447","15983","","","2386","1290","1096","13597","7301","6296","25056",""
"Семиреченская обл.","1896","","","","","","","","","","774191","","","","","","","","","5547","","","","","","","","","2886","","","","","","","","","64",""
"Семиреченская обл.","1897","","","","","","","","","","828280","","","","","","","","","27203","","","","","","","","","16758","","","","","","","","","66",""
"Семиреченская обл.","1898","","","","","","","","","","850107","","","","","","","","","29713","","","","","","","","","18512","","","","","","","","","154",""
"Семиреченская обл.","1899","","","","","","","","","","870000","","","","","","","","","20021","","","","","","","","","12651","","","","","","","","","789",""
