# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  11845   0.11845 0.88155 94078   5647443 56.47
1       88155   3196    0.03626 0.96374 86557   5553365 63.00
2       84959   1170    0.01377 0.98623 84374   5466808 64.35
3       83789   566     0.00676 0.99324 83506   5382434 64.24
4       83223   349     0.00420 0.99580 83049   5298928 63.67
5       82874   259     0.00312 0.99688 82739   5215880 62.94
6       82615   215     0.00260 0.99740 82505   5133141 62.13
7       82400   189     0.00229 0.99771 82304   5050636 61.29
8       82211   171     0.00208 0.99792 82124   4968333 60.43
9       82040   156     0.00190 0.99810 81961   4886208 59.56
10      81884   144     0.00176 0.99824 81811   4804248 58.67
11      81740   137     0.00167 0.99833 81671   4722436 57.77
12      81603   134     0.00164 0.99836 81536   4640765 56.87
13      81469   136     0.00167 0.99833 81401   4559229 55.96
14      81333   143     0.00176 0.99824 81262   4477828 55.06
15      81190   154     0.00190 0.99810 81114   4396566 54.15
16      81036   169     0.00208 0.99792 80953   4315452 53.25
17      80867   185     0.00229 0.99771 80776   4234499 52.36
18      80682   201     0.00249 0.99751 80583   4153723 51.48
19      80481   217     0.00269 0.99731 80374   4073140 50.61
20      80264   229     0.00285 0.99715 80151   3992766 49.75
21      80035   242     0.00303 0.99697 79915   3912616 48.89
22      79793   255     0.00320 0.99680 79667   3832701 48.03
23      79538   269     0.00338 0.99662 79405   3753034 47.19
24      79269   282     0.00356 0.99644 79129   3673630 46.34
25      78987   283     0.00358 0.99642 78846   3594501 45.51
26      78704   292     0.00371 0.99629 78559   3515655 44.67
27      78412   298     0.00380 0.99620 78263   3437096 43.83
28      78114   300     0.00384 0.99616 77964   3358833 43.00
29      77814   300     0.00386 0.99614 77664   3280869 42.16
30      77514   299     0.00386 0.99614 77365   3203205 41.32
31      77215   300     0.00388 0.99612 77065   3125841 40.48
32      76915   303     0.00394 0.99606 76764   3048775 39.64
33      76612   311     0.00405 0.99595 76457   2972011 38.79
34      76301   321     0.00421 0.99579 76141   2895554 37.95
35      75980   333     0.00439 0.99561 75815   2819413 37.11
36      75647   348     0.00460 0.99540 75474   2743598 36.27
37      75299   362     0.00480 0.99520 75119   2668124 35.43
38      74937   374     0.00499 0.99501 74751   2593005 34.60
39      74563   385     0.00516 0.99484 74371   2518254 33.77
40      74178   395     0.00533 0.99467 73981   2443883 32.95
41      73783   408     0.00553 0.99447 73580   2369901 32.12
42      73375   425     0.00580 0.99420 73164   2296321 31.30
43      72950   448     0.00615 0.99385 72728   2223157 30.48
44      72502   478     0.00659 0.99341 72265   2150428 29.66
45      72024   494     0.00686 0.99314 71779   2078164 28.85
46      71530   531     0.00742 0.99258 71268   2006384 28.05
47      70999   569     0.00802 0.99198 70718   1935117 27.26
48      70430   607     0.00862 0.99138 70130   1864399 26.47
49      69823   643     0.00921 0.99079 69505   1794270 25.70
50      69180   682     0.00986 0.99014 68842   1724765 24.93
51      68498   714     0.01043 0.98957 68144   1655923 24.17
52      67784   746     0.01100 0.98900 67414   1587779 23.42
53      67038   778     0.01161 0.98839 66652   1520366 22.68
54      66260   814     0.01228 0.98772 65856   1453714 21.94
55      65446   860     0.01314 0.98686 65020   1387857 21.21
56      64586   907     0.01404 0.98596 64137   1322837 20.48
57      63679   962     0.01511 0.98489 63203   1258701 19.77
58      62717   1027    0.01637 0.98363 62209   1195498 19.06
59      61690   1100    0.01782 0.98218 61146   1133288 18.37
60      60590   1163    0.01920 0.98080 60014   1072143 17.70
61      59427   1241    0.02088 0.97912 58813   1012128 17.03
62      58186   1313    0.02256 0.97744 57535   953316  16.38
63      56873   1376    0.02420 0.97580 56190   895781  15.75
64      55497   1432    0.02581 0.97419 54785   839591  15.13
65      54065   1478    0.02735 0.97265 53331   784805  14.52
66      52587   1541    0.02930 0.97070 51822   731475  13.91
67      51046   1619    0.03171 0.96829 50244   679652  13.31
68      49427   1717    0.03474 0.96526 48578   629409  12.73
69      47710   1835    0.03847 0.96153 46802   580831  12.17
70      45875   1956    0.04263 0.95737 44907   534029  11.64
71      43919   2081    0.04739 0.95261 42888   489121  11.14
72      41838   2186    0.05225 0.94775 40752   446233  10.67
73      39652   2258    0.05694 0.94306 38527   405481  10.23
74      37394   2292    0.06130 0.93870 36249   366954  9.81
75      35102   2283    0.06504 0.93496 33960   330704  9.42
76      32819   2271    0.06918 0.93082 31682   296745  9.04
77      30548   2250    0.07365 0.92635 29421   265063  8.68
78      28298   2226    0.07866 0.92134 27183   235642  8.33
79      26072   2199    0.08434 0.91566 24969   208459  8.00
80      23873   2146    0.08987 0.91013 22796   183490  7.69
81      21727   2092    0.09631 0.90369 20676   160694  7.40
82      19635   2016    0.10270 0.89730 18620   140018  7.13
83      17619   1916    0.10873 0.89127 16652   121399  6.89
84      15703   1793    0.11417 0.88583 14795   104747  6.67
85      13910   1633    0.11743 0.88257 13081   89952   6.47
86      12277   1491    0.12144 0.87856 11520   76871   6.26
87      10786   1347    0.12489 0.87511 10101   65352   6.06
88      9439    1207    0.12785 0.87215 8824    55251   5.85
89      8232    1074    0.13044 0.86956 7684    46427   5.64
90      7158    950     0.13273 0.86727 6673    38743   5.41
91      6208    837     0.13483 0.86517 5781    32070   5.17
92      5371    735     0.13684 0.86316 4995    26289   4.89
93      4636    644     0.13883 0.86117 4307    21294   4.59
94      3992    562     0.14089 0.85911 3705    16987   4.26
95      3430    491     0.14308 0.85692 3179    13282   3.87
96      2939    427     0.14546 0.85454 2721    10103   3.44
97      2512    372     0.14808 0.85192 2322    7383    2.94
98      2140    323     0.15098 0.84902 1975    5061    2.37
