# Таблица построена по данным АДХ-РСФСР модулем rtss.data.mortality.synthetic.MortalityTableADH
# Возраст в годах, Числа доживающих до возраста х лет, Числа умирающих при переходе от возраста x к возрасту х+1 лет, Вероятность умереть в течение предстоящего года жизни, Вероятность дожить до возраста х+1 лет, Числа живущих в возрасте х лет, Числа прожитых человеколет, Средняя продолжительность предстоящей жизни
# x, lx, dx, qx, px, Lx, Tx, ex

0       100000  10710   0.10710 0.89290 94645   6038274 60.38
1       89290   3077    0.03446 0.96554 87752   5943629 66.57
2       86213   1154    0.01339 0.98661 85636   5855877 67.92
3       85059   557     0.00655 0.99345 84781   5770241 67.84
4       84502   336     0.00397 0.99603 84334   5685461 67.28
5       84166   240     0.00285 0.99715 84040   5601127 66.55
6       83926   192     0.00229 0.99771 83827   5517087 65.74
7       83734   165     0.00197 0.99803 83650   5433260 64.89
8       83569   147     0.00176 0.99824 83494   5349610 64.01
9       83422   135     0.00161 0.99839 83354   5266116 63.13
10      83287   126     0.00151 0.99849 83223   5182762 62.23
11      83161   121     0.00146 0.99854 83100   5099539 61.32
12      83040   121     0.00145 0.99855 82980   5016439 60.41
13      82919   124     0.00149 0.99851 82857   4933459 59.50
14      82795   131     0.00158 0.99842 82730   4850602 58.59
15      82664   140     0.00170 0.99830 82595   4767871 57.68
16      82524   152     0.00184 0.99816 82449   4685277 56.77
17      82372   165     0.00200 0.99800 82291   4602827 55.88
18      82207   177     0.00215 0.99785 82119   4520537 54.99
19      82030   188     0.00229 0.99771 81937   4438417 54.11
20      81842   198     0.00241 0.99759 81744   4356481 53.23
21      81644   206     0.00252 0.99748 81542   4274737 52.36
22      81438   212     0.00261 0.99739 81333   4193195 51.49
23      81226   218     0.00269 0.99731 81117   4111863 50.62
24      81008   223     0.00276 0.99724 80897   4030745 49.76
25      80785   227     0.00282 0.99718 80672   3949848 48.89
26      80558   231     0.00286 0.99714 80443   3869177 48.03
27      80327   233     0.00290 0.99710 80211   3788734 47.17
28      80094   235     0.00293 0.99707 79977   3708523 46.30
29      79859   237     0.00296 0.99704 79741   3628547 45.44
30      79622   238     0.00299 0.99701 79503   3548806 44.57
31      79384   240     0.00303 0.99697 79264   3469303 43.70
32      79144   244     0.00308 0.99692 79022   3390038 42.83
33      78900   248     0.00315 0.99685 78776   3311016 41.96
34      78652   254     0.00323 0.99677 78526   3232240 41.10
35      78398   260     0.00332 0.99668 78269   3153714 40.23
36      78138   267     0.00341 0.99659 78005   3075446 39.36
